"Location","Site","Section","sample","min_depth","max_depth","midpoint","Fe","Fe_sd","Fe_ICP","Fe_ICP_sd","Fe_fit_OLS","Fe_lwr_OLS","Fe_upr_OLS","Fe_fit_WLS","Fe_lwr_WLS","Fe_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,4.49868218100338,0.449868218100338,5.943882920053,1.06989892560954,5.05016208001771,4.03808573302496,6.06223842701046,5.05334649355366,4.0557852554461,6.05090773166122
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,4.77526453687909,0.477526453687909,5.79254094240942,1.0426573696337,5.26007256644789,4.24603421363253,6.27411091926324,5.26440615191078,4.27031886255884,6.25849344126272
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,3.2761130443745,0.32761130443745,4.41985774210023,0.795574393578041,4.12230071535566,3.11175086692296,5.13285056378835,4.12040547684326,3.10018073434347,5.14063021934304
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,2.63177321348623,0.263177321348623,3.6312403516383,0.653623263294895,3.63328294377781,2.61884218194587,4.64772370560976,3.62871053794314,2.59193611612114,4.66548495976514
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,3.8456062542936,0.38456062542936,4.29698441782345,0.773457195208221,4.55451410197717,3.54470716855574,5.5643210353986,4.55498505058959,3.54677721554259,5.56319288563659
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,4.5896235287051,0.45896235287051,5.11463757134918,0.920634762842852,5.1191814593351,4.10652545015015,6.13183746852005,5.12274372504259,4.12639341121167,6.11909403887351
"Bird Island","BI10","BI10.2",45,44,45,44.5,3.66120844190471,0.366120844190471,4.3540560961122,0.783730097300195,4.41456651069769,3.40479680122654,5.42433622016884,4.41427130490841,3.40244681442642,5.42609579539039
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,2.60175507884187,0.260175507884187,5.31484152233614,0.956671474020505,3.61050086418718,2.59580036746513,4.62520136090923,3.6058037360161,2.56818412639548,4.64342334563672
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,2.49853687902602,0.249853687902602,4.54887106984056,0.818796792571301,3.53216404308668,2.51651744287791,4.54781064329545,3.52703805365581,2.48646286896648,4.56761323834514
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,2.56228906861071,0.256228906861071,3.52571668576342,0.634629003437416,3.58054837723677,2.56549582310722,4.59560093136632,3.57568727175455,2.53694659853303,4.61442794497608
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,2.60109773699883,0.260109773699883,3.49959649542173,0.629927369175911,3.61000197861805,2.59529571640326,4.62470824083283,3.60530211925759,2.56766392898565,4.64294030952953
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,2.83388970200283,0.283388970200283,3.58559083008807,0.645406349415852,3.78667801587396,2.77380477135763,4.79955126039029,3.7829453837618,2.75169175946317,4.81419900806044
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,2.5706762726233,0.25706762726233,3.44471116762741,0.620048010172934,3.58691379439615,2.5719370630587,4.6018905257336,3.58208753690474,2.54358604481739,4.62058902899209
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,2.47278641541978,0.247278641541978,3.55376607479954,0.639677893463917,3.51262088631417,2.49672547616487,4.52851629646348,3.5073879062917,2.46606350580921,4.54871230677419
"Bird Island","BI10","BI10.3",95,93,94,93.5,3.14917614806313,0.314917614806313,4.53394780132259,0.816110604238066,4.02596273469781,3.01490182277467,5.03702364662095,4.02354008612242,3.00029902768667,5.04678114455818
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,2.94923495343736,0.294923495343736,4.25632323302847,0.766138181945125,3.87421858858827,2.86209802781032,4.88633914936623,3.87096520441814,2.84272835116819,4.8992020576681
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,2.50398560637484,0.250398560637484,3.30950909748898,0.595711637548016,3.53629932136426,2.52070471507221,4.55189392765632,3.53119597084862,2.49077871216904,4.57161322952819
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,4.31464262367509,0.431464262367509,5.23781256754477,0.942806262158059,4.91048638422411,3.89938633572193,5.92158643272628,4.91290613187218,3.91268972080579,5.91312254293856
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,2.74993009688985,0.274993009688985,4.21882452377154,0.759388414278876,3.72295738736911,2.70947137507728,4.73644339966095,3.71887591152509,2.6853650180506,4.75238680499957
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,4.68847694067009,0.468847694067009,3.5098958356037,0.631781250408665,5.19420565140677,4.1808467647467,6.20756453806685,5.19817864311865,4.20306836792975,6.19328891830755
"Bird Island","BI10","BI10.4",145,141,142,141.5,3.06676064914923,0.306676064914923,5.71210394124587,1.02817870942426,3.96341399614351,2.95195400191751,4.97487399036951,3.96064891944252,2.93538468824582,4.98591315063922
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,3.98862357313725,0.398862357313725,3.65131099224666,0.657235978604398,4.66305622091082,3.65303721127352,5.67307523054813,4.66412139212779,3.65853512814048,5.6697076561151
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,3.57331892625717,0.357331892625717,5.89594477258963,1.06127005906613,4.34786330064195,3.33801769108722,5.35770891019668,4.34720292273699,3.33356160752074,5.36084423795324
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,3.61772188950719,0.361772188950719,5.2390017419426,0.943020313549668,4.38156265787406,3.37176294903424,5.39136236671387,4.38108676982449,3.36837081006029,5.39380272958868
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,3.72123571299282,0.372123571299282,5.90798074120389,1.0634365334167,4.46012384074966,3.45037122741051,5.4698764540888,4.46007804224655,3.44945998982859,5.47069609466452
