"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","Ti_fit_OLS","Ti_lwr_OLS","Ti_upr_OLS","Ti_fit_WLS","Ti_lwr_WLS","Ti_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.37872007858635,-0.0689360039293176,1.3049526576182,0.06524763288091,1.55376229296375,0.630173116880715,2.47735146904678,1.56973281432413,0.452612943299028,2.68685268534923
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-1.20646118331133,-0.0603230591655663,1.0281289082459,0.0514064454122948,1.66015601768815,0.737342315714493,2.5829697196618,1.67411269279747,0.58140320209423,2.76682218350071
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.26291733911768,-0.063145866955884,1.97090735948023,0.0985453679740117,1.62528652261639,0.702230607350201,2.54834243788258,1.63990321599379,0.539198944603761,2.74060748738381
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-1.21581570383403,-0.0607907851917013,2.18038714473554,0.109019357236777,1.65437830571669,0.731525275504295,2.57723133592908,1.66844434276088,0.574410531534551,2.7624781539872
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.81944771201243,-0.0409723856006215,2.05065592068389,0.102532796034195,1.89919043541309,0.977722898843961,2.82065797198221,1.90862260903273,0.870563409145621,2.94668180891984
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-1.181732006591,-0.0590866003295498,2.00602850843823,0.100301425421912,1.6754297091654,0.752718432313705,2.5981409860171,1.68909728013441,0.599887972626739,2.77830658764208
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.48318241596533,-0.0741591207982665,2.20240610833466,0.110120305416733,1.48924233218366,0.565130150514682,2.41335451385264,1.50643410302536,0.374487567886471,2.63838063816424
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-1.73129755125607,-0.0865648775628036,0.8436445763641,0.042182228818205,1.33599687358524,0.410483329945772,2.2615104172247,1.35608931167107,0.188860261036137,2.523318362306
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-2.11060390826737,-0.105530195413368,2.17022093152237,0.108511046576119,1.10172266632504,0.173635873862134,2.02980945878795,1.12624950348123,-0.095083880023239,2.3475828869857
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-1.11629450887272,-0.0558147254436362,1.18035775986724,0.0590178879933618,1.71584642673331,0.793395390197636,2.63829746326899,1.72874898026013,0.648796566525877,2.80870139399438
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.33591072304167,-0.0667955361520837,2.03417261627581,0.10170863081379,1.58020299886853,0.65681665945081,2.50358933828625,1.59567304412847,0.484624183188861,2.70672190506807
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.03522996936755,-0.0517614984683775,1.50628944908492,0.0753144724542462,1.76591500686239,0.843764617188131,2.68806539653664,1.77786985014925,0.709374313105354,2.84636538719314
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-1.5096820477041,-0.075484102385205,2.39385073836139,0.11969253691807,1.47287513953442,0.548623962350526,2.39712631671831,1.49037671257208,0.354666280337508,2.62608714480665
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-1.37686625938955,-0.0688433129694774,1.67726057865771,0.0838630289328854,1.55490728306135,0.631327029132401,2.4784875369903,1.57085613177119,0.453999221867796,2.68771304167458
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.295947512328518,-0.0147973756164259,1.60030995577748,0.0800154977888741,2.22252431056311,1.3020021851228,3.14304643600343,2.22583634209734,1.26120990886522,3.19046277532946
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-0.678603836663388,-0.0339301918331694,1.72501753913816,0.0862508769569081,1.9861810345289,1.06506698853029,2.90729508052752,1.99396662896956,0.97572352238108,3.01220973555803
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.738369632529167,-0.0369184816264584,1.80425442055466,0.0902127210277329,1.94926737835384,1.02801223620792,2.87052252049977,1.9577516834402,0.931104830881811,2.98439853599858
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-1.12113756626632,-0.0560568783133162,1.43545442424602,0.071772721212301,1.71285516805645,0.790385408059203,2.63532492805369,1.72581434085369,0.645177080473171,2.80645160123421
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-1.73504450703648,-0.0867522253518239,1.12947680997815,0.0564738404989074,1.33368260945845,0.408146189815709,2.25921902910119,1.35381885249751,0.186056287557735,2.52158141743729
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-1.25833031554344,-0.062916515777172,1.49235747353001,0.0746178736765007,1.62811964495055,0.705083844148633,2.55115544575247,1.6426827123006,0.542628213864556,2.74273721073665
"Bird Island","BI10","BI10.4",145,141,142,141.5,-1.6322940062412,-0.08161470031206,1.45955250562134,0.0729776252810669,1.39714527406832,0.472217720515534,2.32207282762111,1.41608028038466,0.262940665111516,2.5692198956578
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-1.84481874074497,-0.0922409370372483,1.98646704143414,0.0993233520717071,1.265881817027,0.339652632835798,2.1921110012182,1.28730140992537,0.103899821040445,2.4707029988103
