"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP","RMSEP_ppm_cv","RMSEP_overall_boot","RMSEP_ppm_boot_sd","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"HER42PB","Ca","Bayes",0.727470949513397,0.824321832718183,0.582194624706218,3901,0.71849446314204,0.377551919451181,0.391342413156401,5139.59940097741,5274.72624707994,627.262333363349,1,0.903217185180305,"Preferred 1","High confidence",FALSE,5
"HER42PB","Ca","PLS_LOO",0.732793499585957,0.812825998972305,0.612744750506433,3901,0.714591218855023,0.380160401230266,0.391014570914877,5182.9958349032,5386.18247930186,671.781235198483,2,0.846217799537837,"Acceptable 2","High confidence",FALSE,3
"HER42PB","Ca","PLS_kfold",0.732793499585957,0.812825998972305,0.612744750506433,3901,0.714591218855023,0.380160401230266,0.391014570914877,5182.9958349032,5386.18247930186,671.781235198483,3,0.846217799537837,"Acceptable 3","High confidence",FALSE,4
"HER42PB","Ca","RF",0.56820027558159,0.94700045930265,0,3901,0.736190158651039,0.365492700892084,0.371218256028587,4627.87384517854,4819.36681179678,448.170273276823,4,0.7,"Acceptable 4","Moderate confidence",FALSE,6
"HER42PB","Ca","OLS_weighted",0.998004659278041,1,0.995011648195102,4009,0.60078407376705,0.449611220751241,NA,NA,5697.48877526591,562.540331846359,5,0.68733115596116,"Unstable","Moderate confidence",FALSE,1
"HER42PB","Ca","OLS",0.877500064955988,0.797652094473633,0.997272020679519,4009,0.605349695781694,0.447032844459699,0.450923989941031,5658.0460435519,5697.48877526591,562.540331846359,6,0.615986826769259,"Unstable","Moderate confidence",FALSE,2
"HER42PB","Ca","WLS_weighted",0.403404440465285,0.00573662399740849,0.999906165167099,4009,0.604732452698864,0.447382293228408,NA,NA,5697.48877526591,562.540331846359,7,0.310940327090334,"Unstable","Low confidence",FALSE,7
"HER42PB","Ca","WLS",0.4,0,1,4009,0.604685117514639,0.447409080513934,NA,NA,5697.48877526591,562.540331846359,8,0.30864298768611,"Unstable","Low confidence",FALSE,8
"HER42PB","Fe","OLS_weighted",0.994476266461609,1,0.986190666154022,4009,0.705011398870254,0.619652240442579,NA,NA,19032.0453789033,3839.29278988615,1,0.685864699377746,"Preferred 1","Moderate confidence",FALSE,1
"HER42PB","Fe","Bayes",0.496627923827109,0.494934006135189,0.49916880036499,3901,0.782666025570093,0.531874559979908,0.553367126639677,13833.6149421765,14099.8040912884,3299.11099629504,2,0.567719424143061,"Acceptable 2","Low confidence",FALSE,5
