"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP","RMSEP_ppm_cv","RMSEP_overall_boot","RMSEP_ppm_boot_sd","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"BI10","Ca","Bayes",0.951713712385168,0.954003236021566,0.94827942693057,4577,0.71849446314204,0.377551919451181,0.391342413156401,5139.59940097741,5274.72624707994,627.262333363349,1,0.903217185180305,"Preferred 1","High confidence",FALSE,1
"BI10","Ca","PLS_LOO",0.943068460223087,1,0.857671150557717,4577,0.714591218855023,0.380160401230266,0.391014570914877,5182.9958349032,5386.18247930186,671.781235198483,2,0.846217799537837,"Acceptable 2","High confidence",FALSE,2
"BI10","Ca","PLS_kfold",0.943068460223087,1,0.857671150557717,4577,0.714591218855023,0.380160401230266,0.391014570914877,5182.9958349032,5386.18247930186,671.781235198483,3,0.846217799537837,"Acceptable 3","High confidence",FALSE,3
"BI10","Ca","RF",0.549921113257743,0.916535188762906,0,4577,0.736190158651039,0.365492700892084,0.371218256028587,4627.87384517854,4819.36681179678,448.170273276823,4,0.7,"Acceptable 4","Moderate confidence",FALSE,6
"BI10","Ca","OLS_weighted",0.811940796977814,0.689423322901102,0.995717008092881,5017,0.60078407376705,0.449611220751241,NA,NA,5697.48877526591,562.540331846359,5,0.68733115596116,"Unstable","Moderate confidence",FALSE,4
"BI10","Ca","OLS",0.729594933848082,0.550924765384859,0.997600186542915,5017,0.605349695781694,0.447032844459699,0.450923989941031,5658.0460435519,5697.48877526591,562.540331846359,6,0.615986826769259,"Unstable","Moderate confidence",FALSE,5
"BI10","Ca","WLS_weighted",0.402342116864056,0.00396030853295355,0.99991482936071,5017,0.604732452698864,0.447382293228408,NA,NA,5697.48877526591,562.540331846359,7,0.310940327090334,"Unstable","Low confidence",FALSE,7
"BI10","Ca","WLS",0.4,0,1,5017,0.604685117514639,0.447409080513934,NA,NA,5697.48877526591,562.540331846359,8,0.30864298768611,"Unstable","Low confidence",FALSE,8
"BI10","Fe","OLS_weighted",0.978041299808078,1,0.945103249520195,5017,0.705011398870254,0.619652240442579,NA,NA,19032.0453789033,3839.29278988615,1,0.685864699377746,"Preferred 1","Moderate confidence",FALSE,1
"BI10","Fe","Bayes",0.478472070989937,0.568963761646084,0.342734535005718,4577,0.782666025570093,0.531874559979908,0.553367126639677,13833.6149421765,14099.8040912884,3299.11099629504,2,0.567719424143061,"Acceptable 2","Low confidence",FALSE,5
"BI10","Fe","PLS_LOO",0.563263167409956,0.692637452394,0.369201739933891,4577,0.769588412151896,0.547643031052147,0.558876405734737,13221.1935545148,13237.3701936463,3039.5371344986,3,0.543569465589582,"Acceptable 3","Low confidence",FALSE,3
"BI10","Fe","PLS_kfold",0.563263167409956,0.692637452394,0.369201739933891,4577,0.769588412151896,0.547643031052147,0.558876405734737,13221.1935545148,13237.3701936463,3039.5371344986,4,0.543569465589582,"Acceptable 4","Low confidence",FALSE,4
"BI10","Fe","RF",0.324058729402651,0.540097882337752,0,4577,0.804830268303868,0.504024490900157,0.516653413340178,18402.8283616123,18739.015104616,5977.56672536049,5,0.50158109961498,"Unstable","Low confidence",FALSE,8
"BI10","Fe","OLS",0.654764089025832,0.437023640782447,0.98137476139091,5017,0.711860213839782,0.612416695598065,0.619207902382141,19195.0538472246,19032.0453789033,3839.29278988615,6,0.490902148604321,"Unstable","Low confidence",FALSE,2
"BI10","Fe","WLS_weighted",0.404310743560733,0.00718457260122083,1,5017,0.711404682307114,0.612900601250386,NA,NA,19032.0453789033,3839.29278988615,7,0.322090550737224,"Unstable","Low confidence",FALSE,6
"BI10","Fe","WLS",0.39982221414747,0,0.999555535368676,5017,0.711426381771426,0.612877558837851,NA,NA,19032.0453789033,3839.29278988615,8,0.319168272686531,"Unstable","Low confidence",FALSE,7
"BI10","Mn","PLS_LOO",0.833569020392089,0.722615033986815,1,4577,0.652472643614871,0.567888873609633,0.583845224423336,110.834481748237,115.218080815767,17.1968720536606,1,0.788011170470769,"Preferred 1","High confidence",FALSE,1
"BI10","Mn","PLS_kfold",0.833569020392089,0.722615033986815,1,4577,0.652472643614871,0.567888873609633,0.583845224423336,110.834481748237,115.218080815767,17.1968720536606,2,0.788011170470769,"Acceptable 2","High confidence",FALSE,2
"BI10","Mn","RF",0.646535342780738,0.822850204913229,0.382063049582002,4577,0.695402031688882,0.531658011483224,0.538666849894129,102.927338779937,105.166193483709,9.77922319009077,3,0.748523536669993,"Acceptable 3","Moderate confidence",FALSE,4
"BI10","Mn","Bayes",0.68814446237498,1,0.220361155937449,4577,0.675458563365959,0.54878715622519,0.563291283780317,110.897640094422,119.634213222486,19.8309945023845,4,0.63518529884232,"Acceptable 4","Moderate confidence",FALSE,3
"BI10","Mn","OLS",0.602351245520976,0.955104440844773,0.0732214525352799,4853,0.642325781154841,0.576119639333299,0.578466614037536,113.752740131634,115.115244867551,12.088046368308,5,0.49552099433582,"Unstable","Low confidence",FALSE,5
"BI10","Mn","OLS_weighted",0.222194286901998,0.241446290439852,0.193316281595217,4853,0.621575234052913,0.592595892589243,NA,NA,115.115244867551,12.088046368308,6,0.124699404865295,"Unstable","Low confidence",FALSE,6
"BI10","Mn","WLS_weighted",0.00865372662216799,0,0.02163431655542,4853,0.642027836746649,0.576359544649593,NA,NA,115.115244867551,12.088046368308,7,0.08657980183241,"Unstable","Low confidence",FALSE,7
"BI10","Mn","WLS",0.00116544902204002,0.00194241503673336,0,4853,0.64171449487873,0.57661174033931,NA,NA,115.115244867551,12.088046368308,8,0.0828723184119287,"Unstable","Low confidence",FALSE,8
"BI10","Sr","RF",0.54460564246119,0.907676070768651,0,4577,0.729746042675407,0.321684267928995,0.327736832283875,43.42723944403,45.5540344833063,4.32598648223321,1,1,"Preferred 1","High confidence",FALSE,5
"BI10","Sr","Bayes",0.616496507348701,1,0.041241268371752,4577,0.719033486991341,0.327997906598047,0.346202462486856,51.0901516884405,52.350171884488,5.8399166759059,2,0.624944599463715,"Acceptable 2","Moderate confidence",FALSE,4
"BI10","Sr","PLS_LOO",0.754595924069179,0.886977669174336,0.556023306411444,4577,0.681443929954195,0.349250256346248,0.359641666342418,61.8091605316791,62.7338944734484,9.92632263154067,3,0.544351022019322,"Acceptable 3","Low confidence",FALSE,2
"BI10","Sr","PLS_kfold",0.754595924069179,0.886977669174336,0.556023306411444,4577,0.681443929954195,0.349250256346248,0.359641666342418,61.8091605316791,62.7338944734484,9.92632263154067,4,0.544351022019322,"Acceptable 4","Low confidence",FALSE,3
"BI10","Sr","OLS",0.844435570942211,0.745259101978359,0.993200274387989,4892,0.605940022011523,0.388440903375382,0.391554198151312,60.3001473210945,60.5787104774056,5.28700680476254,5,0.514364635860181,"Unstable","Low confidence",FALSE,1
"BI10","Sr","WLS",0.453320255617015,0.0888670926950248,1,4892,0.605899324973479,0.388460961218056,NA,NA,60.5787104774056,5.28700680476254,6,0.302792123609364,"Unstable","Low confidence",FALSE,6
"BI10","Sr","WLS_weighted",0.446169879825723,0.100769208914347,0.964270886192787,4892,0.605197017350042,0.38880693583257,NA,NA,60.5787104774056,5.28700680476254,7,0.27910289070828,"Unstable","Low confidence",FALSE,7
"BI10","Sr","OLS_weighted",0.377625964351434,0,0.944064910878586,4892,0.588442221601662,0.396971381054182,NA,NA,60.5787104774056,5.28700680476254,8,0.195583378918046,"Unstable","Low confidence",FALSE,8
"BI10","Ti","Bayes",0.882201347295656,1,0.70550336823914,4577,0.769067236846491,0.591446999353038,0.623668660505259,2175.20269035076,2160.24662753634,678.539986335789,1,0.804826297074519,"Preferred 1","High confidence",FALSE,2
"BI10","Ti","PLS_LOO",0.922891109062241,0.871485181770401,1,4577,0.754035431978301,0.610392701137588,0.641872967170071,2537.30386853136,2442.28425216607,721.459027702275,2,0.75974392361311,"Acceptable 2","High confidence",FALSE,1
"BI10","Ti","RF",0.799600084656366,0.94783047185258,0.577254503862044,4577,0.756832566591894,0.606912052672566,0.609044942817076,1585.29746044422,1692.64345582933,222.06135387904,3,0.716873623066866,"Acceptable 3","Moderate confidence",FALSE,3
"BI10","Ti","OLS",0.490801694212557,0.629402741291949,0.282900123593469,4790,0.729930592021033,0.639603384224678,0.644447515724916,2123.67445314434,2183.23509730289,418.899208076447,4,0.698170392299635,"Acceptable 4","Moderate confidence",FALSE,5
