"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","Robustness_low","Robustness_high","Bootstrap_Unstable","Global_Rank","Robustness_score","SNR_CI_s","SNR_smooth_s","Robustness_score_site","Robustness_Rank","Stability_class"
"Ca","HER42PB","Bayes",3901,14368.6128647651,3610.18028937468,23260.2860005684,0.155207906269358,2.09368847422488,0.928467060280823,0.909657677485031,FALSE,1,0.903217185180305,0.824321832718183,0.582194624706218,0.727470949513397,5,"Acceptable"
"Ca","HER42PB","PLS_LOO",3901,14260.5737200659,3570.54890720062,23273.2904958191,0.153418310480937,2.11966846315948,0.84617393661387,0.864275444977219,FALSE,2,0.846217799537837,0.812825998972305,0.612744750506433,0.732793499585957,3,"Acceptable"
"Ca","HER42PB","PLS_kfold",3901,14260.5737200659,3570.54890720062,23273.2904958191,0.153418310480937,2.11966846315948,0.84617393661387,0.864275444977219,FALSE,3,0.846217799537837,0.812825998972305,0.612744750506433,0.732793499585957,4,"Acceptable"
"Ca","HER42PB","RF",3901,13459.7118039684,3656.3004107166,20976.3664823662,0.174305707987619,1.59858707901089,0.7,0.7,FALSE,4,0.7,0.94700045930265,0,0.56820027558159,6,"Acceptable"
"Ca","HER42PB","OLS_weighted",4009,11884.2860206299,3714.19216041679,20345.4583203427,0.182556327900615,2.44475025944931,0.68733115596116,0.68733115596116,FALSE,5,0.68733115596116,1,0.995011648195102,0.998004659278041,1,"Stable"
"Ca","HER42PB","OLS",4009,12373.0828363092,3761.8350902315,24903.556844545,0.151056136828724,2.44667249219287,0.605871427556832,0.605871427556832,FALSE,6,0.615986826769259,0.797652094473633,0.997272020679519,0.877500064955988,2,"Stable"
"Ca","HER42PB","WLS_weighted",4009,12318.3391340009,3615.60005228376,130170.191052324,0.0277759448845734,2.44891258262939,0.302192465570234,0.302192465570234,FALSE,7,0.310940327090334,0.00573662399740849,0.999906165167099,0.403404440465285,7,"Marginal"
"Ca","HER42PB","WLS",4009,12317.12147455,3610.45188549286,134302.891994305,0.0268829049909511,2.44899238026873,0.3,0.3,FALSE,8,0.30864298768611,0,1,0.4,8,"Marginal"
"Fe","HER42PB","OLS_weighted",4009,10788.6401927149,7742.8208784968,17872.5188975089,0.433224937284919,4.38241528024668,0.685864699377746,0.685864699377746,FALSE,1,0.685864699377746,1,0.986190666154022,0.994476266461609,1,"Stable"
"Fe","HER42PB","Bayes",3901,13099.0305970573,7908.29064089817,32533.3324883558,0.243082710439476,2.7409487704658,0.551742953314114,0.599743234986683,FALSE,2,0.567719424143061,0.494934006135189,0.49916880036499,0.496627923827109,5,"Marginal"
"Fe","HER42PB","PLS_LOO",3901,13180.4423864759,8961.28261226546,34050.35700397,0.263177346752066,2.94195610269667,0.594544161267853,0.592775633540416,FALSE,3,0.543569465589582,0.548310458220292,0.55880752305414,0.552509284153831,3,"Acceptable"
"Fe","HER42PB","PLS_kfold",3901,13180.4423864759,8961.28261226546,34050.35700397,0.263177346752066,2.94195610269667,0.594544161267853,0.592775633540416,FALSE,4,0.543569465589582,0.548310458220292,0.55880752305414,0.552509284153831,4,"Acceptable"
"Fe","HER42PB","RF",3901,15696.7157125643,8553.8896297384,36309.5533060648,0.235582342686371,1.05854203252776,0.50158109961498,0.50158109961498,FALSE,5,0.50158109961498,0.475011126528583,0,0.28500667591715,8,"Unstable"
