"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP","RMSEP_ppm_cv","RMSEP_overall_boot","RMSEP_ppm_boot_sd","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"PB1","Ca","Bayes",0.705416188508621,0.861811831012461,0.470822724752861,930,0.71849446314204,0.377551919451181,0.391342413156401,5139.59940097741,5274.72624707994,627.262333363349,1,0.903217185180305,"Preferred 1","High confidence",FALSE,4
"PB1","Ca","PLS_LOO",0.815255461018533,0.822418141305426,0.804511440588194,930,0.714591218855023,0.380160401230266,0.391014570914877,5182.9958349032,5386.18247930186,671.781235198483,2,0.846217799537837,"Acceptable 2","High confidence",FALSE,2
"PB1","Ca","PLS_kfold",0.815255461018533,0.822418141305426,0.804511440588194,930,0.714591218855023,0.380160401230266,0.391014570914877,5182.9958349032,5386.18247930186,671.781235198483,3,0.846217799537837,"Acceptable 3","High confidence",FALSE,3
"PB1","Ca","RF",0.894901746670175,0.824836244450292,1,930,0.736190158651039,0.365492700892084,0.371218256028587,4627.87384517854,4819.36681179678,448.170273276823,4,0.7,"Acceptable 4","Moderate confidence",FALSE,1
"PB1","Ca","OLS_weighted",0.6,1,0,970,0.60078407376705,0.449611220751241,NA,NA,5697.48877526591,562.540331846359,5,0.68733115596116,"Unstable","Moderate confidence",FALSE,5
"PB1","Ca","OLS",0.499905571966196,0.812491924675323,0.0310260429025067,970,0.605349695781694,0.447032844459699,0.450923989941031,5658.0460435519,5697.48877526591,562.540331846359,6,0.615986826769259,"Unstable","Moderate confidence",FALSE,6
"PB1","Ca","WLS_weighted",0.031781554334332,0.00593467690114087,0.0705518704841187,970,0.604732452698864,0.447382293228408,NA,NA,5697.48877526591,562.540331846359,7,0.310940327090334,"Unstable","Low confidence",FALSE,7
"PB1","Ca","WLS",0.0288147570873117,0,0.0720368927182792,970,0.604685117514639,0.447409080513934,NA,NA,5697.48877526591,562.540331846359,8,0.30864298768611,"Unstable","Low confidence",FALSE,8
"PB1","Fe","OLS_weighted",0.947074900918654,1,0.867687252296636,970,0.705011398870254,0.619652240442579,NA,NA,19032.0453789033,3839.29278988615,1,0.685864699377746,"Preferred 1","Moderate confidence",FALSE,1
"PB1","Fe","Bayes",0.646886472045602,0.503777270445222,0.861550274446172,930,0.782666025570093,0.531874559979908,0.553367126639677,13833.6149421765,14099.8040912884,3299.11099629504,2,0.567719424143061,"Acceptable 2","Low confidence",FALSE,3
"PB1","Fe","PLS_LOO",0.292831110802324,0.488051851337207,0,930,0.769588412151896,0.547643031052147,0.558876405734737,13221.1935545148,13237.3701936463,3039.5371344986,3,0.543569465589582,"Acceptable 3","Low confidence",FALSE,7
"PB1","Fe","PLS_kfold",0.292831110802324,0.488051851337207,0,930,0.769588412151896,0.547643031052147,0.558876405734737,13221.1935545148,13237.3701936463,3039.5371344986,4,0.543569465589582,"Acceptable 4","Low confidence",FALSE,8
"PB1","Fe","RF",0.477893782364052,0.480198960950016,0.474436014485105,930,0.804830268303868,0.504024490900157,0.516653413340178,18402.8283616123,18739.015104616,5977.56672536049,5,0.50158109961498,"Unstable","Low confidence",FALSE,4
"PB1","Fe","OLS",0.655640711871972,0.456607528229677,0.954190487335413,970,0.711860213839782,0.612416695598065,0.619207902382141,19195.0538472246,19032.0453789033,3839.29278988615,6,0.490902148604321,"Unstable","Low confidence",FALSE,2
"PB1","Fe","WLS_weighted",0.404659831694641,0.00776638615773503,1,970,0.711404682307114,0.612900601250386,NA,NA,19032.0453789033,3839.29278988615,7,0.322090550737224,"Unstable","Low confidence",FALSE,5
"PB1","Fe","WLS",0.399558169683509,0,0.998895424208773,970,0.711426381771426,0.612877558837851,NA,NA,19032.0453789033,3839.29278988615,8,0.319168272686531,"Unstable","Low confidence",FALSE,6
"PB1","Mn","PLS_LOO",0.873036455818383,0.893114324041332,0.842919653483959,930,0.652472643614871,0.567888873609633,0.583845224423336,110.834481748237,115.218080815767,17.1968720536606,1,0.788011170470769,"Preferred 1","High confidence",FALSE,1
"PB1","Mn","PLS_kfold",0.873036455818383,0.893114324041332,0.842919653483959,930,0.652472643614871,0.567888873609633,0.583845224423336,110.834481748237,115.218080815767,17.1968720536606,2,0.788011170470769,"Acceptable 2","High confidence",FALSE,2
"PB1","Mn","RF",0.861715875414224,0.769526459023707,1,930,0.695402031688882,0.531658011483224,0.538666849894129,102.927338779937,105.166193483709,9.77922319009077,3,0.748523536669993,"Acceptable 3","Moderate confidence",FALSE,3
"PB1","Mn","Bayes",0.777337499787915,1,0.443343749469787,930,0.675458563365959,0.54878715622519,0.563291283780317,110.897640094422,119.634213222486,19.8309945023845,4,0.63518529884232,"Acceptable 4","Moderate confidence",FALSE,4
"PB1","Mn","OLS",0.584180769319319,0.923157188575816,0.0757161404345738,948,0.642325781154841,0.576119639333299,0.578466614037536,113.752740131634,115.115244867551,12.088046368308,5,0.49552099433582,"Unstable","Low confidence",FALSE,5
"PB1","Mn","OLS_weighted",0.124424475366736,0.207374125611226,0,948,0.621575234052913,0.592595892589243,NA,NA,115.115244867551,12.088046368308,6,0.124699404865295,"Unstable","Low confidence",FALSE,6
"PB1","Mn","WLS_weighted",0.043919682329381,0,0.109799205823452,948,0.642027836746649,0.576359544649593,NA,NA,115.115244867551,12.088046368308,7,0.08657980183241,"Unstable","Low confidence",FALSE,8
"PB1","Mn","WLS",0.0523684321957174,0.00436003016691406,0.124381035238922,948,0.64171449487873,0.57661174033931,NA,NA,115.115244867551,12.088046368308,8,0.0828723184119287,"Unstable","Low confidence",FALSE,7
"PB1","Sr","RF",1,1,1,930,0.729746042675407,0.321684267928995,0.327736832283875,43.42723944403,45.5540344833063,4.32598648223321,1,1,"Preferred 1","High confidence",FALSE,1
"PB1","Sr","Bayes",0.597164416136839,0.991047385817402,0.00633996161599534,930,0.719033486991341,0.327997906598047,0.346202462486856,51.0901516884405,52.350171884488,5.8399166759059,2,0.624944599463715,"Acceptable 2","Moderate confidence",FALSE,3
"PB1","Sr","PLS_LOO",0.487209284494933,0.812015474158222,0,930,0.681443929954195,0.349250256346248,0.359641666342418,61.8091605316791,62.7338944734484,9.92632263154067,3,0.544351022019322,"Acceptable 3","Low confidence",FALSE,4
"PB1","Sr","PLS_kfold",0.487209284494933,0.812015474158222,0,930,0.681443929954195,0.349250256346248,0.359641666342418,61.8091605316791,62.7338944734484,9.92632263154067,4,0.544351022019322,"Acceptable 4","Low confidence",FALSE,5
"PB1","Sr","OLS",0.769279984099144,0.686111182577987,0.89403318638088,948,0.605940022011523,0.388440903375382,0.391554198151312,60.3001473210945,60.5787104774056,5.28700680476254,5,0.514364635860181,"Unstable","Low confidence",FALSE,2
"PB1","Sr","WLS",0.409698190123768,0.0820198199037847,0.901215745453744,948,0.605899324973479,0.388460961218056,NA,NA,60.5787104774056,5.28700680476254,6,0.302792123609364,"Unstable","Low confidence",FALSE,6
"PB1","Sr","WLS_weighted",0.401328493537842,0.0943567831912108,0.861786059057788,948,0.605197017350042,0.38880693583257,NA,NA,60.5787104774056,5.28700680476254,7,0.27910289070828,"Unstable","Low confidence",FALSE,7
"PB1","Sr","OLS_weighted",0.335067961783254,0,0.837669904458134,948,0.588442221601662,0.396971381054182,NA,NA,60.5787104774056,5.28700680476254,8,0.195583378918046,"Unstable","Low confidence",FALSE,8
"PB1","Ti","Bayes",0.704945852538644,0.84134401124833,0.500348614474117,930,0.769067236846491,0.591446999353038,0.623668660505259,2175.20269035076,2160.24662753634,678.539986335789,1,0.804826297074519,"Preferred 1","High confidence",FALSE,4
"PB1","Ti","PLS_LOO",0.744590298722346,0.859832072317442,0.571727638329702,930,0.754035431978301,0.610392701137588,0.641872967170071,2537.30386853136,2442.28425216607,721.459027702275,2,0.75974392361311,"Acceptable 2","High confidence",FALSE,3
"PB1","Ti","RF",0.834581696081231,0.724302826802052,1,930,0.756832566591894,0.606912052672566,0.609044942817076,1585.29746044422,1692.64345582933,222.06135387904,3,0.716873623066866,"Acceptable 3","Moderate confidence",FALSE,1
"PB1","Ti","OLS",0.765145771290385,0.758834484160046,0.774612701985893,969,0.729930592021033,0.639603384224678,0.644447515724916,2123.67445314434,2183.23509730289,418.899208076447,4,0.698170392299635,"Acceptable 4","Moderate confidence",FALSE,2
"PB1","Ti","OLS_weighted",0.702458787405904,0.684296638455098,0.729702010832112,969,0.718555763474536,0.652933928562262,NA,NA,2183.23509730289,418.899208076447,5,0.631576161282212,"Unstable","Moderate confidence",FALSE,5
"PB1","Ti","PLS_kfold",0.6,1,0,930,0.722585439792273,0.648242771227545,0.66229125012325,4038.49868709091,4119.50022982683,1500.18974924516,6,0.423933233671864,"Unstable","Low confidence",FALSE,6
"PB1","Ti","WLS_weighted",0.330305458415002,0.0147959657177073,0.803569697460943,969,0.72919658362992,0.640471967780676,NA,NA,2183.23509730289,418.899208076447,7,0.35725117544236,"Unstable","Low confidence",FALSE,7
"PB1","Ti","WLS",0.323292474747894,0,0.808231186869736,969,0.728935134347202,0.640781067535794,NA,NA,2183.23509730289,418.899208076447,8,0.347707266007857,"Unstable","Low confidence",FALSE,8
"PB1","Zr","OLS",0.605539076264294,0.969784548288085,0.0591708682286081,970,0.608456680906178,0.822327315016661,0.829368800202076,170.770192118497,171.307378492073,93.6991109242749,1,0.798714188273857,"Preferred 1","High confidence",FALSE,5
"PB1","Zr","WLS_weighted",0.440040827544127,0.69934873700429,0.0510789633538823,970,0.608229412035276,0.822565937768544,NA,NA,171.307378492073,93.6991109242749,2,0.709316237007221,"Acceptable 2","Moderate confidence",FALSE,6
"PB1","Zr","Bayes",0.637716615273444,1,0.0942915381836095,930,0.723503699572672,0.691034085621477,0.73294668717106,95.5686951753637,99.7665825788159,47.7671739407319,3,0.668238166761041,"Acceptable 3","Moderate confidence",FALSE,4
"PB1","Zr","RF",0.816910232953386,0.694850388255644,1,930,0.75905219351808,0.645084038006683,0.656891235581288,44.6204542098743,48.4089445661169,11.1589070694166,4,0.664702687023972,"Acceptable 4","Moderate confidence",FALSE,1
"PB1","Zr","PLS_LOO",0.639154496304935,0.97434536280078,0.136368196561169,930,0.697291605179832,0.723047851394819,0.762985283258762,111.177254801597,114.862889827873,58.0287986561263,5,0.64822510216813,"Unstable","Moderate confidence",FALSE,2
"PB1","Zr","PLS_kfold",0.639154496304935,0.97434536280078,0.136368196561169,930,0.697291605179832,0.723047851394819,0.762985283258762,111.177254801597,114.862889827873,58.0287986561263,6,0.64822510216813,"Unstable","Moderate confidence",FALSE,3
"PB1","Zr","WLS",0.297303360813999,0.460202391652657,0.0529548145560124,970,0.608323185716187,0.822467487738816,NA,NA,171.307378492073,93.6991109242749,7,0.627038355325055,"Unstable","Moderate confidence",FALSE,7
"PB1","Zr","OLS_weighted",0,0,0,970,0.401191970178938,1.01694769214115,NA,NA,171.307378492073,93.6991109242749,8,0.260564765296239,"Unstable","Low confidence",FALSE,8
