"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP","RMSEP_ppm_cv","RMSEP_overall_boot","RMSEP_ppm_boot_sd","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"ALL","Ca","Bayes",0.534559614353982,0.890932690589969,0,13396,0.71849446314204,0.377551919451181,0.391342413156401,5139.59940097741,5274.72624707994,627.262333363349,1,0.903217185180305,"Preferred 1","High confidence",FALSE,6
"ALL","Ca","PLS_LOO",0.600392761243823,0.854111366902733,0.219814852755458,13396,0.714591218855023,0.380160401230266,0.391014570914877,5182.9958349032,5386.18247930186,671.781235198483,2,0.846217799537837,"Acceptable 2","High confidence",FALSE,4
"ALL","Ca","PLS_kfold",0.600392761243823,0.854111366902733,0.219814852755458,13396,0.714591218855023,0.380160401230266,0.391014570914877,5182.9958349032,5386.18247930186,671.781235198483,3,0.846217799537837,"Acceptable 3","High confidence",FALSE,5
"ALL","Ca","RF",1,1,1,13396,0.736190158651039,0.365492700892084,0.371218256028587,4627.87384517854,4819.36681179678,448.170273276823,4,0.7,"Acceptable 4","Moderate confidence",FALSE,1
"ALL","Ca","OLS_weighted",0.849444755378928,0.97457027240985,0.661756479832545,14519,0.60078407376705,0.449611220751241,NA,NA,5697.48877526591,562.540331846359,5,0.68733115596116,"Unstable","Moderate confidence",FALSE,2
"ALL","Ca","OLS",0.705924424592328,0.767105247941848,0.614153189568048,14519,0.605349695781694,0.447032844459699,0.450923989941031,5658.0460435519,5697.48877526591,562.540331846359,6,0.615986826769259,"Unstable","Moderate confidence",FALSE,3
"ALL","Ca","WLS_weighted",0.226249580856252,0.00551907858518885,0.557345334262846,14519,0.604732452698864,0.447382293228408,NA,NA,5697.48877526591,562.540331846359,7,0.310940327090334,"Unstable","Low confidence",FALSE,7
"ALL","Ca","WLS",0.222117483483538,0,0.555293708708845,14519,0.604685117514639,0.447409080513934,NA,NA,5697.48877526591,562.540331846359,8,0.30864298768611,"Unstable","Low confidence",FALSE,8
"ALL","Fe","OLS_weighted",0.611882059736874,1,0.0297051493421845,14519,0.705011398870254,0.619652240442579,NA,NA,19032.0453789033,3839.29278988615,1,0.685864699377746,"Preferred 1","Moderate confidence",FALSE,4
"ALL","Fe","Bayes",0.743324266629803,0.572207111049672,1,13396,0.782666025570093,0.531874559979908,0.553367126639677,13833.6149421765,14099.8040912884,3299.11099629504,2,0.567719424143061,"Acceptable 2","Low confidence",FALSE,3
"ALL","Fe","PLS_LOO",0.759085879052997,0.620406049892652,0.967105622793516,13396,0.769588412151896,0.547643031052147,0.558876405734737,13221.1935545148,13237.3701936463,3039.5371344986,3,0.543569465589582,"Acceptable 3","Low confidence",FALSE,1
"ALL","Fe","PLS_kfold",0.759085879052997,0.620406049892652,0.967105622793516,13396,0.769588412151896,0.547643031052147,0.558876405734737,13221.1935545148,13237.3701936463,3039.5371344986,4,0.543569465589582,"Acceptable 4","Low confidence",FALSE,2
"ALL","Fe","RF",0.531177084638675,0.50395274903745,0.572013588040511,13396,0.804830268303868,0.504024490900157,0.516653413340178,18402.8283616123,18739.015104616,5977.56672536049,5,0.50158109961498,"Unstable","Low confidence",FALSE,5
"ALL","Fe","OLS",0.266187069085301,0.437589437736436,0.00908351610859922,14519,0.711860213839782,0.612416695598065,0.619207902382141,19195.0538472246,19032.0453789033,3839.29278988615,6,0.490902148604321,"Unstable","Low confidence",FALSE,6
"ALL","Fe","WLS_weighted",0.00431384522275106,0.00718974203791843,0,14519,0.711404682307114,0.612900601250386,NA,NA,19032.0453789033,3839.29278988615,7,0.322090550737224,"Unstable","Low confidence",FALSE,7
"ALL","Fe","WLS",8.18897991934085e-05,0,0.000204724497983521,14519,0.711426381771426,0.612877558837851,NA,NA,19032.0453789033,3839.29278988615,8,0.319168272686531,"Unstable","Low confidence",FALSE,8
"ALL","Mn","PLS_LOO",0.543686301885858,0.90614383647643,0,13396,0.652472643614871,0.567888873609633,0.583845224423336,110.834481748237,115.218080815767,17.1968720536606,1,0.788011170470769,"Preferred 1","High confidence",FALSE,4
"ALL","Mn","PLS_kfold",0.543686301885858,0.90614383647643,0,13396,0.652472643614871,0.567888873609633,0.583845224423336,110.834481748237,115.218080815767,17.1968720536606,2,0.788011170470769,"Acceptable 2","High confidence",FALSE,5
"ALL","Mn","RF",0.571569872844714,0.85254825541204,0.150102298993725,13396,0.695402031688882,0.531658011483224,0.538666849894129,102.927338779937,105.166193483709,9.77922319009077,3,0.748523536669993,"Acceptable 3","Moderate confidence",FALSE,3
"ALL","Mn","Bayes",0.994033295908486,0.990055493180809,1,13396,0.675458563365959,0.54878715622519,0.563291283780317,110.897640094422,119.634213222486,19.8309945023845,4,0.63518529884232,"Acceptable 4","Moderate confidence",FALSE,1
"ALL","Mn","OLS",0.797958086322026,1,0.494895215805064,14095,0.642325781154841,0.576119639333299,0.578466614037536,113.752740131634,115.115244867551,12.088046368308,5,0.49552099433582,"Unstable","Low confidence",FALSE,2
"ALL","Mn","OLS_weighted",0.367293588805247,0.245494305312877,0.549992514043802,14095,0.621575234052913,0.592595892589243,NA,NA,115.115244867551,12.088046368308,6,0.124699404865295,"Unstable","Low confidence",FALSE,6
"ALL","Mn","WLS_weighted",0.188247547170029,0,0.470618867925073,14095,0.642027836746649,0.576359544649593,NA,NA,115.115244867551,12.088046368308,7,0.08657980183241,"Unstable","Low confidence",FALSE,7
"ALL","Mn","WLS",0.185683222979711,0.00258780130396593,0.460326355493328,14095,0.64171449487873,0.57661174033931,NA,NA,115.115244867551,12.088046368308,8,0.0828723184119287,"Unstable","Low confidence",FALSE,8
"ALL","Sr","RF",0.70072505108913,1,0.251812627722825,13396,0.729746042675407,0.321684267928995,0.327736832283875,43.42723944403,45.5540344833063,4.32598648223321,1,1,"Preferred 1","High confidence",FALSE,2
"ALL","Sr","Bayes",0.521532396010862,0.869220660018104,0,13396,0.719033486991341,0.327997906598047,0.346202462486856,51.0901516884405,52.350171884488,5.8399166759059,2,0.624944599463715,"Acceptable 2","Moderate confidence",FALSE,5
"ALL","Sr","PLS_LOO",0.562308610475322,0.73644134452751,0.301109509397039,13396,0.681443929954195,0.349250256346248,0.359641666342418,61.8091605316791,62.7338944734484,9.92632263154067,3,0.544351022019322,"Acceptable 3","Low confidence",FALSE,3
"ALL","Sr","PLS_kfold",0.562308610475322,0.73644134452751,0.301109509397039,13396,0.681443929954195,0.349250256346248,0.359641666342418,61.8091605316791,62.7338944734484,9.92632263154067,4,0.544351022019322,"Acceptable 4","Low confidence",FALSE,4
"ALL","Sr","OLS",0.76393380760703,0.614472742355896,0.98812540548373,14005,0.605940022011523,0.388440903375382,0.391554198151312,60.3001473210945,60.5787104774056,5.28700680476254,5,0.514364635860181,"Unstable","Low confidence",FALSE,1
"ALL","Sr","WLS",0.438671868515782,0.073384319139305,0.986603192580498,14005,0.605899324973479,0.388460961218056,NA,NA,60.5787104774056,5.28700680476254,6,0.302792123609364,"Unstable","Low confidence",FALSE,7
"ALL","Sr","WLS_weighted",0.447761442351047,0.0829833982179688,0.994928508550664,14005,0.605197017350042,0.38880693583257,NA,NA,60.5787104774056,5.28700680476254,7,0.27910289070828,"Unstable","Low confidence",FALSE,6
"ALL","Sr","OLS_weighted",0.4,0,1,14005,0.588442221601662,0.396971381054182,NA,NA,60.5787104774056,5.28700680476254,8,0.195583378918046,"Unstable","Low confidence",FALSE,8
"ALL","Ti","Bayes",0.922489192458563,0.870815320764271,1,13396,0.769067236846491,0.591446999353038,0.623668660505259,2175.20269035076,2160.24662753634,678.539986335789,1,0.804826297074519,"Preferred 1","High confidence",FALSE,1
"ALL","Ti","PLS_LOO",0.720802092143592,0.84022078378288,0.541674054684661,13396,0.754035431978301,0.610392701137588,0.641872967170071,2537.30386853136,2442.28425216607,721.459027702275,2,0.75974392361311,"Acceptable 2","High confidence",FALSE,4
"ALL","Ti","RF",0.829232826429272,0.801087585566202,0.871450687723878,13396,0.756832566591894,0.606912052672566,0.609044942817076,1585.29746044422,1692.64345582933,222.06135387904,3,0.716873623066866,"Acceptable 3","Moderate confidence",FALSE,2
"ALL","Ti","OLS",0.518468211574117,0.843547945918634,0.0308486100573402,14219,0.729930592021033,0.639603384224678,0.644447515724916,2123.67445314434,2183.23509730289,418.899208076447,4,0.698170392299635,"Acceptable 4","Moderate confidence",FALSE,6
"ALL","Ti","OLS_weighted",0.527359576236676,0.82894040320553,0.0749883357833946,14219,0.718555763474536,0.652933928562262,NA,NA,2183.23509730289,418.899208076447,5,0.631576161282212,"Unstable","Moderate confidence",FALSE,5
"ALL","Ti","PLS_kfold",0.822270276901846,1,0.555675692254615,13396,0.722585439792273,0.648242771227545,0.66229125012325,4038.49868709091,4119.50022982683,1500.18974924516,6,0.423933233671864,"Unstable","Low confidence",FALSE,3
"ALL","Ti","WLS_weighted",0.0120225645933522,0.0172605060070091,0.00416565247286687,14219,0.72919658362992,0.640471967780676,NA,NA,2183.23509730289,418.899208076447,7,0.35725117544236,"Unstable","Low confidence",FALSE,7
"ALL","Ti","WLS",0,0,0,14219,0.728935134347202,0.640781067535794,NA,NA,2183.23509730289,418.899208076447,8,0.347707266007857,"Unstable","Low confidence",FALSE,8
"ALL","Zr","OLS",0.491390446709867,0.812402091624064,0.009872979338571,14519,0.608456680906178,0.822327315016661,0.829368800202076,170.770192118497,171.307378492073,93.6991109242749,1,0.798714188273857,"Preferred 1","High confidence",FALSE,5
"ALL","Zr","WLS_weighted",0.36442977308933,0.601984966345547,0.00809698320500406,14519,0.608229412035276,0.822565937768544,NA,NA,171.307378492073,93.6991109242749,2,0.709316237007221,"Acceptable 2","Moderate confidence",FALSE,6
"ALL","Zr","Bayes",0.51759005990488,0.773271377407729,0.134068083650606,13396,0.723503699572672,0.691034085621477,0.73294668717106,95.5686951753637,99.7665825788159,47.7671739407319,3,0.668238166761041,"Acceptable 3","Moderate confidence",FALSE,4
"ALL","Zr","RF",0.665213915411404,0.44202319235234,1,13396,0.75905219351808,0.645084038006683,0.656891235581288,44.6204542098743,48.4089445661169,11.1589070694166,4,0.664702687023972,"Acceptable 4","Moderate confidence",FALSE,3
"ALL","Zr","PLS_LOO",0.669998352822501,1,0.174995882056253,13396,0.697291605179832,0.723047851394819,0.762985283258762,111.177254801597,114.862889827873,58.0287986561263,5,0.64822510216813,"Unstable","Moderate confidence",FALSE,1
"ALL","Zr","PLS_kfold",0.669998352822501,1,0.174995882056253,13396,0.697291605179832,0.723047851394819,0.762985283258762,111.177254801597,114.862889827873,58.0287986561263,6,0.64822510216813,"Unstable","Moderate confidence",FALSE,2
"ALL","Zr","WLS",0.239281243417682,0.393138927671835,0.00849471703645154,14519,0.608323185716187,0.822467487738816,NA,NA,171.307378492073,93.6991109242749,7,0.627038355325055,"Unstable","Moderate confidence",FALSE,7
"ALL","Zr","OLS_weighted",0,0,0,14519,0.401191970178938,1.01694769214115,NA,NA,171.307378492073,93.6991109242749,8,0.260564765296239,"Unstable","Low confidence",FALSE,8
