"Location","Site","Section","sample","min_depth","max_depth","midpoint","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","Rb_fit_OLS","Rb_lwr_OLS","Rb_upr_OLS","Rb_fit_WLS","Rb_lwr_WLS","Rb_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-0.839723577711161,-0.0839723577711161,-2.77198839105349,-0.443518142568559,-2.920713875669,-4.36365113207953,-1.47777661925848,-2.91910059708478,-4.35418741280495,-1.48401378136461
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,0.275733502545482,0.0275733502545482,-2.92921135759837,-0.468673817215739,-2.28237999333432,-3.7337187714013,-0.831041215267333,-2.2717846266585,-3.67834629550839,-0.865222957808603
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-0.435822186039366,-0.0435822186039366,-2.37826768433896,-0.380522829494233,-2.6895763913232,-4.13414320915918,-1.24500957348722,-2.68471074387196,-4.10793665702409,-1.26148483071983
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.370384560593939,-0.0370384560593939,-1.85048611823536,-0.296077778917658,-2.65212891419415,-4.09711116599925,-1.20714666238905,-2.64673633789315,-4.06820239398599,-1.22527028180032
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.29078024510822,-0.129078024510822,-1.76646475756258,-0.282634361210013,-3.17883654013429,-4.62185903015243,-1.73581405011615,-3.18085534277719,-4.63117992986969,-1.73053075568469
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-2.95175148915629,-0.295175148915629,-2.28394595510923,-0.365431352817477,-4.12934753820473,-5.58991527229182,-2.66877980411764,-4.1447411181436,-5.66819124134289,-2.62129099494432
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.28783272785235,-0.128783272785235,-0.8774587514868,-0.140393400237888,-3.17714978753171,-4.62016519259485,-1.73413438246856,-3.17914485563555,-4.62936317671277,-1.72892653455832
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-0.909532992853514,-0.0909532992853514,-3.19879095169139,-0.511806552270622,-2.96066316262954,-4.40348205785871,-1.51784426740036,-2.95961201622192,-4.39692111337346,-1.52230291907038
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-0.903410489278669,-0.0903410489278669,-1.31385196862518,-0.210216314980028,-2.95715948548614,-4.39998683432934,-1.51433213664293,-2.95605903833228,-4.39317122356387,-1.51894685310069
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-0.373035286857577,-0.0373035286857577,-2.9686961989637,-0.474991391834192,-2.65364582454133,-4.09861042893864,-1.20868122014402,-2.64827459290453,-4.06981105201995,-1.22673813378911
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.20419256755336,-0.120419256755336,-1.82641050004625,-0.292225680007399,-3.12928568842136,-4.57213583156889,-1.68643554527382,-3.1306072538857,-4.57784649146313,-1.68336801630826
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.16733665744633,-0.116733665744633,-2.57554472711918,-0.412087156339069,-3.10819444555598,-4.55099371303851,-1.66539517807345,-3.10921923310108,-4.55516811324697,-1.66327035295519
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-0.879365445856535,-0.0879365445856535,-1.38478940475059,-0.221566304760094,-2.94339941690956,-4.38626355085985,-1.50053528295928,-2.94210534984688,-4.37844793616503,-1.50576276352872
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-0.651304420037676,-0.0651304420037676,-2.08879233356822,-0.334206773370915,-2.81288872080399,-4.25638580643129,-1.36939163517669,-2.80975821891972,-4.2390992942828,-1.38041714355664
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.234739598956851,-0.0234739598956852,-2.47601023557822,-0.396161637692515,-2.57450443494389,-4.02048199433396,-1.12852687555382,-2.56801959340367,-3.98598302408805,-1.15005616271929
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,0.127892344258751,0.0127892344258751,-2.33622473123766,-0.373795956998026,-2.36698389446901,-3.81650825800934,-0.917459530928677,-2.35757900148402,-3.76715116034096,-0.94800684262707
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.79332035244654,-0.079332035244654,-2.44978119481115,-0.391964991169784,-2.8941590655734,-4.33720164533347,-1.45111648581332,-2.89217213042772,-4.32580964529703,-1.4585346155584
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-1.0775893211792,-0.10775893211792,-2.63776827740641,-0.422042924385026,-3.0568354407116,-4.49956698359073,-1.61410389783247,-3.05713754829473,-4.50000182495392,-1.61427327163555
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-0.667015641740448,-0.0667015641740448,-3.18034618618153,-0.508855389789045,-2.82187965853101,-4.26531666434753,-1.37844265271449,-2.81887566942779,-4.2486817056098,-1.38906963324578
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-2.19486920826397,-0.219486920826397,-2.56346956839811,-0.410155130943697,-3.69621244642588,-5.14544769806346,-2.2469771947883,-3.70551132004008,-5.19244461135913,-2.21857802872102
"Bird Island","BI10","BI10.4",145,141,142,141.5,-1.68201744144488,-0.168201744144488,-2.51902115262141,-0.403043384419426,-3.40272678465527,-4.84745090366143,-1.9580026656491,-3.40789597920872,-4.87309095224794,-1.94270100616949
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-1.79295526689297,-0.179295526689297,-2.02501836325217,-0.324002938120348,-3.46621230468958,-4.91169346727539,-2.02073114210377,-3.4722748131486,-4.94195917102446,-2.00259045527274
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-2.15410916697438,-0.215410916697438,-3.45533706865026,-0.552853930984042,-3.67288701700234,-5.12166952711557,-2.22410450688912,-3.68185767513613,-5.16697231298098,-2.19674303729127
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-1.12725291599286,-0.112725291599286,-1.8531102017329,-0.296497632277264,-3.08525603694002,-4.52801521643385,-1.64249685744618,-3.08595805483028,-4.53051916461005,-1.64139694505051
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-1.68781052309889,-0.168781052309889,-3.58810117966018,-0.574096188745629,-3.40604194609746,-4.8508026002556,-1.96128129193932,-3.41125778876553,-4.87668424290861,-1.94583133462245
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-2.00870306559046,-0.200870306559046,-1.98971295858181,-0.31835407337309,-3.58967660679975,-5.03697626722605,-2.14237694637344,-3.59747639925451,-5.07622996045589,-2.11872283805313
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-2.06916363708632,-0.206916363708632,-1.37972746288172,-0.220756394061075,-3.62427590426644,-5.07216702741023,-2.17638478112264,-3.63256254842429,-5.11393694248272,-2.15118815436586
"Bird Island","BI10","BI10.5",197,194,195,194.5,-1.26537740271361,-0.126537740271361,-2.49852551485568,-0.399764082376909,-3.16429945457976,-4.60726370198622,-1.72133520717331,-3.16611370379591,-4.61552530979774,-1.71670209779407
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-0.980684839257211,-0.0980684839257212,-3.80357548260856,-0.60857207721737,-3.0013806722084,-4.44412850111064,-1.55863284330615,-3.0009024677486,-4.44052821601601,-1.56127671948119
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-1.31239353937518,-0.131239353937518,-2.3546936862884,-0.376750989806145,-3.19120501067759,-4.63428207509637,-1.7481279462588,-3.19339785185275,-4.64450431584731,-1.74229138785819
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-1.51556218976259,-0.151556218976259,-3.33432295630277,-0.533491673008442,-3.30747074215751,-4.75128632108542,-1.8636551632296,-3.31129957520321,-4.76998324869133,-1.85261590171509
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-1.2245786274711,-0.12245786274711,-3.26107321584368,-0.521771714534989,-3.14095185918052,-4.58383591039471,-1.69806780796633,-3.14243758101561,-4.59039643971739,-1.69447872231383
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-0.89661892370319,-0.089661892370319,-3.92871160445238,-0.628593856712381,-2.95327292947456,-4.39611008921585,-1.51043576973327,-2.95211779403071,-4.38901200072123,-1.5152235873402
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-0.623676380057763,-0.0623676380057763,-2.77561219298976,-0.444097950878361,-2.7970782388645,-4.24068688376974,-1.35346959395926,-2.79372526540934,-4.22225498127577,-1.36519554954292
"Bird Island","BI10","BI10.7",271,265,266,265.5,-2.38808345928098,-0.238808345928098,-4.11019770852193,-0.657631633363509,-3.80678165178311,-5.25838323499889,-2.35518006856733,-3.81763636062746,-5.31339983287968,-2.32187288837524
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-1.66252914803107,-0.166252914803107,-3.99246467502808,-0.638794348004494,-3.3915743716982,-4.83617800977339,-1.946970733623,-3.396586639041,-4.86100529039043,-1.93216798769157
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-1.82419213496153,-0.182419213496154,-3.77460014570102,-0.603936023312163,-3.48408798239974,-4.92980414388963,-2.03837182090985,-3.49040202209709,-4.96137189442378,-2.0194321497704
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-1.87264072751345,-0.187264072751345,-3.68804297474531,-0.59008687595925,-3.51181327880487,-4.95791289004732,-2.06571366756242,-3.5185174451453,-4.99149969288769,-2.0455351974029
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-1.60064585171877,-0.160064585171877,-2.98432564755135,-0.477492103608216,-3.35616090264961,-4.80040676473296,-1.91191504056625,-3.36067486196361,-4.82265291475404,-1.89869680917318
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-1.92453567886851,-0.192453567886851,-3.80516655208257,-0.608826648333211,-3.5415107959558,-4.98804669507792,-2.09497489683367,-3.54863284034176,-5.02379551862206,-2.07347016206146
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-0.886250844850686,-0.0886250844850686,-2.5552210113299,-0.408835361812784,-2.94733967023634,-4.39019268669397,-1.50448665377872,-2.94610104704631,-4.3826634021352,-1.50953869195742
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-1.80152214249162,-0.180152214249162,-3.99438339535503,-0.639101343256805,-3.47111480345637,-4.91665946133654,-2.02557014557619,-3.47724629568237,-4.94728227845429,-2.00721031291044
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-1.01907319876221,-0.101907319876221,-3.82433674638688,-0.611893879421901,-3.02334887788212,-4.46607915063386,-1.58061860513038,-3.02317979121167,-4.46407699716574,-1.5822825852576
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-1.40057246188314,-0.140057246188314,-2.49487317102256,-0.39917970736361,-3.24166647167046,-4.68501400912163,-1.79831893421929,-3.24456936333866,-4.69891411984328,-1.79022460683403
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-2.17668775656678,-0.217668775656678,-3.72281679099047,-0.595650686558476,-3.68580788953725,-5.13483918795887,-2.23677659111564,-3.69496035913137,-5.18108050838104,-2.20884020988171
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-1.97567142864191,-0.197567142864191,-3.19576178248908,-0.511321885198253,-3.57077385076687,-5.01776549451943,-2.12378220701431,-3.57830765981615,-5.05564396023421,-2.10097135939809
