"Location","Site","label","ID","section_depth","field_depth","depth","SH20_mean_age","surface","validity","qc","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_coh","Total_scatter","inc_coh","coh_inc"
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7627",8,8,8,20.54,7.06,1,TRUE,19703,64167,1.49,-1.019655042,0.762904731,-0.15987652,-0.886123649,4.498018493,-4.837367368,-0.449110183,1.019136194,1.072073344,5142,33387,5.492998833,0.18204992
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7628",8.1,8.1,8.1,21.58,7.06,1,TRUE,19063,63214,1.46,-1.476948898,0.418800284,-0.484204611,-0.547052514,4.302864031,-2.366210958,-1.476948898,1.07634161,0.553359955,5062,32237,5.36843145,0.186274149
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7629",8.2,8.2,8.2,22.63,7.06,1,TRUE,19462,66261,1.49,-0.785399981,0.527466912,-0.128292737,-0.348001825,4.673695864,-4.819640619,-1.353904716,1.358303495,0.875773606,5232,32381,5.189029052,0.19271428
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7630",8.3,8.3,8.3,23.67,7.06,1,TRUE,19177,62947,1.37,-0.477349601,0.958848201,-0.002242059,-0.865422966,4.404743228,-4.925865976,-0.663186099,1.278691786,0.291783487,5180,32332,5.241698842,0.190777843
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7631",8.4,8.4,8.4,24.72,7.06,1,TRUE,19372,63474,1.56,-1.15215121,0.720577322,-0.534039215,-0.61516476,4.47931964,-4.877844637,-0.345245144,1.391251647,0.933296356,5086,32352,5.360990956,0.186532678
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7632",8.5,8.5,8.5,25.76,7.06,1,TRUE,19526,65446,1.46,-0.996605757,0.481746749,-0.691224107,-1.117966614,4.183209566,-2.441740618,-1.025593293,1.060261463,0.54791261,5441,32591,4.989891564,0.200405157
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7633",8.6,8.6,8.6,26.81,7.04,1,TRUE,19881,69133,1.37,-1.105910926,0.761071964,-0.185462184,-0.614013312,4.595646853,-4.977111937,-0.686652496,1.337341496,0.875090543,5343,32269,5.039490923,0.198432742
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7634",8.7,8.7,8.7,27.85,7.03,1,TRUE,20147,72000,1.22,-1.066828132,0.338960023,-0.602747521,-1.131891726,4.426330516,-2.247453573,-1.043480768,1.003715674,0.323395507,5207,32587,5.258306126,0.19017531
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7635",8.8,8.8,8.8,28.89,7.03,1,TRUE,20100,67908,1.3,-0.998838565,0.803616194,-0.395639621,-0.78650593,4.617815224,-4.838290877,-0.604184373,1.121424971,1.080602977,5255,34077,5.484681256,0.182326001
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7636",8.9,8.9,8.9,29.94,7.02,1,TRUE,20259,64809,1.46,-0.859058841,0.731510587,-0.47564187,-0.419899887,4.459702325,-4.838740495,-0.590245253,1.230841831,0.761531603,5133,34968,5.812390415,0.172046254
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7637",9,9,9,30.98,7,1,TRUE,20712,68753,1.38,-1.020233835,0.779283625,-0.27252767,-0.308567607,4.513118713,-4.999915489,-0.478126912,0.987792009,0.799177166,5130,33851,5.598635478,0.178614951
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7638",9.1,9.1,9.1,32.03,6.99,1,TRUE,20372,66020,1.25,-0.480787634,0.519586215,-0.511970562,-1.147959328,4.116412277,-2.81909081,-1.065946177,0.993613995,0.396142024,5289,35074,5.631499338,0.177572604
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7639",9.2,9.2,9.2,33.07,6.99,1,TRUE,20145,64846,1.39,-0.614207925,0.743042768,-0.20620152,-0.614207925,4.540450603,-4.796258068,-1.035057952,1.19144943,0.79099059,5409,34424,5.364207802,0.186420817
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7640",9.3,9.3,9.3,34.12,7.01,1,TRUE,20046,63775,1.3,-1.139427945,0.730293066,-0.307694601,-0.509019105,4.605608863,-4.750345857,-1.086784211,1.339832163,1.117537628,4922,32674,5.638358391,0.177356587
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7641",9.4,9.4,9.4,35.16,7,1,TRUE,19239,59431,1.42,-1.056194119,0.674813688,-0.169608542,-0.387739551,4.37598233,-4.769766186,-0.753383165,1.079558594,1.00633695,5139,32969,5.415450477,0.184656845
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7642",9.5,9.5,9.5,36.2,7.02,1,TRUE,18639,57215,1.37,-1.616614209,0.285256379,-0.93946737,-0.955727891,3.993496954,-2.204400874,-0.417414684,1.227741311,0.627130384,4886,32302,5.611133852,0.1782171
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7643",9.6,9.6,9.6,37.25,7.02,1,TRUE,19406,63401,1.4,-0.676997121,0.858191666,-0.351065166,-0.773225153,4.687477296,-4.675197822,-1.290807559,1.573811703,0.647812157,5292,32677,5.174792139,0.193244477
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7644",9.7,9.7,9.7,38.29,7.01,1,TRUE,19580,58738,1.31,-0.594627554,0.745660534,-0.638752359,-0.545494866,4.147799092,-4.835954307,-0.616446602,1.458388759,0.879427303,5411,35038,5.475328035,0.182637459
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7645",9.8,9.8,9.8,39.34,7.02,1,TRUE,19653,52259,1.4,-1.313637297,0.62922871,-0.69787678,-0.641996321,3.972693625,-4.470637718,-0.41885277,1.706268514,1.234810036,5324,35956,5.753568745,0.173805171
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7646",9.9,9.9,9.9,40.38,7.02,1,TRUE,20095,54408,1.31,-1.583123835,0.539137704,-0.589872062,-0.608564195,3.851798322,-4.578856108,0.126159413,1.366564501,1.476756259,5641,38102,5.754476157,0.173777764
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7647",10,10,10,41.43,7.03,1,TRUE,20800,57765,1.44,-0.991024985,0.649357731,-0.644400377,-0.882811401,4.189714682,-4.546373047,-0.485930036,1.458747827,1.252719608,5848,37726,5.451094391,0.183449401
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7648",10.1,10.1,10.1,42.43,7.03,1,TRUE,21276,60574,1.32,-1.241485625,0.646381155,-0.568272659,-0.616391907,3.955119534,-3.626308816,-0.472352537,0.909358164,1.01395269,5747,39071,5.798503567,0.172458288
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7649",10.2,10.2,10.2,43.43,7.03,1,TRUE,21224,62039,1.21,-0.929138574,0.669989968,-0.5763172,-0.855030602,4.396432226,-4.592700221,-0.506723908,1.164623021,1.22886529,5412,38359,6.087767923,0.164263818
