"Location","Site","label","ID","section_depth","field_depth","depth","SH20_mean_age","surface","validity","qc","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_coh","Total_scatter","inc_coh","coh_inc"
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7558",1.1,1.1,1.1,-51.51,6.66,1,TRUE,16596,44628,1.45,-1.403439221,0.403634484,-1.074935154,-0.71029204,3.281944599,-1.460597635,-0.701075385,0.716824316,0.947936036,4885,32520,5.657113613,0.176768591
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7559",1.2,1.2,1.2,-50.47,6.68,1,TRUE,16084,44476,1.35,-0.871710609,0.713629752,-0.602047042,-0.648567058,3.597066952,-4.609380227,-0.104030376,1.21956539,1.305473218,4649,30857,5.637341364,0.177388584
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7560",1.3,1.3,1.3,-49.42,6.7,1,TRUE,16223,44600,1.42,-1.387440809,0.480304567,-0.626471032,-0.703104258,3.422887596,-2.294997861,-0.659807452,0.953014558,0.815614689,4732,31203,5.594040575,0.178761664
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7561",1.4,1.4,1.4,-48.38,6.7,1,TRUE,16870,48427,1.4,-0.92428721,0.211712611,-1.435112834,-0.855294338,3.246025838,-1.240956819,-0.356541296,0.638358541,0.716095507,4846,32377,5.681180355,0.17601976
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7562",1.5,1.5,1.5,-47.34,6.71,1,TRUE,16085,44532,1.13,-0.689385357,0.593836819,-0.639123522,-0.699748144,3.491798746,-4.570949155,-0.240215814,1.487005134,1.266781292,4767,31642,5.637717642,0.177376744
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7563",1.6,1.6,1.6,-46.29,6.73,1,TRUE,16366,44776,1.31,-0.743756748,0.98721783,-0.312973832,-0.385544524,3.732880521,-1.782649802,-4.918144018,1.942519654,1.480450917,4707,31975,5.793074145,0.172619921
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7564",1.7,1.7,1.7,-45.25,6.76,1,TRUE,16696,47047,1.33,-1.090254044,0.565703884,-0.669040579,-0.236176496,3.548166688,-4.54024159,-0.229442464,1.484415925,1.166868675,5235,33353,5.371155683,0.186179671
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7565",1.8,1.8,1.8,-44.2,6.78,1,TRUE,16936,47641,1.27,-0.944321711,0.636812426,-0.486014121,-0.442841949,3.500925353,-4.705521826,-0.151644935,1.403725756,1.188881008,4911,32875,5.694155976,0.175618653
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7566",1.9,1.9,1.9,-43.16,6.81,1,TRUE,16562,46327,1.18,-1.583150935,0.721393022,-1.184243228,-0.55914951,3.299353855,-1.826097114,-0.639779245,1.15325168,0.618421475,4793,32476,5.775714584,0.173138749
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7567",2,2,2,-42.11,6.84,1,TRUE,15674,42856,1.25,-1.779810204,0.027334184,0.156083167,-0.504057717,2.914945563,-1.803340701,-0.337003632,0.59021617,0.73563317,4667,32041,5.865438183,0.170490246
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7568",2.1,2.1,2.1,-41.07,6.84,1,TRUE,16295,44760,1.36,-1.027618427,0.218318577,-0.981098411,0.385109191,3.20476126,-3.512525077,-0.09714306,0.931805441,0.878390505,4542,32488,6.152796125,0.162527732
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7570",2.3,2.3,2.3,-38.98,6.75,1,TRUE,17745,52423,1.2,-1.136965919,0.18408792,-1.373354697,-0.348508558,3.553802365,-2.107323872,-0.497885959,0.857376292,0.868772427,4979,34573,5.943763808,0.168243563
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7571",2.4,2.4,2.4,-37.94,6.76,1,TRUE,19359,57926,1.2,-0.583587307,0.645703306,-0.691800891,-0.198266765,4.191650171,-4.652614061,-1.320409551,1.336347356,1.272977742,5150,35955,5.981553398,0.167180652
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7572",2.5,2.5,2.5,-36.89,6.78,1,TRUE,19163,54196,1.4,-1.444226755,0.174919972,-0.117604725,-0.794700197,3.240498215,-2.44974862,-0.417223998,0.77045965,1.037626458,5393,37005,5.861672538,0.170599772
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7573",2.6,2.6,2.6,-35.85,6.81,1,TRUE,19345,53809,1.34,-1.497986529,0.353837181,-0.696625764,-0.729201934,3.280536544,-1.896334169,-0.433275792,0.902502779,0.716547686,5397,37106,5.875301093,0.170204043
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7574",2.7,2.7,2.7,-34.8,6.84,1,TRUE,19212,53059,1.31,-2.066298313,0.484983406,-0.388652151,-0.602226251,3.414095482,-1.387966218,-1.248853416,0.999014894,0.795902568,5302,36516,5.887212373,0.169859678
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7575",2.8,2.8,2.8,-33.76,6.87,1,TRUE,18667,51028,1.3,-0.632197428,1.490285865,-0.046470496,-0.016011288,4.198779427,-3.928034294,-4.621181474,1.736660792,1.818168897,5368,37198,5.929582712,0.168645932
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7576",2.9,2.9,2.9,-32.72,6.88,1,TRUE,19151,51026,1.36,-0.90681573,0.75269852,-0.689092246,-1.05199774,3.395787375,-2.438292101,-1.360733222,0.991654694,1.30679045,5508,38081,5.913761801,0.169097105
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7577",3,3,3,-31.67,6.87,1,TRUE,19630,53119,1.26,-0.92717175,0.822592598,-0.655856655,-0.598148337,3.511652483,-4.577829991,-0.208382139,1.315194483,1.317949306,5411,38590,6.131768619,0.163085084
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7578",3.1,3.1,3.1,-30.63,6.88,1,TRUE,19370,53696,1.33,-0.756198992,0.942729491,-0.694323588,-0.580994903,3.817195042,-4.606346594,-0.28885848,1.224068532,0.942729491,5118,36780,6.186400938,0.161644874
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7579",3.2,3.2,3.2,-29.58,6.9,1,TRUE,19100,51022,1.41,-0.591475949,1.189110219,-0.569497043,-0.476165103,3.660505273,-4.398138439,-1.625549717,1.458365122,1.352845637,5538,37173,5.712351029,0.17505927
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7580",3.3,3.3,3.3,-28.54,6.9,1,TRUE,19321,53273,1.31,-1.079771601,0.776098215,-0.533949136,-0.42858862,3.550024372,-4.677083862,-0.037512249,1.29672575,1.134057131,5350,37497,6.008785047,0.166422994
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7581",3.4,3.4,3.4,-27.49,6.9,1,TRUE,19387,54212,1.41,-0.472450032,1.251671886,0.339885666,0.025636566,4.19337456,-4.148750704,-4.841897884,1.81482864,1.837701302,5692,37746,5.631412509,0.177575342
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7582",3.5,3.5,3.5,-26.45,6.89,1,TRUE,20298,56727,1.28,-0.880620812,0.888665801,-0.720772111,-0.148252918,3.894685883,-4.504961745,-1.103764363,1.338582672,1.236437593,5738,39508,5.885325898,0.169914125
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7583",3.6,3.6,3.6,-25.41,6.9,1,TRUE,20294,55860,1.33,-0.884608552,0.842118447,-0.749689234,-0.486578422,3.710623525,-4.691271042,-0.360537701,1.291405,1.328537979,5450,38395,6.044954128,0.165427227
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7584",3.7,3.7,3.7,-24.36,6.91,1,TRUE,20109,56267,1.3,-0.7397972,0.77490729,-0.456934414,-0.230896504,3.792905679,-4.691040918,-0.720749005,1.306654179,0.964950893,5379,37847,6.036066183,0.165670814
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7585",3.8,3.8,3.8,-23.32,6.93,1,TRUE,19773,56953,1.33,-1.069374719,0.668763659,-0.700723584,-0.246468312,3.834292342,-4.795068146,0.113903494,1.328520554,0.866154714,5413,37334,5.897099575,0.169574888
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7586",3.9,3.9,3.9,-22.27,6.93,1,TRUE,19707,56234,1.32,-0.875987865,0.530109123,-0.2882012,-0.470522757,3.782343869,-4.788010871,0.090995981,1.174282299,0.844991422,5573,37634,5.752915844,0.173824896
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7587",4,4,4,-21.23,6.92,1,TRUE,19371,53069,1.39,-0.547468969,1.030408139,-0.518758863,-0.307000634,3.895410703,-4.489050776,-1.571280044,1.241049007,1.266691437,5049,36585,6.245989305,0.16010274
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7588",4.1,4.1,4.1,-20.19,6.92,1,TRUE,18704,52007,1.45,-0.763248081,1.074053409,-0.42065025,-0.064738957,3.807464226,-4.602700393,-1.60696812,1.226245225,1.350542941,5018,35395,6.053607015,0.165190769
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7589",4.2,4.2,4.2,-19.14,6.91,1,TRUE,17772,48531,1.5,-0.79920747,0.798511558,-0.416656621,-0.263452463,3.409967193,-4.740789278,-0.478109401,1.131328512,1.358407969,4839,34529,6.135565199,0.16298417
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7590",4.3,4.3,4.3,-18.1,6.9,1,TRUE,18726,52063,1.66,-0.616551429,0.877373597,-0.129645989,-0.54634717,3.697293694,-4.623884614,-1.097524089,1.213845833,1.225440166,5170,35887,5.94139265,0.168310707
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7591",4.4,4.4,4.4,-17.05,6.88,1,TRUE,19032,51325,1.4,-0.022067476,1.218515074,0.003038445,0.211194206,4.204518806,-4.09960492,-4.7927521,1.798921632,1.478236332,5150,35626,5.917669903,0.168985431
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7592",4.5,4.5,4.5,-16.01,6.88,1,TRUE,18737,51692,1.29,-1.112602236,0.728365022,-0.284280277,-0.426055739,3.61862079,-4.750188395,-0.096228045,1.3089348,1.01343408,5271,34897,5.620565358,0.177918045
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7593",4.6,4.6,4.6,-14.96,6.92,1,TRUE,18171,50444,1.49,-0.957893468,0.867767553,-0.247651854,-0.336205251,3.647391654,-4.730654406,-0.869924695,1.58017255,1.046997917,5166,33433,5.471738289,0.182757279
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7594",4.7,4.7,4.7,-13.92,6.95,1,TRUE,17409,49076,1.39,-0.962173279,0.864548352,-0.388214616,-0.303315172,3.662358811,-4.757662469,-0.252312618,1.399316517,0.737454474,5032,32030,5.365262321,0.186384177
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7595",4.8,4.8,4.8,-12.88,6.96,1,TRUE,17381,49628,1.27,-0.678320581,0.675183957,-0.35110767,-0.398735719,3.674555434,-4.805454966,-0.571348462,1.563589486,0.89163852,5205,31867,5.122382325,0.195221664
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7596",4.9,4.9,4.9,-11.83,6.95,1,TRUE,17687,49993,1.4,-0.602677821,0.961792399,-0.439449923,-0.299164284,3.675268014,-4.858290531,-0.739253356,1.323794376,0.977981127,5141,31875,5.200155612,0.192301938
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7597",5,5,5,-10.79,6.94,1,TRUE,17952,52255,1.42,-0.70049744,0.853284688,-0.32815638,-0.365099895,3.759603511,-4.897699388,-0.715649245,1.296706003,1.097508145,5261,32449,5.167838814,0.193504487
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7598",5.1,5.1,5.1,-9.74,6.93,1,TRUE,18376,57691,1.42,-0.946953614,1.020054364,0.038528974,0.118785929,3.871581121,-5.151646234,-1.016479677,1.259350679,0.806778459,5405,31767,4.8773358,0.205029967
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7599",5.2,5.2,5.2,-8.7,6.94,1,TRUE,17462,50454,1.38,-0.936768517,1.047838922,-0.28246117,-0.348981852,3.665349396,-4.897581687,-0.201657138,1.60745471,0.346807338,5015,31683,5.317647059,0.188053097
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7600",5.3,5.3,5.3,-7.65,6.95,1,TRUE,17769,51754,1.52,-1.014398554,0.712174935,-0.198089089,-0.269230189,3.720521612,-4.955980362,-0.241955771,1.459934593,0.787022826,5155,32249,5.255868089,0.190263527
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7601",5.4,5.4,5.4,-6.61,6.94,1,TRUE,17942,48826,1.33,-1.279211851,0.607326024,-0.649434285,-0.697290306,3.647151532,-4.629115939,0.084908652,1.595442491,1.320223682,5155,33557,5.509602328,0.181501303
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7602",5.5,5.5,5.5,-5.57,6.92,1,TRUE,18596,52127,1.34,-1.128739399,0.860973373,0.008902234,-0.391789596,3.829397371,-4.640284838,-1.290380751,1.68675869,1.065162916,5423,34390,5.34150839,0.187213036
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7603",5.6,5.6,5.6,-4.52,6.9,1,TRUE,18599,52256,1.44,-1.174531595,0.589056997,-0.289012522,-0.496651887,3.77540963,-4.671039157,-0.2283879,1.332847911,1.162308522,5197,34995,5.733692515,0.174407678
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7604",5.7,5.7,5.7,-3.48,6.91,1,TRUE,18818,52599,1.43,-1.027873233,0.918036916,-0.46649533,-0.286523951,3.793701801,-4.729175207,-0.900533811,1.604992126,1.093870688,5231,34284,5.55400497,0.180050253
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7605",5.8,5.8,5.8,-2.43,6.93,1,TRUE,19011,54240,1.53,-0.951112621,0.739704898,-0.754402327,-0.291117648,3.829744845,-4.779754017,0.020160245,1.2092074,0.977569224,5579,35086,5.28894067,0.189073779
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7606",5.9,5.9,5.9,-1.39,6.95,1,TRUE,18935,55217,1.44,-1.147803308,0.836328054,-0.424803165,-0.381630993,4.036870172,-4.64431087,-0.83764838,1.535705784,1.027292706,5497,35133,5.391304348,0.185483871
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7607",6,6,6,-0.34,6.97,1,TRUE,18955,56098,1.33,-1.25679665,0.252364642,-0.107502874,-0.54546715,3.475046602,-2.284582886,-1.035489646,0.900921751,0.60150621,5338,35151,5.585050581,0.179049408
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7608",6.1,6.1,6.1,0.7,6.99,1,TRUE,19400,56937,1.5,-0.854658014,0.958673941,-0.62221207,-0.234182024,3.949822554,-4.834339668,-0.379992372,1.160867866,0.856019786,5446,35474,5.513771575,0.18136406
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7609",6.2,6.2,6.2,1.74,6.99,1,TRUE,19120,54563,1.42,-0.598426254,1.09120372,-0.202717321,-0.189730126,4.082985548,-4.540008062,-1.799168038,1.217315179,0.938545355,5077,34958,5.88556234,0.169907299
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7610",6.3,6.3,6.3,2.79,7,1,TRUE,18942,54916,1.34,-1.390963239,0.426438661,-1.090377762,-0.836928861,3.63581806,-1.842948363,-0.181809076,0.748338691,0.532431888,5277,35100,5.651506538,0.176943969
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7611",6.4,6.4,6.4,3.83,6.99,1,TRUE,18966,53210,1.47,-1.210873428,0.437785197,0.254364135,-0.51060878,3.76566325,-4.76622149,-0.084090263,1.35077378,0.763207598,5293,35137,5.638390327,0.177355582
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7612",6.5,6.5,6.5,4.88,6.98,1,TRUE,19263,54042,1.39,-0.837793217,0.524784618,-0.936233289,-0.82743043,3.907863287,-4.708994227,0.472789323,1.403581145,1.00143279,5329,35258,5.616250704,0.17805473
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7613",6.6,6.6,6.6,5.92,6.99,1,TRUE,19716,56427,1.38,-1.030043964,0.711138031,-0.617799169,-0.762981178,3.727234001,-2.356914904,-1.52066688,0.96977995,0.880254114,5516,36732,5.659173314,0.176704254
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7614",6.7,6.7,6.7,6.97,7.01,1,TRUE,19485,56026,1.39,-1.283000737,0.828334168,-0.772175114,-0.254704947,4.052041353,-4.578837603,-0.666814598,1.425049464,1.250108014,5321,36277,5.817703439,0.171889133
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7615",6.8,6.8,6.8,8.01,7.03,1,TRUE,19256,54493,1.23,-1.079449494,0.629360892,-0.125086815,-0.730265222,3.926498213,-4.590994933,-0.513457489,1.33459687,1.148797979,5447,36154,5.637415091,0.177386264
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7616",6.9,6.9,6.9,9.05,7.05,1,TRUE,19400,55597,1.32,-1.026277568,0.868840414,-0.738595496,-0.901114425,3.984979755,-4.650618501,-0.268591867,1.456404387,1.274973302,5458,36312,5.652986442,0.176897647
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7617",7,7,7,10.1,7.06,1,TRUE,19278,56295,1.33,-1.060376121,0.768253884,-0.440254076,-0.68832701,4.114021461,-4.629908818,-0.74834502,1.47711407,1.20782163,5323,35641,5.695660342,0.175572267
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7618",7.1,7.1,7.1,11.14,7.05,1,TRUE,19590,57145,1.38,-1.074597424,0.51403736,-0.839757833,-0.426570679,4.26166722,-4.600957949,-0.688934944,1.55071035,1.304403899,5381,35006,5.505482252,0.181637131
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7619",7.2,7.2,7.2,12.19,7.05,1,TRUE,20246,62934,1.4,-1.385996418,0.468563953,-0.810632273,-0.36434517,4.517496696,-4.681833284,-0.484631336,1.669052433,1.072325398,5182,34635,5.683712852,0.17594133
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7620",7.3,7.3,7.3,13.23,7.06,1,TRUE,19745,60380,1.37,-1.443621814,0.397145235,-1.118960738,-0.64648492,4.027669907,-2.900867911,-0.335918553,1.284320544,0.736718249,5371,34492,5.421895364,0.184437348
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7621",7.4,7.4,7.4,14.27,7.07,1,TRUE,19717,58875,1.55,-1.330810794,0.509501901,0.210699777,-0.460329598,4.164459375,-4.842356233,-0.20278462,1.162764641,0.788855549,5208,34706,5.663978495,0.176554343
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7622",7.5,7.5,7.5,15.32,7.06,1,TRUE,19247,58524,1.38,-0.851654742,0.687402373,-0.551909797,-0.5235391,4.252347097,-4.79323655,-0.430137925,1.293538177,0.917190468,5253,34054,5.482771749,0.1823895
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7623",7.6,7.6,7.6,16.36,7.06,1,TRUE,18869,56835,1.49,-1.381720195,0.750643748,-0.556401241,-0.206415285,4.49198849,-4.517214411,-1.185009901,1.313200715,1.290928079,5216,32981,5.323044479,0.187862417
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7624",7.7,7.7,7.7,17.41,7.07,1,TRUE,18963,58014,1.42,-1.105857026,0.574793515,-0.708360087,-0.700391917,4.208989643,-4.843526644,0.335443965,1.243248083,0.995660468,5073,33017,5.508377686,0.181541655
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7625",7.8,7.8,7.8,18.45,7.06,1,TRUE,19310,60533,1.39,-0.806710622,0.567942164,-0.484895543,-0.629029444,4.37210348,-4.795694668,-0.247094834,1.295615214,0.727764252,5245,33381,5.364346997,0.18641598
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7626",7.9,7.9,7.9,19.5,7.05,1,TRUE,19536,61501,1.42,-0.938062144,0.73661629,-0.302734534,-0.443091892,4.451214788,-4.733551333,-1.366255503,1.435012827,1.160851501,5204,34171,5.566295158,0.179652708
