"Element","Model","n_test_median","n_success","Failure_rate_pct","R2_single","RMSE_single","RMSE_ppm_single","R2_mean","R2_sd","R2_q05","R2_q25","R2_q75","R2_q95","RMSE_mean","RMSE_sd","RMSE_ppm_mean","RMSE_ppm_sd","R2_boot_s","RMSE_boot_s","Robustness_boot","Bootstrap_Unstable"
"Ca","RF",133,500,0,0.736190158651039,0.365492700892084,4459.98875484185,0.690388724713785,0.0405201152788522,0.61786017239114,0.664618215523553,0.71911478593265,0.753372661364978,0.393068214510131,0.0252475086286482,4819.36681179678,448.170273276823,1,0,1,FALSE
"Ca","Bayes",133,2000,0,0.71849446314204,0.377551919451181,4920.26934220119,0.683022373296107,0.0396254638242208,0.613083144710092,0.659297845220823,0.7102868044573,0.742700175210974,0.398140755848759,0.0208510566372546,5274.72624707994,627.262333363349,0.925144673337309,0.518560580678571,0.747662571730957,FALSE
"Ca","PLS_LOO",133,2000,0,0.714591218855023,0.380160401230266,5060.00126868248,0.68035492965455,0.0435234820968947,0.601465171694946,0.652969889470911,0.710871634763516,0.743667346736352,0.399682108914827,0.0236695116644283,5386.18247930186,671.781235198483,0.898038667416411,0.645486266242336,0.680628693952912,FALSE
"Ca","PLS_kfold",133,2000,0,0.714591218855023,0.380160401230266,5060.00126868248,0.68035492965455,0.0435234820968947,0.601465171694946,0.652969889470911,0.710871634763516,0.743667346736352,0.399682108914827,0.0236695116644283,5386.18247930186,671.781235198483,0.898038667416411,0.645486266242336,0.680628693952912,FALSE
"Ca","OLS",133,2000,0,0.605349695781694,0.447032844459699,5504.63271481712,0.591980879259146,0.0422766631824001,0.515172267630545,0.56593851241254,0.621539782483628,0.655655208695775,0.452127131718686,0.0211539717856288,5697.48877526591,562.540331846359,0,1,0,FALSE
"Ca","WLS",133,2000,0,0.604685117514639,0.447409080513934,5446.04597912254,0.591980879259146,0.0422766631824001,0.515172267630545,0.56593851241254,0.621539782483628,0.655655208695775,0.452127131718686,0.0211539717856288,5697.48877526591,562.540331846359,0,1,0,FALSE
"Ca","OLS_weighted",133,2000,0,0.60078407376705,0.449611220751241,5620.88386479327,0.591980879259146,0.0422766631824001,0.515172267630545,0.56593851241254,0.621539782483628,0.655655208695775,0.452127131718686,0.0211539717856288,5697.48877526591,562.540331846359,0,1,0,FALSE
"Ca","WLS_weighted",133,2000,0,0.604732452698864,0.447382293228408,5447.03371534874,0.591980879259146,0.0422766631824001,0.515172267630545,0.56593851241254,0.621539782483628,0.655655208695775,0.452127131718686,0.0211539717856288,5697.48877526591,562.540331846359,0,1,0,FALSE
"Fe","PLS_LOO",133,2000,0,0.769588412151896,0.547643031052147,12699.4253247054,0.75275265172279,0.0307216532349183,0.699120601523333,0.733873163561797,0.773831127385601,0.799925726049831,0.564162755411205,0.032012151306162,13237.3701936463,3039.5371344986,0.784858608958488,0,0.870915165375093,FALSE
"Fe","PLS_kfold",133,2000,0,0.769588412151896,0.547643031052147,12699.4253247054,0.75275265172279,0.0307216532349183,0.699120601523333,0.733873163561797,0.773831127385601,0.799925726049831,0.564162755411205,0.032012151306162,13237.3701936463,3039.5371344986,0.784858608958488,0,0.870915165375093,FALSE
"Fe","Bayes",133,2000,0,0.782666025570093,0.531874559979908,13054.643263387,0.754838886089487,0.0330896239692764,0.693457578544477,0.735208328357026,0.777621605552741,0.804644634897564,0.561539371300326,0.0341612599332593,14099.8040912884,3299.11099629504,0.817233442229717,0.148832138138879,0.830807210082279,FALSE
"Fe","RF",134,500,0,0.804830268303868,0.504024490900157,18096.0902367463,0.76661636369714,0.0303737702238358,0.710374639202109,0.748508240070576,0.788059980591014,0.812023147201884,0.547891756858643,0.040330492269453,18739.015104616,5977.56672536049,1,0.949431113061718,0.620227554775313,FALSE
"Fe","OLS",133,2000,0,0.711860213839782,0.612416695598065,19046.317786508,0.702176360277829,0.0306008152276447,0.648924983895774,0.683188440202398,0.723385059338367,0.748028324500089,0.619680919664831,0.030383990812996,19032.0453789033,3839.29278988615,0,1,0,FALSE
"Fe","WLS",133,2000,0,0.711426381771426,0.612877558837851,19118.97376675,0.702176360277829,0.0306008152276447,0.648924983895774,0.683188440202398,0.723385059338367,0.748028324500089,0.619680919664831,0.030383990812996,19032.0453789033,3839.29278988615,0,1,0,FALSE
"Fe","OLS_weighted",133,2000,0,0.705011398870254,0.619652240442579,19165.0781241486,0.702176360277829,0.0306008152276447,0.648924983895774,0.683188440202398,0.723385059338367,0.748028324500089,0.619680919664831,0.030383990812996,19032.0453789033,3839.29278988615,0,1,0,FALSE
"Fe","WLS_weighted",133,2000,0,0.711404682307114,0.612900601250386,19121.2837499281,0.702176360277829,0.0306008152276447,0.648924983895774,0.683188440202398,0.723385059338367,0.748028324500089,0.619680919664831,0.030383990812996,19032.0453789033,3839.29278988615,0,1,0,FALSE
"Mn","RF",133,500,0,0.695402031688882,0.531658011483224,99.7219305020332,0.671233798820074,0.0407857771254888,0.599777425746592,0.646990244608113,0.699715891989552,0.731648306759209,0.549719061946576,0.0306878498897135,105.166193483709,9.77922319009077,1,0,1,FALSE
"Mn","Bayes",133,2000,0,0.675458563365959,0.54878715622519,106.167683499791,0.641290673135793,0.0413483572330862,0.56678874453006,0.617718361155836,0.670493117000254,0.701730294854846,0.574098939320895,0.0293154752004944,119.634213222486,19.8309945023845,0.391056551720943,1,0.234633931032565,FALSE
"Mn","OLS",133,2000,0,0.642325781154841,0.576119639333299,111.776118917736,0.631012797059904,0.0408456959414781,0.562896894557885,0.60591335577788,0.659163240246254,0.693931293691523,0.582337958953523,0.0285760937012661,115.115244867551,12.088046368308,0.182038783682046,0.687658128995815,0.234160018610901,FALSE
"Mn","WLS",133,2000,0,0.64171449487873,0.57661174033931,108.962939644912,0.631012797059904,0.0408456959414781,0.562896894557885,0.60591335577788,0.659163240246254,0.693931293691523,0.582337958953523,0.0285760937012661,115.115244867551,12.088046368308,0.182038783682046,0.687658128995815,0.234160018610901,FALSE
"Mn","OLS_weighted",133,2000,0,0.621575234052913,0.592595892589243,115.442539169045,0.631012797059904,0.0408456959414781,0.562896894557885,0.60591335577788,0.659163240246254,0.693931293691523,0.582337958953523,0.0285760937012661,115.115244867551,12.088046368308,0.182038783682046,0.687658128995815,0.234160018610901,FALSE
"Mn","WLS_weighted",133,2000,0,0.642027836746649,0.576359544649593,109.653909631702,0.631012797059904,0.0408456959414781,0.562896894557885,0.60591335577788,0.659163240246254,0.693931293691523,0.582337958953523,0.0285760937012661,115.115244867551,12.088046368308,0.182038783682046,0.687658128995815,0.234160018610901,FALSE
"Mn","PLS_LOO",133,2000,0,0.652472643614871,0.567888873609633,106.37886834467,0.622061538622672,0.0467631526026962,0.539072108274129,0.594207615598723,0.654647020985258,0.69356193052242,0.589127978448456,0.0327689623234776,115.218080815767,17.1968720536606,0,0.69476593988306,0.122093624046776,FALSE
"Mn","PLS_kfold",133,2000,0,0.652472643614871,0.567888873609633,106.37886834467,0.622061538622672,0.0467631526026962,0.539072108274129,0.594207615598723,0.654647020985258,0.69356193052242,0.589127978448456,0.0327689623234776,115.218080815767,17.1968720536606,0,0.69476593988306,0.122093624046776,FALSE
"Sr","RF",133,500,0,0.729746042675407,0.321684267928995,43.2809202105204,0.681466080667331,0.0480000573448516,0.596439737912564,0.651288883872128,0.718395465256398,0.749487733749622,0.345606301344171,0.0289776138713595,45.5540344833063,4.32598648223321,1,0,1,FALSE
"Sr","Bayes",133,2000,0,0.719033486991341,0.327997906598047,49.7050467588939,0.676047168942722,0.0461478946909675,0.593590464172835,0.649412512801582,0.707420293225516,0.746676188404624,0.350097690049864,0.0243028492108578,52.350171884488,5.8399166759059,0.939731277169681,0.395587473069126,0.805603777074158,FALSE
"Sr","PLS_LOO",133,2000,0,0.681443929954195,0.349250256346248,60.5526521980026,0.642698734745903,0.0512993652541649,0.553410130056565,0.612829761104964,0.677865375086946,0.716917047179495,0.367809179600122,0.0277242737656949,62.7338944734484,9.92632263154067,0.568832535950876,1,0.341299521570526,FALSE
"Sr","PLS_kfold",133,2000,0,0.681443929954195,0.349250256346248,60.5526521980026,0.642698734745903,0.0512993652541649,0.553410130056565,0.612829761104964,0.677865375086946,0.716917047179495,0.367809179600122,0.0277242737656949,62.7338944734484,9.92632263154067,0.568832535950876,1,0.341299521570526,FALSE
"Sr","OLS",133,2000,0,0.605940022011523,0.388440903375382,59.7735590156883,0.59155357762881,0.0499557650660096,0.502742483059667,0.562032335485939,0.626520199757306,0.66372153923012,0.39343865842412,0.0246303250066771,60.5787104774056,5.28700680476254,0,0.87455171361819,0.0501793145527241,FALSE
"Sr","WLS",133,2000,0,0.605899324973479,0.388460961218056,59.3656290640811,0.59155357762881,0.0499557650660096,0.502742483059667,0.562032335485939,0.626520199757306,0.66372153923012,0.39343865842412,0.0246303250066771,60.5787104774056,5.28700680476254,0,0.87455171361819,0.0501793145527241,FALSE
"Sr","OLS_weighted",133,2000,0,0.588442221601662,0.396971381054182,68.563181097856,0.59155357762881,0.0499557650660096,0.502742483059667,0.562032335485939,0.626520199757306,0.66372153923012,0.39343865842412,0.0246303250066771,60.5787104774056,5.28700680476254,0,0.87455171361819,0.0501793145527241,FALSE
