"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Fe","Fe_sd","Fe_ICP","Fe_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,25871.4545454545,3422.62377025686,69886.15056,651.9486024,33285.183626029,-4214.90169479517,70785.2689468532
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,19198.1,4055.86733976566,54047.68966,417.3743136,26914.2753557314,-10540.432991881,64368.9837033438
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,21290.9090909091,5572.32655996659,40132.04847,295.2089979,28912.2352505055,-8553.67184513558,66378.1423461466
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,28513.25,4571.37363730183,54152.91453,901.2653807,35807.249012359,-1718.57134916702,73333.069373885
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,3721.5,4520.78228347102,20119.39045,302.8601579,12139.0977048978,-25318.9758997168,49597.1713095123
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,22658.4166666667,4286.73807877979,51021.42539,1449.62635,30217.7653650448,-7256.95676288391,67692.4874929736
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,33016.6363636364,4539.73070286614,34088.22199,467.7014564,40106.5352608289,2526.71847501033,77686.3520466474
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,13765,2930.10532233911,28823.89617,530.2032916,21727.411464777,-15711.1775953507,59166.0005249048
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,15971.4545454545,2106.21966393044,30935.30845,285.0900353,23833.8662344021,-13609.0124884911,61276.7449572953
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,13458.2727272727,2353.07888056942,34349.06054,445.4522315,21434.5855246544,-16003.6516379311,58872.82268724
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,14074.5454545455,2124.87253093621,29282.54803,328.5573862,22022.9278625593,-15416.0768206218,59461.9325457405
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,14233.6666666667,2991.73893894302,32219.65007,365.8178032,22174.837466549,-15264.4045142002,59614.0794472982
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,18708.6363636364,2802.20278612121,16700.79088,224.4526933,26446.994933617,-11005.4944588242,63899.4843260582
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,16203.1538461538,4020.85848723366,37075.7818,437.2164977,24055.0645808998,-13388.443697047,61498.5728588466
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,29119.6666666667,3206.82205570713,29511.5462,32.1048001,36386.181980868,-1146.16640538316,73918.5303671192
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,13294,5753.23295200186,35173.56997,618.3618955,21277.7578797814,-16160.3153541856,58715.8311137485
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,11089.4166666667,1346.87391988285,30813.78663,1575.735471,19173.0895161831,-18264.4399045233,56610.6189368895
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,12770.7272727273,1398.06145007357,13189.89932,129.6827163,20778.2006446464,-16659.4645044028,58215.8657936957
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,4996.54545454545,813.527671764933,10103.92743,578.8562016,13356.3562179948,-24095.7002622611,50808.4126982506
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,15793.3333333333,2157.79564848158,33521.67785,153.1315042,23663.8177384487,-13778.6001474371,61106.2356243345
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,14940.0909090909,4174.15930348964,19102.04921,190.2959459,22849.2455199117,-14591.2438282892,60289.7348681126
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,20218.4545454545,8601.48369019713,17067.4608,48.08420766,27888.3859275576,-9571.43599002471,65348.2078451399
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,32461.8,6283.97099858928,32079.57549,646.9348498,39576.8448999053,2004.36878848141,77149.3210113291
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,31490.9,9764.80708633475,40180.34818,163.829273,38649.9475205588,1089.85194592005,76210.0430951975
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,7915.15384615385,1284.98066432624,14682.28264,138.0134568,16142.6889706166,-21299.4718652762,53584.8498065095
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,10825.1538461538,1410.87808628491,16189.75967,153.8027168,18920.8034766403,-18516.8676628723,56358.4746161528
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,24868.7692307692,2750.59678839115,16934.94085,255.7176068,32327.9414893609,-5163.52879635039,69819.4117750722
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,21869.0769230769,5261.35902059437,17138.00234,174.8076238,29464.1996633789,-8005.28998106818,66933.689307826
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,4048.30769230769,364.657232803488,13667.24784,118.9050562,12451.0939903549,-25005.33922595,49907.5272066597
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,6877.16666666667,1029.17926995105,11986.74089,38.35757086,15151.7449017507,-22293.316629466,52596.8064329674
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,7685.23076923077,782.036567116712,14179.20706,59.55266965,15923.1863468127,-21519.5581243846,53365.9308180099
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,17722.9090909091,1508.71292528071,35487.97724,670.7227699,25505.9422754222,-11942.5390050163,62954.4235558608
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,14233.4166666667,2137.65710569192,25321.34917,194.9743886,22174.5987969179,-15264.642798412,59613.8403922478
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,16475.1666666667,4112.85120817737,30348.25974,264.0298597,24314.7493790068,-13129.5414219421,61759.0401799557
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,15627.8333333333,2422.88324985424,27170.31131,309.741549,23505.8184426594,-13936.1892879366,60947.8261732554
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,6561.83333333333,383.569795316039,13872.977,234.4533113,14850.7029403878,-22595.3750631339,52296.7809439094
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,5776.83333333333,704.010567241628,10017.06936,131.2236086,14101.2802987285,-23347.6018674362,51550.1624648931
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,7074.75,662.427234425858,18126.438,242.8942692,15340.3734668647,-22104.0832770453,52784.8302107748
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,7567.63636363636,1259.10200323304,18736.05749,219.2118727,15810.9214932013,-21632.1344335327,53253.9774199353
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,5734.91666666667,888.624315581351,13972.31801,76.84774904,14061.2633572471,-23387.7795259737,51510.3062404679
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,17990.4545454545,1359.46484791894,29131.62831,367.0585168,25761.3621751794,-11688.1461101325,63210.8704604913
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,15298,3374.72902615899,22528.01628,74.34245371,23190.9336426926,-14250.3084627876,60632.1757481728
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,8067.23076923077,791.959295444549,16524.5867,115.6721069,16287.873543136,-21153.9196779735,53729.6667642456
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,4260.07692307692,1067.90756946614,17616.22911,348.8013364,12653.2655271004,-24802.1408432605,50108.6718974612
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,5844.6875,1077.60077448314,15409.2047,118.6508762,14166.0592144366,-23282.5651449886,51614.6835738619
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,12232.5384615385,2118.66206269368,17175.5766,190.6489003,20264.4033445285,-17173.0232517267,57701.8299407837
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,7711.66666666667,1455.91391686917,29105.71327,436.5856991,15948.4241303681,-21494.2515308262,53391.0997915625
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,4211.75,1840.12648404199,12943.05626,174.7312595,12607.1288514882,-24848.5093496118,50062.7670525882
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,2503.42857142857,617.821696245485,7988.703067,69.50171668,10976.2310708472,-26488.5522711717,48441.014412866
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,2313.53846153846,715.962826710137,12805.9724,112.6925571,10794.9470609378,-26670.9669053937,48260.8610272694
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,1943.15384615385,516.461977650799,6997.205183,47.58099524,10441.3488228595,-27026.8361086517,47909.5337543706
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,4972,807.463931082993,14513.69839,79.82534112,13332.9231996684,-24119.2393929184,50785.0857922552
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,5959.53846153846,1860.64453955185,10760.96847,63.48971398,14275.7049609249,-23172.4896797863,51723.899601636
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,2567.15384615385,398.256166755738,3223.639501,23.21020441,11037.0682220893,-26427.3408075161,48501.4772516947
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,2530.07692307692,586.954351083975,11941.27554,120.606883,11001.6716798767,-26462.954821184,48466.2981809374
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,4088.76923076923,939.547599809447,10687.50441,196.6500812,12489.7217521885,-24966.5130756166,49945.9565799937
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,1928.84615384615,264.832917816072,6996.743289,76.26450185,10427.6895762795,-27040.5848223234,47895.9639748825
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,2723.58333333333,777.316416014779,9342.936185,56.05761711,11186.4080940835,-26277.0929911682,48649.9091793353
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,5626.41666666667,1083.50235627829,13791.08364,99.29580218,13957.6807373489,-23491.7833278695,51407.1448025674
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,3000.53846153846,653.957263560932,11345.31869,169.0452485,11450.8112072053,-26011.1203679148,48912.7427823253
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,2586.28571428571,414.627066646166,8584.603441,67.81836719,11055.3330057266,-26408.9641478792,48519.6301593323
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,4920,1624.99841025563,7683.311513,116.786335,13283.2799163993,-24169.1087379429,50735.6685707415
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,2100.38461538462,529.941433629154,9567.109814,296.5804042,10591.4536616201,-26875.7566265213,48058.6639497614
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,3544.61538461538,476.941914433602,5459.728289,96.63719072,11970.2297612921,-25488.7599123544,49429.2194349387
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,4402.41666666667,915.723306595625,11114.88978,65.5778497,12789.1542234751,-24665.5779185902,50243.8863655403
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,4278,984.480111992665,13675.84016,83.42262495,12670.3763037301,-24784.9444632473,50125.6970707075
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,4524.66666666667,953.505716561338,12238.61735,116.2668648,12905.8636730838,-24548.2996446748,50360.0269908424
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,1958.76923076923,390.057507265735,16448.97625,47.70203112,10456.2564952021,-27011.8309399372,47924.3439303415
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3049.39,1751.61538461538,957.533249071239,12270.07289,93.25255394,10258.4911670308,-27210.9022078426,47727.8845419042
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,3062.22846153846,1411.92307692308,306.092704241286,5685.831956,159.771878,9934.1942159708,-27537.399406623,47405.7878385646
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,3116.22307692308,1569.46153846154,212.164879038534,5669.96572,48.19470862,10084.5928019696,-27385.971339404,47555.1569433433
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,3169.09230769231,1034.69230769231,220.879448499019,6876.421266,98.3328241,9574.06010184074,-27900.0624443554,47048.1826480369
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,3233.34153846154,1115.61538461538,237.051168337674,5833.148328,24.49922298,9651.31562550811,-27822.256836531,47124.8880875473
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3335.24833333333,6646,2605.70901187094,7738.954402,137.7533884,14931.0550495253,-22514.7454777244,52376.855576775
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3328.03692307692,3975.76923076923,717.02581936847,11631.52569,126.78363,12381.8430789306,-25074.948398985,49838.6345568461
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,3378.91846153846,1204.69230769231,323.940165415206,5101.984158,48.97904792,9736.35545098989,-27736.6162886769,47209.3271906567
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3442.75846153846,3685,421.364054787148,9470.00065,204.552014,12104.2519387569,-25354.0090736994,49562.5129512132
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3494.21153846154,2903.61538461538,544.229507110977,8155.795786,28.54528525,11358.2808271474,-26104.1944903469,48820.7561446417
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3563.64071428571,5296,1291.77629642288,12716.46571,133.52289,13642.2390415762,-23808.5536025843,51093.0316857367
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3603.44,5993.78571428571,652.415414920872,13604.27869,288.4107083,14308.4000776426,-23139.6680437708,51756.468199056
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,3669.60384615385,3552.15384615385,950.845838026495,9836.302432,67.87048678,11977.42656863,-25481.5236598544,49436.3767971143
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,3782.35692307692,3214.07692307692,642.943680988527,11924.50104,189.5995666,11654.6717905709,-25806.0828088714,49115.4263900133
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,3810.93642857143,3224.35714285714,636.44718279172,11671.94395,447.0354534,11664.4860956213,-25796.2125698884,49125.1847611309
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,4016.98,1873.23076923077,356.772138730533,3792.695713,111.8845235,10374.5947629606,-27094.0286331063,47843.2181590275
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,4144.90083333333,6796.91666666667,631.761960110313,14268.60462,18.54918601,15075.1319501671,-22370.1822867088,52520.4461870429
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,4223.08571428571,5804.28571428571,1477.22085368081,10730.82606,209.2511082,14127.4884972675,-23321.2890142436,51576.2660087786
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,4273.55307692308,9308,1066.05581467388,19294.05726,55.95276604,17472.4092814961,-19966.9325492024,54911.7511121946
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,4438.2275,8825.08333333333,887.337637730607,21529.71781,161.4728836,17011.3791107513,-20428.8007821051,54451.5590036078
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4574.44,7026.23076923077,715.765575432599,23564.0081,197.937668,15294.0531992286,-22150.5497659654,52738.6561644226
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,4631.57428571429,4996.14285714286,960.894843933977,19367.63702,404.7836136,13355.9718669005,-24096.0863507432,50808.0300845443
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,4743.01769230769,4004.07692307692,955.74268342639,28458.15526,623.2336001,12408.8678248522,-25047.7834471896,49865.5190968941
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,4828.70428571429,5749.5,1412.63288006692,22717.61164,131.7621475,14075.1857523947,-23373.8010890529,51524.1725938422
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4912.70923076923,7555.61538461538,1697.09303115953,10907.12191,205.0538919,15799.4453226876,-21643.642936209,53242.5335815842
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,4939.73076923077,7157.46153846154,736.878734413451,13769.49752,214.8041612,15419.3363963546,-22024.8745220475,52863.5473147567
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,2054.5,636.510539320966,32678.58936,69.15812421,10547.6486047117,-26919.8444970074,48015.1417064308
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.97058823529412,20505.0588235294,5465.0915759778,48738.7654,1007.282625,28162.0008768388,-9299.37596709736,65623.377720775
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,31088.1333333333,7546.5754093843,40886.55616,685.9688045,38265.4348335452,710.301468443562,75820.5681986468
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.485714285714,19220.2857142857,7409.84498362271,18707.63044,91.41985794,26935.4555807086,-10519.3569396769,64390.268101094
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,130.207142857143,12891.4285714286,3830.01324991252,35630.07615,399.9479647,20893.4315823846,-16544.3122886689,58331.175453438
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,153.175,9088,5483.48634842226,13008.32214,299.9003674,17262.3800061266,-20177.3252762816,54702.0852885349
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,212.526666666667,4948.33333333333,1018.37781837213,9929.222192,271.9387073,13310.3291412575,-24141.9361260068,50762.5944085218
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,308.48,8375.6,3817.86628516879,4020.387316,67.74261464,16582.2670253393,-20858.8257901622,54023.3598408407
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,466.2125,8722.1875,1065.4582249749,18207.37633,174.7467358,16913.1466684171,-20527.2309039548,54353.524240789
