"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,88,47.1826239202527,4.369649931,0.022750235,9.69819708185791,-28.8223364699224,48.2187306336383
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,98.9166666666667,46.7555700781557,3.255429522,0.010150183,15.2029626384252,-23.2892578902726,53.6951831671229
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,71.25,53.7623136001081,5.828405269,0.020076539,1.2519537469723,-37.3313143586098,39.8352218525544
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,87.4166666666667,47.7768645672651,18.80830619,0.176446353,9.4040493040261,-29.118276803963,47.9263754120152
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,137.5,51.6682795447179,25.3957986,0.092788179,34.6587370864452,-3.81321789749561,73.1306920703861
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,143,51.5014562900895,25.1006547,0.200410389,37.4321304202883,-1.04707591345579,75.9113367540324
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,142.2,30.1101680869141,12.41602198,0.076135345,37.0287277535475,-1.44926667394891,75.5067221810439
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,125.090909090909,36.7190809946397,30.70187991,0.12301453,28.4014116307497,-10.0634764127321,66.8662996742316
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,129.454545454545,54.4763501647525,12.23274868,0.369735042,30.6017898129722,-7.86411476921045,69.0676943951548
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,131.818181818182,61.3413696974859,44.61646774,0.152122701,31.793661328343,-6.67345906157481,70.2607817182609
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,155.666666666667,37.5991618217344,36.59073739,0.331067449,43.8193393103512,5.31382012656645,82.324858494136
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,190.333333333333,43.3491812512245,34.06414422,0.025144385,61.3001215357858,22.6542927187656,99.945950352806
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,171.545454545455,48.6258442319794,39.61078518,0.154761353,51.8262710289945,13.2688697126842,90.3836723453048
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,128.909090909091,34.9212100175654,37.01157435,0.426171368,30.3267425401946,-8.13894784855424,68.7924329289434
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,99.0909090909091,68.6461281434788,25.20300712,0.083140624,15.2908249616736,-23.2010242818742,53.7826742052215
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,94.0909090909091,41.0596019110136,18.81424853,0.085012501,12.7695582945436,-25.7339522479384,51.2730688370256
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,103.363636363636,42.2475389277831,19.39416739,0.073912797,17.4453619317664,-21.03817616868,55.9289000322128
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,134.181818181818,45.8493580801698,42.10225675,0.101834918,32.9855328437134,-5.48327072735617,71.454336414783
