"Site","depth","SH20_age","Ti","Ca","Sr","Zr","Ti_ICP_pred","Ti_ICP_pred_ppm","Ti_low_RMSE","Ti_up_RMSE","Ca_ICP_pred","Ca_ICP_pred_ppm","Ca_low_RMSE","Ca_up_RMSE","Sr_ICP_pred","Sr_ICP_pred_ppm","Sr_low_RMSE","Sr_up_RMSE","Zr_ICP_pred","Zr_ICP_pred_ppm","Zr_low_RMSE","Zr_up_RMSE","Ti_convert_WLS","Ti_ppm_WLS","Ti_lower_RMSE_WLS","Ti_upper_RMSE_WLS"
"BI10",40.9,392.64,-6.746934254,-5.211262491,-7.375542913,-3.963295695,5.32490242867207,205.388319476013,111.430650487127,378.570542241016,8.25028328994133,3828.71030293838,2494.59904020213,5876.30410642614,4.10534912477167,60.6639201281943,41.8440295958597,87.9482984995325,1.89742409391766,6.66869436851748,3.36936430795862,13.1987759458521,6.41208470728,609.162283316581,392.872333237302,944.527410107376
"BI10",41,393.93,-6.705508875,-5.292966287,-5.171161414,-4.003148589,6.32732295445109,559.656361082864,303.633977452185,1031.55531251385,8.84891025679224,6966.79281677735,4539.21903171466,10692.6327662947,4.65834171079875,105.461052147653,72.7436568219064,152.893516850815,2.1701610249114,8.75969445620547,4.4258441335531,17.3373134368552,6.440253965,626.565905417176,404.096602711463,971.512334419603
"BI10",41.1,395.22,-7.388451538,-5.66568494,-4.839006367,-3.8161059,6.40099177551969,602.442229138179,326.846870576893,1110.4179728213,8.93605647818889,7601.1625234528,4952.54308503657,11666.263314803,4.72650646173535,112.900450537351,77.8751156154708,163.678880356033,2.59319267053726,13.3723971807672,6.75641666612168,26.4668411077786,5.97585295416,393.803854515533,253.979347373605,610.60663961454
"BI10",41.2,396.51,-7.040901181,-5.382673104,-5.387978156,-3.920005764,6.1314891706953,460.120849229307,249.632333830449,848.092042592903,8.79958039488798,6631.46082753731,4320.73322518464,10177.9652700688,4.62187670907124,101.684685745047,70.1388401997437,147.418681084874,2.20517740245455,9.07186079548418,4.58356647972588,17.9551575518034,6.21218719692,498.791013258279,321.689629419714,773.392898477982
"BI10",41.3,397.8,-7.692353528,-5.506893792,-5.695150084,-4.097206551,5.50165220306732,245.096547186221,132.973811533129,451.760513968882,8.62954917557833,5594.55552194277,3645.13680355632,8586.523133388,4.56116166795723,95.6945806144425,66.0070574887409,138.734449123657,1.3544056697208,3.87445756476699,1.95757344841825,7.66838221743843,5.76919960096,320.281277200899,206.561791680637,496.607313922014
"BI10",41.4,399.08,-7.27811121,-5.668673298,-5.66155583,-3.801276414,6.1336068381463,461.096264613432,250.161532233871,849.889922490945,8.70475928564138,6031.54988454698,3929.86080492294,9257.22202786571,4.49174384334469,89.2769953064219,61.5804126396231,129.430472276739,2.62652801179432,13.8256838620487,6.98544020218194,27.3639926362274,6.0508843772,424.488271841947,273.768915702461,658.183901079544
"BI10",41.5,400.37,-7.28716971,-5.388265603,-5.507386432,-3.842867228,5.97811335768808,394.695016951563,214.136434803814,727.499533412516,8.792838379167,6586.90179202889,4291.7007525198,10109.5760678,4.62894840439832,102.406317434459,70.6365986318605,148.464875908635,2.20772416763437,9.09499413976858,4.59525462439833,18.0009434000092,6.0447245972,421.881554120857,272.087742554971,654.142094149908
"BI10",41.6,401.66,-6.771123848,-5.554728524,-6.835662369,-3.770196758,5.9180492337433,371.68593381494,201.653168435175,685.089326728307,8.40001913438279,4447.1518403914,2897.54508304257,6825.48810275269,4.15362907764405,63.6646254356283,43.9138200318781,92.2986096157553,2.8328317822491,16.9935146866317,8.58598980367372,33.6338090316863,6.39563578336,599.224178901088,386.462865060098,929.118031880878
"BI10",41.7,402.95,-6.949856455,-5.462586177,NA,-3.833013356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2740976106,530.647315125896,342.234991445252,822.787207880723
"BI10",41.8,404.23,-8.677415199,-5.548151533,-5.062643717,-4.023454849,5.19572754657433,180.499416769594,97.9275134754287,332.695463183985,8.83454844453874,6867.45211013172,4474.49352055206,10540.1646618395,4.85434591094957,128.296746267039,88.494987407769,185.999858126019,0.906058215970262,2.47454914544488,1.2502683596227,4.8976633105151,5.09935766468,163.916584065627,105.716149213203,254.158392371599
"BI10",41.9,405.52,-6.922764033,-5.542585899,-5.784305836,-3.797930899,6.24032507462775,513.025255333077,278.334902704949,945.605132707953,8.69442993402458,5969.56854958963,3889.47682011835,9162.09308252552,4.45704858959694,86.232625280641,59.4805036790691,125.016857673452,2.7498449086633,15.6402060356187,7.9022292930854,30.9553210573941,6.29252045756,540.513956150014,348.598370115474,838.085779621295
"BI10",42,406.81,-8.136640184,-5.777359747,-5.214375062,-3.808102234,5.81372172493591,334.863077681432,181.675426652104,617.21765491713,8.81395651857047,6727.48409600297,4383.29725703831,10325.3417708096,4.68554548246969,108.369369779868,74.7497211978875,157.109887746546,2.12393439960921,8.3639800773339,4.22590905921376,16.5541098385714,5.46708467488,236.768927217707,152.701444954318,367.118496570839
"BI10",42.1,408.1,-7.301123707,-5.445942411,-5.046079559,-3.916733444,6.14770673392024,467.643724665313,253.71376799139,861.958162342488,8.88716519114521,7238.4703913463,4716.23075711055,11109.6034746395,4.72588747620673,112.830588416345,77.8269269614429,163.577596847498,2.12484345321393,8.37158684052688,4.22975238370655,16.569165253846,6.03523587924,417.897371327891,269.518188869877,647.96447948482
"BI10",42.2,409.39,-8.694597918,-5.493013591,-6.350048626,-3.828162973,4.74525879699278,115.037573029027,62.4120769174604,212.036577887164,8.54594450481011,5145.84311098113,3352.77789908328,7897.83937971912,4.55249444338784,94.8687581582204,65.4374316019525,137.537202395553,1.18767509891425,3.27944794544287,1.65694426023604,6.49073060872754,5.08767341576,162.01248752674,104.488123660031,251.206024141121
"BI10",42.3,410.67,-7.024985609,-5.476848223,NA,-3.833508759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.22300978588,504.218540342693,325.190051700872,781.808468910901
"BI10",42.4,411.96,-7.578900272,-5.49945873,-5.740620787,-4.040013488,5.59854724044978,270.033828110852,146.503195491774,497.724763473132,8.63704466730455,5636.64701773202,3672.56154888531,8651.12515599654,4.54310469276331,93.9821332845619,64.8258661545599,136.251806580696,1.57562587569842,4.83376600824182,2.44226497139864,9.56705930603969,5.84634781504,345.968529265178,223.128494724041,536.436296000406
"BI10",42.5,413.25,-7.016076273,-5.596556264,-5.142197252,-4.046355048,6.29502120493328,541.867336531987,293.982783156945,998.766687107378,8.78137878580907,6511.84943210177,4242.80033169261,9994.38571492889,4.59460157047922,98.9487036082046,68.2516473301459,143.452155790236,2.17156986494414,8.77204416176706,4.43208383428514,17.3617561519801,6.22906813436,507.282543999459,327.166146246857,786.55931366565
"BI10",42.6,414.54,NA,-5.54715273,-4.971788585,-4.051339843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",42.7,415.83,-6.97869156,-5.72959832,-5.494758729,-3.790010637,6.45620498579341,636.640406886172,345.400628656492,1173.45185287222,8.7413832899655,6256.54434410439,4076.45611207688,9602.54349697911,4.4768140428967,87.9540081234982,60.667858443979,127.512454591285,2.97481545768798,19.5860084687802,9.89584980556758,38.7649100659657,6.2544897392,520.343795964364,335.58985315549,806.811241319483
"BI10",42.8,417.11,-7.144144057,-5.90445317,-5.33734671,-4.004705063,6.35838425408898,577.312811596512,313.213245499409,1064.09957823479,8.67691951184276,5865.94874490719,3821.96325945319,9003.05741892485,4.4547129566726,86.0314525461668,59.3417411685451,124.725204914051,2.5119513316683,12.328964502171,6.22922129162423,24.4016641213526,6.14198204124,464.974256291127,299.879894023968,720.958834926784
"BI10",42.9,418.4,-7.01675511,-5.521727549,-5.558768821,-3.854592647,6.21626483600753,500.829055366632,271.71801962611,923.125168675159,8.74430084596249,6274.82481676012,4088.36676760661,9630.60036418368,4.53097211400137,92.848776820973,64.0441131569815,134.608708469735,2.53289851878136,12.589945494547,6.36108219155071,24.9182014604693,6.2286065252,507.048431768774,327.015158208319,786.196314469901
"BI10",43,419.69,-7.597013957,-5.657929773,-6.903866776,-3.572512968,5.55452565285351,258.404362073022,140.193786228777,476.289400083692,8.43363893078732,4599.20587078247,2996.61599942434,7058.8606100693,4.22976382869514,68.7010050517235,47.3877534220469,99.6001657449551,2.81851740042779,16.7519957500115,8.46396212632418,33.1557912736407,5.83403050924,341.733266154784,220.397009624544,529.869372528053
"BI10",43.2,422.26,-8.726318951,-5.548265121,-5.542330385,-3.696815173,5.21211368614444,183.481470857807,99.5453865252936,338.191967737149,8.81086951545965,6706.74835378792,4369.78686880448,10293.5165561846,4.76878881690794,117.77650662534,81.2384629696432,170.748005388189,1.65733779487162,5.24532810086924,2.65020711850829,10.3816289276496,5.06610311332,158.555250047736,102.258417402551,245.845456601728
"BI10",43.3,423.55,-7.126016342,-5.442890714,-5.63509703,-3.874730273,6.04227078634472,420.847605659492,228.325167537407,775.703831073773,8.73275499927315,6202.7932841276,4041.43456904579,9520.04637667625,4.55050792314803,94.6804865146426,65.3075678508253,137.26425315862,2.29769030543494,9.95117172391751,5.02783918051841,19.6955024064006,6.15430888744,470.741394722867,303.599344807171,729.900984622927
"BI10",43.4,424.84,-5.896406528,-5.261966949,-5.030486156,-3.823565671,7.05432682346467,1157.85776618995,628.180046398333,2134.1566234281,8.95161972850701,7720.38666965198,5030.22366600117,11849.2485198621,4.62085668969401,101.581018275622,70.0673336988519,147.268387837646,3.23651863179881,25.4449840143878,12.8561028916542,50.3610788548335,6.99044356096,1086.20316666784,700.534462073325,1684.19597201165
"BI10",43.5,426.13,-6.285924584,-5.81263688,-5.107269588,-4.052802398,6.93855732591486,1031.28133837543,559.50772012539,1900.85169627879,8.73868474327914,6239.68352717925,4065.47043429233,9576.66551721688,4.43062605548815,83.9839790861561,57.9294595376123,121.756853929638,2.96869011282156,19.466404095331,9.83541957969337,38.5281873673288,6.72557128288,833.447975128103,537.522856532982,1292.29021389998
"BI10",43.6,427.42,-6.803357263,-5.428236202,-4.712865885,-4.06180065,6.5017360865066,666.297379406017,361.490617355928,1228.11541016072,8.93212031273536,7571.30189685823,4933.08737161122,11620.4332287441,4.7397497768446,114.405571175286,78.9132996363182,165.860948360592,2.1507615793995,8.59139893873554,4.34081265986169,17.0042205246558,6.37371706116,586.232847396395,378.084252562423,908.974518344277
"BI10",43.8,429.99,-6.598080034,-5.63830419,-6.476190216,-3.834793704,6.19392411771197,489.764232776371,265.714950016782,902.730552766706,8.46167055856304,4729.95306480739,3081.80443075417,7259.53138752737,4.19048687793211,66.0549438269706,45.562585118267,95.7640044492322,2.93592557382298,18.8389318903513,9.51838863857306,37.2862853415176,6.51330557688,674.050865981526,434.721491614676,1045.13942534307
"BI10",43.9,431.28,-8.80834424,-5.755916623,-5.00539233,-3.909261432,5.35771303939564,212.239008749435,115.14739915117,391.197692409928,8.84815280074567,6961.51777549124,4535.78207464865,10684.5366335715,4.82624841645925,124.742101308063,86.0431071377202,180.846465874889,1.34514390636061,3.83873891980082,1.93952656835042,7.59768736085247,5.0103259168,149.953600583395,96.7108807488593,232.50829848522
"BI10",44.1,433.85,-7.449473766,-5.339260566,-4.933795458,-4.2256104,5.78388488162149,325.019402848983,176.334874216785,599.073851372355,8.83569004834322,6875.29649632636,4479.60453620062,10552.2042248152,4.77850437212897,118.926347405361,82.0315863208548,172.415001848927,1.10365325576614,3.0151610824477,1.52341306596776,5.96765024286565,5.93435783912,377.797311604634,243.656108340765,585.787935412943
"BI10",44.2,435.14,-7.556380447,-5.235776848,-4.953690761,-3.812238314,5.96019710080325,387.686530034191,210.334075165615,714.581531554537,8.99536389130204,8065.60409711354,5255.15033714308,12379.0881854658,4.87050796969844,130.387132789725,89.936869095224,189.030422875019,1.96737751077778,7.15189610298242,3.6135024537006,14.1551357784392,5.86166129604,351.307284902208,226.571664863012,544.714223201652
"BI10",44.3,436.43,-6.807652783,-5.089455881,-4.749717447,-3.774337799,6.48718012976157,656.66902850237,356.266886001346,1210.36849041484,9.0915895930396,8880.2908873983,5785.96012015278,13629.4693719263,4.88282626864177,132.003213718434,91.051589971608,191.373356988362,2.49633082988947,12.1378762230824,6.1326737529831,24.0234594470649,6.37079610756,584.522986877679,376.981497336278,906.323319851497
"BI10",44.4,437.72,-6.807582231,-5.051927766,-4.653842765,-3.985696887,6.33812468775513,565.734387349297,306.931528268484,1042.75829477355,9.05366180540289,8549.78833430641,5570.62093633032,13122.2140937122,4.89801058163915,134.022886700483,92.444695723037,194.301403872265,1.91858390497698,6.81130617984265,3.44141906417009,13.4810352969178,6.37084408292,584.551030251093,376.99958359317,906.366802082073
"BI10",44.5,439.01,-6.880757739,-5.23122537,-4.538078189,-3.809538575,6.59437628142418,730.972823149188,396.579403248091,1347.32480760841,9.1109125034352,9053.55252108567,5898.84886620616,13895.391306198,4.89509378126871,133.632538255899,92.1754458652413,193.735491193847,2.53599838936295,12.6290332483984,6.38083131715569,24.9955645058874,6.32108473748,556.175970276389,358.699409200697,862.37027990143
"BI10",44.6,440.29,-7.120682111,-5.153981192,-4.860145254,-3.830306755,6.22667283826326,506.068906193086,274.560829711596,932.783230894536,9.02959521427873,8346.48035222264,5438.15546967373,12810.1770275828,4.86521089232954,129.698288101923,89.4617260869514,188.031761428568,2.17261042833344,8.78117678048138,4.43669809876238,17.37983156248,6.15793616452,472.452004747259,304.702583418536,732.553345250453
"BI10",44.7,441.58,-7.290645645,-5.11667793,-5.198355961,-4.098326238,5.73109658593023,308.307168378391,167.267877793121,568.269959107537,8.84928497670624,6969.40390196476,4540.92028620691,10696.6402595221,4.77975201713565,119.074817868821,82.1339964924032,172.630248813039,1.26884044269376,3.55672594273873,1.7970392377299,7.03952321471352,6.0423609614,420.885557326718,271.445385673846,652.597766311155
"BI10",44.8,442.87,-6.833581838,-5.03124026,-4.416528891,-3.832544512,6.52987618544905,685.313354473407,371.807477033305,1263.16554354157,9.17894397363921,9690.91350728704,6314.12188992383,14873.6128701582,4.98975234730726,146.900038800324,101.326942904516,212.97022076223,2.29706937326503,9.94499463923966,5.02471820248423,19.6832766314353,6.35316435016,574.307145651457,370.392905940441,890.483300993243
"BI10",44.9,444.16,-6.421003732,-5.010360342,-4.743512357,-3.896966659,6.60250474206256,736.938720904282,399.816120259486,1358.32111525562,9.06449971361247,8642.95410458041,5631.32316311589,13265.2049065766,4.84778408298957,127.45764113279,87.9161995550001,184.783354664597,2.38712523858489,10.8821653045067,5.49822459151953,21.5381383105492,6.63371746224,760.303322522524,490.3490391119,1178.87687367706
"BI10",45,445.45,-7.318356599,-5.287489728,-4.684237551,-3.808356358,6.27393441292113,530.560721781878,287.848532486673,977.926401312262,9.06113641315181,8613.93408194247,5612.41514582253,13220.6649793679,4.89365169657742,133.439967703119,92.0426168642005,193.456309558002,2.25043524979886,9.49186627029297,4.79577465388494,18.7864384370398,6.02351751268,413.028877853487,266.378309000384,640.415710202082
"BI10",45.1,446.73,-6.175890895,-5.219505706,-5.22388208,-3.900957333,6.69381689439241,807.398131657224,438.042919101652,1488.19148667096,8.88052676420106,7190.57747715337,4685.02609331384,11036.0974357719,4.61202330851042,100.687665890166,69.4511278292416,145.973238726026,2.75106000672439,15.6592219704206,7.91183711261701,30.9929576694477,6.8003941914,898.201285097302,579.28477231334,1392.69248409323
"BI10",45.2,448.02,-6.9714521,-5.062859714,-4.863572623,-3.859647655,6.2431785717864,514.491262069775,279.130264801029,948.307267701104,9.03631108889789,8402.72291538861,5474.80035345736,12896.4981066769,4.87361172214857,130.792450850671,90.2164445150472,189.618037947305,2.10666343656596,8.2207663657551,4.15355019231442,16.2706591978543,6.259412572,522.91167690879,337.245978962589,810.792830469582
"BI10",45.3,449.31,-7.755076949,-4.899245516,-5.065718881,-3.90138952,5.48780635650092,241.726363364585,131.145363954103,445.548610974283,9.00404406120414,8135.9196449955,5300.96448456578,12487.0084797872,4.97571014115084,144.851653752544,99.9140324895302,210.000548191723,1.18529649671836,3.27165671315306,1.65300773255286,6.47531008955954,5.72654767468,306.907891437823,197.936777604885,475.871411905243
"BI10",45.4,450.6,NA,-4.951318345,-5.031361053,-3.947347564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BI10",45.5,451.88,-7.762406986,-5.188946939,-5.143390407,-3.8448438,5.68312219851452,293.86550553828,159.43274924981,541.65117111516,8.94118094130034,7640.21437483543,4977.98734779588,11726.2000915466,4.85959757249158,128.972289665396,88.9609556125016,186.97923585701,1.64943991385166,5.20406428645714,2.62935853619108,10.2999589918271,5.72156324952,305.381938181134,196.95263128988,473.505368049674
"BI10",45.6,453.17,-6.72331383,-5.221417459,-5.187079321,-4.108354052,6.17904196278436,482.529453666514,261.789818614963,889.395450470724,8.82298805777244,6788.51883629503,4423.06448738601,10419.0178827729,4.66988448643576,106.685418107754,73.5881852559794,154.668557149959,1.80094101390238,6.05534294612489,3.05946790595801,11.9848219763243,6.4281465956,619.025579413139,399.233554634279,959.820795420863
"BI10",45.7,454.46,-7.464796327,-5.153912431,-5.082168526,-4.164340515,5.63638948337351,280.448324994707,152.153439698576,516.920702865143,8.85319210426294,6996.68751757863,4558.69694621468,10738.5151494418,4.81323644520606,123.129475147338,84.9307692496665,178.508540355867,1.0203881573927,2.77427140895368,1.401703324424,5.49087793146281,5.92393849764,373.881348709334,241.130552308026,579.716098083428
"BI10",45.8,455.75,-7.560151485,-5.275915531,-5.569789574,-3.8170852,5.71391383780395,303.05485775062,164.418307811215,558.588931055668,8.80935929089841,6696.62730215204,4363.19249009756,10277.9827673671,4.69081968969116,108.942442215495,75.1450082137327,157.940706881278,1.92819845058671,6.87710962196618,3.47466631722738,13.6112744173601,5.8590969902,350.40757963265,225.991410112911,543.31919873709
"BI10",45.9,457.04,-6.612895997,-5.244950774,-4.971254944,-3.860973911,6.55638810190697,703.725314609302,381.796636591745,1297.10236015387,8.96450704163002,7820.52558493057,5095.46925059114,12002.9417148299,4.73286859755424,113.621028313971,78.3721470922905,164.723547256167,2.5759397325913,13.1436628851228,6.64084844104476,26.0141268952943,6.50323072204,667.293995748655,430.363724486815,1034.66266189879
"BI10",46,458.32,-6.764341887,-5.264904869,-5.598590295,-3.781188395,6.25896282340781,522.676550995998,283.57108242786,963.394344099145,8.80988094474751,6700.12153487092,4365.46916001956,10283.3457153183,4.58629407551396,98.1300927618968,67.6869957809548,142.265364186365,2.61716736469596,13.6968703440347,6.9203570470702,27.1090430660252,6.40024751684,601.994023091441,388.249244781184,933.41277210227
"BI10",46.1,459.61,-7.949585554,-5.254958373,-5.202314639,-3.868664012,5.55592862436464,258.767150462743,140.390612155192,476.958089509486,8.90377043694996,7359.67046504846,4795.19875510658,11295.6213329895,4.84234676710903,126.766494370972,87.4394686497853,183.78135575673,1.5130679495181,4.54063990118234,2.29416272105114,8.98689989294335,5.59428182328,268.884474163628,173.414004164552,416.914774527936
"BI10",46.2,460.9,-7.108127229,-5.563608862,-4.933375507,-3.936043565,6.38827403249121,594.829037598792,322.716436637508,1096.38538296125,8.88674577506725,7235.43509705442,4714.25310886136,11104.9449053302,4.68689643365009,108.515870443232,74.8507726644044,157.322278967632,2.37134970662622,10.7118403735079,5.41216775467116,21.2010287538629,6.16647348428,476.502745212914,307.315062722764,738.834159913193
"BI10",46.3,462.19,-7.124478262,-5.327968191,-5.150397236,-3.733812333,6.28824769862238,538.209397231418,291.998217740837,992.024394906761,8.94388158086606,7660.87572694148,4991.44926709896,11757.9111322414,4.73704263092435,114.096277440552,78.6999587219387,165.412545790352,2.58563013241973,13.2716493521754,6.70551372785479,26.2674395543214,6.15535478184,471.233998072093,303.917043772572,730.664783332069
"BI10",46.4,463.47,-6.266497511,-5.119683121,-4.674494661,-3.894754951,6.80969634435494,906.595472313274,491.861092521138,1671.03144143,9.06107135078654,8613.37365724824,5612.05000069696,13219.8048396155,4.8075116673206,122.426600072423,84.4459485296274,177.489538175231,2.64504232180994,14.0840411326234,7.1159754641195,27.8753370673646,6.73878169252,844.531210148528,544.670863757896,1309.47515715099
"BI10",46.5,464.76,-6.13741846,-5.236631914,-4.941167701,-3.926852265,6.83275708099856,927.745158139055,503.335568066668,1710.01441792895,8.9484786022887,7696.17400808965,5014.44788838547,11812.0869298466,4.67388234353457,107.112784870285,73.8829691641388,155.288137610972,2.76553180746105,15.8874868284017,8.02716815385853,31.4447427641473,6.8265554472,922.009426247405,594.63956399998,1429.60783902549
"BI10",46.6,466.05,-6.830780325,-5.122087454,-4.818780064,-3.829627984,6.41966398817362,613.796836475575,333.007158975278,1131.34671827098,9.0461128565857,8485.48941972842,5528.72693080339,13023.5281274526,4.84953383647082,127.680855812455,88.0701658935155,185.106963017555,2.36545426200589,10.6488750983202,5.38035448821531,21.0764069742992,6.355069379,575.402260108059,371.099187638292,892.181314231742
"BI10",46.7,467.34,-6.758805338,-5.001651398,-4.815814899,-3.927995841,6.31347419541879,551.959235831467,299.458006414337,1017.36801652958,9.03745261120623,8412.32028781249,5481.05352858495,12911.2281527036,4.87241535802846,130.636069018751,90.1085773348633,189.391321375007,2.02896188940536,7.60618619639302,3.84303296471383,15.0542732746264,6.40401237016,604.26471401494,389.713701241488,936.933557738325
"BI10",46.8,468.63,-7.117348616,-5.150647697,-4.752064929,-3.91269104,6.20873577327476,497.072441626483,269.679919729477,916.201000327968,9.03263607279902,8371.89944646364,5454.71729939686,12849.1902503267,4.88567998075392,132.380450895407,91.3117960968397,191.920261437917,1.97094239156837,7.17743725855479,3.62640714736535,14.2056872014268,6.16020294112,473.524162608331,305.394059519428,734.215763485265
"BI10",46.9,469.91,-6.538713936,-5.243769353,-4.815380605,-3.923754158,6.62366560080186,752.699140990177,408.366722682263,1387.3706288457,8.98700527937029,7998.46781640944,5211.40764361031,12276.0474300217,4.75829459413022,116.546996387681,80.3903861776341,168.965507106487,2.48726928518969,12.0283851434888,6.07735327865394,23.8067531252926,6.55367452352,701.8182894066,452.629777678617,1088.19378581701
"BI10",47,471.2,-7.208415273,-5.140761687,-4.591932265,-3.85522711,6.25519101515962,520.708828538535,282.503521263853,959.767449640872,9.1010027064182,8964.27673637416,5840.68116240164,13758.3708427009,4.95064408431981,141.265921791213,97.4407094006878,204.802087159069,2.05602179813737,7.81481896186953,3.94844487214594,15.4672022490727,6.09827761436,445.090492025882,287.056084877583,690.128363508912
"BI10",47.1,472.49,-7.426022377,-5.021158435,-4.784221561,-4.013352594,5.82303524346644,337.996399637573,183.375368034599,622.992975514612,9.01788482484328,8249.3098793613,5374.84397594441,12661.0397976754,4.95217822134031,141.482809396682,97.5903115260209,205.116522754828,1.32131975229654,3.74836502769986,1.89386507157321,7.41881805191752,5.95030478364,383.870318626476,247.572825615918,595.204345047949
"BI10",47.2,473.78,-7.078318158,-4.968104958,-4.874939715,-3.916600747,6.05954506935616,428.180600067967,232.30358431904,789.219963230406,9.03388025850606,8382.32212662603,5461.50820439415,12865.1869785699,4.91175931799261,135.878257309442,93.724470958606,196.991251277431,1.76735454787979,5.85534282514653,2.95841765054472,11.5889788562079,6.18674365256,486.260093501054,313.607954277539,753.96326944692
"BI10",47.3,475.07,-6.881644616,-5.168666025,-5.00287377,-3.92531489,6.26114475819616,523.81824224064,284.190491546988,965.498702685157,8.95110354866064,7716.40258998622,5027.62783593728,11843.1337548766,4.7795102716609,119.046035549583,82.1141433702261,172.588521275509,2.11193490610055,8.2642163071073,4.17550331739182,16.3566559476043,6.32048166112,555.840654817291,358.483151283235,861.850361563043
"BI10",47.4,476.35,-6.558954018,-5.004324342,-4.83321565,-3.763707272,6.57145709523361,714.41004858626,387.593494272707,1316.79639896619,9.08726902829418,8842.00578185639,5761.0154312152,13570.7093966056,4.85902351814567,128.898273808607,88.9099018445365,186.871930416595,2.60788271419003,13.570288234519,6.85640131326992,26.8585099316625,6.53991126776,692.225152622948,446.44279247865,1073.31929196008
"BI10",47.5,477.64,-6.637597763,-5.069753748,-4.861390707,-3.919719473,6.42652163224786,618.020502360404,335.298651686196,1139.13175438376,9.01221469933924,8202.6676157315,5344.45417445056,12589.4532571397,4.8210398734392,124.094065832357,85.5961130172066,179.906968108585,2.21659645987016,9.17604661459377,4.63620646604172,18.1613636256121,6.48643352116,656.178936733435,423.195192735957,1017.42837443162
"BI10",47.6,478.93,-6.549037433,-4.943177342,-4.483079242,-3.859005738,6.61459465704279,745.902322797136,404.679201043128,1374.84277353525,9.1669734028216,9575.59930625384,6238.98883663476,14696.6286484633,4.96263675612414,142.970277088005,98.6163191095576,207.272998172975,2.33900789129109,10.3709423548597,5.23992869958576,20.5263184852738,6.54665454556,696.908792923281,449.463453381715,1080.58143993592
"BI10",47.7,480.22,-6.637711603,-5.013006219,-4.895223183,-3.924546301,6.37093578332688,584.604636276218,317.169326202395,1077.53982658954,9.01269097712695,8206.57529461331,5347.00022552695,12595.4507622113,4.8315240768111,125.401937270944,86.4982408564254,181.803071549259,2.13505757016559,8.4575333944443,4.27317696356562,16.7392719112795,6.48635610996,656.12814310055,423.162433956218,1017.34961712863
"BI10",47.8,481.5,-6.863305681,-5.149936846,-4.658175924,-3.874741897,6.44990192760677,632.64024522682,343.23039513546,1166.07877843305,9.07083196754897,8697.8571312296,5667.09527088757,13349.4700651879,4.88198524900177,131.892243093931,90.9750459881966,191.212475898122,2.27416471374527,9.71979680817663,4.91093677957249,19.2375618405874,6.33295213692,562.815652631034,362.981597330306,872.665339444881
"BI10",47.9,482.79,-6.999373147,-5.176569056,-4.494398934,-3.96520009,6.37530073616228,587.161985234324,318.556781237089,1082.25351714526,9.08179820907496,8793.76484572911,5729.58401346881,13496.6692137155,4.92423293106069,137.583764923099,94.9008754987508,199.463832877533,1.98513498775478,7.28003003403818,3.6782422468415,14.4087403003454,6.24042626004,513.077168631424,330.903323944399,795.544081675868
"BI10",48,484.08,-7.250439707,-5.137096614,-4.849414541,-3.905995142,6.07335191230652,434.133422646012,235.533207570247,800.19217078819,9.01096003528259,8192.38247705149,5337.75288470822,12573.6676275468,4.88261298963765,131.975063206534,91.0321726499023,191.332545421648,1.8592432891948,6.41887769909254,3.24314419304868,12.704335195524,6.06970099924,432.551329061061,278.969093371789,670.685953096379
"BI10",48.1,485.37,-7.093253603,-5.169226165,-4.940786926,-3.832828775,6.21831029573974,501.854529457546,272.274376702792,925.015316487077,9.00230727286398,8121.80153825005,5291.76582163491,12465.3400112746,4.83426498167653,125.746123526359,86.7356495142839,182.302060000165,2.19556180624308,8.98504749490347,4.53970397527319,17.7833354168898,6.17658754996,481.346579411989,310.439038871196,746.344694127709
"BI10",48.2,486.66,-7.164171367,-5.204531025,-4.379558452,-4.006484839,6.29967539113904,544.395165946386,295.354222763081,1003.42596741379,9.09573626843098,8917.19102466039,5810.00243197948,13686.1036980999,4.96219802393836,142.907565183707,98.5730624460599,207.182080783084,1.7969128756647,6.03100024845215,3.04716873431129,11.9366425584735,6.12836347044,458.684894724193,295.823641329001,711.206960008161
"BI10",48.3,487.94,-6.188764824,-5.224846043,-4.281936025,-3.884960962,7.10814709731408,1221.8814199196,662.915212447984,2252.1646453571,9.1541338276253,9453.43860290568,6159.39493967972,14509.1364158497,4.86654301750322,129.871177586138,89.5809797170996,188.282410182111,2.89537635729451,18.0903085798133,9.1401459836779,35.8045993026012,6.79163991968,890.372504622034,574.235688783455,1380.55368635555
"BI10",48.4,489.23,-7.819837166,-5.250091636,-4.410340982,-3.83898797,6.00568470215573,405.728696964291,220.122608429567,747.836747505258,9.14032333338246,9323.779333618,6074.91534652009,14310.1353851458,5.04298546698498,154.931869238128,106.867042354703,224.614470249386,1.77369175897056,5.89256719339979,2.97722529876608,11.6626538620111,5.68251072712,293.685870114365,189.409384314581,455.370205742188
