Site,depth,SH20_age,Ti,Ca,Sr,Ti_convert_WLS,Ti_ppm_WLS,Ti_lower_RMSE_WLS,Ti_upper_RMSE_WLS,Ti_convert_PLS_scaled,Ti_ppm_PLS_scaled,Ti_lower_RMSE_PLS_scaled,Ti_upper_RMSE_PLS_scaled,Ti_ppm_PLS
HER42PB,42,365.81,-4.59294791,-4.230654974,-3.679478054,7.876795421,2635.413623,1699.680245,4086.300928,3.812105563,45.24560611,24.33786244,84.11440722,935.0215138
HER42PB,42.1,366.83,-5.578136035,-4.756055171,-4.283031911,7.206867496,1348.660958,869.8036497,2091.14595,4.483968881,88.58556143,47.65066476,164.6860906,810.6421306
HER42PB,42.2,367.84,-5.321009334,-4.168329824,-4.033155046,7.381713653,1606.34012,1035.990914,2490.686497,4.06095013,58.02942037,31.21434703,107.8803162,593.4055551
HER42PB,42.3,368.85,-5.30796456,-4.058121302,-3.755925186,7.390584099,1620.652458,1045.221495,2512.878277,4.081573301,59.23859671,31.86476968,110.1282506,667.5905101
HER42PB,42.4,369.86,-5.364824058,-4.219033209,-3.477534846,7.351919641,1559.186735,1005.579871,2417.573525,4.305797298,74.12829421,39.87402054,137.809128,579.7095797
HER42PB,42.5,370.88,-5.66568009,-4.281839718,-3.581348563,7.147337539,1270.718209,819.5353545,1970.292994,4.495639065,89.62542716,48.2100143,166.6192659,465.1493957
HER42PB,42.6,371.89,-5.037342137,-4.615347727,-3.872630047,7.574607347,1948.095187,1256.401984,3020.589672,4.215861553,67.75251309,36.44445252,125.9561528,488.4499339
HER42PB,42.7,372.9,-5.234378665,-4.315591053,-3.64514346,7.440622508,1703.810526,1098.853352,2641.817768,4.228523827,68.61586846,36.90885616,127.5611843,663.517849
HER42PB,42.8,373.91,-5.209318517,-4.445135563,-3.760596757,7.457663408,1733.09379,1117.739262,2687.222492,4.251689855,70.22398048,37.77386854,130.550765,592.1715963
HER42PB,42.9,374.93,-5.001560913,-4.181781081,-3.785165588,7.598938579,1996.076094,1287.346728,3094.985745,3.967546003,52.85466635,28.43081814,98.26012537,641.8057058
HER42PB,43,375.94,-5.266610835,-4.146445988,-3.496878688,7.418704632,1666.872895,1075.030844,2584.54468,4.197258607,66.50376792,35.77274557,123.6346575,670.8930059
HER42PB,43.1,376.95,-5.073510198,-4.095344063,-3.574172147,7.550013065,1900.767565,1225.878569,2947.206541,4.028389481,56.17037491,30.21435616,104.4242346,1053.196751
HER42PB,43.2,377.96,-5.218898217,-4.318298815,-4.190562772,7.451149212,1721.84077,1110.481754,2669.774291,4.036172675,56.60926559,30.4504379,105.2401598,813.7120434
HER42PB,43.3,378.98,-4.953999619,-4.035858748,-3.754202187,7.631280259,2061.687825,1329.662273,3196.719028,3.864685353,47.68826512,25.65178227,88.65546285,578.8260402
HER42PB,43.4,379.99,-4.490989013,-3.871296281,-3.768530592,7.946127471,2824.615339,1821.703755,4379.664802,3.516082928,33.65235127,18.10178637,62.56182251,636.165523
HER42PB,43.5,381,-5.311284872,-4.634504669,-3.934778517,7.388326287,1616.997457,1042.864244,2507.21107,4.365635749,78.69941713,42.33285291,146.307131,489.0381626
HER42PB,43.6,382.01,-5.152851689,-4.478909488,-3.975870333,7.496060851,1800.934276,1161.492217,2792.411536,4.165901513,64.45075946,34.66842093,119.8179866,499.6710326
HER42PB,43.7,383.03,-5.171700787,-4.293488564,-3.795068337,7.483243465,1777.998309,1146.699924,2756.848518,4.127878796,62.04617066,33.37497928,115.3477059,733.9873809
HER42PB,43.8,384.04,-5.058852317,-4.210161699,-3.696001349,7.559980424,1919.807932,1238.158438,2976.729294,4.047019496,57.22663838,30.78252614,106.3878944,715.5247316
HER42PB,43.9,385.05,-5.356741426,-4.411914387,-3.818177854,7.35741583,1567.779914,1011.121945,2430.89755,4.300138931,73.7100336,39.64903584,137.0315555,528.9658735
HER42PB,44,386.06,-5.558197158,-4.324039377,-3.790928708,7.220425933,1367.071217,881.6771382,2119.6917,4.381324347,79.94383674,43.00223312,148.6205848,330.1053453
HER42PB,44.1,387.08,-5.617392505,-4.29734753,-3.811488529,7.180173097,1313.135538,846.8919313,2036.062545,4.395957375,81.12225799,43.63611245,150.8113435,616.6798205
HER42PB,44.2,388.09,-5.294264579,-4.156104993,-3.928888117,7.399900086,1635.820981,1055.004263,2536.397602,4.073027934,58.73453789,31.59363365,109.1911738,275.1563203
HER42PB,44.3,389.1,-5.811791653,-4.504634613,-3.608546588,7.047981676,1150.534247,742.0240655,1783.94356,4.714260263,111.5262805,59.99060477,207.33432,546.081452
HER42PB,44.4,390.11,-5.376719934,-4.212663737,-3.638289901,7.343830445,1546.625044,997.4783506,2398.096184,4.254731729,70.43791822,37.88894683,130.9484886,268.2717999
HER42PB,44.5,391.13,-5.602750249,-4.232347256,-3.830703321,7.190129831,1326.275386,855.3663277,2056.436338,4.341487859,76.82175428,41.32284765,142.8164385,488.5361232
HER42PB,44.6,392.14,-5.207284191,-4.294774182,-3.889309074,7.45904675,1735.49291,1119.286547,2690.942412,4.117475372,61.40402411,33.02956509,114.1539153,531.5133945
HER42PB,44.7,393.15,-5.300487424,-4.183651396,-3.487123931,7.395668552,1628.913573,1050.549408,2525.687424,4.242843512,69.60549478,37.44118165,129.4009615,614.4422845
HER42PB,44.8,394.16,-5.183329821,-4.047494822,-3.485683643,7.475335722,1763.9938,1137.667874,2735.134037,4.093251023,59.93442353,32.23905879,111.4218361,265.6525898
HER42PB,44.9,395.18,-5.16058227,-3.893878937,-3.624274596,7.490804056,1791.491973,1155.402511,2777.770916,3.941713445,51.50677978,27.70578248,95.75432007,693.7980542
HER42PB,45,396.19,-5.076692931,-4.052881855,-3.860898388,7.547848807,1896.658262,1223.22832,2940.834921,3.907780161,49.7883072,26.78140655,92.55957223,665.1159083
HER42PB,45.1,397.2,-4.904824694,-4.124471452,-3.546968269,7.664719208,2131.794107,1374.876528,3305.421268,3.960378573,52.47718863,28.22777078,97.55837071,1003.109622
HER42PB,45.2,398.21,-4.307307265,-4.045141788,-3.451189061,8.07103106,3200.399932,2064.061783,4962.331947,3.635680208,37.92764281,20.4014894,70.50985646,368.8797123
HER42PB,45.3,399.23,-5.132475549,-4.012769477,-3.331072803,7.509916627,1826.061292,1177.697602,2831.371852,4.095508665,60.06988682,32.31192524,111.6736708,393.6555019
HER42PB,45.4,400.24,-4.835284898,-3.850539556,-3.80470502,7.712006269,2235.021819,1441.452074,3465.479443,3.672113483,39.33495181,21.15848871,73.12613177,438.5193622
HER42PB,45.5,401.25,-4.993792493,-3.774671841,-3.59442605,7.604221105,2006.648316,1294.165163,3111.378345,3.785780175,44.0700395,23.70551865,81.92895549,220.030157
HER42PB,45.6,402.26,-5.072134519,-4.026947397,-3.402139991,7.550948527,1902.546493,1227.025868,2949.96483,4.04524515,57.12518854,30.72795571,106.1992928,366.3476316
HER42PB,45.7,403.28,-5.235514972,-4.169692506,-3.53252796,7.439849819,1702.49452,1098.004608,2639.777254,4.18061611,65.40613819,35.18232445,121.5940953,343.0777469
HER42PB,45.8,404.29,-5.428843293,-4.185943418,-3.399289846,7.308386561,1492.766757,962.7430567,2314.587028,4.351624292,77.60441282,41.74384402,144.2714496,577.5460647
HER42PB,45.9,405.3,-5.345239635,-4.187593815,-3.394514841,7.365237048,1580.08994,1019.061157,2449.984674,4.303418067,73.95213558,39.77926384,137.4816381,440.5414249
HER42PB,46,406.31,-5.25591877,-4.32492189,-3.522407633,7.425975236,1679.036232,1082.875451,2603.404359,4.288387221,72.84888455,39.18581899,135.4306256,406.383418
HER42PB,46.1,407.33,-5.049114849,-4.267073642,-3.46100837,7.566601903,1932.562077,1246.384081,2996.505042,4.15497168,63.75015914,34.29156414,118.5155269,622.2678942
HER42PB,46.2,408.34,-5.024207778,-4.064114424,-3.467897783,7.583538711,1965.572265,1267.673628,3047.688492,4.017870213,55.58260059,29.8981891,103.3315255,511.1384571
HER42PB,46.3,409.35,-4.834719407,-4.156020362,-3.550830006,7.712390803,2235.881426,1442.006468,3466.812293,3.939476908,51.39171167,27.64388671,95.54040126,231.3256707
HER42PB,46.4,410.36,-4.844513756,-4.096862673,-3.499516952,7.705730646,2221.039583,1432.434389,3443.799497,3.927020517,50.75552693,27.30167941,94.35769411,644.4504095
HER42PB,46.5,411.38,-5.192956851,-4.047824547,-3.401197382,7.468789341,1752.483741,1130.244592,2717.287289,4.127699905,62.03507217,33.36900934,115.3270731,474.8535574
HER42PB,46.6,412.39,-3.284171977,-4.143304296,-3.661089206,8.766763056,6417.366151,4138.807805,9950.3505,3.172177212,23.85937476,12.83409,44.35606763,418.0367716
HER42PB,46.7,413.4,-4.674148187,-3.997871135,-3.22308299,7.821579233,2493.840655,1608.374359,3866.787094,3.870722394,47.97703189,25.80711152,89.19229832,521.644034
HER42PB,46.8,414.41,-5.283303256,-4.20671829,-3.540660802,7.407353786,1648.059453,1062.897327,2555.373781,4.228170581,68.59163451,36.89582059,127.5161319,829.2641884
HER42PB,46.9,415.43,-5.380129399,-4.194305913,-3.697200354,7.341512009,1543.043446,995.1684394,2392.542791,4.22591905,68.43737201,36.81284193,127.2293483,916.1648832
HER42PB,47.1,417.45,-5.639078748,-4.564348191,-3.750401382,7.165426451,1293.913274,834.4947496,2006.257753,4.58924968,98.42055557,52.94096264,182.9699589,591.7543766
HER42PB,47.2,418.46,-5.876010528,-4.514752245,-3.768131051,7.004312841,1101.372977,710.3180596,1707.717292,4.709012335,110.9425317,59.67660303,206.2490944,191.7906492
HER42PB,47.3,419.48,-5.63823088,-4.516694952,-3.875885296,7.166003002,1294.659495,834.9760164,2007.414795,4.517845269,91.63793001,49.29255074,170.3606344,212.1331412
HER42PB,47.4,420.49,-5.475620131,-4.446533905,-3.680136263,7.276578311,1446.03168,932.6017967,2242.122657,4.440180379,84.79023464,45.60913743,157.6303411,911.147003
HER42PB,47.5,421.5,-6.005264985,-4.565245225,-3.970644224,6.91641981,1008.702177,650.5510742,1564.027979,4.758302092,116.5478702,62.69174572,216.6697688,1008.002724
HER42PB,47.6,422.51,-5.411225415,-4.395679725,-3.778863862,7.320366718,1510.75789,974.3462349,2342.482908,4.336899963,76.47011134,41.13369696,142.1627123,835.4409661
HER42PB,47.7,423.53,-5.022012634,-4.422014508,-3.628532613,7.585031409,1968.508462,1269.567295,3052.241168,4.174981097,65.03861025,34.98462913,120.9108379,1010.345882
HER42PB,47.8,424.54,-5.244657581,-4.381237182,-3.780626254,7.433632845,1691.942989,1091.199518,2623.416736,4.227697858,68.55921729,36.87838318,127.4558663,588.6935287
HER42PB,47.9,425.55,-5.311965738,-4.291605646,-3.776139643,7.387863298,1616.248979,1042.381521,2506.050528,4.215936019,67.75755857,36.44716651,125.9655327,498.5958933
HER42PB,48,426.56,-5.38235848,-4.449538446,-3.624740055,7.339996234,1540.706311,993.6611306,2388.918981,4.403581335,81.74309445,43.97006382,151.9655172,918.1759019
HER42PB,48.1,427.58,-5.464624077,-4.712122654,-3.984001051,7.284055628,1456.884641,939.6012918,2258.950554,4.488305533,88.97056037,47.85775782,165.4018277,537.0866052
HER42PB,48.2,428.59,-5.520126695,-4.769409662,-3.919617413,7.246313847,1402.923914,904.79993,2175.282559,4.578645819,97.38243148,52.38254994,181.0400214,548.1122904
HER42PB,48.3,429.6,-5.585654891,-4.732748491,-3.849202841,7.201754674,1341.783092,865.3678478,2080.481579,4.621900402,101.687095,54.69805231,189.0426596,462.7519021
HER42PB,48.4,430.61,-6.025129282,-4.62671356,-3.953338887,6.902912088,995.1685186,641.8226942,1543.043569,4.814429354,123.276445,66.31108341,229.1786095,747.5880256
HER42PB,48.5,431.63,-5.613484105,-4.651116915,-3.921380287,7.182830809,1316.630116,849.1457198,2041.48101,4.566561216,96.21268556,51.75333712,178.8653907,403.3430916
HER42PB,48.6,432.64,-5.527798999,-4.623520423,-3.888947201,7.241096681,1395.623685,900.0917303,2163.9633,4.507094924,90.65806698,48.76547698,168.5390079,735.6216537
HER42PB,48.7,433.65,-5.280195574,-4.512940422,-3.886531983,7.40946701,1651.545854,1065.145842,2560.779568,4.291165215,73.05153966,39.2948283,135.8073741,766.0498963
HER42PB,48.8,434.66,-5.574053368,-4.5638965,-3.873643677,7.20964371,1352.410331,872.2217655,2096.959484,4.505892403,90.54911429,48.70687073,168.336458,498.4278116
HER42PB,48.9,435.68,-5.236503811,-4.5006759,-3.811715746,7.439177409,1701.350129,1097.266547,2638.002836,4.283364616,72.48391069,38.98949753,134.7521164,648.4623667
HER42PB,49,436.69,-6.219877771,-4.765088175,-3.92328072,6.770483116,871.7329402,562.2143122,1351.65239,5.044329183,155.1401936,83.45077051,288.415308,552.2228619
HER42PB,49.1,437.7,-5.6252502,-4.666538752,-3.822440894,7.174829864,1306.137861,842.3788587,2025.212402,4.616759252,101.165648,54.41756308,188.0732571,729.1386693
HER42PB,49.2,438.71,-5.619510024,-4.686412174,-3.879936308,7.178733184,1311.246098,845.6733582,2033.132902,4.605429424,100.0259272,53.80450093,185.9544449,921.4637107
HER42PB,49.3,439.73,-5.73687947,-4.881451483,-3.803289805,7.09892196,1210.66123,780.8022841,1877.172549,4.823044125,124.343031,66.88480592,231.1614595,589.3247609
HER42PB,49.4,440.74,-5.915956995,-4.576182649,-3.753417975,6.977149243,1071.8584,691.2829669,1661.95391,4.777444112,118.8003214,63.90335171,220.8572163,342.7581719
HER42PB,49.5,441.75,-5.725771636,-4.736721549,-3.855421892,7.106475288,1219.840373,786.7222688,1891.405131,4.712085376,111.2839871,59.8602738,206.8838814,507.3075949
HER42PB,49.6,442.76,-5.488755405,-4.741928075,-4.11169472,7.267646325,1433.173256,924.3089014,2222.185221,4.477682309,88.03040875,47.35204505,163.6540271,417.6574744
HER42PB,49.7,443.78,-6.190315406,-4.583912397,-3.74796837,6.790585524,889.4341944,573.6305362,1379.098804,4.974811982,144.7216124,77.84655786,269.0465148,1487.329059
HER42PB,49.8,444.79,-5.575154555,-4.652432933,-3.946546726,7.208894903,1351.398015,871.568884,2095.389853,4.534519145,93.17869909,50.12133897,173.2250203,1001.382625
HER42PB,49.9,445.8,-6.157684951,-4.44899208,-3.577248558,6.812774233,909.3901712,586.500918,1410.041243,4.929185633,138.2668665,74.37451429,257.0467393,615.4572858
HER42PB,50,446.81,-6.061891945,-4.626807419,-3.495917472,6.877913477,970.5990686,625.976905,1504.947778,4.99504587,147.6797192,79.43773995,274.5458202,695.8376937
HER42PB,50.1,447.83,-6.011971583,-4.799286838,-3.888214158,6.911859324,1004.112478,647.5909996,1556.91149,4.930015573,138.3816674,74.4362663,257.2601612,599.767743
HER42PB,50.2,448.85,-5.323439401,-4.685233338,-3.892556562,7.380061207,1603.687922,1034.280409,2486.574171,4.417389274,82.87962667,44.5814108,154.0784016,778.3722651
HER42PB,50.3,449.87,-5.669818225,-4.484194559,-3.650078436,7.144523607,1267.147521,817.2324795,1964.756518,4.595319132,99.01973085,53.26326235,184.0838632,667.7049514
HER42PB,50.4,450.89,-5.961160588,-4.706677928,-3.909201692,6.9464108,1039.412366,670.357264,1611.645201,4.832961389,125.5823086,67.55142024,233.465354,546.8883108
HER42PB,50.5,451.9,-6.008014341,-4.564040868,-3.812179618,6.914550248,1006.818107,649.3359648,1561.106663,4.813188464,123.1235674,66.22884972,228.8944006,950.1746758
HER42PB,50.6,452.92,-6.074289244,-4.750733224,-3.947023256,6.869483314,962.4511524,620.7219984,1492.314149,4.924489003,137.6190008,74.02602373,255.8423165,1190.900753
HER42PB,50.7,453.94,-5.980421655,-4.639797331,-3.7129704,6.933313275,1025.887402,661.6344907,1590.67427,4.872883882,130.6972895,70.30279682,242.9744229,516.8756294
HER42PB,50.8,454.96,-5.468426979,-4.38441349,-3.709819717,7.281469654,1453.122044,937.1746469,2253.116514,4.388738319,80.53874068,43.32223525,149.7265484,814.1955622
HER42PB,50.9,455.98,-6.044020032,-4.667513677,-3.785237561,6.890066378,982.4666295,633.6307543,1523.348846,4.90875576,135.4707514,72.87046842,251.8485865,973.9957984
HER42PB,51,457,-5.871352034,-4.429561267,-4.051019192,7.007480617,1104.867411,712.5717557,1713.135535,4.55935849,95.52218171,51.38191127,177.5817009,641.123772
HER42PB,51.1,458.01,-5.760678837,-4.055930745,-3.38825017,7.082738391,1191.226099,768.2678158,1847.037699,4.48845646,88.98398948,47.86498141,165.4267932,1149.394479
HER42PB,51.2,459.03,-4.844258021,-3.896049686,-3.392580901,7.705904546,2221.425855,1432.683511,3444.398426,3.843729354,46.69930835,25.11981694,86.81693046,885.6237872
HER42PB,51.3,460.05,-5.395436988,-4.241114092,-3.37120264,7.331102848,1527.064964,984.8632984,2367.767597,4.373541319,79.32404665,42.66884459,147.4683563,1122.597868
HER42PB,51.4,461.07,-5.880275676,-3.814079361,-3.30525574,7.00141254,1098.183292,708.2609083,1702.771574,4.452164452,85.81248011,46.15900893,159.5307593,1013.077035
HER42PB,51.5,462.09,-5.828048515,-4.326684824,-3.637622061,7.03692701,1137.885517,733.8664103,1764.331263,4.609392147,100.4230886,54.01813625,186.6927928,887.724173
HER42PB,51.6,463.11,-5.330457175,-4.068486981,-3.280214788,7.375289121,1596.053216,1029.356492,2474.736293,4.262447241,70.98348478,38.18241011,131.9627309,866.6567039
HER42PB,51.7,464.12,-5.746816163,-4.328220857,-3.758526791,7.092165009,1202.508426,775.5442253,1864.531342,4.515777239,91.44861582,49.19071759,170.0086875,713.5921034
HER42PB,51.8,465.14,-6.442451698,-4.374651732,-3.788948943,6.619132845,749.2950606,483.249385,1161.808179,5.021607171,151.6548434,81.57598126,281.9358242,1202.899583
HER42PB,51.9,466.16,-5.735269289,-4.534972959,-4.075731454,7.100016883,1211.987537,781.6576707,1879.229034,4.523654862,92.17185854,49.57975386,171.3532409,857.1388031
HER42PB,52,467.18,-5.275338602,-4.525996863,-3.880411094,7.412769751,1657.0095,1068.669559,2569.251141,4.298115852,73.56106314,39.56890381,136.7546101,485.7806002
HER42PB,52.1,468.2,-5.779734573,-4.449434481,-3.927156364,7.06978049,1175.889887,758.376899,1823.258366,4.552287569,94.84913423,51.0198753,176.3304636,687.5573696
HER42PB,52.2,469.21,-5.764145624,-4.655777161,-3.980589647,7.080380976,1188.421192,766.4588227,1842.688593,4.646616383,104.2317081,56.06681381,193.7732543,736.6759962
HER42PB,52.3,470.23,-5.65938804,-4.716429062,-3.816410355,7.151616133,1276.166744,823.0493256,1978.741138,4.670316148,106.7314801,57.41145502,198.4204865,646.5000008
HER42PB,52.4,471.25,-6.177975548,-4.459547352,-3.972368692,6.798976627,896.9289293,578.4641808,1390.719652,4.815997161,123.4698703,66.41512793,229.5381992,110.6384835
HER42PB,52.5,472.27,-5.390721975,-4.239162914,-3.518374393,7.334309057,1531.968911,988.0260433,2375.371338,4.319632441,75.16099713,40.42951717,139.7289873,728.3059031
HER42PB,52.6,473.29,-5.905558802,-4.534439239,-3.384176941,6.984220015,1079.464123,696.188192,1673.746849,4.870741007,130.4175213,70.15230797,242.4543164,818.2990044
HER42PB,52.7,474.31,-5.611205399,-4.396761294,-3.681720129,7.184380329,1318.671842,850.4625081,2044.646778,4.495108678,89.57790365,48.18445114,166.5309168,587.7947946
HER42PB,52.8,475.32,-5.832462374,-4.535179391,-3.62189618,7.033925586,1134.475361,731.6670682,1759.043696,4.74161947,114.6196746,61.65455859,213.0851327,1693.048198
HER42PB,52.9,476.34,-6.11368218,-4.723771178,-3.931056402,6.842696118,937.0120268,604.3153218,1452.869896,4.941508511,139.9812537,75.29669265,260.2338921,1065.424948
HER42PB,53,477.36,-6.26268776,-4.629798187,-3.643190956,6.741372323,846.721915,546.0837341,1312.871922,5.089769272,162.3523984,87.33025547,301.8232472,1082.902422
HER42PB,53.1,478.38,-5.985323937,-4.725261666,-3.589762388,6.929979723,1022.473247,659.43257,1585.380504,4.968818244,143.8567832,77.38136145,267.4387434,1053.716862
HER42PB,53.2,479.4,-5.473530384,-4.667741567,-3.658956237,7.277999339,1448.087992,933.927992,2245.311041,4.577587055,97.27938098,52.3271185,180.8484441,1312.137475
HER42PB,53.3,480.41,-6.269353056,-4.477593587,-3.907540129,6.736839922,842.8929154,543.6142641,1306.934924,4.914523334,136.2543465,73.29196861,253.3053389,1480.36361
HER42PB,53.4,481.43,-5.410675084,-4.611081021,-3.700670738,7.320740943,1511.323359,974.7109279,2343.359688,4.491134163,89.22258144,47.99332135,165.8703506,900.315235
HER42PB,53.5,482.45,-5.881164604,-4.625006046,-3.653970357,7.000808069,1097.519672,707.8329144,1701.742609,4.8167177,123.5588672,66.46299989,229.7036501,827.6825446
HER42PB,53.6,483.47,-6.185577866,-4.407350403,-3.630603654,6.793807051,892.3041512,575.4814824,1383.548772,4.906225165,135.1283632,72.68629594,251.2120656,937.9974435
HER42PB,53.7,484.49,-5.004472553,-4.311325372,-3.498218876,7.596958664,1992.127942,1284.800412,3088.863998,4.143457262,63.020323,33.89898123,117.1587159,991.4572507
HER42PB,53.8,485.51,-5.007755334,-4.632143189,-3.531288747,7.594726373,1987.685892,1281.935562,3081.976444,4.324840458,75.55345795,40.64062402,140.4585964,1312.999574
HER42PB,53.9,486.52,-5.183921445,-4.36508605,-3.69182024,7.474933417,1763.28428,1137.210278,2734.033902,4.212558098,67.52906501,36.32425856,125.5407488,1128.081397
HER42PB,54,487.54,-5.320796148,-4.337470015,-3.644322835,7.381858619,1606.573002,1036.141109,2491.047589,4.293170566,73.19818064,39.3737073,136.0799888,1232.97808
HER42PB,54.1,488.56,-5.220685369,-4.377752421,-3.776639951,7.449933949,1719.749551,1109.133046,2666.531782,4.212859333,67.54941023,36.33520236,125.5785719,987.7794949
HER42PB,54.2,489.58,-5.696495261,-4.348036434,-3.612115438,7.126383223,1244.368215,802.5412235,1929.436408,4.544448901,94.10854982,50.62151084,174.9536709,985.4333771
HER42PB,54.3,490.6,-5.365575401,-4.278939303,-3.630134362,7.351408727,1558.390329,1005.066239,2416.33867,4.290149968,72.97741199,39.25495461,135.6695661,1121.249151
HER42PB,54.4,491.62,-4.953657859,-4.144866681,-3.44638046,7.631512656,2062.167011,1329.971318,3197.462022,4.033634891,56.46578567,30.37325925,104.9734217,797.3969661
HER42PB,54.5,492.63,-4.840376285,-4.252118921,-3.538016375,7.708544126,2227.297233,1436.47019,3453.502202,4.004030322,54.8186422,29.48725164,101.9112791,870.533056
HER42PB,54.6,493.65,-5.341542227,-4.395483174,-3.590155213,7.367751286,1584.067659,1021.626542,2456.152268,4.358486343,78.13876955,42.03127747,145.2648521,406.1864638
HER42PB,54.7,494.67,-5.121525945,-4.359764752,-3.69759648,7.517362357,1839.708396,1186.499148,2852.532164,4.171282853,64.79852577,34.85548636,120.4645059,593.5113588
HER42PB,54.8,495.69,-5.475914667,-4.249250451,-3.464295721,7.276378026,1445.742091,932.4150297,2241.67364,4.396219465,81.14352213,43.64755054,150.8508748,693.2771846
HER42PB,54.9,496.71,-5.04017679,-4.168726812,-3.635338851,7.572679783,1944.343725,1253.982521,3014.7729,4.032347577,56.3931432,30.33418446,104.8383748,895.2378136
HER42PB,55,497.72,-4.882766686,-4.279595102,-3.278925803,7.679718654,2164.010849,1395.654352,3355.374453,4.131329034,62.26061444,33.49032978,115.7463702,935.7256594
HER42PB,55.1,498.74,-5.528837155,-4.387299822,-3.688566035,7.240390735,1394.638798,899.4565383,2162.436198,4.435211048,84.36992915,45.38305277,156.848967,306.697335
HER42PB,55.2,499.76,-5.318912644,-4.191312818,-3.339941633,7.383139402,1608.631992,1037.469031,2494.240124,4.308304444,74.31437786,39.97411597,138.1550692,596.1265496
HER42PB,55.3,500.78,-5.511085854,-4.299995582,-3.239328225,7.252461619,1411.575336,910.3795671,2188.696892,4.524478108,92.24776988,49.62058699,171.4943648,457.9328071
HER42PB,55.4,501.8,-4.992791369,-4.429481451,-3.549842463,7.604901869,2008.014836,1295.046485,3113.497182,4.189651914,65.99981334,35.5016656,122.6977745,523.3453842
HER42PB,55.5,502.82,-5.209944359,-4.171150566,-3.59535843,7.457237836,1732.35639,1117.263684,2686.079127,4.145159669,63.12770064,33.95674026,117.3583376,698.6422893
HER42PB,55.6,503.83,-5.208715224,-4.313150622,-3.444028334,7.458073648,1733.804919,1118.197897,2688.325123,4.280155989,72.25170961,38.86459528,134.3204401,444.6801947
HER42PB,55.7,504.85,-5.032186454,-4.235319448,-3.269066356,7.578113211,1954.93693,1260.814489,3031.198034,4.191557849,66.12572463,35.56939399,122.9318515,178.0272041
HER42PB,55.8,505.87,-5.150891989,-4.246871349,-3.397459323,7.497393447,1803.335794,1163.041049,2796.135173,4.222843071,68.22718351,36.69978037,126.8385947,604.5999935
HER42PB,55.9,506.89,-5.493243516,-4.328987123,-3.363117273,7.264594409,1428.806,921.4922889,2215.413638,4.488660866,89.00218019,47.87476629,165.4606109,NA
HER42PB,56,507.91,-4.990843656,-4.166571823,-3.313439039,7.606226314,2010.676103,1296.762839,3117.623569,4.112367142,61.091158,32.86127268,113.5722777,518.9465167
HER42PB,56.1,508.93,-5.312114871,-4.228887502,-3.245155489,7.387761888,1616.085082,1042.275818,2505.796401,4.358698758,78.15536919,42.04020651,145.2957119,340.412366
HER42PB,56.2,509.94,-5.862114875,-4.570131193,-3.216413003,7.013761885,1111.829221,717.0616965,1723.930065,4.919615119,136.9498936,73.66610725,254.5984044,231.8839819
HER42PB,56.3,510.96,-5.835772596,-4.625490622,-3.206710806,7.031674635,1131.924584,730.0219738,1755.088628,4.938233955,139.5236269,75.05053265,259.3831353,646.0887747
HER42PB,56.4,511.98,-5.504689481,-4.501095018,-3.295836866,7.256811153,1417.728402,914.3479177,2198.237436,4.620907758,101.586206,54.64378355,188.8551007,622.774458
HER42PB,56.5,513,-5.275034221,-4.421675736,-3.326089168,7.41297673,1657.352502,1068.890774,2569.782977,4.423782825,83.41121933,44.86735744,155.0666655,861.352192
HER42PB,56.6,514.02,-5.22404934,-4.154951112,-3.314258296,7.447646449,1715.820119,1106.598803,2660.439061,4.239079891,69.34401845,37.30053208,128.9148606,1296.593095
HER42PB,56.7,515.03,-5.143160973,-4.202177628,-3.346206687,7.502650538,1812.841057,1169.171361,2810.873416,4.209166399,67.30041476,36.20126632,125.1156738,1002.323427
HER42PB,56.8,516.05,-5.335746751,-4.551945203,-3.436803612,7.371692209,1590.322666,1025.660638,2465.850875,4.499999344,90.01707222,48.42068235,167.3473586,823.5390313
HER42PB,56.9,517.07,-5.200232902,-4.585557337,-3.45679201,7.463841627,1743.834367,1124.666276,2703.876131,4.432825072,84.16886449,45.27489898,156.4751752,614.1197501
HER42PB,57,518.09,-5.143317933,-4.483864598,-3.526677108,7.502543806,1812.647578,1169.046579,2810.57342,4.315570963,74.85635144,40.26564657,139.1626319,1033.03493
HER42PB,57.1,519.11,-5.400265089,-4.212705314,-3.133186684,7.327819739,1522.059665,981.6351871,2360.006706,4.440260326,84.79701367,45.61278391,157.6429438,667.9098842
HER42PB,57.2,520.13,-6.143833782,-4.709530201,-3.290572033,6.822193028,917.9959953,592.0511471,1423.384874,5.171421455,176.1650703,94.76016828,327.5018668,890.3997154
HER42PB,57.3,521.14,-5.203307142,-4.343105877,-3.639754526,7.461751143,1740.192718,1122.317635,2698.229628,4.228462204,68.61164032,36.90658182,127.553324,828.1017185
HER42PB,57.4,522.16,-5.516199099,-4.441879503,-3.624292681,7.248984613,1406.675802,907.219668,2181.099993,4.481551159,88.3716449,47.53559787,164.2884064,826.1840963
HER42PB,57.5,523.18,-5.420402908,-4.378071455,-3.532655063,7.314126023,1501.359069,968.2845712,2327.909707,4.415486608,82.7220843,44.49666789,153.7855205,678.0782175
HER42PB,57.6,524.2,-5.376614239,-4.46597324,-3.609811502,7.343902317,1546.736208,997.5500445,2398.268548,4.414927058,82.67581018,44.47177678,153.699494,608.7265499
