Site,depth,SH20_age,Ti,Ca,Sr,Ti_convert_WLS,Ti_ppm_WLS,Ti_lower_RMSE_WLS,Ti_upper_RMSE_WLS,Ti_convert_PLS_scaled,Ti_ppm_PLS_scaled,Ti_lower_RMSE_PLS_scaled,Ti_upper_RMSE_PLS_scaled,Ti_ppm_PLS
HER42PB,204.3,2293.72,-6.14667644,-4.401008078,-4.196912721,6.820260021,916.2232162,590.9078132,1420.636118,4.682821869,108.0746151,58.1339348,200.9174584,5163.011233
HER42PB,204.4,2295.31,-5.945685295,-4.707473917,-3.647604714,6.956933999,1050.408063,677.4488145,1628.694413,4.911544319,135.8490467,73.0739556,252.5518613,5744.972577
HER42PB,204.5,2296.89,-6.33990406,-4.800611757,-4.307943056,6.688865239,803.4100564,518.1502402,1245.715371,5.022535805,151.7957406,81.65177068,282.197761,5268.696952
HER42PB,204.6,2298.48,-6.502681004,-4.843587501,-4.12481979,6.578176917,719.2269231,463.8572793,1115.186481,5.232220641,187.2080642,100.7002559,348.0314819,8095.143775
HER42PB,204.7,2300.07,-6.456850852,-4.830318506,-4.223874584,6.609341421,741.9941957,478.5407746,1150.487933,5.155981337,173.4659519,93.30829749,322.484037,6057.412722
HER42PB,204.8,2301.65,-6.390267299,-4.920273919,-4.221667217,6.654618237,776.3614802,500.7055665,1203.775608,5.160260328,174.2098014,93.70841829,323.8668998,5547.335021
HER42PB,204.9,2303.24,-6.191432516,-4.736145284,-4.382505244,6.789825889,888.7588058,573.1949519,1378.05159,4.851063179,127.8762729,68.78535635,237.7299769,5812.860916
HER42PB,205,2304.83,-6.640284247,-4.397803078,-4.185335785,6.484606712,654.9813173,422.4228016,1015.571424,5.053053262,156.4995699,84.18198654,290.9424734,5975.845616
HER42PB,205.1,2306.42,-5.857768306,-4.700040829,-4.481135856,7.016717552,1115.120279,719.1842272,1729.032966,4.565301603,96.09157114,51.688189,178.6402314,8435.925715
HER42PB,205.2,2308,-5.239001797,-4.649489506,-4.408122216,7.437478778,1698.462617,1095.404278,2633.525648,4.171179411,64.79182328,34.85188105,120.4520455,6240.104723
HER42PB,205.3,2309.59,-5.867638651,-4.709911174,-4.16464034,7.010005717,1107.660838,714.3733446,1717.466841,4.685045003,108.3151467,58.26331809,201.3646217,8036.694713
HER42PB,205.4,2311.18,-5.947251392,-4.889461098,-4.355977451,6.955869053,1049.290031,676.7277522,1626.960865,4.780728434,119.1911413,64.1135759,221.5837749,8958.158292
HER42PB,205.5,2312.76,-5.961794004,-4.726678552,-4.753747874,6.945980077,1038.964764,670.068588,1610.951178,4.55904882,95.49260599,51.36600233,177.5267178,6599.176103
HER42PB,205.6,2314.35,-6.228757522,-4.740232538,-4.405104689,6.764444885,866.4850754,558.8297612,1343.515393,4.872646855,130.6663144,70.28613514,242.9168382,11220.6515
HER42PB,205.7,2315.94,-5.469322297,-4.648613891,-4.527509696,7.280860838,1452.237629,936.6042534,2251.745198,4.26923971,71.46727908,38.44264575,132.8621347,10534.33177
HER42PB,205.8,2317.52,-5.837492423,-4.528057067,-4.514376963,7.030505152,1130.601592,729.168725,1753.037282,4.438250058,84.62672018,45.52118209,157.3263575,9523.519591
HER42PB,205.9,2319.11,-6.486981278,-4.957586073,-4.337906044,6.588852731,726.9463882,468.8358611,1127.155781,5.215829327,184.1644903,99.06310063,342.373288,6982.906274
HER42PB,206,2320.7,-6.31176273,-4.805977391,-4.222751737,6.708001344,818.9322385,528.1610962,1269.783057,5.033902304,153.5309698,82.58516006,285.4236604,5998.766257
HER42PB,206.1,2322.28,-6.428643631,-4.788115131,-4.235325308,6.628522331,756.3636892,487.8082171,1172.768335,5.105763569,164.9699884,88.73827165,306.6895104,5338.112629
HER42PB,206.2,2323.87,-6.808529752,-4.778359259,-3.877677938,6.370199769,584.174517,376.7567556,905.7830051,5.517777349,249.0808018,133.9819446,463.056765,6271.150892
HER42PB,206.3,2325.46,-6.607201606,-4.942193843,-4.543184535,6.507102908,669.8828912,432.0334034,1038.676835,5.229591971,186.7166022,100.4358958,347.1178234,6506.339135
HER42PB,206.4,2327.05,-6.535405565,-4.964433933,-4.323612571,6.555924216,703.3989419,453.6492017,1090.644643,5.261727346,192.8142608,103.7158602,358.4537515,5742.468141
HER42PB,206.5,2328.63,-5.910903966,-4.866542267,-4.180388122,6.980585303,1075.547704,693.6623419,1667.674305,4.801952221,121.7478645,65.48885146,226.3368828,7458.183904
HER42PB,206.6,2330.22,-5.747276526,-4.780196829,-4.272571208,7.091851962,1202.132044,775.3014817,1863.947747,4.61058274,100.5427228,54.08248816,186.9152003,4517.485931
HER42PB,206.7,2331.81,-4.883526998,-4.65331628,-4.494748809,7.679201641,2162.892319,1394.932968,3353.640132,3.941874106,51.51505556,27.71023407,95.76970525,6086.455634
HER42PB,206.8,2333.39,-4.582739641,-4.370291378,-4.582739641,7.883737044,2653.771313,1711.51983,4114.765168,3.583717609,36.00715285,19.3684472,66.9395457,5550.967016
HER42PB,206.9,2334.98,-6.015202303,-4.637093527,-4.306509433,6.909662434,1001.908975,646.1698752,1553.494881,4.69404187,109.2940406,58.78987052,203.1844465,4346.970249
HER42PB,207.1,2338.15,-5.795209835,-4.596056317,-3.647256306,7.059257312,1163.580668,750.4382072,1804.172492,4.744529356,114.9536905,61.83422761,213.7060892,4513.423374
HER42PB,207.2,2339.74,-5.87630502,-4.672332216,-3.928907882,7.004112586,1101.152444,710.1758294,1707.375348,4.748409499,115.4005937,62.07461933,214.5369102,4907.236758
HER42PB,207.3,2341.33,-5.903227122,-4.727922213,-3.76572178,6.985805557,1081.177017,697.2929035,1676.402751,4.854889366,128.3664887,69.04904615,238.6413187,6207.00295
HER42PB,207.4,2342.91,-5.49493304,-4.383959655,-3.58263039,7.263445533,1427.165421,920.4342162,2212.869863,4.447996372,85.45555124,45.96701492,158.8672062,8282.07839
HER42PB,207.5,2344.5,-5.271692765,-4.324818609,-3.617317115,7.41524892,1661.122603,1071.322258,2575.628651,4.265507315,71.20103219,38.29943007,132.3671652,8115.654021
HER42PB,207.6,2346.09,-5.277195236,-4.544469069,-3.669000331,7.41150724,1654.918827,1067.321203,2566.00948,4.381853923,79.98618426,43.02501208,148.6993114,5592.194141
HER42PB,207.7,2347.67,-5.729512103,-4.247907562,-3.711439507,7.10393177,1216.74163,784.7237696,1886.600422,4.472691719,87.59217952,47.11631912,162.8393316,5930.48469
HER42PB,207.8,2349.26,-5.748667491,-4.347630848,-3.644774853,7.090906106,1200.995537,774.5685047,1862.185554,4.567081477,96.26275431,51.78026938,178.9584716,7529.239678
HER42PB,207.9,2350.85,-5.300190611,-4.252871617,-3.669725331,7.395870385,1629.242374,1050.761464,2526.197242,4.221933849,68.16517807,36.6664273,126.7233228,7968.49822
HER42PB,208,2352.44,-5.926955988,-4.721860219,-3.457143965,6.969669928,1063.871539,686.1319308,1649.570002,4.971923321,144.3041639,77.62201002,268.2704521,6814.58921
HER42PB,208.1,2354.02,-5.926409764,-4.799527041,-3.624900518,6.97004136,1064.266768,686.3868297,1650.18282,4.960873729,142.7184387,76.76903963,265.3224899,6291.781718
HER42PB,208.2,2355.61,-5.894459633,-4.758743594,-3.732203654,6.99176745,1087.642131,701.4625058,1686.427136,4.878662474,131.4547221,70.71022404,244.3825375,6832.320763
HER42PB,208.3,2357.2,-5.929872037,-4.924090734,-3.936475222,6.967687015,1061.764064,684.7727387,1646.302289,4.93168276,138.6125679,74.56046898,257.6894197,9849.030156
HER42PB,208.4,2358.78,-6.077166632,-4.874414084,-4.283376706,6.86752669,960.5698386,619.5086664,1489.397106,4.886037724,132.4278176,71.2336575,246.1915827,10321.34426
HER42PB,208.5,2360.37,-6.309722455,-4.821149245,-4.017965001,6.709388731,820.069203,528.8943686,1271.54596,5.110833985,165.808579,89.18935418,308.2485027,8322.364007
HER42PB,208.6,2361.96,-5.751559537,-4.557114739,-4.034350224,7.088939515,1198.635991,773.0467418,1858.526995,4.561487752,95.72579017,51.49143339,177.9602217,8889.780395
HER42PB,208.7,2363.54,-6.258287977,-4.700884924,-4.144240906,6.744364176,849.2589754,547.7199826,1316.805722,4.959023626,142.454639,76.6271403,264.8320697,12979.41712
HER42PB,208.8,2365.13,-5.871570669,-4.654097177,-4.174797807,7.007331945,1104.703161,712.4658243,1712.880859,4.651053419,104.6952155,56.31613699,194.6349434,8913.402278
HER42PB,208.9,2366.72,-6.19748871,-4.807910274,-4.01796371,6.785707677,885.1062349,570.8392676,1372.388151,5.021620212,151.6568211,81.57704509,281.9395009,8571.061219
HER42PB,209,2368.3,-6.472508975,-4.873653172,-4.126998838,6.598693897,734.1357059,473.4725304,1138.30307,5.226425539,186.1263117,100.1183753,346.0204366,7724.303462
HER42PB,209.1,2369.89,-6.683730658,-4.922742847,-3.997120788,6.455063153,635.9138846,410.1254763,986.0067028,5.463164863,235.8426542,126.8610716,438.4462219,7035.261998
HER42PB,209.2,2371.48,-6.120355254,-4.770915985,-3.890057929,6.838158427,932.7697887,601.5793382,1446.292157,4.988138088,146.6630953,78.89089231,272.6558529,8645.088519
HER42PB,209.3,2373.07,-6.708538307,-4.871316463,-3.773939505,6.438193951,625.2764996,403.265015,969.5130656,5.527901921,251.6154477,135.3453447,467.7688299,7851.867193
HER42PB,209.4,2374.65,-6.101840243,-4.905302418,-4.037951115,6.850748635,944.5877933,609.2012268,1464.616386,5.004878672,149.1389873,80.22268832,277.2586906,10970.31739
HER42PB,209.5,2376.24,-6.108636285,-4.813909117,-3.86394517,6.846127326,940.2326327,606.3924151,1457.863557,5.014293789,150.5497794,80.98156121,279.8814412,11039.8565
HER42PB,209.6,2377.83,-6.228288738,-4.773940914,-3.852400826,6.764763658,866.7613316,559.0079295,1343.943737,5.079674886,160.7217946,86.45314462,298.7918528,10340.46356
HER42PB,209.7,2379.41,-6.035762845,-4.777970528,-3.907531139,6.895681265,987.9985848,637.1985264,1531.926336,4.927250716,137.9995902,74.23074487,256.5498559,8164.157616
HER42PB,209.8,2381,-5.40813022,-4.690137041,-3.920256066,7.32247145,1513.94098,976.3991328,2347.418401,4.462161413,86.67464651,46.62277302,161.1335804,8769.975266
HER42PB,209.9,2382.59,-5.627082817,-4.80138898,-4.066041445,7.173583684,1304.511192,841.3297572,2022.690196,4.615542793,101.0426589,54.35140659,187.8446128,9620.365106
HER42PB,210,2384.17,-6.15580747,-4.715099687,-4.123512707,6.81405092,910.5519193,587.2501743,1411.842574,4.900926243,134.4142223,72.30215559,249.8844331,7304.671549
HER42PB,210.1,2385.7,-6.171535767,-4.538689763,-4.144426841,6.803355678,900.8652392,581.0028594,1396.823038,4.8001444,121.5279649,65.37056627,225.9280758,10308.81865
HER42PB,210.2,2387.23,-6.805777923,-4.689522408,-4.039458814,6.372071012,585.2686733,377.4624194,907.4795327,5.407895323,223.1614103,120.0397602,414.8709976,8561.761695
HER42PB,210.3,2388.76,-6.33434478,-4.778632267,-3.93925063,6.69264555,806.4529437,520.112716,1250.433474,5.130328243,169.0726059,90.94509233,314.3165325,9070.352183
HER42PB,210.4,2390.29,-6.632539397,-5.211153716,-4.469920349,6.48987321,658.4398744,424.6533589,1020.934037,5.434118374,229.0907867,123.2292046,425.8940786,8661.017163
HER42PB,210.5,2391.82,-6.443969566,-5.096556993,-4.056918707,6.618100695,748.5220745,482.7508563,1160.609637,5.361144364,212.9685205,114.5569482,395.9217789,9393.685643
HER42PB,210.6,2393.34,-6.365297011,-4.709339083,-4.161042528,6.671598033,789.6564935,509.2800351,1224.389991,5.036834486,153.9818111,82.82767011,286.2618026,7270.680787
HER42PB,210.7,2394.87,-6.414667579,-4.614744799,-3.991752605,6.638026046,763.5862205,492.4663071,1183.967122,5.074756147,159.933187,86.02894821,297.325782,6237.829387
HER42PB,210.8,2396.4,-5.933622509,-4.967608341,-4.156678125,6.965136694,1059.059675,683.0285734,1642.109039,4.885470554,132.3527298,71.19326734,246.0519898,4487.475898
HER42PB,210.9,2397.93,-6.132404423,-4.801852045,-4.162683625,6.829964992,925.1584243,596.6704747,1434.490471,4.922641741,137.365017,73.88940444,255.3701447,6440.754368
HER42PB,211,2399.46,-7.003273229,-4.868261837,-4.425223248,6.237774204,511.7182621,330.0269125,793.4370496,5.546816475,256.4199359,137.9297056,476.7006736,6504.600499
HER42PB,211.1,2400.99,-6.474021468,-4.831247136,-4.690772689,6.597665402,733.381039,472.9858165,1137.132932,5.011282564,150.097122,80.73807428,279.0399229,5080.885014
HER42PB,211.2,2402.51,-6.65297055,-4.610668556,-4.346227447,6.475980026,649.355301,418.7943659,1006.848089,5.135043407,169.8716934,91.37492592,315.802086,4969.284115
HER42PB,211.3,2404.04,-6.222769151,-5.018796346,-4.927281238,6.768516977,870.0206764,561.1100071,1348.997465,4.856975877,128.6346065,69.19326818,239.1397663,4986.896095
HER42PB,211.4,2405.57,-6.401114435,-5.215042841,-4.644926432,6.647242184,770.6560647,497.0259233,1194.929162,5.200157043,181.3007116,97.52265818,337.0493446,6279.721238
HER42PB,211.5,2407.1,-6.488458105,-5.582749483,-4.586088765,6.587848489,726.2167243,468.3652726,1126.024412,5.504533286,245.8037089,132.2191781,456.9644446,6008.236447
HER42PB,211.6,2408.63,-6.623666742,-5.01422883,-4.368173257,6.495906615,662.4245174,427.2232095,1027.112366,5.344580346,209.4699612,112.6750538,389.4177386,3361.73375
HER42PB,211.7,2410.16,-6.586577252,-5.046132211,-4.313845122,6.521127469,679.3438927,438.1351694,1053.346448,5.353090228,211.2601321,113.6379966,392.7457781,3784.774687
HER42PB,211.8,2411.68,-6.108551223,-4.899770717,-4.206623536,6.846185168,940.2870193,606.4274912,1457.947886,4.94914189,141.0538723,75.87366014,262.227957,6782.17286
HER42PB,211.9,2413.21,-5.962375315,-4.863763027,-4.210404096,6.945584786,1038.554151,669.8037679,1610.314509,4.825102761,124.5992717,67.0226392,231.6378269,6734.735186
HER42PB,212,2414.74,-6.116055631,-4.969241241,-4.531619021,6.841082171,935.5009591,603.3407757,1450.526932,4.885582334,132.3675251,71.2012258,246.0794951,6608.26529
HER42PB,212.1,2416.27,-6.53270526,-5.035185264,-4.04779861,6.557760423,704.6917148,454.4829609,1092.649132,5.395201217,220.3464801,118.5255936,409.6378665,6213.379053
HER42PB,212.2,2417.8,-6.83736105,-4.887698551,-4.134587906,6.350594486,572.8331491,369.4422685,888.1978178,5.519172406,249.4285262,134.1689875,463.7032063,6112.166937
HER42PB,212.3,2419.33,-5.974005326,-4.791132693,-3.915383412,6.937676378,1030.373234,664.5275774,1597.62971,4.889862953,132.9353544,71.50666436,247.1351253,6613.422075
HER42PB,212.4,2420.85,-6.03152346,-4.755770973,-3.826576836,6.898564047,990.8508785,639.0380809,1536.348917,4.938550979,139.5678662,75.07432921,259.4653789,4890.046029
HER42PB,212.5,2422.38,-6.139408622,-5.080536662,-4.042267503,6.825202137,920.7625054,593.8353765,1427.674445,5.134104299,169.7122403,91.28915524,315.5056528,5914.766108
HER42PB,212.6,2423.91,-6.670738155,-4.947971558,-3.956779518,6.463898055,641.557013,413.7649482,994.7565706,5.48157432,240.2246002,129.2181446,446.5925331,6247.15097
HER42PB,212.7,2425.44,-6.312962591,-5.093722314,-4.24318296,6.707185438,818.2643397,527.7303424,1268.747457,5.198939028,181.0800191,97.40394648,336.6390635,6162.758382
HER42PB,212.8,2426.97,-6.28785856,-4.940179035,-3.929294199,6.724256179,832.352625,536.8164229,1290.591835,5.195664814,180.4880939,97.0855466,335.5386374,6269.460975
HER42PB,212.9,2428.49,-6.826767681,-5.138471193,-4.049382786,6.357797977,576.9744455,372.1131508,894.6190426,5.688514013,295.4542531,158.9264812,549.2679068,6831.764078
HER42PB,213,2430.02,-6.566479366,-4.984876253,-3.854515266,6.534794031,688.6919206,444.1640744,1067.840892,5.456793586,234.3448118,126.0553739,435.6616394,5121.218745
HER42PB,213.1,2431.55,-6.633479537,-4.964618204,-4.087548186,6.489233915,658.0190714,424.3819668,1020.281568,5.417869473,225.3983932,121.2430457,419.0296885,5119.924034
HER42PB,213.2,2433.08,-6.036066057,-4.967531223,-4.021163036,6.895475081,987.7948962,637.0671597,1531.610509,5.001653411,148.65875,79.96436601,276.3658995,5222.655145
HER42PB,213.3,2434.61,-6.487577201,-4.935917089,-4.48325629,6.588447503,726.6518691,468.6459144,1126.699119,5.154136101,173.1461613,93.13628037,321.8895264,5496.966585
HER42PB,213.4,2436.14,-6.773243814,-4.827333665,-4.298307337,6.394194206,598.3609735,385.9061505,927.7796018,5.375809467,216.1147392,116.2493167,401.7707959,4171.737367
HER42PB,213.5,2437.66,-6.456849476,-4.807539172,-4.219028918,6.609342356,741.99489,478.5412224,1150.489009,5.144078953,171.4135321,92.2042895,318.6684604,5733.648767
HER42PB,213.6,2439.19,-6.222657804,-4.871210174,-4.310581728,6.768592693,870.0865533,561.1524937,1349.09961,4.978161092,145.2071134,78.10771156,269.9490916,6310.02993
HER42PB,213.7,2440.72,-6.184898376,-5.069118283,-4.70270369,6.794269104,892.7165384,575.7474469,1384.188193,4.935839375,139.1899261,74.87103314,258.7627646,3991.936432
HER42PB,213.8,2442.25,-5.766163498,-4.693753581,-4.250657405,7.079008821,1186.791613,765.4078441,1840.161873,4.578987453,97.41570624,52.40044862,181.1018812,5975.495749
HER42PB,213.9,2443.78,-6.748493073,-4.887235809,-4.072778252,6.41102471,608.5169153,392.4561104,943.5267444,5.467975477,236.9799355,127.4728215,440.5604987,6218.040119
HER42PB,214,2445.31,-7.780773099,-5.106624449,-4.239813775,5.709074293,301.5917533,194.5081944,467.628554,6.462332288,640.5532706,344.5571565,1190.828531,6454.582781
HER42PB,214.1,2446.83,-7.175438705,-5.308777928,-4.386320681,6.120701681,455.1839762,293.5657635,705.7786635,5.969803917,391.4289108,210.5517819,727.6907889,7120.560794
HER42PB,214.2,2448.36,-6.252520263,-5.136286373,-4.889835768,6.748286221,852.5963482,549.8723834,1321.980436,4.961014,142.7384593,76.77980882,265.3597094,7066.481486
HER42PB,214.3,2449.89,-5.665718668,-4.821672843,-4.498787135,7.147311306,1270.684875,819.5138559,1970.241308,4.505684788,90.53031694,48.69675953,168.3015126,6176.318421
HER42PB,214.4,2451.42,-6.666956792,-4.721046643,-4.568672163,6.466469381,643.2087885,414.8302421,997.3177063,5.136287266,170.0831213,91.48865416,316.1951437,5455.550207
HER42PB,214.5,2452.95,-6.30686467,-5.14371386,-4.270651863,6.711332024,821.6643879,529.923165,1274.01935,5.214881756,183.9900639,98.96927571,342.0490185,6118.647668
HER42PB,214.6,2454.48,-6.274291101,-5.017335254,-4.155204728,6.733482051,840.0673367,541.791939,1302.553765,5.155084256,173.3104085,93.22462986,322.1948722,4169.465578
HER42PB,214.7,2456,-6.325897876,-4.963320042,-4.169422958,6.698389444,811.0984534,523.108785,1257.636499,5.155907311,173.4531112,93.30139044,322.4601655,6545.255871
HER42PB,214.8,2457.53,-6.214219134,-4.848978182,-4.268308985,6.774330989,875.0937197,564.3818091,1356.863396,4.973197759,144.4881878,77.72099751,268.6125641,5679.973299
HER42PB,214.9,2459.06,-6.02175688,-4.782372038,-3.829713662,6.905205322,997.453291,643.2962323,1546.586188,4.946544588,140.6879881,75.676849,261.5477555,4522.961364
HER42PB,215,2460.59,-6.278348224,-4.843263699,-4.044206703,6.730723208,837.7529163,540.2992797,1298.965176,5.092162322,162.7413811,87.53949138,302.5463902,4240.751768
HER42PB,215.1,2462.12,-6.194755184,-4.841131605,-4.23064433,6.787566475,886.7529983,571.9013291,1374.941515,4.967331647,143.6430851,77.26641208,267.0414654,4895.26853
HER42PB,215.2,2463.65,-7.442463431,-5.091088174,-3.882838813,5.939124867,379.6025814,244.8203967,588.5870693,6.250878265,518.467977,278.8868,963.8643461,3992.483733
HER42PB,215.3,2465.17,-6.311159931,-4.774292712,-3.639312779,6.708411247,819.2679904,528.3776356,1270.303652,5.212363141,183.527247,98.72032391,341.1886129,3944.148376
HER42PB,215.4,2466.7,-5.941903498,-4.487400887,-3.717597962,6.959505621,1053.112792,679.1931988,1632.88819,4.754402014,116.0942097,62.44771921,215.8263856,3994.436074
HER42PB,215.5,2468.23,-5.637146517,-4.257571106,-3.866440457,7.166740368,1295.614486,835.5919271,2008.895542,4.366288557,78.75080947,42.36049714,146.4026726,3884.41427
HER42PB,215.6,2469.76,-5.430297168,-4.189790621,-3.62315278,7.307397926,1491.291685,961.7917256,2312.299877,4.278930405,72.16321333,38.81699264,134.15592,2486.471276
HER42PB,215.7,2471.29,-5.816317194,-4.869389493,-3.554554096,7.044904308,1146.999072,739.7440945,1778.462148,4.952427379,141.5180654,76.12335216,263.0909209,3054.313007
HER42PB,215.8,2472.82,-5.136710258,-4.147228705,-3.54018964,7.507037025,1820.810525,1174.31118,2823.230356,4.10702261,60.7655253,32.68611304,112.9669062,2895.079947
HER42PB,215.9,2474.34,-5.799566027,-4.318908905,-3.712342345,7.056295102,1160.138997,748.2185404,1798.83606,4.560567206,95.63771072,51.44405497,177.7964765,3208.571922
HER42PB,216,2475.87,-5.348289527,-4.43330684,-3.829076706,7.363163122,1576.816345,1016.949889,2444.908851,4.304063899,73.99991162,39.80496284,137.5704568,2595.037294
HER42PB,216.1,2477.4,-5.353184268,-4.520275145,-3.663088453,7.359834698,1571.576756,1013.570676,2436.784686,4.414981653,82.68032397,44.47420478,153.7078854,1096.199367
HER42PB,216.2,2478.93,-5.932026721,-4.373263099,-3.930546721,6.96622183,1060.209522,683.7701545,1643.891917,4.60765506,100.2487964,53.92438352,186.3687728,2674.786193
HER42PB,216.3,2480.46,-6.066524447,-4.375861095,-3.7716614,6.874763376,967.5463938,624.0081168,1500.214499,4.755617935,116.2354569,62.52369685,216.0889729,3429.724794
HER42PB,216.4,2481.99,-5.981654683,-4.546003424,-3.984366209,6.932474816,1025.027597,661.0799698,1589.341114,4.725980874,112.8411271,60.69786803,209.7787019,3015.281751
HER42PB,216.5,2483.51,-5.765664168,-4.603103154,-4.110135148,7.079348366,1187.19465,765.6677782,1840.786796,4.572389026,96.77503186,52.05582631,179.9108276,2510.907341
HER42PB,216.6,2485.04,-5.798072032,-4.370559715,-3.905914836,7.057311018,1161.3182,748.9790543,1800.664456,4.524683194,92.2666906,49.63076455,171.5295396,4160.710894
HER42PB,216.7,2486.57,-5.794712446,-4.758930736,-4.082995684,7.059595537,1163.974286,750.6920668,1804.78281,4.693356998,109.2192137,58.74962075,203.0453387,3328.276963
HER42PB,216.8,2488.1,-5.639471659,-4.503017018,-3.807220829,7.165159272,1293.567613,834.2718195,2005.721794,4.533778559,93.10971779,50.08423355,173.0967798,3399.738837
HER42PB,216.9,2489.63,-6.15087301,-4.626655506,-4.074958809,6.817406353,913.6123467,589.2239624,1416.587874,4.861292952,129.191132,69.49262637,240.1743821,3065.930296
HER42PB,217,2491.16,-5.738951136,-4.609661595,-3.985291513,7.097513228,1208.956932,779.7031166,1874.529976,4.601116344,99.59543639,53.57293755,185.1541357,4799.934388
HER42PB,217.1,2492.68,-5.426288566,-4.400053247,-3.905829567,7.310123775,1495.362266,964.4170014,2318.611456,4.305681552,74.11971467,39.86940556,137.7931781,2793.231338
HER42PB,217.2,2494.21,-5.824996654,-4.625031871,-3.830296341,7.039002275,1140.249384,735.3909594,1767.996521,4.719447257,112.1062696,60.30258412,208.4125559,3868.207244
HER42PB,217.3,2495.74,-5.336552166,-4.446694691,-3.656383762,7.371144527,1589.451913,1025.099056,2464.500742,4.363485205,78.53035238,42.24191205,145.9928291,6430.747464
HER42PB,217.4,2497.27,-5.501227976,-4.397689569,-3.781110386,7.259164976,1421.069415,916.5026661,2203.417793,4.392802748,80.8667508,43.49867371,150.3363396,4857.926292
HER42PB,217.5,2498.8,-5.519740921,-4.500759902,-3.706002545,7.246576174,1403.291986,905.0373139,2175.853268,4.491076004,89.21739254,47.99053021,165.8607041,3495.948381
HER42PB,217.6,2500.33,-5.679180314,-4.618308353,-4.013248976,7.138157386,1259.106204,812.0463229,1952.288175,4.558002196,95.39271342,51.31226956,177.3410113,2736.881403
HER42PB,217.7,2501.85,-5.797850903,-4.842339458,-3.818492819,7.057461386,1161.492838,749.091685,1800.935239,4.834667348,125.7967297,67.66675851,233.8639761,3221.855693
HER42PB,217.8,2503.38,-5.331155479,-4.635018759,-3.976802997,7.374814274,1595.295516,1028.867822,2473.561451,4.363613029,78.5403911,42.24731193,146.0114917,4069.631568
HER42PB,217.9,2504.91,-5.823828742,-4.52187553,-4.208525711,7.039796455,1141.155307,735.9752242,1769.401186,4.529148117,92.67957531,49.85285752,172.2971181,4404.404185
HER42PB,218,2506.44,-5.83231005,-4.440820872,-4.144754358,7.034029166,1134.592876,731.7428585,1759.225908,4.508207407,90.75897873,48.81975797,168.7266091,4642.006481
HER42PB,218.1,2507.97,-5.779574188,-4.530980788,-3.844821756,7.069889552,1176.018138,758.4596135,1823.457225,4.628571239,102.3677006,55.06415384,190.307948,4362.925163
HER42PB,218.2,2509.5,-5.358514089,-4.501063857,-3.807916677,7.356210419,1565.891234,1009.903862,2427.969085,4.357692108,78.0767337,41.99790804,145.1495236,3760.257181
HER42PB,218.3,2511.02,-5.972950848,-4.508469067,-3.878561345,6.938393423,1031.112323,665.0042445,1598.775693,4.733560723,113.6996955,61.15969674,211.3748341,4294.129037
HER42PB,218.4,2512.55,-5.605770909,-4.493133145,-3.870671474,7.188075782,1323.553947,853.6111668,2052.216653,4.484912776,88.66921642,47.69566324,164.8416105,3594.199728
HER42PB,218.5,2514.08,-5.658468081,-4.413527838,-3.72694667,7.152241705,1276.965328,823.5643634,1979.979371,4.519954073,91.83138037,49.39660876,170.7202707,3402.430725
HER42PB,218.6,2515.61,-5.471281554,-4.336564261,-4.026094173,7.279528543,1450.304108,935.3572513,2248.747207,4.254860376,70.44698042,37.89382144,130.9653358,3775.134241
HER42PB,218.7,2517.14,-5.839985028,-4.517512599,-3.854913248,7.028810181,1128.686878,727.9338517,1750.068451,4.657149038,105.3353466,56.6604671,195.8249873,6146.898883
HER42PB,218.8,2518.67,-5.866032137,-4.553845748,-3.468136864,7.011098147,1108.87154,715.1541736,1719.344078,4.827240169,124.865876,67.16604716,232.133461,5358.828501
HER42PB,218.9,2520.19,-5.731385406,-4.610999317,-3.855238544,7.102657924,1215.192676,783.7247887,1884.198714,4.64105495,103.6536394,55.75586744,192.6985885,3742.545712
HER42PB,219,2521.72,-5.736115711,-4.640653031,-3.865765967,7.099441317,1211.290158,781.2079038,1878.147723,4.65820231,105.4463519,56.72017744,196.031353,3478.996079
HER42PB,219.1,2523.25,-5.587822373,-4.34664702,-3.744971243,7.200280786,1339.806911,864.0933322,2077.417441,4.429038625,83.85076612,45.1037921,155.8838105,3994.431682
HER42PB,219.2,2524.78,-5.757498757,-4.515374187,-3.944364428,7.084900845,1193.804858,769.9309575,1851.036155,4.571058014,96.64630881,51.98658547,179.6715234,4634.816046
HER42PB,219.3,2526.31,-5.948695016,-4.353146215,-3.778656579,6.954887389,1048.260486,676.0637586,1625.364519,4.65850861,105.478655,56.73755349,196.0914066,2826.803554
HER42PB,219.4,2527.84,-6.081809038,-4.741424378,-4.13773207,6.864369854,957.5422584,617.5560627,1484.702737,4.859577496,128.9697004,69.37351705,239.7627268,2650.855161
HER42PB,219.5,2529.36,-6.537596985,-4.711704509,-4.128402157,6.55443405,702.3515416,452.9736927,1089.020612,5.179308491,177.5599842,95.51050018,330.0950987,2069.42806
HER42PB,219.6,2530.89,-5.662076805,-4.531807197,-3.692636159,7.149787773,1273.835584,821.5458698,1975.126592,4.604225006,99.90552662,53.73973681,185.7306128,2442.564174
HER42PB,219.7,2532.42,-5.336689303,-4.453624219,-3.950394942,7.371051274,1589.303699,1025.003467,2464.27093,4.268040347,71.3816153,38.39656673,132.7028804,1667.28103
