"Site","depth","SH20_age","Ti","Ca","Sr","Ti_convert_WLS","Ti_ppm_WLS","Ti_lower_RMSE_WLS","Ti_upper_RMSE_WLS","Ti_convert_PLS","Ti_ppm_PLS","Ti_lower_RMSE_PLS","Ti_upper_RMSE_PLS"
"HER42PB",2.4,-37.94,-5.681471943,-4.343967746,-3.653323696,7.13659907876,1257.14565724188,810.781890321139,1949.2482779754,4.51835590850335,91.6847359019414,49.3177278901575,170.447649496975
"HER42PB",2.5,-36.89,-4.627950797,-4.3354261,-3.739886423,7.85299345804,2573.42624183759,1659.70218402278,3990.18732754011,3.87208901421069,48.0426430893344,25.8424041438896,89.3142736317326
"HER42PB",2.6,-35.85,-5.314499824,-4.264036879,-3.715371281,7.38614011968,1613.46629141343,1040.58685816223,2501.73587443246,4.22165761142063,68.1463508886013,36.656300056595,126.688321850881
"HER42PB",2.7,-34.8,-5.144615304,-4.270979748,-3.756948259,7.50166159328,1811.04914286997,1168.01568621899,2808.09499100778,4.11170442152918,61.0506850442125,32.8395020490475,113.497035941681
"HER42PB",2.8,-33.76,-5.793453542,-4.256697181,-4.010322254,7.06045159144,1164.97113799535,751.33497538043,1806.32846444425,4.4185492965528,82.9758246882056,44.633156251996,154.257239703498
"HER42PB",2.9,-32.72,-5.869450426,-4.42765966,-4.188703486,7.00877371032,1106.29703210989,713.493773600286,1715.35221264705,4.5102884997165,90.9480532135638,48.9214621867186,169.078110375508
"HER42PB",3,-31.67,-5.794551908,-4.316102655,-3.82350077,7.05970470256,1164.10135886148,750.774021153477,1804.97984149897,4.51791261223689,91.6441014080499,49.2958703705499,170.37210743532
"HER42PB",3.1,-30.63,-5.757702317,-4.120649237,-3.839310196,7.08476242444,1193.63962219829,769.824390414241,1850.77995114575,4.37210953027907,79.2105526344843,42.6077955335396,147.257363824924
"HER42PB",3.2,-29.58,-5.840230805,-4.081623543,-3.812368639,7.0286430526,1128.49825798375,727.812203431998,1749.77598928287,4.4125704626227,82.4812061067647,44.3670981740734,153.337712873053
"HER42PB",3.3,-28.54,-5.541792506,-4.231745155,-3.71111762,7.23158109592,1382.40649435103,891.56745220852,2143.4695836978,4.34319513816505,76.9530224922365,41.3934575506252,143.060474314043
"HER42PB",3.4,-27.49,-5.193393709,-4.28160749,-3.718450735,7.46849227788,1751.96321957026,1129.90888744961,2716.48020191704,4.15942817070752,64.0348950998371,34.4447251872564,119.044868790656
"HER42PB",3.5,-26.45,-5.949991299,-4.340553386,-3.890636516,6.95400591668,1047.33688016776,675.468089647209,1623.93243644187,4.61395190813141,100.882039458587,54.2650084780078,187.546011154657
"HER42PB",3.6,-25.41,-5.767865795,-4.176058114,-3.726771562,7.0778512594,1185.41862283512,764.522349743295,1838.03300431459,4.44986187574476,85.6151176611028,46.0528465786275,159.163850156577
"HER42PB",3.7,-24.36,-5.460756583,-4.228914879,-3.69716799,7.28668552356,1460.72113896987,942.07559757586,2264.89917722514,4.29583790722828,73.393685787618,39.4788705984899,136.443445109538
"HER42PB",3.8,-23.32,-5.583527637,-4.214040394,-3.554283499,7.20320120684,1343.72542970755,866.620536526461,2083.49324109007,4.41210735744659,82.4430174766433,44.3465562981515,153.266717824884
"HER42PB",3.9,-22.27,-5.182438766,-4.364128443,-3.719955267,7.47594163912,1765.06295823619,1138.35741592131,2736.79180454591,4.20158868095943,66.792358544942,35.9279800662166,124.171165530984
"HER42PB",4,-21.23,-5.695445935,-4.146278934,-3.935638066,7.1270967642,1245.25644075674,803.114074455311,1930.81363229482,4.31416370234962,74.7510831412398,40.20902216261,138.966931555588
"HER42PB",4.1,-20.19,-5.446243699,-3.951540039,-3.799348224,7.29655428468,1475.2080131277,951.418743413311,2287.36158191367,4.08735160900232,59.5818864349736,32.0494271317422,110.766447604741
"HER42PB",4.2,-19.14,-5.281285731,-4.066117551,-3.733300598,7.40872570292,1650.32200585832,1064.35653485373,2558.88194776247,4.07808476537328,59.0323008052418,31.7538019737176,109.744733598985
"HER42PB",4.3,-18.1,-5.14518572,-4.138166135,-3.801693899,7.5012737104,1810.346804134,1167.56272078518,2807.00599025139,4.01790353574397,55.5844527716145,29.899185395982,103.334968796007
"HER42PB",4.4,-17.05,-5.528904222,-4.313427593,-3.733021036,7.24034512904,1394.57519621794,899.415519014119,2162.33758123064,4.37626475199653,79.5403748106224,42.785208711152,147.870523846837
"HER42PB",4.5,-16.01,-5.137352334,-4.124707036,-3.544137257,7.50660041288,1820.01571178049,1173.79857354718,2821.99796947928,4.09266505998691,59.8993144403673,32.2201734161778,111.356566089259
"HER42PB",4.6,-14.96,-5.073300593,-3.957881186,-3.245476189,7.55015559676,1901.03850376019,1226.05330796238,2947.62664013762,4.05794304669561,57.8551831904706,31.1206238808878,107.556398445423
"HER42PB",4.7,-13.92,-5.140923035,-3.888160067,-3.353391902,7.5041723362,1815.60193473651,1170.9519579028,2815.15425391396,4.0187353209001,55.6307063281858,29.9240654405663,103.420957046079
"HER42PB",4.8,-12.88,-5.043500133,-4.017208506,-3.128802977,7.57041990956,1939.95471608362,1251.15187948428,3007.96758744136,4.11582073829733,61.3025069365322,32.9749584414342,113.965188565075
"HER42PB",4.9,-11.83,-5.081703654,-3.680461332,-3.318459355,7.54444151528,1890.20679096974,1219.06751715838,2930.83169089471,3.87305993269758,48.0893112314839,25.8675071963554,89.4010326222833
"HER42PB",5,-10.79,-4.94784079,-3.766399722,-3.322978407,7.6354682628,2070.34028740588,1335.24258081097,3210.13497266732,3.84720290504605,46.8618028310246,25.207223620456,87.1190178513639
"HER42PB",5.1,-9.74,-4.29635647,-3.31483108,-3.075534765,8.0784776004,3224.3207935564,2079.48927233849,4999.42207832074,3.3234483073622,27.7558965903544,14.9300506995458,51.5999450395627
"HER42PB",5.2,-8.7,-4.882951926,-3.552651835,-2.993036047,7.67959269032,2163.73828079299,1395.4785615777,3354.95182561307,3.79611486167585,44.5278511383497,23.9517780617621,82.7800559059273
"HER42PB",5.3,-7.65,-4.756029127,-3.845765103,-3.098005444,7.76590019364,2358.78089265019,1521.26909080062,3657.3722119099,3.86608402619089,47.7550120678903,25.6876858223631,88.7795496011153
"HER42PB",5.4,-6.61,-5.58138601,-4.324625701,-3.336509234,7.2046575132,1345.68373119428,867.883520948419,2086.5296559866,4.55031150752883,94.661891614482,50.9191564581008,175.982367881633
"HER42PB",5.5,-5.57,-4.931578278,-4.079507139,-3.253721822,7.64652677096,2093.36222187988,1350.09031738322,3245.83128667086,4.04781282343362,57.2720558596847,30.8069564558567,106.472328322822
"HER42PB",5.6,-4.52,-5.227022741,-4.348953222,-3.605162308,7.44562453612,1712.35438543813,1104.36361731638,2655.06532029223,4.25757985971711,70.6388205635344,37.9970133170257,131.32197862434
"HER42PB",5.7,-3.48,-5.32104997,-3.936517723,-3.249562513,7.3816860204,1606.29573340988,1035.96228777988,2490.61767364163,4.18872662746433,65.9387728561987,35.4688315905816,122.584296431572
"HER42PB",5.8,-2.43,-5.573883931,-4.079776707,-3.610274205,7.20975892692,1352.56616077779,872.322266161101,2097.20110359228,4.30720987385609,74.2330800689981,39.9303854374041,138.003931496448
"HER42PB",5.9,-1.39,-5.384090232,-4.122959014,-3.423581283,7.33881864224,1538.89305614522,992.491692490833,2386.10746686309,4.27863965685743,72.1422350315221,38.8057082967183,134.116920004357
"HER42PB",6,-0.34,-4.462058162,-4.102190645,-3.453633536,7.96580044984,2880.73413847825,1857.89694046459,4466.67896149227,3.74547893260857,42.3292752351505,22.7691518909696,78.6927660069656
"HER42PB",6.1,0.7,-5.40461078,-3.82372477,-3.621530845,7.3248646696,1517.5685116127,978.738668386816,2353.04301528649,4.04612618964294,57.1755402910998,30.7550401962765,106.292899853695
"HER42PB",6.2,1.74,-5.274540184,-3.980619144,-3.854507684,7.41331267488,1657.90937484518,1069.24992277126,2570.6464285502,3.98216169496409,53.6328468615689,28.8494057541081,99.7068115369033
"HER42PB",6.3,2.79,-5.658644288,-4.141827865,-3.819927835,7.15212188416,1276.81233071016,823.465689210381,1979.74214252539,4.32701207149959,75.7177091380539,40.7289756468346,140.763949646755
"HER42PB",6.4,3.83,-4.590006288,-4.406585226,-3.493596643,7.87879572416,2640.69052426363,1703.08352312404,4094.48294828454,3.97818540633992,53.420010612317,28.734919955327,99.3111356585156
"HER42PB",6.5,4.88,-5.84067507,-4.379657163,-3.500860636,7.0283409524,1128.15738992506,727.592364428155,1749.24746144475,4.69564249135469,109.469119015064,58.8840461920976,203.509928289242
"HER42PB",6.6,5.92,-5.351473789,-4.02253659,-3.76389467,7.36099782348,1573.40576114816,1014.7502717105,2439.62062216672,4.08384901471404,59.373560313784,31.9373673558572,110.379156336066
"HER42PB",6.7,6.97,-5.84051245,-4.240003168,-3.643287873,7.028451534,1128.28215027227,727.67282720473,1749.44090672338,4.5642296322354,95.9886189883619,51.6328104700338,178.448836920089
"HER42PB",6.8,8.01,-5.173190621,-4.418742915,-3.713506937,7.48223037772,1776.19795363334,1145.53880541648,2754.05700407002,4.23085969043966,68.7763331220064,36.9951709935843,127.859498163409
"HER42PB",6.9,9.05,-5.731851495,-4.124415585,-3.536851612,7.1023409834,1214.8075928012,783.476433931091,1883.60162937234,4.45996492834923,86.4844758898043,46.5204791909745,160.780041392722
"HER42PB",7,10.1,-5.436694952,-4.228186992,-3.519326806,7.30304743264,1484.81792254702,957.61654593518,2302.26208232839,4.3408731605006,76.7745465815256,41.2974543684946,142.728676450711
"HER42PB",7.1,11.14,-5.842026582,-4.488231388,-3.451558399,7.02742192424,1127.12105779696,726.923993729033,1747.64059226099,4.77780672398326,118.843407594385,63.926528005136,220.937316156297
"HER42PB",7.2,12.19,-5.72620286,-4.447006634,-3.246518154,7.1061820552,1219.48272900724,786.491610214609,1890.85059145278,4.74648544634655,115.178770375755,61.9552993225574,214.124526720521
"HER42PB",7.3,13.23,-5.664094326,-4.147988353,-3.260813043,7.14841585832,1272.08918866882,820.419552105687,1972.41874571956,4.52367397942682,92.1736206397075,49.5807017017698,171.356516753966
"HER42PB",7.4,14.27,-4.545874553,-4.247072429,-3.593809689,7.90880530396,2721.13759132458,1754.96695025655,4219.21893733514,3.82667602814732,45.9096818395773,24.6950724590573,85.348965470971
"HER42PB",7.5,15.32,-5.333691455,-4.094379284,-3.48824348,7.3730898106,1592.54685706158,1027.09510529291,2469.2995603493,4.20927949180467,67.3080263504456,36.2053606384936,125.129824183427
"HER42PB",7.6,16.36,-5.577571164,-4.270526174,-3.707969208,7.20725160848,1349.17909470261,870.137816157826,2091.94933926695,4.38983882978982,80.6274231944961,43.3699380651926,149.891414675589
"HER42PB",7.7,17.41,-5.409644049,-4.126490447,-3.458035879,7.32144204668,1512.38332537258,975.394541095583,2345.0032028023,4.28462172567304,72.5750882340061,39.0385424347729,134.921621138246
"HER42PB",7.8,18.45,-5.240858868,-4.188021161,-3.460348112,7.43621596976,1696.31913820275,1094.02186575372,2630.20210903233,4.21912768347716,67.9741634340101,36.5636794698846,126.368214620171
"HER42PB",7.9,19.5,-5.149948551,-4.110597726,-3.41220119,7.49803498532,1804.49307296575,1163.78742299475,2797.92957549091,4.13627761203723,62.5694795465911,33.6564700345307,116.32056976607
"HER42PB",8,20.54,-4.878033702,-3.955252451,-3.699020988,7.68293708264,2170.98678464589,1400.15340225507,3366.19088416748,3.79351329196089,44.4121593846892,23.8895468258859,82.5649777112462
"HER42PB",8.1,21.58,-4.926848983,-4.023844088,-3.366302763,7.64974269156,2100.10514511399,1354.43908955178,3256.28642480614,3.97394296179528,53.1938592362515,28.6132718759922,98.8907061278891
"HER42PB",8.2,22.63,-4.824600429,-4.168840781,-3.338004198,7.71927170828,2251.3193661105,1451.96299319552,3490.74935929975,4.01374060797576,55.3535396804269,29.7749759636765,102.905686939613
"HER42PB",8.3,23.67,-4.59243489,-3.63134463,-3.311501044,7.8771442748,2636.33315656374,1700.2732880489,4087.7266973787,3.58023112296987,35.88183300458,19.3010369600954,66.7065682756047
"HER42PB",8.4,24.72,-5.176443181,-3.921826644,-3.251152319,7.48001863692,1772.27380534952,1143.00797030988,2747.97247500954,4.0940097324128,59.9799135743967,32.2635281373442,111.50640491261
"HER42PB",8.5,25.76,-4.962108253,-3.789137397,-3.210622683,7.62576638796,2050.35122753103,1322.35086245064,3179.14123672674,3.9067430009763,49.7366955135476,26.7536443374411,92.4636228771796
"HER42PB",8.6,26.81,-4.716050708,-3.76951656,-3.193247028,7.79308551856,2423.78468896584,1563.19255492051,3758.16286993765,3.76718693188549,43.2582052386901,23.2688284913643,80.4197048926256
"HER42PB",8.7,27.85,-4.909300401,-3.967592857,-3.302837206,7.66167572732,2125.31589614591,1370.69847863715,3295.37657538046,3.95231381914868,52.0556750131157,28.0010362704328,96.774750580659
"HER42PB",8.8,28.89,-5.133095826,-3.933840012,-3.616031234,7.50949483832,1825.29124269024,1177.20096761251,2830.17786453121,3.95235923287296,52.0580391088687,28.0023079306487,96.779145582295
"HER42PB",8.9,29.94,-5.247191675,-4.040039217,-3.540707973,7.431909661,1689.02997020652,1089.32079919648,2618.8999993025,4.10764596219876,60.8034154281064,32.7064943512812,113.037346284044
"HER42PB",9,30.98,-4.844848842,-3.793037547,-3.584529163,7.70550278744,2220.53355802134,1432.10803403958,3443.01488791357,3.71774830319363,41.1715837338056,22.1464232122816,76.5405452113697
"HER42PB",9.1,32.03,-4.903597489,-3.872040712,-3.398012932,7.66555370748,2133.57383072907,1376.02434026099,3308.18079156108,3.86010208072509,47.4701969136521,25.5344821714223,88.2500604434768
"HER42PB",9.2,33.07,-4.992364488,-4.0431202,-3.594713538,7.60519214816,2008.59780500465,1295.42246425883,3114.40109584467,3.94449009995042,51.6499950614738,27.7828187746987,96.0205662169787
"HER42PB",9.3,34.12,-5.095264752,-4.057277085,-3.447737988,7.53521996864,1872.85628309898,1207.87750310675,2903.92912205216,4.06103918988103,58.0345887109204,31.2171271052522,107.889924511312
"HER42PB",9.4,35.16,-4.94056503,-4.0961428,-3.691397894,7.6404157796,2080.60871141388,1341.86508487791,3226.05652296645,3.91434770191228,50.116370034304,26.9578733676858,93.1694615208774
"HER42PB",9.5,36.2,-5.398600498,-4.17387675,-3.231391817,7.32895166136,1523.78349325328,982.74695058851,2362.67956152977,4.3828763016327,80.0680022422433,43.069022432641,148.851416191077
"HER42PB",9.6,37.25,-5.20047086,-3.991214028,-3.275593992,7.4636798152,1743.55221701039,1124.48430636332,2703.43864848891,4.14100449117001,62.8659380235126,33.8159366933123,116.87170458767
"HER42PB",9.7,38.29,-5.406092258,-4.021679365,-3.30895114,7.32385726456,1516.04047525056,977.753178596475,2350.67374150311,4.27066616483405,71.5692966910451,38.4975215860787,133.051791851013
"HER42PB",9.8,39.34,-5.863892375,-4.536786885,-3.459747081,7.012553185,1110.48616510574,716.195507603514,1721.84760976459,4.81850818315392,123.780295443742,66.5821073573984,230.115298963087
"HER42PB",9.9,40.38,-5.705663421,-4.576653655,-3.749226859,7.12014887372,1236.6345221439,797.553465443264,1917.44504615517,4.63984367318331,103.528162090184,55.6883725159281,192.46531836975
"HER42PB",10,41.43,-5.774551546,-4.480793437,-3.671403342,7.07330494872,1180.04157361948,761.054482593382,1829.69570158137,4.65420345342141,105.025528945667,56.493814451317,195.249016860465
"HER42PB",10.1,42.43,-5.410086831,-4.195433017,-3.932456008,7.32114095492,1511.92802776197,975.100902044878,2344.29724794469,4.16509024496352,64.3984938209601,34.640306955728,119.720821518947
"HER42PB",10.2,43.43,-5.693125287,-4.446818119,-3.952185067,7.12867480484,1247.2230573198,804.382421591816,1933.86294000781,4.48574265306296,88.7428314823086,47.7352611881596,164.978465467176
"HER42PB",10.3,44.43,-5.920084494,-4.32899572,-3.758853519,6.97434254408,1068.85423367483,689.345463721305,1657.29584507207,4.63142882122386,102.660643073668,55.2217292260157,190.852546343913
"HER42PB",10.4,45.43,-5.869417113,-4.389264302,-3.720628152,7.00879636316,1106.3220931634,713.509936443646,1715.39107068639,4.64607969220703,104.175782867494,56.0367313235006,193.669285836876
"HER42PB",10.5,46.43,-5.010854362,-4.069527552,-3.799863985,7.59261903384,1983.50157467274,1279.23693400525,3075.48851361814,3.90104986757304,49.4543423706366,26.6017650160467,91.9387107523441
"HER42PB",10.6,47.43,-4.992642678,-4.247474313,-3.831313916,7.60500297896,2008.21787610131,1295.17743340448,3113.81200280177,3.98595720579059,53.8367977164859,28.9591120500014,100.085968912354
"HER42PB",10.7,48.43,-4.895956132,-4.13963005,-3.643193164,7.67074983024,2144.68899514163,1383.19293998667,3325.41524245051,3.93189663176976,51.003621079862,27.4351306254466,94.8189166209154
"HER42PB",10.8,49.44,-4.989752083,-4.229836726,-3.245117499,7.60696858356,2012.16912041621,1297.72574379023,3119.93854520544,4.17252570073439,64.8791105614554,34.8988333657571,120.614318052698
"HER42PB",10.9,50.44,-4.86247755,-4.033496302,-3.535272105,7.693515266,2194.07377485196,1415.04309578682,3401.98806935726,3.88702161518119,48.765427805382,26.2311940509394,90.6579755547485
"HER42PB",11,51.44,-4.585160597,-3.960555736,-3.415524553,7.88209079404,2649.4061354607,1708.70455810989,4107.99680805054,3.73695209064594,41.9698746484066,22.5758283222618,78.0246178726474
"HER42PB",11.1,52.44,-4.17438727,-3.893614606,-3.524536895,8.1614166564,3503.14584414436,2259.31433897442,5431.75006401127,3.45674134729084,31.7134647839394,17.0588485780357,58.9573114504995
"HER42PB",11.2,53.44,-4.940185709,-3.685393656,-3.501946607,7.64067371788,2081.1454492659,1342.21124789233,3226.88875376465,3.73413217157769,41.8516897128867,22.5122559900371,77.8049046971972
"HER42PB",11.3,54.44,-5.083276376,-3.940941276,-3.449554709,7.54337206432,1888.18638805602,1217.76448112261,2927.69898556523,3.98439763475512,53.7529008446954,28.9139834574053,99.9299993885708
"HER42PB",11.4,55.44,-5.024414709,-3.710472736,-3.268834896,7.58339799788,1965.29570282527,1267.49526261944,3047.25967303527,3.87519334193748,48.192014927959,25.9227520842448,89.591965207589
"HER42PB",11.5,56.45,-4.283982458,-3.844031174,-3.851765164,8.08689192856,3251.56575006173,2097.06059926458,5041.66633557573,3.36898935910958,29.049153954649,15.6257010077109,54.0041912400909
"HER42PB",11.6,57.45,-4.194215902,-4.154083801,-3.650739508,8.14793318664,3456.22829955096,2229.05539859187,5359.00277138158,3.57826870082597,35.81148674803,19.2631973185837,66.5757901917513
"HER42PB",11.7,58.45,-5.322756542,-4.326622923,-3.827374852,7.38052555144,1604.43275824218,1034.76078299053,2487.72906553433,4.22585627789031,68.4330761978614,36.810531190515,127.221362105989
"HER42PB",11.8,59.45,-5.339180651,-4.421600428,-3.965873485,7.36935715732,1586.61351226044,1023.26846158931,2460.0997018686,4.24525320556349,69.7734249267731,37.5315122048584,129.713154094064
"HER42PB",11.9,60.45,-5.53479794,-4.272117535,-3.89032217,7.2363374008,1388.99730262804,895.818119553859,2153.68886227576,4.30207896711058,73.8531725262783,39.7260310633531,137.297659650369
"HER42PB",12,61.45,-5.196526462,-4.404939209,-3.759801247,7.46636200584,1748.23503374341,1127.50443611595,2710.69951949484,4.22057231887051,68.0724322805773,36.6165388274146,126.550902542554
"HER42PB",12.1,62.45,-5.152874038,-4.245511937,-3.700739919,7.49604565416,1800.90690688632,1161.47456569287,2792.36909965059,4.12039408960888,61.5835069030421,33.1261098817383,114.487585050479
"HER42PB",12.2,63.46,-5.299441734,-4.217636564,-3.590158487,7.39637962088,1630.07225474049,1051.29668662113,2527.48400093867,4.22750453572959,68.5459645611776,36.8712544671785,127.431228622956
"HER42PB",12.3,64.46,-5.609346556,-4.139072475,-3.633367997,7.18564434192,1320.33971447512,851.5381836635,2047.23287230667,4.35710313668884,78.0307622444733,41.9731797400861,145.064059815284
"HER42PB",12.4,65.46,-5.213854573,-4.082641123,-3.65601779,7.45457889036,1727.75626723184,1114.29688699223,2678.94647629911,4.07426978967905,58.8075230459579,31.6328927704672,109.326857707734
"HER42PB",12.5,66.46,-4.668784277,-3.796643329,-3.680095624,7.82522669164,2502.95344515414,1614.25154989612,3880.91679330408,3.59336987299849,36.3563861297455,19.5563017178121,67.5887921698024
"HER42PB",12.6,67.46,-5.057820837,-4.025319573,-3.647819813,7.56068183084,1921.15496961571,1239.02719537071,2978.81792350398,3.95286352274628,52.0842980713245,28.0164327721759,96.827962633299
"HER42PB",12.7,68.46,-5.242115308,-4.158381084,-3.639026624,7.43536159056,1694.87045736402,1093.08755541177,2627.95587876143,4.14168779683727,62.9089093548473,33.8390512107398,116.95159097606
"HER42PB",12.8,69.46,-5.173371765,-3.778135466,-3.431750674,7.4821071998,1775.97917873829,1145.39770901931,2753.71778594922,3.94558010416812,51.7063244680032,27.8131186748522,96.1252861013306
"HER42PB",12.9,70.46,-4.379211021,-3.937378269,-3.31086239,8.02213650572,3047.68177162181,1965.56793054043,4725.53710139239,3.65451037153541,38.648593030411,20.7892925213835,71.850147940048
"HER42PB",13,71.47,-4.925124042,-4.016199826,-3.400864326,7.65091565144,2102.56992945697,1356.02872437041,3260.10815907253,3.95672981356306,52.2860609002093,28.1249621167325,97.2030523317202
"HER42PB",13.1,72.47,-5.224276282,-4.253591478,-3.585460492,7.44749212824,1715.55535311564,1106.42804526033,2660.02853254794,4.20594396642968,67.0838927301065,36.0847979211538,124.713145786699
"HER42PB",13.2,73.47,-5.595374994,-4.473232208,-3.499330968,7.19514500408,1332.94359383387,859.666913276497,2066.7756277498,4.59233882340293,98.7250608373464,53.1047577158632,183.536053200489
"HER42PB",13.3,74.47,-5.077848806,-4.097019553,-3.190298272,7.54706281192,1895.1680833485,1222.26724663293,2938.52434812192,4.16196444301912,64.1975111633934,34.5321972696498,119.347182207726
"HER42PB",13.4,75.47,-5.409119571,-4.164672659,-3.48624709,7.32179869172,1512.9228055799,975.742472761073,2345.83968571824,4.29744168007883,73.5114870262503,39.5422365380309,136.662444968513
"HER42PB",13.5,76.47,-5.045410762,-4.298196361,-3.536854075,7.56912068184,1937.43590974675,1249.52740379096,3004.06209018542,4.14566934633132,63.1598835926826,33.9740516450786,117.418167756835
"HER42PB",13.6,77.47,-5.592175021,-4.156248036,-3.512733479,7.19732098572,1335.84721258606,861.53956939006,2071.27779010465,4.397302574741,81.2314570906637,43.6948512476823,151.014351408791
"HER42PB",13.7,78.48,-4.957718703,-4.266932799,-3.666616605,7.62875128196,2056.48045159931,1326.30383627484,3188.644812857,4.03382770966544,56.4766743567298,30.3791163345355,104.993664439479
"HER42PB",13.8,79.48,-4.455952265,-3.510656836,-3.255589573,7.9699524598,2892.71984047171,1865.62698356906,4485.2632113256,3.45782646095574,31.7478961755461,17.0773694145243,59.0213215576404
"HER42PB",13.9,80.48,-5.229245378,-4.118054307,-3.314559069,7.44411314296,1709.76829952105,1102.69575041782,2651.05550369578,4.22009692398121,68.040078685145,36.5991356490108,126.490755188254
"HER42PB",14,81.48,-5.043037945,-4.289266143,-3.328339522,7.5707341974,1940.56451608238,1251.54516310489,3008.91310365155,4.20968545339792,67.3353563711554,36.2200616081952,125.18063239861
"HER42PB",14.1,82.48,-5.61781887,-4.379314082,-3.391006335,7.1798831684,1312.7548780332,846.646429082216,2035.47231831838,4.5874742298212,98.2459697764694,52.8470519773615,182.645393000423
"HER42PB",14.2,83.48,-5.382592862,-4.310520128,-3.350692265,7.33983685384,1540.46077290439,993.502773704987,2388.53826648888,4.41395034723052,82.5950992151075,44.4283619086586,153.549447273768
"HER42PB",14.3,84.48,-5.117166395,-4.052265164,-3.294579462,7.5203268514,1845.17029199573,1190.02173589887,2861.00102523922,4.12253930634125,61.7157586761287,33.1972488438994,114.733449355401
"HER42PB",14.4,85.49,-5.036818707,-4.086076746,-3.164223823,7.57496327924,1948.78870035331,1256.84925784612,3021.66498879352,4.14097819740375,62.864285062964,33.8150475566665,116.868631630787
"HER42PB",14.5,86.49,-5.179291043,-4.060915266,-3.373656228,7.47808209076,1768.84503637355,1140.79662449184,2742.65604887905,4.13684520870112,62.6050038552293,33.6755787571515,116.386611674222
"HER42PB",14.6,87.49,-5.228043351,-4.290594394,-3.487908247,7.44493052132,1711.16639843976,1103.59743852185,2653.22330493188,4.26322270743743,71.038551420619,38.2120307618061,132.065103249734
"HER42PB",14.7,88.49,-5.212450116,-4.453607676,-3.621704337,7.45553392112,1729.40711579293,1115.36158312293,2681.50617468917,4.30563706315229,74.1164172544007,39.8676318624648,137.787048038845
"HER42PB",14.8,89.49,-5.435572877,-4.36253743,-3.533917737,7.30381044364,1485.95128728482,958.347496719792,2304.0194039647,4.41511848248405,82.6916378363751,44.4802905684047,153.728918599271
"HER42PB",14.9,90.49,-5.218391425,-4.256044016,-3.251769144,7.451493831,1722.43425017815,1110.86451221349,2670.69450285633,4.31704033084744,74.9664238163126,40.3248551059288,139.367263317971
"HER42PB",15,91.49,-5.342781641,-4.237000863,-3.431375699,7.36690848412,1582.73316706173,1020.76587678763,2454.08309102247,4.31881975593807,75.0999397073399,40.3966740441404,139.615477697085
"HER42PB",15.1,92.49,-4.927465752,-3.924326258,-3.434835741,7.64932328864,2099.224539561,1353.87115294813,3254.92101511963,3.89188765416784,49.0033005579585,26.3591471237016,91.1001958562762
