Site,depth,SH20_age,Ti,Ti_ppm,Ti_lower_RMSE,Ti_upper_RMSE
BI10,4.1,-25.59,-7.437751522,410.2252833,263.0900793,639.6470118
BI10,4.2,-24.58,-7.675501808,349.8182693,224.349205,545.4568983
BI10,4.3,-23.57,NA,NA,NA,NA
BI10,4.4,-22.56,-8.782125584,166.6633415,106.886322,259.8711312
BI10,4.5,-21.55,-8.165319888,251.9512648,161.5840879,392.8569989
BI10,4.6,-20.54,NA,NA,NA,NA
BI10,4.7,-19.53,-7.786901457,324.6592023,208.2139223,506.2274246
BI10,4.8,-18.52,NA,NA,NA,NA
BI10,4.9,-17.51,NA,NA,NA,NA
BI10,5,-16.5,-7.939247941,293.1557037,188.0097607,457.1053456
BI10,5.1,-15.49,-8.504062921,200.7936659,128.7751478,313.0891089
BI10,5.2,-14.48,NA,NA,NA,NA
BI10,5.3,-13.47,-9.094974413,135.1475498,86.67427643,210.7298841
BI10,5.4,-12.46,NA,NA,NA,NA
BI10,5.5,-11.45,-8.000170628,281.4305432,180.4900549,438.8227965
BI10,5.6,-10.44,NA,NA,NA,NA
BI10,5.7,-9.43,-8.26178468,236.1823709,151.4710117,368.2692266
BI10,5.8,-8.42,NA,NA,NA,NA
BI10,5.9,-7.41,NA,NA,NA,NA
BI10,6,-6.4,-7.485987902,397.179415,254.7233631,619.3051388
BI10,6.1,-5.39,NA,NA,NA,NA
BI10,6.2,-4.38,-7.30251966,449.1297529,288.040711,700.3091132
BI10,6.3,-3.37,-7.497854084,394.0342222,252.7062543,614.4009721
BI10,6.4,-2.36,-8.503815215,200.826993,128.7965214,313.1410744
BI10,6.5,-1.35,-8.385694018,217.3665302,139.4038349,338.9304784
BI10,6.6,-0.34,-7.503611152,392.5172668,251.7333842,612.0356474
BI10,6.7,0.67,-8.87626526,156.4759425,100.35283,243.9863487
BI10,6.8,1.68,NA,NA,NA,NA
BI10,6.9,2.69,NA,NA,NA,NA
BI10,7,3.7,NA,NA,NA,NA
BI10,7.1,4.71,-7.51874293,388.557917,249.1941315,605.8619999
BI10,7.2,5.72,-7.939871576,293.0332383,187.9312198,456.9143904
BI10,7.3,6.73,-8.208627908,244.7455995,156.9628733,381.6215084
BI10,7.4,7.74,NA,NA,NA,NA
BI10,7.5,8.75,NA,NA,NA,NA
BI10,7.6,9.76,NA,NA,NA,NA
BI10,7.7,10.77,NA,NA,NA,NA
BI10,7.8,11.78,NA,NA,NA,NA
BI10,7.9,12.79,-7.641701597,357.8306859,229.487814,557.9503223
BI10,8,13.8,-8.014973289,278.6531717,178.7088412,434.492158
BI10,8.1,14.81,-7.850785308,311.0562748,199.4899469,485.0169523
BI10,8.2,15.82,-8.2321017,240.9264888,154.5135602,375.6665298
BI10,8.3,16.83,-7.191720776,483.7397619,310.2371733,754.275043
BI10,8.4,17.84,NA,NA,NA,NA
BI10,8.5,18.85,NA,NA,NA,NA
BI10,8.6,19.86,-8.046495988,272.8296718,174.9740519,425.4118199
BI10,8.7,20.87,-7.445497205,408.1018896,261.7282816,636.3360934
BI10,8.8,21.88,-8.183498911,248.9011251,159.6279396,388.1010445
BI10,8.9,22.88,-7.301747416,449.3621942,288.1897828,700.6715492
BI10,9,23.89,-6.705614115,669.9737569,429.6747568,1044.66187
BI10,9.1,24.9,-6.992990958,552.6340666,354.4212078,861.6990316
BI10,9.2,25.91,-6.794878665,631.0791523,404.7304517,984.0151509
BI10,9.3,26.92,-7.632304223,360.0907816,230.9372828,561.4743943
BI10,9.5,28.94,NA,NA,NA,NA
BI10,9.6,29.95,NA,NA,NA,NA
BI10,9.7,30.96,-7.742570796,334.446714,214.4909543,521.4886795
BI10,9.8,31.97,-9.022419166,141.8796494,90.9917787,221.2269635
BI10,9.9,32.98,NA,NA,NA,NA
BI10,10,33.99,-7.171656823,490.2865072,314.4358022,764.4831073
BI10,10.1,34.97,NA,NA,NA,NA
BI10,10.2,35.95,NA,NA,NA,NA
BI10,10.3,36.93,NA,NA,NA,NA
BI10,10.4,37.91,-8.740153869,171.4166098,109.934739,267.2827022
BI10,10.5,38.89,NA,NA,NA,NA
BI10,10.6,39.87,-9.298557272,117.9153068,75.62270946,183.8603731
BI10,10.7,40.85,-6.654658651,693.2416943,444.5972,1080.942585
BI10,10.8,41.83,-9.302258441,117.6232646,75.43541383,183.405004
BI10,10.9,42.81,NA,NA,NA,NA
BI10,11,43.78,-8.380479598,218.1272633,139.8917164,340.1166576
BI10,11.1,44.76,-6.924308,578.6591635,371.1119021,902.2788694
BI10,11.2,45.74,-7.740229525,334.9717562,214.82768,522.3073556
BI10,11.3,46.72,-6.932076162,575.6552583,369.1854055,897.5950066
BI10,11.4,47.7,-7.897807494,301.4092509,193.3030141,469.9747542
BI10,11.5,48.68,-7.701961632,343.67131,220.4069711,535.8722035
BI10,11.6,49.66,-6.47824559,780.219628,500.3788214,1216.563615
BI10,11.7,50.64,-7.871692664,306.7293967,196.714987,478.2702336
BI10,11.8,51.62,-7.28829154,453.4317075,290.7996867,707.01697
BI10,11.9,52.6,NA,NA,NA,NA
BI10,12,53.58,-7.633876597,359.711629,230.6941206,560.8831976
BI10,12.1,54.56,-8.126586381,258.5753459,165.8323146,403.1856496
BI10,12.2,55.54,-8.286567171,232.2931138,148.9767116,362.2048717
BI10,12.3,56.51,-8.364997266,220.401709,141.3503883,343.663105
BI10,12.4,57.49,-8.046426194,272.8424303,174.9822342,425.4317136
BI10,12.5,58.47,-7.715742898,340.5126438,218.3812215,530.9470284
BI10,12.6,59.45,-8.833341236,161.0413834,103.2807875,251.1050486
BI10,12.7,60.43,-8.677804588,178.7290417,114.6244263,278.6846695
BI10,12.8,61.41,-8.816556769,162.8626105,104.4487964,253.9448113
BI10,12.9,62.39,NA,NA,NA,NA
BI10,13,63.37,-7.198617772,481.5095633,308.8068784,750.7975883
BI10,13.1,64.35,-7.384610383,425.0943071,272.6260411,662.8316546
BI10,13.2,65.33,-7.012257532,545.5461777,349.8755269,850.6471849
BI10,13.3,66.31,-6.809207254,625.0496831,400.8635678,974.6136535
BI10,13.4,67.29,-7.580092182,372.9104231,239.1589128,581.4635214
BI10,13.5,68.27,NA,NA,NA,NA
BI10,13.6,69.24,-9.049584593,139.3206795,89.35063269,217.2368695
BI10,13.7,70.22,-7.837716844,313.7918019,201.2443245,489.2823447
BI10,13.8,71.2,-8.470800152,205.3188011,131.677256,320.1449616
BI10,13.9,72.18,-7.276118317,457.1450459,293.1811647,712.8070222
BI10,14,73.16,-7.312070301,446.2649788,286.2034434,695.8421917
BI10,14.1,74.14,-8.093133188,264.4363988,169.5911879,412.3245426
BI10,14.2,75.12,-8.359228581,221.2552142,141.8977674,344.9939396
BI10,14.3,76.1,NA,NA,NA,NA
BI10,14.4,77.08,NA,NA,NA,NA
BI10,14.5,78.06,NA,NA,NA,NA
BI10,14.6,79.04,-7.731687028,336.8944551,216.0607659,525.305339
BI10,14.7,80.02,-7.849616287,311.3000032,199.6462574,485.3969878
BI10,14.8,80.99,-8.688213028,177.486983,113.8278559,276.7479796
BI10,14.9,81.97,-7.16326921,493.0495268,316.2078116,768.7913675
BI10,15,82.95,-8.450079506,208.1890854,133.5180576,324.6204752
BI10,15.1,83.93,-7.265126647,460.5240805,295.3482435,718.0758086
BI10,15.2,84.91,-6.866085057,601.6783572,385.8748184,938.1717289
BI10,15.3,85.89,-7.183633585,486.36798,311.9227303,758.3731129
BI10,15.4,86.87,-6.676406863,683.2134995,438.1658105,1065.306043
BI10,15.5,87.85,-6.143885621,976.1308389,626.0227008,1522.039717
BI10,15.6,88.83,-7.049780105,532.0020429,341.1892571,829.5283858
BI10,15.7,89.81,-8.269221223,235.0085228,150.7181868,366.4388947
BI10,15.8,90.79,NA,NA,NA,NA
BI10,15.9,91.77,-7.836671851,314.0115787,201.3852741,489.6250333
BI10,16,92.75,-7.700890675,343.9179968,220.565179,536.2568518
BI10,16.1,93.72,-7.050474068,531.7547435,341.0306564,829.1427823
BI10,16.2,94.7,-8.020810385,277.5655279,178.0113019,432.7962409
BI10,16.3,95.68,-7.107027595,511.9830462,328.3504594,798.3136071
BI10,16.4,96.66,-7.716601454,340.3168264,218.2556377,530.6416985
BI10,16.5,97.64,-6.755745639,647.8443209,415.4824695,1010.156372
BI10,16.6,98.62,-7.386149534,424.6561625,272.3450455,662.1484742
BI10,16.7,99.6,-6.93184376,575.7449,369.2428954,897.7347811
BI10,16.8,100.58,NA,NA,NA,NA
BI10,16.9,101.56,-7.726026902,338.1744801,216.8816853,527.3012281
BI10,17,102.54,-6.941028856,572.2126378,366.9775471,892.2270733
BI10,17.1,103.52,NA,NA,NA,NA
BI10,17.2,104.5,-7.115672383,509.0262075,326.4541478,793.703133
BI10,17.3,105.48,-7.750002814,332.7854921,213.4255617,518.8984061
BI10,17.4,106.45,NA,NA,NA,NA
BI10,17.5,107.43,-7.981277654,285.015616,182.7892723,444.4128496
BI10,17.6,108.41,-7.343911234,436.8454508,280.1624106,681.1547182
BI10,17.7,109.39,-6.734311842,657.2149053,421.4921132,1024.76753
BI10,17.8,110.37,-8.857633734,158.4414933,101.6133981,247.0511494
BI10,17.9,111.35,-6.634560352,702.639926,450.6245747,1095.596852
BI10,18,112.33,-7.226717971,472.5289236,303.0473182,736.794455
BI10,18.1,113.31,-6.489478948,774.369465,496.6269321,1207.441702
BI10,18.2,114.29,-6.082387125,1017.191448,652.3561312,1586.063797
BI10,18.3,115.27,-7.13312665,503.1081438,322.6587117,784.4753454
BI10,18.4,116.25,-6.914997285,582.2802256,373.4342005,907.9250391
BI10,18.5,117.23,-6.60087867,718.6764748,460.9093062,1120.601968
BI10,18.6,118.2,-6.370359107,838.7053044,537.8874828,1307.757868
BI10,18.7,119.18,-7.755100757,331.6507617,212.6978242,517.1290687
BI10,18.8,120.16,-6.972077431,560.4321158,359.4223364,873.8582014
BI10,18.9,121.14,NA,NA,NA,NA
BI10,19,122.12,-6.866036565,601.6979057,385.8873555,938.2022102
BI10,19.1,123.1,-7.966910382,287.7724443,184.557311,448.7114559
BI10,19.2,124.08,-7.491668712,395.6705668,253.7556924,616.9524553
BI10,19.3,125.06,-6.73571015,656.599471,421.0974162,1023.807909
BI10,19.4,126.04,-6.969485172,561.4063274,360.0471282,875.3772486
BI10,19.5,127.02,-6.557187556,740.0252724,474.6009461,1153.890249
BI10,19.6,128,-7.095135448,516.0786879,330.9771202,804.6997688
BI10,19.7,128.98,-6.913334922,582.9291208,373.850357,908.9368341
BI10,19.8,129.96,-6.584410295,726.6501245,466.0230528,1133.034944
BI10,19.9,130.93,-6.298140096,880.2853671,564.5540546,1372.591909
BI10,20,131.91,-6.325494165,864.2991172,554.3015814,1347.665222
BI10,20.1,132.99,-7.594205082,369.4009336,236.9081694,575.9913222
BI10,20.2,134.07,-6.009167741,1068.336039,685.1567288,1665.811404
BI10,20.3,135.16,-5.609496545,1396.378411,895.5403821,2177.314063
BI10,20.4,136.24,-6.043208498,1044.245931,669.7070023,1628.248712
BI10,20.5,137.32,-8.099904615,263.2394063,168.8235199,410.4581226
BI10,20.6,138.4,-7.785951774,324.8658446,208.3464484,506.5496332
BI10,20.7,139.48,-7.241366283,467.9140336,300.0876475,729.5986513
BI10,20.8,140.56,NA,NA,NA,NA
BI10,20.9,141.64,-7.35258354,434.3145443,278.5392625,677.2083823
BI10,21,142.72,-6.813748505,623.1507737,399.6457389,971.6527639
BI10,21.1,143.8,-6.812942801,623.4872545,399.8615344,972.1774243
BI10,21.2,144.88,-7.198400698,481.579599,308.8517944,750.9067919
BI10,21.3,145.96,-6.67575184,683.5134044,438.3581487,1065.773672
BI10,21.4,147.04,-8.011141867,279.369408,179.1681856,435.6089552
BI10,21.5,148.12,-7.026677267,540.3009133,346.5115776,842.4684649
BI10,21.6,149.2,-6.420637012,810.9230784,520.0698876,1264.438213
BI10,21.7,150.29,-6.907112215,585.3645502,375.4122727,912.7342966
BI10,21.8,151.37,-7.806959691,320.3252888,205.4344504,499.4697357
BI10,21.9,152.45,-6.553115733,742.0469076,475.8974829,1157.042499
BI10,22,153.53,-7.24514875,466.7297225,299.3281123,727.7520048
BI10,22.1,154.61,-5.683020483,1329.25814,852.4940897,2072.65625
BI10,22.2,155.69,-7.03859386,536.0042627,343.7560036,835.7688785
BI10,22.3,156.77,-7.12625276,505.4305553,324.1481456,788.096584
BI10,22.4,157.85,-7.670358557,351.0258146,225.123641,547.339773
BI10,22.5,158.93,-7.396099306,421.8346722,270.5355371,657.7490432
BI10,22.6,160.01,-7.950243912,291.0038737,186.6297259,453.7500876
BI10,22.7,161.09,NA,NA,NA,NA
BI10,22.8,162.17,-6.599321357,719.4267331,461.3904699,1121.771814
BI10,22.9,163.25,-6.704101926,670.6528959,430.1103094,1045.720823
BI10,23,164.33,-6.559370995,738.9434776,473.9071579,1152.203452
BI10,23.1,165.41,-6.435980385,802.6294433,514.7509246,1251.506297
BI10,23.2,166.5,-6.641810538,699.2350413,448.4409176,1090.287759
BI10,23.3,167.58,-7.878912912,305.2491562,195.7656633,475.9621569
BI10,23.4,168.66,-6.926385531,577.8542615,370.5956938,901.0238196
BI10,23.5,169.74,-7.316471507,444.9509674,285.3607275,693.793309
BI10,23.6,170.82,-6.845986253,609.8354769,391.1062299,950.8907822
BI10,23.7,171.9,-7.08694061,518.9200325,332.7993618,809.1301578
BI10,23.8,172.98,-6.672134206,685.1721235,439.4219362,1068.360043
BI10,23.9,174.06,-8.972768227,146.6788184,94.06963329,228.7101057
BI10,24,175.14,-7.835356802,314.2883708,201.5627894,490.0566235
BI10,24.1,176.22,-7.118188087,508.1689554,325.9043658,792.366456
BI10,24.2,177.3,-6.344474332,853.3776642,547.297318,1330.635861
BI10,24.3,178.38,-7.307972071,447.4920233,286.9903847,697.7554705
BI10,24.4,179.46,-7.908999717,299.1574998,191.8588969,466.4636935
BI10,24.5,180.54,-6.848474231,608.8197612,390.4548202,949.3070195
BI10,24.6,181.62,-6.677319579,682.7958287,437.8979454,1064.654787
BI10,24.7,182.71,-6.71551513,665.5440743,426.8338651,1037.754853
BI10,24.8,183.79,-7.405394341,419.2157868,268.8559654,653.6655254
BI10,24.9,184.87,-7.657729028,354.0087219,227.0366711,551.9908947
BI10,25,185.95,-7.458762692,404.4908016,259.41238,630.705476
BI10,25.1,187.03,-6.829872838,616.4549207,395.3514826,961.2122023
BI10,25.2,188.11,-6.897066781,589.3175996,377.9474847,918.8981201
BI10,25.3,189.19,-6.62905836,705.2348718,452.2887932,1099.643042
BI10,25.4,190.27,-6.437276537,801.932725,514.3040977,1250.419933
BI10,25.5,191.35,-6.78462919,635.4277807,407.5193607,990.7957841
BI10,25.6,192.43,-6.438026612,801.5298147,514.045699,1249.791692
BI10,25.7,193.51,-6.366001734,841.1574314,539.4601072,1311.581366
BI10,25.8,194.59,-7.267861367,459.6810522,294.8075835,716.76131
BI10,25.9,195.67,-8.50671347,200.4373992,128.546663,312.5335973
BI10,26,196.75,-8.044749665,273.1490794,175.1788977,425.9098587
BI10,26.1,197.84,-6.984570111,555.7608223,356.4264923,866.5744501
BI10,26.2,198.92,-7.067246773,525.8124877,337.2197051,819.8772729
BI10,26.3,200,-8.312626026,228.2726078,146.3982375,355.935866
BI10,26.4,201.08,-7.05865988,528.8463207,339.1653955,824.607801
BI10,26.5,202.16,-6.946803393,570.0030584,365.560476,888.7817692
BI10,26.6,203.24,-7.403451021,419.7619714,269.2062504,654.5171681
BI10,26.7,204.32,-8.000756618,281.3200717,180.4192062,438.6505429
BI10,26.8,205.4,-6.777978733,638.2654413,409.3392396,995.2204287
BI10,26.9,206.48,-7.473471469,400.5241706,256.8684576,624.5204752
BI10,27,207.56,-6.661641589,690.005891,442.5219799,1075.897133
BI10,27.1,208.64,-6.915771841,581.9781282,373.2404562,907.4539914
BI10,27.2,209.72,-6.965229432,563.0093752,361.0752121,877.8768135
BI10,27.3,210.8,-8.292423318,231.3834698,148.393329,360.7865022
BI10,27.4,211.88,-7.153102116,496.4196226,318.3691576,774.046216
BI10,27.5,212.96,-6.974453628,559.5405884,358.8505725,872.4680802
BI10,27.6,214.05,-7.262152631,461.4426313,295.9373383,719.5080662
BI10,27.7,215.13,-7.761168854,330.3051314,211.8348301,515.030884
BI10,27.8,216.21,-6.901123582,587.717976,376.921597,916.4038944
BI10,27.9,217.29,-8.675295238,179.0297853,114.8173024,279.1536063
BI10,28,218.37,-6.363520593,842.5569047,540.3576324,1313.763506
BI10,28.1,219.45,-6.032868191,1051.505591,674.3628454,1639.568395
BI10,28.2,220.53,-6.895224717,590.0453742,378.4142289,920.0329083
BI10,28.3,221.61,-7.049677049,532.0387776,341.2128161,829.5856646
BI10,28.4,222.69,-6.63596999,701.9766257,450.1991798,1094.562596
BI10,28.5,223.77,-7.778281265,326.5397059,209.4199471,509.1596146
BI10,28.6,224.85,-6.609070368,714.7428684,458.3865636,1114.468461
BI10,28.7,225.93,-6.563855527,736.7265538,472.4853765,1148.746696
BI10,28.8,227.01,-6.435593768,802.8373782,514.8842796,1251.830521
BI10,28.9,228.09,-7.260499929,461.9538747,296.2652144,720.3052264
BI10,29,229.17,-7.025948487,540.5647972,346.6808145,842.8799281
BI10,29.1,230.26,-6.880475434,595.9051199,382.1722639,929.1697631
BI10,29.2,231.34,-7.615925411,364.0641085,233.4854995,567.6698356
BI10,29.3,232.42,-6.711334798,667.410758,428.0310268,1040.665494
BI10,29.4,233.5,-7.537476363,383.7114496,246.085943,598.3051074
BI10,29.5,234.58,-8.085392006,265.8114855,170.4730733,414.4686574
BI10,29.6,235.66,-6.158470554,966.6386354,619.935059,1507.238924
BI10,29.7,236.74,-6.436225486,802.4976483,514.6664004,1251.300794
BI10,29.8,237.82,-5.73884069,1280.462651,821.2000429,1996.571498
BI10,29.9,238.9,-4.642141297,2669.817324,1712.235886,4162.933741
BI10,30,239.98,-4.635307662,2682.069204,1720.093393,4182.037583
BI10,30.1,241.39,-4.831439282,2351.798611,1508.280713,3667.060552
BI10,30.2,242.8,-5.313898473,1702.219085,1091.685404,2654.198548
BI10,30.3,244.21,-5.542292427,1460.689807,936.7852561,2277.592114
BI10,30.4,245.62,-5.855565823,1184.138635,759.4244919,1846.377516
BI10,30.5,247.04,-6.066767294,1027.892546,659.2190739,1602.749568
BI10,30.6,248.45,-5.285081114,1735.404235,1112.96806,2705.942755
BI10,30.7,249.86,-5.902382638,1147.57194,735.9731468,1789.360608
BI10,30.8,251.27,-5.944580584,1115.581429,715.456649,1739.479151
BI10,30.9,252.68,-5.956503321,1106.705403,709.7641807,1725.639137
BI10,31,254.09,-5.804942179,1224.990956,785.6243405,1910.07682
BI10,31.1,255.5,-5.790283333,1237.081391,793.3783078,1928.928925
BI10,31.2,256.91,-6.392881067,826.1444898,529.8318464,1288.172318
BI10,31.3,258.32,-6.309170801,873.8035362,560.3970573,1362.485063
BI10,31.4,259.73,-5.860910085,1179.906224,756.7101164,1839.778095
BI10,31.5,261.14,-6.322365739,866.1126276,555.4646413,1350.492953
BI10,31.6,262.55,-5.795739041,1232.567711,790.4835465,1921.890935
BI10,31.7,263.96,-6.546463784,745.3614473,478.023199,1162.210722
BI10,31.8,265.37,-7.24845502,465.6969666,298.6657743,726.1416721
BI10,31.9,266.79,-7.120230359,507.474092,325.4587284,791.2829846
BI10,32,268.2,-6.696886089,673.9030923,432.1947603,1050.788717
BI10,32.1,269.61,-7.253031015,464.271365,297.7514922,723.9187915
BI10,32.2,271.02,-6.521248662,758.0606507,486.1675884,1182.012055
BI10,32.3,272.43,-7.05365775,530.6216839,340.3039904,827.37605
BI10,32.4,273.84,-6.95533042,566.7558543,363.4779442,883.7185405
BI10,32.5,275.25,-7.042844485,534.4799376,342.7784071,833.3920626
BI10,32.6,276.66,-7.488828639,396.4241849,254.2390108,618.1275403
BI10,32.7,278.07,-7.246245183,466.386984,299.1083036,727.2175871
BI10,32.8,279.48,-6.432420542,804.5460756,515.9801198,1254.494821
BI10,32.9,280.89,-6.589201543,724.3212187,464.529454,1129.403579
BI10,33,282.3,-7.646931924,356.5789275,228.6850229,555.998508
BI10,33.1,283.71,-6.636075208,701.9271409,450.1674437,1094.485436
BI10,33.2,285.12,-7.243952753,467.1038715,299.5680656,728.3353995
BI10,33.3,286.54,-6.188469441,947.4038693,607.5992125,1477.246963
BI10,33.4,287.95,-6.396095974,824.3668994,528.6918231,1285.400597
BI10,33.5,289.36,-6.608055707,715.2289324,458.6982914,1115.22636
BI10,33.6,290.77,-4.925128467,2208.71003,1416.51361,3443.948554
BI10,33.7,292.18,-5.659957238,1349.957853,865.7694515,2104.932441
BI10,33.8,293.59,-6.059251564,1033.081593,662.5469693,1610.84063
BI10,33.9,295,-5.948008346,1113.022323,713.815416,1735.488845
BI10,34,296.41,-7.797907353,322.2739864,206.6842101,502.5082578
BI10,34.1,297.82,-6.968901228,561.6260166,360.1880217,875.7198007
BI10,34.2,299.23,-6.493123283,772.4809902,495.4157952,1204.497083
BI10,34.3,300.64,-6.727082362,660.4060131,423.5386686,1029.74329
BI10,34.4,302.05,-6.685061626,679.2632197,435.6323747,1059.146538
BI10,34.5,303.46,-7.414146083,416.7648376,267.2840964,649.8438635
BI10,34.6,304.87,-6.49001514,774.0913239,496.4485517,1207.008009
BI10,34.7,306.29,-6.865636713,601.8591228,385.9907489,938.4535891
BI10,34.8,307.7,-6.542712085,747.2373728,479.2262877,1165.135773
BI10,34.9,309.11,-5.562347805,1441.193647,924.2817694,2247.192572
BI10,35,310.52,-5.890940326,1156.403436,741.6370567,1803.131188
BI10,35.1,311.93,-6.164261724,962.8952632,617.5343194,1501.402042
BI10,35.2,313.34,-6.518804836,759.3028883,486.9642735,1183.949024
BI10,35.3,314.75,-6.8568128,605.4278655,388.2794933,944.0181794
BI10,35.4,316.16,-6.966495774,562.5318932,360.7689881,877.1322958
BI10,35.5,317.57,-6.52234249,757.5052985,485.8114239,1181.146117
BI10,35.6,318.98,-5.848493133,1189.763231,763.0317183,1855.147712
BI10,35.7,320.39,-6.168644704,960.0717757,615.7235301,1496.999496
BI10,35.8,321.8,-6.783641198,635.8485445,407.7892094,991.4518632
BI10,35.9,323.21,-6.475735334,781.5329613,501.2211024,1218.61144
BI10,36,324.62,-5.774092353,1250.574248,802.0316922,1949.967771
BI10,36.1,326.04,-6.542314757,747.4363215,479.3538796,1165.445986
BI10,36.2,327.45,-6.074901836,1022.305623,655.6360084,1594.038114
BI10,36.3,328.86,-6.177366186,954.4780586,612.1361075,1488.277449
BI10,36.4,330.27,-6.377001214,834.981181,535.4990881,1301.950999
BI10,36.5,331.68,-6.250266098,908.9787483,582.9560017,1417.33229
BI10,36.6,333.09,-6.050937611,1038.852275,666.2478848,1619.838611
BI10,36.7,334.5,-5.689249906,1323.72176,848.9434389,2064.023605
BI10,36.8,335.91,-6.645896887,697.3232566,447.2148313,1087.306793
BI10,36.9,337.32,-5.989874742,1082.235321,694.0707653,1687.483969
BI10,37,338.73,-6.195017449,943.2565561,604.9394131,1470.780233
BI10,37.1,340.14,-7.058454632,528.9190506,339.2120394,824.7212057
BI10,37.2,341.55,-6.566220248,735.5602353,471.7373807,1146.928105
BI10,37.3,342.96,-7.018749893,543.1782699,348.3569148,846.9550059
BI10,37.4,344.38,-6.00214983,1073.371184,688.3859221,1673.662494
BI10,37.5,345.79,-5.822439445,1210.71403,776.4681091,1887.81541
BI10,37.6,347.2,-6.25106056,908.4950366,582.6457825,1416.578059
BI10,37.7,348.61,-6.83570958,614.0489092,393.8084335,957.4606098
BI10,37.8,350.02,-6.084920242,1015.466547,651.2498991,1583.374231
BI10,37.9,351.43,-6.152194226,970.7120442,622.5474613,1513.590419
BI10,38,352.84,-5.716000859,1300.207862,833.8632539,2027.359375
BI10,38.1,354.25,-6.483718785,777.3637705,498.5472722,1212.110597
BI10,38.2,355.66,-6.058352641,1033.703983,662.946127,1611.811097
BI10,38.3,357.07,-6.441782858,799.5151531,512.7536346,1246.650315
BI10,38.4,358.48,-7.531230786,385.3204683,247.1178561,600.8139824
BI10,38.5,359.89,-6.604542978,716.9142262,459.7791221,1117.854168
BI10,38.6,361.3,-6.725513719,661.1004588,423.984038,1030.82611
BI10,38.7,362.71,-7.176336442,488.7516972,313.4514814,762.0899427
BI10,38.8,364.13,-6.437138128,802.0070947,514.3517933,1250.535895
BI10,38.9,365.54,-6.204476951,937.2972265,601.1175119,1461.488101
BI10,39,366.95,-6.054115512,1036.64271,664.8308231,1616.39333
BI10,39.1,368.36,-5.589311961,1415.390843,907.7336386,2206.959347
BI10,39.2,369.77,-5.866241402,1175.699138,754.011983,1833.218163
BI10,39.3,371.18,-5.903590568,1146.643571,735.3777551,1787.913041
BI10,39.4,372.59,-6.481303629,778.6226837,499.354652,1214.073567
BI10,39.5,374,-6.311734809,872.3037303,559.4351857,1360.146479
BI10,39.6,375.41,-6.441869476,799.4687554,512.7238783,1246.577969
BI10,39.7,376.82,-5.907533819,1143.618161,733.4374669,1783.195647
BI10,39.8,378.23,-6.263398263,901.0161339,577.8493324,1404.916521
BI10,39.9,379.64,-5.267913584,1755.48052,1125.843598,2737.246861
