"Location","Site","Section","sample","min_depth","max_depth","midpoint","K","K_sd","K_ICP","K_ICP_sd","K_fit_OLS","K_lwr_OLS","K_upr_OLS","K_fit_WLS","K_lwr_WLS","K_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-8.35191020062379,-8.3013824546649,7.48560726800855,6.25557599090682,7.2556586896162,5.35635095103875,9.15496642819366,7.07107658091553,4.49585145762004,9.64630170421101
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-8.35140860546614,-8.57351562284829,7.19403248256761,6.25903051977997,7.25592535761359,5.35662124730523,9.15522946792195,7.07140151102961,4.49643543335412,9.6463675887051
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.32435361368831,-8.55463000213814,7.34292552813836,6.37991334620736,7.27030887062543,5.37119830626225,9.16941943498862,7.08892756053561,4.52793368071141,9.64992144035982
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-8.17590406053768,-8.42652258112747,8.51167617120909,7.22530484583096,7.3492305756061,5.45110662274058,9.24735452847163,7.18509222541618,4.70075665864219,9.66942779219017
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-7.29190143720988,-7.44163919718184,9.70852820561717,8.28918792007013,7.81920163823114,5.9243046888996,9.71409858756269,7.75774343400286,5.72961047955643,9.78587638844929
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-8.17960866566867,-8.51146820007589,9.28808227205149,7.69169163362017,7.34726105971998,5.44911403775632,9.24540808168364,7.18269240606088,4.69644394611451,9.66894086600725
"Bird Island","BI10","BI10.2",45,44,45,44.5,-7.96381695910768,-8.65659455990268,11.1074916836214,9.47327168717847,7.46198454012818,5.56504865732607,9.35892042293028,7.32248088440266,4.94764485632508,9.69731691248024
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-8.35684460400214,-8.65350568648305,7.8159441609251,6.44958660815693,7.2530353639179,5.35369185499108,9.15237887284472,7.06788010617247,4.49010663528748,9.64565357705745
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-8.81418363035824,-8.74001140568366,10.0604577084739,8.19178565524037,7.00989569156336,5.10662692235165,8.91316446077506,6.77161882903872,3.95760851133995,9.58562914673748
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-7.3112514920674,-7.52456022954458,6.76619014300013,6.00050036388099,7.80891437708139,5.91399543771138,9.7038333164514,7.74520859303298,5.70709644085795,9.78332074520801
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-7.4591121759077,-7.93148656540737,8.95758858231473,7.60610726799621,7.73030573851955,5.83514680798806,9.62546466905104,7.64942539390077,5.53504702135087,9.76380376645066
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-7.75744503720061,-8.24131719104347,7.58747244830713,6.59085933024035,7.57170008720373,5.67566970774569,9.46773046666178,7.4561672868859,5.18785360679028,9.72448096698152
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-8.06911284348788,-8.18417709881389,9.57217944611186,8.20625808685403,7.40600504711953,5.50851191420925,9.3034981800298,7.25427088834797,4.8250743259378,9.68346745075814
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-9.1824822380533,-9.11189289814098,8.03772748025162,6.89014412222533,6.81409345811502,4.9067898577149,8.72139705851515,6.53303736191205,3.52872646913084,9.53734825469326
"Bird Island","BI10","BI10.3",95,93,94,93.5,-7.25135388311789,-7.67501211561262,8.05006593280735,6.85211116633858,7.84075833566686,5.94590039631598,9.73561627501775,7.78400987851702,5.77678688154516,9.79123287548889
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-6.83854592224562,-7.35615698290148,8.02113085077993,6.76220271051115,8.06022351700409,6.16521791639586,9.95522911761231,8.051424218101,6.25697695204364,9.84587148415837
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-7.69341305709158,-7.76498932223422,7.26163413962075,6.42494569973395,7.60574204244199,5.70994232426437,9.50154176061961,7.49764679139189,5.26237839897522,9.73291518380857
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-8.45749200421726,-8.49522322374943,7.44814768922964,6.35307468444632,7.19952719054678,5.29942336735667,9.09963101373689,7.0026813682351,4.37292656107493,9.63243617539526
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-8.56788863259906,-8.48052320278616,6.52682657511811,5.79996538261341,7.1408359385282,5.23983089447341,9.041840982583,6.93116714305243,4.24439057080174,9.61794371530312
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-8.59132040425491,-8.49696119812186,7.40329878069465,6.38970970851435,7.12837867388477,5.22717330139542,9.02958404637411,6.91598819221681,4.21710803065479,9.61486835377883
"Bird Island","BI10","BI10.4",145,141,142,141.5,-8.54359062748946,-8.76187146174544,8.59651663617452,7.03267109488274,7.1537537274348,5.25295307425618,9.05455438061342,6.94690723434297,4.27268145554397,9.62113301314197
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-9.19759933016955,-8.63031820137359,8.62957397296153,7.32150150115351,6.80605660883631,4.89857081612288,8.71354240154974,6.52324460695608,3.51112175087273,9.53536746303942
