"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","Ca_fit_OLS","Ca_lwr_OLS","Ca_upr_OLS","Ca_fit_WLS","Ca_lwr_WLS","Ca_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-0.367119166765369,-0.0183559583382684,3.75055675790579,0.18752783789529,3.45465542825727,2.71870661505359,4.19060424146096,3.45653389358146,2.69254657430606,4.22052121285686
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,0.00462908911351487,0.000231454455675743,3.89124027202043,0.194562013601022,3.76953397522178,3.03984592573292,4.49922202471063,3.77074719820692,3.02278476084676,4.51870963556707
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,0.24559465473509,0.0122797327367545,3.9830418315909,0.199152091579545,3.97363684852785,3.24657946634094,4.70069423071476,3.97441886438836,3.23552014857127,4.71331758020545
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,0.150036138459512,0.00750180692297558,3.9624248452894,0.19812124226447,3.89269678686219,3.16473177860818,4.62066179511621,3.89364980438815,3.1512847389762,4.6360148698001
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,0.242190121422224,0.0121095060711112,3.50943405318882,0.175471702659441,3.9707531376141,3.24366649089791,4.69783978433028,3.9715412458763,3.23252195653533,4.71056053521727
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.464916993300126,0.0232458496650063,3.7116610766011,0.185583053830055,4.15940745590016,3.43375533425768,4.88505957754264,4.15979699512304,3.42820351866903,4.89139047157704
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.356480513895764,0.0178240256947882,3.48283613644894,0.174141806822447,4.0675594901523,3.34133086063392,4.79378811967067,4.06814307611529,3.33305213749536,4.80323401473522
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,0.941723575239186,0.0470861787619593,3.98659343205281,0.19932967160264,4.56327260208392,3.83740131949821,5.28914388466963,4.56280889742246,3.84386158601084,5.28175620883407
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,0.919477845263982,0.0459738922631991,3.51773766033408,0.175886883016704,4.54443000357812,3.81866876354528,5.27019124361097,4.54400610758074,3.82456990665583,5.26344230850566
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,0.304132858644478,0.0152066429322239,4.42985645706653,0.221492822853327,4.02321993142712,3.29663015758022,4.74980970527402,4.02389719335516,3.28703758932552,4.76075679738479
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,0.929554967155958,0.0464777483577979,3.87476327326735,0.193738163663367,4.55296553655979,3.8271556566064,5.27877541651317,4.55252360758435,3.83331011492087,5.27173710024784
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,0.707439889594891,0.0353719944797446,4.16973952522908,0.208486976261454,4.36482942085431,3.63962694933825,5.09003189237037,4.3647849661142,3.64018782984958,5.08938210237881
