"Location","Site","Section","sample","min_depth","max_depth","midpoint","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","dry_mass_err"
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,249913,719325,17.09,-6.68287004527764,-4.58380505454735,-5.23356255630264,-6.27876056075672,-0.729098744489396,-5.39361490643225,-5.14416845815092,-5.24797887784239,-6.70133152776276,-5.41626589089692,-3.47552367918559,-3.77892753905567,-1.79601114078781,0.165959559,0.000125218,0.001021595,0.000533449,0.000187572,0.048234351,0.000454551,0.000583332,0.000525813,0.000122927,0.000444371,0.003094562,0.002284718,0.016595956,0.016595956,7.83081658748666,8.84805845717108,7.08969149320785,4.10532182269821,10.4199476085342,3.08229080460771,2.35026307606215,3.84363834301598,4.91283945473156,2.37358497947831,4.71552387896197,3.0845193619096,25.38306341,857.2828993,157.416355,19.22244936,0.521352206,153.1315042,0.383297426,0.122763336,0.266664267,1.154440273,0.228115294,0.974152096,0.227943318,2.538306341
"Bird Island","BI10","BI10.13",519,491,492,491.5,237460,686108,14.72,-7.63040336345977,-4.7562433395942,-6.19657173593609,-6.7883815092144,-0.867727753033165,-5.20141663416156,-5.23155070456096,-5.06545321373672,-6.44770729310368,-6.24938537826346,-3.77835301615858,-3.91452242637996,-1.79765606201103,0.165686793,4.85e-05,0.000859785,0.00020364,0.000112679,0.041990459,0.000550875,0.000534523,0.000631105,0.000158415,0.000193164,0.002286031,0.001995007,0.016568679,0.016568679,6.67261526018673,8.85543266284345,5.73004757674072,4.17170682131633,9.8575508967614,2.69581035284315,2.68707445152709,4.36482993628612,4.55133415062563,1.24418021553255,4.88149917134404,1.97143872906133,38.12452987,305.8039749,44.90787058,4.116043221,1.104452514,190.2959459,0.234127184,0.077615628,0.631116592,2.09078523,0.051336491,1.128119455,0.167559119,3.812452987
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,237952,722135,15.55,-7.15350621224209,-4.59065257826869,-5.7470095465578,-6.50736569625548,-0.52484007909647,-5.47380687502479,-5.2770058781555,-5.17180172686551,-6.90484152808023,-6.60267567504214,-3.722156235482,-3.93109966330391,-1.80761462046993,0.16404498,7.82e-05,0.001014623,0.000319231,0.000149241,0.059164997,0.000419523,0.00051077,0.000567434,0.000100292,0.000135673,0.002418177,0.001962208,0.016404498,0.016404498,8.05939654297178,9.10941512949219,7.20597774875768,4.47682326820407,9.74492905252694,1.42016149053647,2.61477393442688,4.59845486067839,4.04373556119629,2.66115348442915,5.4136321336454,3.36161079870668,23.11355335,1060.826347,121.9027865,14.95676567,1.208105913,48.08420766,0.019010108,0.131993681,5.308945902,0.139519515,0.159446453,2.552502686,0.21722532,2.311355335
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,219692,752442,14.2,-6.32884231359764,-4.12615819167692,-5.21214627583339,-5.53922425592291,0.0552868331360163,-4.72232835441467,-4.98447293284749,-4.40347534241742,-5.20204219794975,-5.85292561317242,-3.21087620730082,-3.84287168649465,-1.71151994154023,0.180591096,0.00017841,0.001614479,0.000544996,0.000392957,0.105684371,0.000889445,0.000684338,0.001223475,0.000550531,0.000287149,0.004032127,0.002143197,0.01805911,0.01805911,8.74297608986742,9.34103600275103,7.96676653370418,5.13503054288322,10.3759748290375,2.34013910932566,2.57368599778711,4.36765878633331,3.85202334841802,3.22804148041946,5.57015098025976,3.90451319002101,27.05462698,1913.941942,173.5311002,39.47106595,6.194816384,646.9348498,0.298178052,0.450378152,2.91695892,2.313488133,0.998221456,2.533130332,0.75197774,2.705462698
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,253047,697294,17.34,-6.04139666305622,-4.2529896166372,-5.47093915853134,-5.52336823563692,-1.40366021448268,-5.95396724124521,-5.22423880911264,-5.62726792207014,-7.8699695377593,-5.68602782538909,-3.80952715902001,-3.85448847066387,-1.77973552346447,0.168682754,0.000237823,0.001422165,0.000420728,0.000399238,0.024569602,0.000259552,0.000538446,0.000359839,3.82e-05,0.000339304,0.002215865,0.002118444,0.016868275,0.016868275,8.60221029700123,9.67710058327398,7.38219575149067,6.00988763234206,9.5943967832687,1.57923542890019,1.60257836181889,3.14113239669114,3.74234655648046,2.84100968171623,5.32139353241645,2.17378361734071,20.52199678,181.2744924,296.6363225,33.91012061,2.240906442,138.0134568,0.115944762,0.116696761,0.161910311,0.624513994,0.606510173,2.906298325,0.12132249,2.052199678
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,244316,696785,18.48,-5.85499078749394,-4.10491691308961,-5.14507452725475,-5.2382745610127,-0.998009585370585,-5.76250975381613,-5.14642374625007,-5.79039516749456,-8.37525101877563,-5.12637397711624,-3.4686292364556,-3.86914691401015,-1.71076840400312,0.180726868,0.000286556,0.001649139,0.000582804,0.000530941,0.03686124,0.000314321,0.000582018,0.000305677,2.31e-05,0.000593805,0.003115971,0.002087617,0.018072687,0.018072687,8.69546996509277,9.71647584295073,7.5164228670614,5.90479756735227,9.69213420221314,1.68692356353095,1.70606525222041,3.36250920719164,3.56730361985049,3.09878037554298,5.36821733176771,2.20947403720299,28.41964251,106.9664677,111.1441592,28.85629885,4.804987873,153.8027168,0.043222669,0.124463831,0.069267647,0.354209559,0.341431777,2.487970085,0.162174432,2.841964251
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,258262,858586,18.01,-5.46377685053564,-3.91471246879468,-4.93509484485649,-5.25354861074661,-0.118943328035315,-5.17674312659724,-5.01208634636357,-5.59740099036427,-7.98497796497178,-5.40892540417556,-3.39051121269338,-3.84543511692913,-1.68258176949617,0.185893422,0.000423752,0.001994628,0.000718978,0.000522893,0.088785812,0.000564637,0.0006657,0.000370749,3.41e-05,0.000447645,0.003369145,0.00213771,0.018589342,0.018589342,8.5817542474874,9.64083569746842,7.51345134442727,5.75436490604051,9.73713427247931,1.5940914599106,1.58939385885694,3.34601295857279,3.46359276291516,3.02828290357912,5.25655596373445,2.15429289939153,70.38997719,102.4023076,46.14057465,6.413845634,3.09253769,255.7176068,0.059086242,0.204852498,0.300926774,0.194782107,0.413234479,0.230183662,0.062939078,7.038997719
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,272540,855342,18.34,-5.73287107545977,-4.0453908685672,-4.80390165186087,-5.41939090999209,-0.345981243060328,-5.18640825979462,-5.12680501933801,-5.74914413287474,-12.3984445381776,-5.53101314546903,-3.62557359238891,-3.71423426791114,-1.73367652556421,0.176633816,0.000323777,0.001750286,0.00081977,0.000442984,0.070752576,0.000559206,0.000593549,0.000318551,4.125e-07,0.000396197,0.002663382,0.00243741,0.017663382,0.017663382,8.55779448958485,9.65233966531506,7.36559048295233,5.67470210857249,9.74905363576774,1.55091659767825,1.65661319128261,3.4988255480102,3.32192060483868,2.93510790876877,5.2907181288431,2.11476511169135,24.25268384,104.6643984,281.60245,25.4484408,1.981530334,174.8076238,0.102332658,0.172446294,0.588763165,0.146881689,0.246588299,1.290158433,0.061328528,2.425268384
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,238609,605913,17.58,-6.21028794374331,-4.54451412937162,-5.79135055202928,-5.98689779063196,-2.03755253006485,-5.81349176587948,-5.15150503235075,-5.34017677399505,-9.12436453096891,-5.63685240929162,-3.66691089962266,-3.73446485901449,-1.7333716813781,0.17668767,0.000200866,0.001062533,0.000305385,0.000251144,0.013034734,0.000298698,0.000579068,0.000479502,1.09e-05,0.000356407,0.002555529,0.002388595,0.017668767,0.017668767,8.67213331395159,9.77961448264658,7.50645258137216,5.76470733500438,9.52275758099223,1.67657121845375,1.84867273514208,3.5233746758147,3.3650311178055,3.01825103528569,5.3826754753159,2.36466586822196,28.08949975,81.73116327,81.28126176,23.83868146,3.985571442,118.9050562,0.056145497,0.153703492,0.559327437,0.506351959,0.186144909,2.023714323,0.029793352,2.808949975
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,208999,559668,15.68,-5.94036201091362,-4.33472611280415,-5.1829206425365,-5.44392527332376,-1.4174338783133,-5.3699628960806,-5.03349059807228,-5.23006375491299,-9.55989784814605,-5.42308408142337,-3.36261724863652,-3.73769602863212,-1.69950119630295,0.18277467,0.000263108,0.001310546,0.000561159,0.000432248,0.024233508,0.00046543,0.000651603,0.000535318,7.05e-06,0.000441351,0.003464447,0.002380889,0.018277467,0.018277467,8.84748557832654,9.96093738096627,7.64613944339815,5.84005726513789,9.39155639205623,1.59391220029146,1.85528283308029,3.36651437403964,3.29588221608711,3.11505750563613,5.66219633304157,3.0024055143708,32.86456422,214.2717329,288.0839396,28.04019092,4.950706,38.35757086,0.064490919,0.235920382,0.156477672,0.615627918,0.574635518,3.53969412,0.39865144,3.286456422
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,220088,596934,17.71,-5.73295570524005,-4.0243939255387,-4.81631488728611,-5.25434220448971,-1.26148714973731,-6.33894588207891,-5.10399691856819,-5.51156504393737,-7.93720910987346,-5.21029165417053,-3.28264544168848,-3.71922101903427,-1.68110993929771,0.186167227,0.000323749,0.001787425,0.000809657,0.000522478,0.02832325,0.000176616,0.000607243,0.000403978,3.57e-05,0.000546008,0.003752885,0.002425285,0.018616723,0.018616723,8.67672819833176,9.73080159766745,7.72139446883604,5.94781364614823,9.55953187891748,1.89410531257422,2.05952593217641,3.7369658683285,3.60853466875703,3.11948028906967,5.25754462550231,2.40705045952541,31.47956371,211.1337582,129.575879,45.34767943,1.64653551,59.55266965,0.108339566,0.241541336,0.247625672,0.11811816,0.371207655,1.056052013,0.204261518,3.147956371
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,174015,558931,14.34,-5.12823304691856,-3.86178317824236,-4.53202790853887,-4.92152831441657,-0.242101773121072,-4.85733519019187,-5.06633047310427,-5.2059010061668,-7.7782197585468,-4.77625665342622,-3.16796612279277,-3.67398812241206,-1.57473071121452,0.207063305,0.000592702,0.002103046,0.001075884,0.000728798,0.078497628,0.000777117,0.000630552,0.000548411,4.19e-05,0.000842749,0.004208911,0.002537507,0.02070633,0.02070633,9.09065488779916,10.0443589944064,8.05216999710903,6.37222233759682,10.4769492488063,2.26517888895096,2.40585534898045,4.12140480975152,3.86912466450018,3.55103318664884,5.46924393047532,2.82054400525482,40.47366511,120.6591226,198.0195808,31.40602681,7.78525137,670.7227699,0.088622198,0.09757361,1.02948456,0.728086669,0.4460711,5.125263643,0.229967924,4.047366511
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,193743,590516,16.13,-4.90520058619074,-3.41097390652046,-4.1539284657737,-4.82021797162718,-0.505209212041915,-5.47427918938941,-5.07982654240144,-5.19718381191593,-7.33852742590181,-4.74962028561923,-3.06276794731685,-3.69424224822343,-1.61185716647068,0.199516734,0.000740796,0.003300904,0.001570261,0.000806503,0.060337933,0.000419325,0.000622099,0.000553212,6.5e-05,0.000865498,0.004675809,0.002486629,0.019951673,0.019951673,8.95497161851489,9.89376972856614,7.93053966870594,6.23417589697179,10.1394031595937,2.08466893551853,2.17124647299971,3.77829489814228,3.75162665085004,3.4014242215987,5.30808874723216,2.89538225547318,36.81900645,230.8399776,186.1818974,39.76725866,3.977065961,194.9743886,0.101328301,0.211337908,0.209958694,0.234246679,0.483109576,2.746708433,0.063316453,3.681900645
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,217572,665171,16.27,-5.85559259572937,-4.17442038044379,-4.77392972411062,-5.40227131632805,-0.519641392045419,-5.36299925796263,-5.12381059916661,-5.67888900419034,-10.0066283114556,-5.18797868255743,-3.62305122750412,-3.75240673206363,-1.71277459963722,0.180364658,0.000286384,0.001538411,0.000844712,0.000450633,0.059473379,0.000468683,0.000595329,0.000341735,4.51e-06,0.000558328,0.002670108,0.002346121,0.018036466,0.018036466,9.07178575698292,10.0842068622508,7.81706007915904,6.23592340476781,10.3204944551402,2.16589615015055,2.19498131688565,3.54783184940403,3.79044148733808,3.42162812374444,5.54563685026469,2.54076432775994,41.3738341,221.1363881,191.6926149,49.15540146,2.24739702,264.0298597,0.070651562,0.241557515,0.340431604,0.509173347,0.814471421,1.075694066,0.16115495,4.13738341
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,241093,716735,16.2,-5.9394418987637,-4.24275824016039,-5.14743109482213,-5.52266213903961,-0.701473570938507,-5.39660385115656,-5.08016770396501,-5.30416201326883,-8.83585694458786,-5.46293331678708,-3.82606937098431,-3.82570550244675,-1.7266004431435,0.177888124,0.00026335,0.001436791,0.000581432,0.00039952,0.049585409,0.000453195,0.000621887,0.000497086,1.45e-05,0.00042411,0.002179512,0.002180305,0.017788812,0.017788812,8.79457950653749,9.89755861456796,7.8193653853997,6.05360818310857,10.2098801602127,1.83287856472944,2.15773626898698,3.7108792915104,3.64445575571748,3.13048052313269,5.3835306951838,2.75937112210814,26.73751232,137.9061507,65.60984782,20.15543881,6.895466359,309.741549,0.096903786,0.255220157,0.249427443,0.566276761,0.157906318,1.350297189,0.203689838,2.673751232
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,213592,569719,15.8,-6.06785240854298,-4.29538343211881,-5.20054694289975,-5.57226406923162,-1.50322474139022,-6.0413769006965,-5.20157203524827,-5.65106944357191,-8.5286637271956,-5.5075400148276,-3.57656367447987,-3.79660694663038,-1.72159508982455,0.178780749,0.000231614,0.001363134,0.000551355,0.000380186,0.022241178,0.000237828,0.00055079,0.000351376,1.98e-05,0.000405607,0.002797165,0.002244681,0.017878075,0.017878075,8.43793243487255,9.70988201501923,7.36247751459633,5.65408612272263,9.53769812618272,1.77014321298068,2.406559113111,3.32692512370657,3.42180023705642,2.8457976519831,5.2962099775629,2.29512150458234,24.29736534,122.8652679,75.80642407,15.59978283,3.882194694,234.4533113,0.029358471,0.335090632,0.35929811,0.275620471,0.129114638,1.576673831,0.11116719,2.429736534
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,212217,562551,16,-6.20991910893606,-4.43190720111585,-5.3741892010851,-5.67398758378092,-1.6258456562738,-5.19626595995738,-5.09172588811096,-5.31417706939744,-7.6248693855067,-5.53602394586438,-3.44691006613371,-3.71844281556587,-1.6975862227603,0.183125014,0.00020094,0.001189179,0.000463468,0.000343414,0.019674523,0.00055372,0.00061474,0.000492133,4.88e-05,0.000394217,0.003184388,0.002427173,0.018312501,0.018312501,8.13610236377273,9.28021534016808,7.05729270265914,5.36158074003029,9.2120458528166,1.42067587314617,1.67214834162935,2.77278660016065,3.06574451930241,2.53947190280935,4.78122905385349,1.84026550970484,31.01118031,69.67781578,15.01323728,11.14845052,1.363593441,131.2236086,0.052576953,0.062818391,0.17603483,0.265985286,0.01647487,0.643954459,0.021413915,3.101118031
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,214446,570296,15.41,-6.12326167301419,-4.35227911237701,-5.14356932232128,-5.63316875744966,-1.42045795954061,-5.39690553308524,-5.06935684664827,-5.51759813801175,-8.1446783634481,-5.7317459331356,-3.59504243160044,-3.87525602136121,-1.71410617886283,0.180124648,0.00021913,0.001287743,0.000583682,0.000357722,0.024160335,0.000453058,0.000628646,0.000401548,2.9e-05,0.000324141,0.002745952,0.002074903,0.018012465,0.018012465,8.5013745492099,9.72426031579214,7.55568037798811,5.76464142195745,9.80512681450682,1.62449272550001,2.11058501933455,3.58854047607253,3.53536141071338,2.78604752856493,5.28501515209425,2.34495084091361,19.89352741,148.6301781,180.5578402,23.70347286,5.61131472,242.8942692,0.092380352,0.149380532,0.137488674,0.161244834,0.37298632,0.967050152,0.040687763,1.989352741
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,193110,516675,15.7,-6.39316674385562,-4.49862175617975,-5.40522040461542,-5.54179577676855,-1.32703395978214,-5.9595310908622,-5.07688648100894,-5.53047794937477,-9.39787549582302,-5.22112727757129,-3.46857278695311,-3.81367195376466,-1.72438732721386,0.178282247,0.000167295,0.001112432,0.000449306,0.000391948,0.026526288,0.000258112,0.000623931,0.000396409,8.29e-06,0.000540124,0.003116147,0.0022067,0.017828225,0.017828225,8.89203227730215,9.9145902716101,7.77586783922122,6.09490684821808,9.83820515425722,1.88644770217868,2.36146997928904,3.56859697742436,3.62922159939006,3.25539830953638,5.3961658992797,2.37905443826757,30.85010838,336.7763161,202.2329166,38.35680023,9.58160279,219.2118727,0.11081106,0.328802473,0.539095322,0.844109781,0.739003308,3.021660314,0.138172045,3.085010838
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,212062,558572,15.31,-6.4998631185497,-4.5233357613216,-5.49562335122589,-5.83237067643333,-1.63914948709476,-5.68997572795644,-5.08947138003068,-5.28841376946014,-8.58873215859855,-5.58394767863375,-3.46747520651186,-3.76564193096526,-1.70373160303866,0.182003092,0.000150364,0.001085276,0.00041047,0.000293112,0.019414509,0.000337967,0.000616128,0.000504976,1.86e-05,0.00037577,0.003119569,0.002315275,0.018200309,0.018200309,8.5970519670984,9.78416517770489,7.54663995878934,5.80086394570664,9.54483336618875,1.83188140260268,2.14834005974898,3.56687716889825,3.62513118517816,2.9979641515603,5.35521062370928,2.43422723886526,27.0545809,155.9713092,209.455107,25.95282619,1.454574194,76.84774904,0.014989503,0.118274554,0.400086148,0.240189735,0.567264654,0.296391987,0.087833903,2.70545809
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,175383,564945,14.84,-4.9345112698277,-3.36170144677047,-3.9829980365247,-4.44065879276514,-0.197782077095804,-5.12924384539694,-5.06286871447432,-5.26799089787273,-7.80830554454428,-4.69615267377498,-2.84389320630271,-3.72800563733531,-1.54079616325004,0.214210487,0.000719398,0.003467621,0.00186297,0.001178817,0.082054865,0.000592104,0.000632738,0.000515396,4.06e-05,0.000913034,0.005819864,0.002404073,0.021421049,0.021421049,9.09889717448333,10.1799865573056,8.10656845810549,6.4832445443394,10.2795797464345,2.4004701368072,2.49680124609723,3.89493006450566,3.9844393195492,3.58499338148611,5.542757242762,2.92674561811915,43.90873382,111.8177753,58.01424818,18.57060171,4.251583247,367.0585168,0.101460912,0.338806089,0.407966711,0.73644544,0.504743667,0.817219768,0.104533983,4.390873382
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,227672,689871,17.93,-5.35593736925668,-3.68588976768349,-4.49461561283169,-4.95428180412062,-0.519424168860026,-5.49874586911903,-5.0378293226205,-5.22932148173229,-7.63844649909846,-4.90383703748346,-3.0810453117196,-3.7017612290539,-1.60965928193452,0.199955731,0.000472004,0.002507485,0.001116897,0.000705314,0.059486299,0.00040919,0.000648782,0.000535716,4.82e-05,0.000741806,0.004591124,0.002468002,0.019995573,0.019995573,9.10239419515358,10.1912024835731,7.96123077568216,6.34176617798979,10.0225149816138,2.21204747962513,2.05677760547082,3.68287331557028,3.78801354276903,3.49436526110612,5.53586187097688,2.70507421992641,51.53906898,182.2282099,424.0139323,48.17568258,8.346634409,74.34245371,0.033797279,0.171273936,0.397604745,0.295929446,0.625658215,2.967427554,0.216853686,5.153906898
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,255192,682192,17.14,-6.00043385132518,-4.28894526409329,-5.20279611811117,-5.43216012192663,-1.38207566036481,-5.50538409531358,-5.13142726456006,-5.61022136904527,-12.3984445381776,-5.61480997193135,-3.6333102624188,-3.78343825227616,-1.72617267584487,0.177964235,0.000247768,0.001371939,0.000550116,0.000437364,0.02510569,0.000406483,0.000590812,0.000366026,4.125e-07,0.00036435,0.002642855,0.002274436,0.017796424,0.017796424,8.65195057323379,9.86126439246674,7.56937785792241,5.8885879542359,9.7126046538171,1.73488327661877,2.04555782040554,3.54177370856808,3.37553375081111,3.00996728924865,5.38804937314139,2.30189664226622,22.75250175,207.6830326,243.4985791,25.58073192,6.820921619,115.6721069,0.064051407,0.12373554,0.252055186,0.245615046,0.730322508,2.472171267,0.109924296,2.275250175
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,246210,620526,17.49,-6.59627416378634,-4.728528698268,-5.34853629090938,-5.95997595761877,-2.01991862015943,-6.30334259549454,-5.17422326540389,-5.52914637547824,-12.3984445381776,-6.19197907698683,-3.82149478644984,-3.79557543889159,-1.76978660448405,0.170369341,0.000136545,0.000883947,0.000475511,0.000257997,0.013266626,0.000183018,0.000566061,0.000396938,4.125e-07,0.000204577,0.002189505,0.002246997,0.017036934,0.017036934,8.79402116083778,9.91711791563794,7.79274868523837,6.06710247558499,9.77657586466808,1.96627733222594,1.99802603063238,3.70501790395471,3.49122404765087,3.19199254314342,5.39241735800612,3.04071887763682,29.03795177,79.79583695,85.15278913,22.04901258,3.580858984,348.8013364,0.087157191,0.076694641,0.219514186,0.403761077,0.484303741,1.186563166,0.115061523,2.903795177
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,317012,821409,21.69,-6.54208907781574,-4.62928973780916,-5.7633350463238,-5.92006524007769,-1.74519668096247,-5.78314943569793,-5.14292465835744,-5.46972509640424,-8.87358246187781,-6.02403608708974,-3.81471064949862,-3.83403906170937,-1.78108956564628,0.168454505,0.000144147,0.000976169,0.000314062,0.000268502,0.017461064,0.0003079,0.000584058,0.000421239,1.4e-05,0.000241988,0.002204409,0.002162211,0.01684545,0.01684545,8.51900630972338,9.66008641612313,7.54233717611328,5.70372976260028,9.64272031763777,1.68615757999753,2.03501905937351,3.8066097777144,4.19322257080977,2.83774413919081,5.23813068029257,1.99218450292692,23.17770367,164.2976211,25.08662327,4.904206677,2.93984503,118.6508762,0.062085013,0.179066113,0.350981499,0.437156922,0.285189211,1.902009246,0.072582167,2.317770367
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,219981,648459,17.22,-5.20697833404929,-3.63741021520553,-4.51383115348935,-4.93631565505984,-0.746063294164491,-5.83327620106545,-5.11449293962934,-5.35895396343617,-7.22160885704769,-5.11498931643846,-3.1417223948326,-3.72275438545429,-1.64618590967077,0.192783803,0.00054782,0.002632042,0.00109564,0.000718101,0.047422979,0.000292847,0.000600902,0.000470583,7.31e-05,0.000600604,0.004320831,0.002416731,0.01927838,0.01927838,8.87840573287032,10.0762156892767,7.75764206235715,6.07944149528368,9.75124368857942,1.98150483181337,1.89511119862507,3.36549746562234,3.6016805686366,3.21191437007154,5.54112774378097,2.76719583799472,36.17742954,244.679169,204.4293857,29.71015115,0.960927396,190.6489003,0.028289236,0.035262427,0.358953889,0.454581421,0.44191291,0.790392656,0.165505039,3.617742954
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,238538,633535,15.96,-6.73210425413346,-4.68879541155579,-5.70369647835399,-6.03051852216283,-1.45368736735973,-5.54371879682349,-5.11045352993316,-5.88966131107354,-12.3984445381776,-6.20322265921594,-4.04301841637417,-3.84291060108553,-1.78319450745663,0.168100291,0.000119202,0.000919776,0.000333362,0.000240425,0.023370693,0.000391195,0.000603335,0.000276791,4.125e-07,0.00020229,0.001754444,0.002143113,0.016810029,0.016810029,8.74207105394296,9.90005448028148,7.48649488852714,5.77975690456013,10.2786897661913,1.97916708672631,2.08154393185801,3.43602110374131,3.68601553400694,2.9908749026054,5.44475597767347,2.29573028962015,23.1665181,155.2690515,131.5476115,37.28118474,0.906305388,436.5856991,0.149799957,0.254133727,0.086976722,0.570364181,0.256749837,1.088241627,0.134077766,2.31665181
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,261345,648597,16.01,-7.02453519293337,-4.98883187560072,-6.46562335717305,-6.77322088952715,-2.20034806835937,-6.07339069400683,-5.22541361918202,-5.67524720575498,-12.3984445381776,-6.84057244462449,-4.68614545336029,-3.78817749487645,-1.84788451035802,0.157570152,8.9e-05,0.000681362,0.000155602,0.0001144,0.01107646,0.000230335,0.000537814,0.000342982,4.125e-07,0.000106949,0.000922216,0.002263682,0.015757015,0.015757015,8.64064203827458,9.95690713013051,7.86981076269673,6.04419565649397,9.46831472718413,1.68880827031578,2.07913795435187,3.32826323246248,3.25146044625172,2.90520359483185,5.4719487781712,2.97947051141915,24.02293655,182.7198288,554.8627524,65.68846437,14.1255585,174.7312595,0.123958295,0.125561875,0.806016995,0.604375968,0.575472326,7.232871397,0.558838016,2.402293655
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,284381,702582,17.62,-6.95109711229786,-4.72860642090648,-6.36054758257793,-6.59525230948586,-2.66456720937748,-6.38616064966758,-5.24634883018767,-5.97520741333871,-9.72785498389297,-6.47360100231764,-4.10780519136955,-3.82995746813159,-1.81041659198515,0.163585974,9.58e-05,0.000883878,0.000172842,0.000136684,0.006962948,0.000168471,0.000526671,0.000254098,5.96e-06,0.000154366,0.001644383,0.002171054,0.016358597,0.016358597,8.20197379613994,9.62298459446366,7.15668034133376,5.27599218950683,8.98578370606067,1.15733703753499,1.86900766388475,3.25683026856368,2.83442463779072,2.38583874774731,5.30063915461091,2.05446156470115,15.44962422,92.29804061,273.4561428,9.74810892,3.051117218,69.50171668,0.041995139,0.25279258,0.067514454,0.095315385,0.236926204,2.10488142,0.140447439,1.544962422
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,280961,696696,17.49,-7.40672644530112,-5.11754250527115,-7.19665542631935,-7.54211481805899,-2.82534349670083,-5.79210725924264,-5.31358066022602,-5.6160499327685,-9.80454760468122,-6.86583820428111,-4.71109074733112,-3.73116585368539,-1.8585477832528,0.155898865,6.07e-05,0.000599073,7.49e-05,5.3e-05,0.005928829,0.000305155,0.000492426,0.000363899,5.52e-06,0.000104281,0.000899496,0.002396488,0.015589887,0.015589887,8.52711876156682,9.69417491662022,7.4349760228449,5.55813635454586,9.45766693483669,1.39060396143793,1.91163009028688,3.10026285090828,3.04009534210467,2.75389201299074,5.30594276317154,1.91034281270084,19.87159939,82.31296185,115.1821078,25.58267815,3.060201021,112.6925571,0.092397339,0.082522092,0.057729846,0.288519863,0.348620627,1.61224727,0.132405923,1.987159939
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,268509,662916,17.05,-7.35850388181809,-5.0299601725326,-6.70848155883579,-6.76245478967012,-2.95158689878467,-5.97383447417833,-5.16019781563793,-5.94577633186859,-10.8923489772451,-6.67023871605376,-4.29833474107809,-3.84792831714481,-1.8255253542448,0.16113297,6.37e-05,0.000653907,0.000122052,0.000115639,0.005225671,0.000254447,0.000574056,0.000261687,1.86e-06,0.00012681,0.001359117,0.002132387,0.016113297,0.016113297,8.10464249974519,9.59664303830568,7.04775758638035,5.15072049610145,8.8532660887407,1.04975592675766,1.70286098950685,2.99582341090086,2.74996969107395,2.21950602078614,5.26451681546128,1.64493595137221,15.94569099,88.37161193,269.2899875,21.05005909,3.140515038,47.58099524,0.045996955,0.058739049,0.29802716,0.154857362,0.122397024,1.29546417,0.058023595,1.594569099
