"Location","Site","Section","sample","min_depth","max_depth","midpoint","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","dry_mass_err"
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,234624,567519,13.65,-9.31237309754133,-5.19349439534134,-7.44804404289877,-7.53717301561923,-3.59839219500776,-6.6074136775836,-5.22825171070006,-5.74400183829493,-7.00704315935854,-6.72248307961866,-4.66365591561615,-3.79206504774139,-1.8977931113847,0.149899065,9.03e-06,0.000555257,5.83e-05,5.33e-05,0.002736769,0.000135032,0.000536289,0.000320193,9.05e-05,0.000120355,0.000943192,0.002254899,0.014989906,0.014989906,8.03772748025162,8.87915750034754,6.35400922144901,4.04698604695415,8.23051471759084,0.956002135004032,1.77702758358368,3.61123068399644,4.17491914288766,2.58795630922308,4.87490594640391,2.59054694580365,16.6231038,982.5430133,69.86799065,2.379383359,0.585720892,11.81590071,0.027240957,0.047824043,0.426171368,0.286572998,0.023181323,0.711514938,0.180364254,1.66231038
"Bird Island","BI10","BI10.3",95,93,94,93.5,231935,570746,14.51,-7.26963804583493,-5.06297777026152,-5.93859661311635,-6.59370322102902,-2.49347310531849,-6.45605692362593,-5.25132787022736,-5.95587773627956,-8.92446242598228,-5.87738899791611,-4.06326330784868,-3.82502825774345,-1.85639353412979,0.156235072,6.96e-05,0.000632669,0.000263573,0.000136896,0.008262251,0.000157098,0.000524055,0.000259057,1.33e-05,0.000280209,0.001719282,0.002181782,0.015623507,0.015623507,8.05006593280735,8.81471969158889,6.40691933777027,4.0993273690619,9.34055718331538,1.74833298823245,1.9629187975536,3.22696331755683,4.27628832446624,2.33059914641457,4.78638501391686,2.63623548122916,15.49312409,945.8757012,14.01324671,2.682720915,0.569052976,93.133272,0.069473871,0.066671523,0.083140624,0.774294779,0.050822268,2.07053159,0.385854347,1.549312409
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,223939,546130,14.17,-6.8120161003019,-5.14750195684143,-6.11544987728918,-6.49563966790817,-2.48761123187513,-5.99552036081221,-5.15574685017268,-5.95207807846213,-8.06592013931785,-5.30895393480824,-3.96387303371062,-3.74184150852836,-1.81398647098653,0.163003033,0.000110047,0.000581391,0.000220848,0.000151001,0.008310826,0.000248988,0.000576617,0.000260043,3.14e-05,0.00049471,0.001898942,0.00237104,0.016300303,0.016300303,8.02113085077993,8.79563762526239,6.33278695155472,3.98932974180479,8.86409264544503,1.29011948439792,1.7677938836728,2.93461448330624,3.73286878747651,2.2715446811789,4.7221214785087,2.57119233561081,27.34117399,864.5444411,65.89419971,3.077677491,0.421691157,64.24483976,0.018650539,0.041156676,0.085012501,0.244174097,0.203712654,0.932757371,0.324463031,2.734117399
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,258345,621152,16.01,-7.70149878643565,-5.14047533671548,-6.53719222288324,-6.75600977498701,-3.29483677426283,-6.51433373768436,-5.30318358741872,-6.04062958153249,-7.47097655889917,-6.59214267094334,-4.37393545671752,-3.86065435887964,-1.90793563034911,0.148386395,4.52e-05,0.000585491,0.000144855,0.000116386,0.00370741,0.000148204,0.000497573,0.000238006,5.69e-05,0.00013711,0.001260155,0.002105422,0.014838639,0.014838639,7.26163413962075,8.86638463037066,6.08925368788437,3.85878807296499,7.5945083648187,0.32879124461259,1.51918646247254,2.96497237086501,3.82272003609075,1.83521807251857,4.84528705056754,2.43324707517014,16.82974775,617.0473108,60.94161611,6.868091078,0.811856875,27.50554815,0.01419095,0.022190259,0.073912797,0.254790732,0.095875453,0.326624311,0.228978244,1.682974775
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,261662,660653,15.16,-8.50870928176793,-5.33822061657663,-7.23192292848453,-7.15485090465285,-1.7961421692426,-5.74816203983333,-5.23800959492332,-5.75491430839501,-10.2181982973758,-7.1883743532336,-5.26172298379858,-3.88959544393519,-1.89715574552529,0.149994636,2.02e-05,0.000480441,7.23e-05,7.81e-05,0.016593782,0.000318864,0.000531082,0.000316718,3.65e-06,7.55e-05,0.000518636,0.002045362,0.014999464,0.014999464,7.44814768922964,8.62807448322606,5.87125953874839,3.65876255272653,9.67361768204715,0.434258578075462,1.75511717877744,3.74010134376473,3.5780087046861,1.79803683709596,4.54763367627891,2.09664310937208,13.84436494,574.2556523,64.02588147,1.783713254,0.081961578,5.384076861,0.018208205,0.017909738,0.101834918,0.124414396,0.042295483,1.478332239,0.19067742,1.384436494
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,234632,558795,12.43,-8.65337380441395,-5.45868379081886,-7.88519029892585,-7.4326578530621,-3.40021636301834,-6.78457262531475,-5.25781958457899,-5.56469493355151,-6.9737316333066,-6.81716165922583,-5.73035152665836,-3.84330291114151,-1.92045085190609,0.146540879,1.75e-05,0.000425916,3.76e-05,5.92e-05,0.003336605,0.000113109,0.000520665,0.000383075,9.36e-05,0.000109482,0.000324594,0.002142273,0.014654088,0.014654088,6.52682657511811,8.58487534895951,5.26250214324613,3.46948661196281,8.35184985703952,-0.298646648317575,1.8771340909504,4.1409556466192,4.46623122438134,0.952679147086453,4.51904296521713,1.74336703695281,12.21081609,330.288126,88.24884284,2.274240107,0.26750503,41.30378848,0.012050585,0.055133377,0.567434644,1.036590908,0.02182641,0.40610632,0.108668636,1.221081609
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,255256,716317,15.77,-8.66461489500334,-5.15347115361755,-6.86165539704559,-6.75406985022452,-0.914848112949401,-5.37681656604344,-5.27839219774077,-5.48655937467811,-6.07400824632189,-7.79819309606719,-4.99552276578682,-3.88174921613233,-1.84878056355558,0.157429024,1.73e-05,0.000577931,0.000104718,0.000116612,0.040057746,0.000462251,0.000510062,0.000414207,0.000230193,4.1e-05,0.000676818,0.002061473,0.015742902,0.015742902,7.40329878069465,8.63892667704869,5.99527017426419,3.62506547789696,8.01280853633787,0.00191871708452492,2.24808621124957,4.34807395647575,4.83744487171557,1.93944313233607,4.61311637523697,2.37149949846929,16.79692387,595.6836327,93.13022455,5.219646629,0.316767608,15.63993365,0.002420104,0.030083547,0.189230748,1.544773235,0.093655521,1.025597866,0.348935486,1.679692387
"Bird Island","BI10","BI10.4",145,141,142,141.5,263701,636782,14.47,-8.58750836533126,-5.37845684557044,-7.49632985420409,-7.2882239182299,-2.79727470525213,-6.53338325619274,-5.23643367886426,-5.57524520693939,-5.40069500208613,-7.54605259724679,-4.71030517152419,-3.81851840925477,-1.9032700176281,0.149080326,1.86e-05,0.000461494,5.55e-05,6.84e-05,0.006097601,0.000145408,0.000531919,0.000379055,0.000451344,5.28e-05,0.000900203,0.002196031,0.014908033,0.014908033,8.59651663617452,8.61036395885455,6.2596340693734,3.94762045054329,10.5121855049979,1.32682116128767,1.9678745492403,3.70495967655551,3.61081768221592,2.28106041113065,4.51362383871107,2.26950082593994,14.8081316,1133.053064,18.21293292,1.869875762,0.049962394,176.9107347,0.04959872,0.030710634,0.139015902,0.295665893,0.059603308,0.699750267,0.181126451,1.48081316
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,242037,611849,14.75,-7.47562932263763,-4.88353473502783,-6.23926048682157,-6.76037115503114,-1.9452652990158,-6.00367964861924,-5.19109244996622,-5.54670360046339,-5.90684439348215,-7.67269281176058,-4.75065028088052,-3.84728581652632,-1.87369075213766,0.153555878,5.67e-05,0.000757021,0.00019513,0.00011588,0.014294929,0.000246965,0.000556592,0.000390029,0.000272076,4.65e-05,0.000864607,0.002133757,0.015355588,0.015355588,7.93895203757743,8.63815616889409,5.53635867120092,3.75737411214651,10.8005846115197,2.81930261995901,2.78544477911184,4.06418630807182,4.99787508648765,1.44930277027984,4.44731158954328,1.62082931236906,15.40632226,585.0799774,47.45052762,4.53576382,0.699855742,602.4649613,0.107585917,0.031666011,0.419583377,0.616201008,0.051289903,1.57965392,0.115798204,1.540632226
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,399805,986771,22.93,-7.95616697003843,-5.24385778015776,-6.67190401377311,-6.68192095105649,-2.02946360319369,-6.1017442532795,-5.23460706328823,-5.79146418536019,-6.41201324271629,-6.77443840936603,-4.91814039165079,-3.95050653836554,-1.88097591122392,0.152441264,3.5e-05,0.000527985,0.000126599,0.000125337,0.013140599,0.000223896,0.000532892,0.000305351,0.000164172,0.000114261,0.000731272,0.001924495,0.015244126,0.015244126,9.95339305067979,8.77955772742215,7.36172735624317,5.39102641133193,10.8571670692609,2.65068074028753,2.50889339868105,3.52665226881939,4.99857837130889,3.76505512558544,4.79753296389401,2.82771944430571,18.59519446,4080.69295,157.0216455,8.965107785,1.571294805,633.5042142,0.137185591,0.371333453,0.690963856,1.199008089,0.550658986,1.417347214,0.392208159,1.859519446
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,260750,654696,14.95,-7.39332909694193,-5.18007861252482,-6.55519107255944,-7.10564661821342,-1.80610646494266,-5.70221270738579,-5.15859716417441,-5.57015286185544,-5.96027251620396,-7.21515310250395,-4.8341239589969,-3.8472431227956,-1.85518488210055,0.15642402,6.15e-05,0.000562756,0.000142271,8.2e-05,0.016429257,0.000333857,0.000574976,0.00038099,0.000257921,7.35e-05,0.000795365,0.002133848,0.015642402,0.015642402,7.1257969650866,8.72857245906881,5.42735166601519,3.71777756776048,10.4378555921576,1.91271124755676,2.14413210575048,3.4466821961612,4.27825125258332,0.941773671293499,4.5572450961939,1.64034839181633,14.38022471,437.7130837,61.73924486,2.628673775,0.168930879,180.3909133,0.061270999,0.135962996,0.356175262,0.027502016,0.044583218,1.284724348,0.162421667,1.438022471
"Bird Island","BI10","BI10.5",197,194,195,194.5,235048,695790,14.62,-8.6378647698985,-5.09946765534451,-6.84365904313829,-7.18405042921007,-0.613182080205471,-5.17213027741766,-5.18182778927061,-5.49599835785504,-6.88866663199945,-6.83878067432869,-4.92932829367003,-3.99588201091149,-1.82759401552086,0.160799985,1.77e-05,0.000609999,0.00010662,7.59e-05,0.054162463,0.000567247,0.000561773,0.000410316,0.000101927,0.000107141,0.000723136,0.001839122,0.016079999,0.016079999,8.44295623026687,8.89407516616314,6.49373313857842,4.21641311097253,10.2056468348869,1.74962178456699,1.91122949415456,3.84436622254859,4.87346269211726,2.53951583785195,4.77825533569965,2.50722038468469,15.3832195,1389.963814,112.260405,4.425975943,0.637151851,347.4235335,0.069152067,0.051811841,0.124522427,0.867339372,0.313961187,1.10170535,0.312493156,1.53832195
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,186100,565468,13.23,-8.16855243530583,-4.79489165472022,-6.44710967478729,-6.53713630645964,-0.384768343906849,-5.0685718164665,-5.12461854558497,-5.43771898384807,-7.26969692482212,-6.32663243476228,-4.65094515542932,-3.94072839093337,-1.77518926647395,0.169451375,2.83e-05,0.000827189,0.00015851,0.000144863,0.068060829,0.00062914,0.000594849,0.000434939,6.96e-05,0.000178804,0.000955257,0.001943405,0.016945137,0.016945137,7.76969406334424,8.67703049899777,5.45908540315205,3.74336890123433,11.1610073177993,1.9193495747245,2.3871478216565,4.22087969680031,4.50289445769973,0.937504569219371,4.45197816032173,1.66302015698533,16.86311015,501.3815099,19.40433341,3.049548028,0.50833131,854.1412459,0.051952222,0.042866217,0.816242088,0.945061034,0.066508029,1.323999276,0.119640341,1.686311015
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,250550,744589,15.47,-7.68470807140115,-4.86450739660942,-6.63104745390718,-6.75966463844325,-0.522604592575543,-5.33490396802165,-5.20992579246876,-5.61008586868951,-4.14072742726257,-6.46222622359894,-4.64044737307161,-3.937145191522,-1.82597469285226,0.161060583,4.6e-05,0.000771563,0.000131878,0.000115962,0.059297408,0.000482037,0.000546208,0.000366075,0.001591127,0.000156132,0.000965338,0.001950381,0.016106058,0.016106058,9.97429867813009,8.81944482295733,7.16489785567465,5.07847074812285,11.5829680732906,2.47227836930971,2.27239064447821,3.53991217074624,5.54354948530719,3.24673919028029,4.71158837101642,2.81065610951069,20.94043551,3376.49462,155.9717551,27.32451171,4.267333565,1659.164889,0.182590959,0.102763012,0.171217055,0.192255063,0.437908223,1.368956728,0.226326755,2.094043551
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,243470,651071,15.24,-8.07044859345477,-5.05059063302098,-6.89238993285329,-6.90439493127993,-1.23279098789321,-5.68603313037415,-5.25703742889974,-5.5394619689718,-4.06791856500638,-6.8572161689201,-4.64550396637093,-3.89606088068497,-1.86529545361336,0.154850452,3.13e-05,0.000640555,0.000101548,0.000100337,0.029147793,0.000339303,0.000521072,0.000392864,0.001711297,0.000105184,0.000960469,0.00203218,0.015485045,0.015485045,8.24544140403268,9.04275541013175,6.06475341401157,4.29914195414763,10.7399098377358,2.37066528344768,2.12359582734576,4.09771293969708,5.98913459362323,1.81634223887534,4.91382516980409,2.10470426928473,15.01857475,970.2818044,112.1937561,8.811078548,0.458479319,524.1315649,0.097700279,0.023794572,0.548086843,1.143493468,0.106149158,2.420949669,0.204151273,1.501857475
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,232577,696084,15.38,-8.40710188362258,-4.76152333948079,-6.77594924893997,-6.83240572077262,-0.492179982513576,-5.07751270831304,-5.15088198394249,-5.44800694523389,-6.52040051089634,-6.5992115813469,-4.51031510972768,-3.92010991652681,-1.81534326148697,0.162782022,2.23e-05,0.000855257,0.000114089,0.000107826,0.061129233,0.00062354,0.000579429,0.000430488,0.000147308,0.000136144,0.0010995,0.001983891,0.016278202,0.016278202,7.68696428760279,8.88158935590362,5.96528436687479,3.9379798934123,10.2519418682607,1.82916411991462,2.04036114220213,4.29315916634833,3.88038413127622,1.51177886706363,4.76039101129108,2.23522678473759,18.8198384,564.4911449,31.09232618,1.204776961,0.280653345,150.1728069,0.076630039,0.131022298,0.669512032,0.895210879,0.043240663,1.35786783,0.169618079,1.88198384
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,257938,666768,17.04,-9.02362846688094,-5.64016647265859,-7.64189321830222,-7.36108430535794,-1.54461961637468,-5.89846722170876,-5.30210914626725,-5.68689202481199,-6.58683332370924,-6.78874188941053,-5.28121150952517,-3.9498224890068,-1.88639667233201,0.151617152,1.21e-05,0.000355228,4.8e-05,6.36e-05,0.021339303,0.000274365,0.000498108,0.000339011,0.00013784,0.000112639,0.000508626,0.001925812,0.015161715,0.015161715,7.86389680277594,8.78336639404459,5.70811785330651,4.17148780111106,11.1310995537805,2.77431285444428,2.56430186249729,4.76141116789666,5.44675605037117,1.11103113030599,4.55468304015441,1.60644830641208,16.82536639,565.6764383,142.7736565,4.144805205,1.00218427,1004.21079,0.211315323,0.144606736,0.841170558,1.25702578,0.043979182,0.69914278,0.127587693,1.682536639
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,220535,556447,14.56,-8.66456854237572,-5.21850151537372,-7.48257734861283,-7.1783652460075,-1.89389759569652,-6.52877652458983,-5.32926535325967,-6.0453781135171,-12.3984445381776,-6.99331534599539,-4.86145708510789,-3.93872310166614,-1.89804507932049,0.1498613,1.73e-05,0.000541544,5.63e-05,7.63e-05,0.015048414,0.000146079,0.000484763,0.000236879,4.125e-07,9.18e-05,0.00077392,0.001947306,0.01498613,0.01498613,7.67796018952221,8.73889307890912,5.84232466067732,3.71531404759859,10.076597018011,-0.013530792693427,1.50536088408727,3.49578073072233,3.39481742260259,1.61479095490272,4.6180169814012,2.01851259896874,15.55226095,504.1027803,108.9028532,2.148483588,0.20369105,84.31463012,0.017365677,0.038483459,0.203795286,0.499214017,0.140151798,0.811859205,0.159172342,1.555226095
"Bird Island","BI10","BI10.7",271,265,266,265.5,234503,718182,15.23,-8.16746280519617,-4.97944103382905,-6.93411670827283,-6.76921930519076,-0.390067371053129,-4.82296979164907,-5.12568964350544,-5.40332150127265,-5.50935548516759,-7.8079044890001,-5.2215050401731,-3.90681474200932,-1.81213836145298,0.163304559,2.84e-05,0.000687791,9.74e-05,0.000114859,0.067701126,0.000804287,0.000594212,0.00045016,0.000404872,4.07e-05,0.00053992,0.002010444,0.016330456,0.016330456,7.66667152621659,8.95819998038147,5.44809059788394,4.04078412348808,10.9810035594278,3.17155178109882,2.68580424723322,4.98040620033954,5.75633802213369,0.993016131174853,4.78497007688671,1.77172983009664,14.32041997,544.2065152,103.9511198,2.611283675,0.770254564,702.1728764,0.16101435,0.043454784,0.604259635,1.43334069,0.043626306,1.823339563,0.137897582,1.432041997
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,252874,674609,14.77,-8.0444028237355,-5.23344071508297,-7.1797831864017,-7.40292739402794,-1.23934927419338,-5.27677194507476,-5.15043992238244,-5.60111740846053,-4.87841143091591,-7.15879303125567,-4.8838874956076,-3.90584587325327,-1.86034248471745,0.155619324,3.21e-05,0.000533514,7.62e-05,6.09e-05,0.028957259,0.00051089,0.000579685,0.000369373,0.000760909,7.78e-05,0.000756754,0.002012392,0.015561932,0.015561932,7.57172873989672,8.73175704697569,5.42676694384413,3.67060434951071,10.8172296000719,3.59300403128987,2.71487306169614,3.90612838544179,5.32432084591847,0.920959690503753,4.60353110603016,1.68018858520275,15.13754881,493.2577849,108.1773992,2.821840444,0.284820113,195.5233093,0.239108874,0.154591105,0.602315252,3.657473631,0.052718839,1.333664845,0.132996241,1.513754881
