"depth","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","coh_inc"
31,-21.04,43071,280450,2.24,-1.78407854469966,-0.0262206271472853,-0.401637752895758,-4.01255566553998,3.3765670013382,-3.12525247053908,-1.32373682636566,0.148557073146958,-5.04217508272114,0.0817888966821179,-0.822667377545034,2.09954498620679,6.30053129424276,4.53133509583677,5.86613625615489,0.170469957793901
31.5,-19.36,47068,294347,2.21,-1.10388377855422,0.816766703741859,0.355100315933951,-1.53344643824144,4.0178100523145,-4.5538713243858,-0.747208834615484,0.807420841323621,-4.33072777307159,-4.33072777307159,-4.5538713243858,2.80113059671945,7.07304778332965,5.28246095296292,5.99296829046575,0.16686222111185
32,-17.69,41690,279516,2.03,-0.90381695302893,0.299637582303804,0.483771906653606,-1.82270172008013,3.56921243481587,-2.25448413650567,-2.07216257971171,0.00310359055764035,-3.9692825645976,-5.25021641005966,-0.258424203764885,1.83216421908196,6.06293529041888,4.28026354391684,5.94572067493393,0.168188190241734
32.5,-16.02,44043,282722,2.08,-1.67127442053991,-0.150783994122304,-0.17193636912753,-2.04018193291427,2.97362780448058,-1.0216123519197,-2.60365129016569,-0.295675348536765,-5.29827847093576,-1.00508304996849,-0.738105650878401,1.68643784918251,6.06120206510645,4.27531516033928,5.96486787204451,0.167648306961952
33,-14.34,44632,283525,2.47,-1.64694321817397,-0.260648857054078,-0.230616569955203,-1.29148853064047,3.19049945501347,-0.997416660089914,-5.36051528487828,0.0819024256435167,-5.13737173356407,-0.346552200689346,-0.678384057754057,2.02781257469883,6.219807112078,4.42991554536555,5.9888030455716,0.166978274688704
33.5,-12.67,45881,289835,2.25,-2.68035640351364,-0.451383127862843,-0.192765188354973,-2.35314349230523,3.34582119387293,-0.772009356033978,-2.93628977765084,-0.115407046052106,-5.19805287612463,-0.663305154433088,-0.512224787119088,1.96123902867293,6.16397992923529,4.40389705766927,5.81291910015142,0.17203060678652
34,-10.99,43823,279867,2.3,-2.01430761023788,0.180444777952951,-0.133994743668379,-2.15740845387855,3.59882049615019,-1.51690500680403,-5.12782291944825,0.065133931441957,-4.90467936813404,-0.563474727980417,-0.628013249117988,2.12917978764382,6.43487318125299,4.63815390482764,6.02983276440722,0.165842078722777
34.5,-9.32,43981,278052,2.49,-1.68163776318535,0.533605319653551,0.312443929543333,-0.72612631815791,3.76619618570372,-4.99582376785787,-0.944038820054567,0.154573468613543,-4.77268021654366,-2.5979284950595,-2.55347673248867,2.18614833262248,6.5486778805471,4.77006699666381,5.92162487807677,0.168872568017983
35,-7.65,46022,287275,2.56,-1.29091538063784,0.164371851969005,0.0270236608177816,-0.939252978522649,3.51731226062339,-3.0545039728992,-2.320534797819,-0.192303091969727,-5.31626707137299,-2.62163989060292,-0.0587716993452046,1.8210113658874,6.01841650363423,4.24605324023771,5.88474414155906,0.169930922389273
35.5,-5.97,48935,296443,2.12,-1.53967403447967,0.31616429143291,0.304603469031835,-2.76344946610178,3.63231284136236,-5.06603455909583,-2.46334487365144,0.0215617761365557,-4.84289100778162,0.0153698058886348,-1.16406188952118,2.21844335912882,6.55244840213027,4.77855188552014,5.89377386508273,0.169670574896745
36,-4.3,40536,265671,2.18,-1.24922699214266,0.864700725608348,0.711608807129332,-1.28494507474474,4.05938804808941,-4.59913107941726,-4.59913107941726,0.645257945105219,-4.37598752810305,-4.37598752810305,-0.504786517195161,2.66699770013919,6.901878674605,5.13936389844669,5.8270727680151,0.171612753059996
36.5,-2.62,45907,287794,2.22,-1.51774669691767,-0.213690434034748,0.182205223057265,-1.97727902629611,3.30126071264326,-2.43403742879182,-3.12718460935177,-0.488127279736509,-5.15533285664405,-1.07441131475409,-0.0530303740219733,1.91010969817368,6.20582508652066,4.44143930015389,5.83798548636969,0.171291964040466
37,-0.95,48496,293546,2.52,-1.49428562963008,-0.0334093252598326,0.144796999389015,-1.19123552694999,3.44419123161466,-0.757841643316812,-5.52852626778248,-0.0882754053457739,-5.30538271646827,-0.590461666521057,-0.700212530480176,1.7624485103605,6.05493687484698,4.28325709554331,5.88072338676531,0.170047107172312
37.5,0.72,50308,303504,2.28,-2.20710220002108,-0.406493115516044,-0.00987762268486228,-1.64178839097102,3.17720935969382,-0.929878933955553,-3.05885441075767,-0.419797081142407,-5.60829958168324,-0.365494925065459,0.0861057311603671,1.58643752463629,5.78795722647979,4.00987641982707,5.91848679134853,0.168962107250416
38,2.4,50739,299939,2.14,-1.30334271942336,0.0147889902655697,0.533879123881454,-1.02735668673477,3.59784678045434,-1.84566701024872,-5.47000794322509,-0.26600125614829,-5.24686439191088,-0.981371573492945,-0.40425334990775,1.91491275803041,6.13401885677541,4.34941842168461,5.95719918422842,0.16786412021399
38.5,4.07,53686,306602,2.25,-1.74335667451627,-0.0365445980569932,0.295499587048488,-1.35315903853889,3.46096215165224,-1.6357260103239,-5.52754630843453,0.0117545275560463,-5.30440275712032,-0.769655035428776,0.213853029792977,1.95005793476306,6.10189472262512,4.33636846898177,5.84464731585518,0.171096722515186
39,5.75,52839,306968,2.54,-1.15020844234541,0.356950620968272,0.675684033252104,-1.99288735687632,3.58110479848304,-5.42687456136147,-2.33583210800315,-0.299938811569049,-5.20373101004726,-0.712849970461292,-0.128557194813429,2.00915325499038,6.20905583695,4.41893091083358,5.99020075215848,0.166939313284227
39.5,7.42,51821,309417,2.21,-0.375182595009147,0.166289861659398,0.811012989451714,-1.16181096538024,3.3636305339763,-1.65109474537148,-5.76196860954479,-0.547032851935806,-5.53882505823058,-1.26215893921453,0.369257879938349,1.62543117571976,5.8702276726746,4.09222365126646,5.91803235633995,0.168975081545255
40,9.1,51211,307478,2.18,-1.12535208709104,0.347016882800096,0.871409846380577,-1.20726920955892,3.48077269930085,-5.61398845682318,-2.10244301799216,-0.600025372634247,-5.39084490550897,-0.781682698251339,0.11285929076402,1.77310177883358,6.02091567426796,4.21552957551278,6.08231937116399,0.164410965451922
40.5,35.79,54808,313055,2.25,-0.780854165631757,0.624600693227209,1.0039366342802,-1.48597753723842,3.76034876458706,-5.21167096447507,-5.21167096447507,0.125867115226247,-4.98852741316086,-1.38302956798598,0.273125969015584,2.17634763269042,6.44455799026838,4.65294581367206,5.99911630929175,0.166691217246638
41,62.48,53181,308422,2.36,-1.06125090144004,0.113347294205995,0.577234696434294,-1.43307765039937,3.23266327180427,-2.3379830600484,-2.30094178836805,-0.0260082267045168,-5.39198424172637,-1.87745817475721,-1.58088715488818,1.78549278433056,6.04048142860165,4.26037172295538,5.93050699300699,0.168619647726435
41.5,89.17,51548,309958,2.28,-0.886962363186138,0.0877130242512097,0.461827602475298,-1.54396102962977,3.18583264798361,-2.35637163101654,-2.09914876604946,-0.562392405050167,-5.75756901267869,-1.44811307083964,-0.129947898988054,1.50477904403785,5.64821657673363,3.89609728195687,5.76681130767453,0.173406055209261
42,115.86,59848,323418,2.72,-0.6616328778794,0.34557724738159,0.673685196305269,-1.5322939136652,3.35148856137758,-1.78463661967167,-5.77362066623594,-0.36420925218232,-5.55047711492173,-0.274405357321017,-0.19577941493759,1.74117909425273,5.90027077302108,4.12485434447664,5.90273869346734,0.169412886446543
42.5,142.56,58685,326789,2.42,-0.355703150283239,0.409148767832407,0.96047026659675,-1.11842527452352,3.46377570378816,-2.47460983417204,-5.85900009751782,-0.682850364943986,-5.63585654620361,-0.777595732533352,0.542087567846995,1.67013779579496,5.79941435720079,4.05900654111752,5.69966736478995,0.175448835168446
43,169.25,58775,321863,2.22,-0.552257816446355,0.448255141299819,0.98103812632906,-1.42503476213454,3.42870774473752,-1.73226143065929,-5.77531269849384,-0.175040600207308,-5.55216914717963,-1.0479248797815,-0.22041700454536,1.63835615989326,5.88791892272721,4.09614224446097,6.00010325511758,0.166663798518315
43.5,195.94,60612,326384,2.35,-0.202845656106875,0.589520772088814,1.1310807194957,-1.38661575311529,3.61039630040589,-5.59874335099378,-3.07301470668552,0.121568425613636,-5.37559979967957,-1.49609998595698,-0.520449408423705,1.81492550739333,6.08118273567204,4.30469420029231,5.90907045352268,0.169231355060905
44,222.63,51887,307172,2.31,0.240505604990684,0.938044536131608,1.51269633272153,-0.808310989005975,3.83748016627303,-5.40846863317052,-2.25146821202041,-0.00804604368533167,-5.18532508185631,-5.18532508185631,-0.260974156357069,1.94397246707306,6.20236817110803,4.432850919654,5.86801989943867,0.170415236679013
44.5,249.32,56321,319520,2.14,-0.741077352757371,0.492277715721559,0.797547851472792,-0.968776720607441,3.52252399460613,-5.664701269864,-1.8360598733749,-0.121478860220238,-5.44155771854979,-1.14836229758252,-0.789503946662845,1.67872495928337,6.00610362876804,4.21433988976721,6.0000256186914,0.166665955039389
45,276.02,64895,326806,2.49,-1.16291947727568,0.356647978649916,0.161587396078532,-3.31965269325716,3.43636565712165,-0.921757420458789,-1.08351269967127,0.259890096819311,-5.04241929099826,-0.805418428374639,-5.26556284231247,2.24459400392286,6.45983342223566,4.68232429752034,5.91510426630955,0.169058727450616
45.5,302.71,60827,323085,2.37,-1.34158540149693,0.516996563976531,-0.214915160033658,-2.01063503047781,3.55114489828678,-2.13738673611695,-2.01063503047781,0.530216775404666,-4.83201391688702,-0.952514103164438,-5.05515746820123,2.4170589837128,6.67097433714397,4.86845128833111,6.06493029181878,0.16488235674348
46,329.4,59023,318014,2.41,-2.47218851474133,0.392051102877983,0.254730170665259,-1.99773053514622,3.50198453525659,-5.11124584435659,-1.71004846269444,0.516375269334044,-4.88810229304238,-0.392746973061498,-1.76134175708199,2.2752250044733,6.59782600589291,4.79521229162437,6.06548019641566,0.164867408287136
46.5,356.09,61193,318797,2.51,-0.936961689055116,0.530615305501631,0.164335164983663,-1.33840264686356,3.73148614285622,-1.04771305334782,-5.06409607410021,0.604059222912842,-4.840952522786,-4.840952522786,-0.760030980896038,2.32855144662142,6.63600995686866,4.83405225009032,6.06150250081685,0.164975598024622
