"Location","Site","Section","sample","min_depth","max_depth","midpoint","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","fit","lwr","upr"
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-0.440880968119848,-0.0220440484059924,0.541938345435213,0.0270969172717606,0.16837998173554,-0.784446265484854,1.12120622895593
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-0.404894731307143,-0.0202447365653571,0.637857233995351,0.0318928616997676,0.19365101880035,-0.759470577841724,1.14677261544243
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-0.487222353238841,-0.0243611176619421,0.660660645906836,0.0330330322953418,0.135837127447334,-0.816646969470904,1.08832122436557
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-0.454219807579528,-0.0227109903789764,0.688876542457871,0.0344438271228936,0.15901289208564,-0.793710463106915,1.1117362472782
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-0.447179854083228,-0.0223589927041614,0.674535849447124,0.0337267924723562,0.163956641182426,-0.788820574333211,1.11673385669806
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-0.582223373058832,-0.0291111686529416,0.604081177175628,0.0302040588587814,0.0691234472823046,-0.882793810336541,1.02104070490115
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-0.493709036009904,-0.0246854518004952,0.482033369857926,0.0241016684928963,0.131281908139786,-0.821157728285803,1.08372154456538
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-0.736965679175798,-0.0368482839587899,0.599950840025865,0.0299975420012933,-0.0395430569073056,-0.99092499704114,0.911838883226529
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-0.63289206005559,-0.0316446030027795,0.545801702570145,0.0272900851285072,0.0335417810529451,-0.918147216467466,0.985230778573357
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-0.40558124149097,-0.0202790620745485,0.678910406886866,0.0339455203443433,0.193168922703691,-0.759946797158156,1.14628464256554
