"Location","Site","Section","Sample_ID","Core_section","Sample","Radius_1_cm","Radius_2_cm","Thickness_cm","section_cut_loss","section_depth_top","section_depth_bottom","section_depth_mid","field_depth_top","field_depth_bottom","field_depth_mid","strat_depth_top","strat_depth_bottom","strat_depth_mid","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate_cmyr-1","accrate_err_cmyr-1","Bag_mass","Wet_bag_g","Dry_bag_g","Wet_mass_g","Dry_mass_g","Water_Content_pc","Dry_mass","Dry_mass_err","Ash_Mass","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc"
"Kerguelen","KER1","CAT1.1A","CAT1.1A_11","A",11,2.2,2.1,1.4,0.095,15.1,16.5,15.8,15.1,16.5,15.8,15.1,16.5,15.8,15.8,0.7,75,310,242,212,118,0.0359,0.02149,1.1476,7.0083,2.3063,5.8607,2.3063,60.65,-0.092207547184518,1.97,0.107,-0.583269756494487,3.02,-0.583039865965824,3.02,5.0801,0.7773,1.1536,-0.172811696534561,0.0922,0.0163,0.0131,80.2
"Kerguelen","KER1","CAT1.1A","CAT1.1A_12","A",12,2.5,2.2,1.4,0.095,16.5,17.9,17.2,16.5,17.9,17.2,16.5,17.9,17.2,17.2,0.7,113,357,266,251,122,0.03571,0.01881,1.1476,8.0769,2.3865,6.9293,2.3865,65.56,-0.593167678487693,1.72,0.053,0.0651029121177311,3.93,0.0651713065202961,3.93,5.9408,0.9891,1.1664,-0.436870000216077,0.087,0.0143,0.0107,74.3
"Kerguelen","KER1","CAT1.1A","CAT1.1A_13","A",13,2.5,2.3,1.4,0.095,18,19.4,18.7,18,19.4,18.7,18,19.4,18.7,18.7,0.7,137,410,302,293,137,0.03488,0.01756,1.1476,7.5001,2.1617,6.3525,2.1617,65.97,-0.634999379879608,1.7,0.034,0.360563875029627,4.34,0.360879069968726,4.34,6.3302,1.1268,1.0035,-0.74081473982654,0.0779,0.0119,0.0087,73.1
"Kerguelen","KER1","CAT1.1A","CAT1.1A_14","A",14,2.4,2.4,1.4,0.095,19.5,20.9,20.2,19.5,20.9,20.2,19.5,20.9,20.2,20.2,0.7,169,468,340,336,150,0.03125,0.01499,1.1476,7.8218,2.213,6.6742,2.213,66.84,-0.723764209662452,1.66,0.022,0.384828785027223,4.37,0.384955484946782,4.38,6.199,1.1623,1.0766,-0.662556542750756,0.0848,0.0112,0.008,71.7
"Kerguelen","KER1","CAT1.1A","CAT1.1A_15","A",15,2.4,2.4,1.4,0.095,21,22.4,21.7,21,22.4,21.7,21,22.4,21.7,21.7,0.7,264,479,386,384,108,0.03191,0.00996,1.1476,7.4737,2.5603,6.3261,2.5603,59.53,0.0220644175933953,2.02,0.063,-0.0612173546344567,3.75,-0.0613842081079463,3.75,6.3302,1.2534,0.9993,-0.422733035583032,0.1003,0.0129,0.0072,56
"Kerguelen","KER1","CAT1.1A","CAT1.1A_16","A",16,2.5,2.5,1.4,0.095,22.5,23.9,23.2,22.5,23.9,23.2,22.5,23.9,23.2,23.2,0.7,352,493,435,431,71,0.03125,0.00605,1.1476,7.4101,2.6271,6.2625,2.6271,58.05,0.17306665676421,2.1,0.109,-0.407705995923649,3.26,-0.407714177407674,3.27,6.7321,1.4104,0.9302,-0.494932533530368,0.1013,0.0122,0.0055,45.3
"Kerguelen","KER1","CAT1.1A","CAT1.1A_17","A",17,2.4,2.2,1.5,0.095,24,25.5,24.7,24,25.5,24.7,24,25.5,24.7,24.7,0.725,419,522,483,479,52,0.04571,0.00626,1.1476,7.1281,3.0406,5.9805,3.0406,49.16,1.0801003771889,2.54,0.34,-1.58598147845394,1.61,-1.58622382338482,1.62,6.0213,1.3006,0.9932,0.0846830164244688,0.1343,0.0231,0.0093,40.3
"Kerguelen","KER1","CAT1.1A","CAT1.1A_18","A",18,2.2,2.5,1.4,0.095,25.6,27,26.3,25.6,27,26.3,25.6,27,26.3,26.3,0.7,486,538,515,514,26,0.05,0.00386,1.1476,7.724,2.6813,6.5764,2.6813,59.23,0.0526729795874797,2.04,0.301,-1.10425164761933,2.29,-1.1046955238237,2.29,6.0692,1.3777,1.0836,-0.234408471007114,0.1224,0.0221,0.0078,35.4
"Kerguelen","KER1","CAT1.1A","CAT1.1A_19","A",19,2.5,2.3,1.4,0.095,27.1,28.5,27.8,27.1,28.5,27.8,27.1,28.5,27.8,27.8,0.7,518,573,543,544,28,0.05172,0.00392,1.1476,8.3336,2.5601,7.186,2.5601,64.37,-0.47175371591116,1.78,0.054,-0.0333840755195679,3.79,-0.0329863853133162,3.79,6.3302,1.5066,1.1352,-0.423237927177069,0.1165,0.0209,0.0076,36.4
"Kerguelen","KER1","CAT1.1A","CAT1.1A_20","A",20,2.5,2.3,1.4,0.095,28.6,30,29.3,28.6,30,29.3,28.6,30,29.3,29.3,0.7,525,645,568,573,60,0.05172,0.00665,1.1476,7.7694,2.3506,6.6218,2.3506,64.5,-0.485017426108596,1.77,0.04,0.187854809752625,4.1,0.188022757305761,4.1,6.3302,1.5699,1.0461,-0.59035704480342,0.1107,0.0192,0.0082,42.7
"Kerguelen","KER1","CAT1.1A","CAT1.1A_21","A",21,2.4,2.5,1.4,0.095,30.1,31.5,30.8,30.1,31.5,30.8,30.1,31.5,30.8,30.8,0.7,539,688,596,602,75,0.056,0.0082,1.1476,8.5629,2.5182,7.4153,2.5182,66.04,-0.642141377678227,1.7,0.111,-0.442676013273125,3.22,-0.442902783914063,3.22,6.4628,1.6706,1.1474,-0.497961883094592,0.1202,0.0218,0.0099,45.5
"Kerguelen","KER1","CAT1.1A","CAT1.1A_22","A",22,2.2,2.3,1.4,0.095,31.5,32.9,32.2,31.5,32.9,32.2,31.5,32.9,32.2,32.2,0.7,548,715,626,627,84,0.05357,0.0083,1.1476,7.4545,2.9873,6.3069,2.9873,52.63,0.726061343457327,2.37,0.416,-1.75512217461365,1.38,-1.75537607220501,1.38,5.5637,1.4744,1.1336,0.245743434922372,0.1691,0.0288,0.0135,47
"Kerguelen","KER1","CAT1.1A","CAT1.1A_23","A",23,2.2,2.3,1.4,0.095,33,34.4,33.7,33,34.4,33.7,33,34.4,33.7,33.7,0.675,557,763,653,655,103,0.05357,0.0095,1.1476,7.9233,4.0075,6.7757,4.0075,40.85,1.92795754442503,2.96,0.854,-2.21972383368526,0.73,-2.21961874049983,0.73,5.365,1.4754,1.2629,1.30652067399477,0.2428,0.04,0.0201,50.2
"Kerguelen","KER1","CAT1.1A","CAT1.1A_24","A",24,2.4,2.2,1.4,0.095,34.5,35.8,35.2,34.5,35.8,35.2,34.5,35.8,35.2,35.2,0.675,569,820,678,683,126,0.05185,0.01052,1.1476,8.3548,3.7942,7.2072,3.7942,47.36,1.2637517491534,2.63,0.526,-1.83541047975275,1.26,-1.83501344482473,1.27,5.4849,1.5659,1.314,1.02782051408617,0.2321,0.0359,0.0193,53.8
"Kerguelen","KER1","CAT1.1A","CAT1.1A_25","A",25,2.2,2.2,1.3,0.095,35.9,37.2,36.6,35.9,37.2,36.6,35.9,37.2,36.6,36.6,0.625,599,838,708,710,120,0.05185,0.00961,1.1476,7.6697,3.1611,6.5221,3.1611,51.53,0.838292737435635,2.42,0.306,-1.72621838476357,1.42,-1.72636090543658,1.42,4.7493,1.3963,1.3733,0.895538916448395,0.229,0.0345,0.0183,52.9
"Kerguelen","KER1","CAT1.1A","CAT1.1A_26","A",26,2.2,2.3,1.4,0.095,37.3,38.7,38,37.3,38.7,38,37.3,38.7,38,38,0.7,614,859,738,737,123,0.05185,0.00957,1.1476,8.441,4.4971,7.2934,4.4971,38.34,2.18404917977553,3.08,0.488,-2.05201048517246,0.96,-2.05231852360103,0.96,5.4407,1.6567,1.3405,1.70841438284847,0.293,0.0429,0.0231,53.9
"Kerguelen","KER1","CAT1.1A","CAT1.1A_27","A",27,2.1,2.1,1.4,0.095,38.8,40.1,39.4,38.8,40.1,39.4,38.8,40.1,39.4,39.4,0.675,624,899,763,764,138,0.05556,0.01095,1.1476,7.2549,3.4247,6.1073,3.4247,43.92,1.61472992668557,2.8,0.47,-2.00205331753036,1.03,-2.00231366172353,1.03,4.6735,1.4581,1.3068,1.23482606764147,0.2653,0.0407,0.0228,55.9
"Kerguelen","KER1","CAT1.1A","CAT1.1A_28","A",28,2,2.1,1.4,0.095,40.2,41.6,40.9,40.2,41.6,40.9,40.2,41.6,40.9,40.9,0.675,654,927,791,791,137,0.05769,0.01091,1.1476,7.7908,4.7783,6.6432,4.7783,28.07,3.231882285373,3.6,0.866,-2.40849055999008,0.46,-2.4085259964815,0.47,4.3456,1.3928,1.5287,3.08676843457034,0.4074,0.0634,0.0355,56
"Kerguelen","KER1","CAT1.1A","CAT1.1A_29","A",29,2,2.1,1.4,0.095,41.7,43.1,42.4,41.7,43.1,42.4,41.7,43.1,42.4,42.4,0.7,687,943,818,817,128,0.01667,0.00289,1.1476,8.3291,4.8101,7.1815,4.8101,33.02,2.72684101247062,3.35,0.703,-2.35674920778932,0.53,-2.35666910268261,0.54,4.6185,1.5287,1.5549,2.79342641843466,0.3968,0.0174,0.0096,55.4
"Kerguelen","KER1","CAT1.1B","CAT1.1B_34","B",34,1.9,2.2,1.1,0.19063,2.4,3.5,2.9,42.4,43.5,42.9,42.4,43.5,42.9,42.9,0.55,726,970,850,847,122,0.05385,0.00845,1.1476,8.3788,4.6452,7.2312,4.6452,35.76,2.44728281292465,3.21,0.754,-2.30143948647128,0.61,-2.30110814504094,0.62,3.6289,1.3826,1.9927,3.99809776180769,0.5517,0.0689,0.0405,58.8
"Kerguelen","KER1","CAT1.1B","CAT1.1B_35","B",35,2.2,2.1,1.2,0.19063,3.7,4.9,4.3,43.7,44.9,44.3,43.7,44.9,44.3,44.3,0.6,744,995,880,873,126,0.05417,0.00852,1.1476,8.9128,4.3723,7.7652,4.3723,43.69,1.63819649088103,2.82,0.427,-2.16869615530796,0.8,-2.16837919067474,0.8,4.2537,1.6696,1.8255,2.72476116164558,0.4548,0.0557,0.0334,60
"Kerguelen","KER1","CAT1.1B","CAT1.1B_36","B",36,2,2,1.1,0.19063,5.1,6.2,5.6,45.1,46.2,45.6,45.1,46.2,45.6,45.6,0.55,779,1017,901,897,119,0.05417,0.00784,1.1476,8.9708,5.4495,7.8232,5.4495,30.34,3.00027749961777,3.48,0.909,-2.36781115205293,0.52,-2.36778129421094,0.53,3.454,1.3816,2.265,5.50065514566274,0.71,0.0855,0.0508,59.5
"Kerguelen","KER1","CAT1.1B","CAT1.1B_37","B",37,1.9,2,1.1,0.19063,6.4,7.5,6.9,46.4,47.5,46.9,46.4,47.5,46.9,46.9,0.55,841,1026,918,921,93,0.05652,0.00634,1.1476,8.1239,3.5159,6.9763,3.5159,49.6,1.03520781959758,2.52,0.301,-1.69624408417831,1.46,-1.69611105072056,1.46,3.2835,1.3429,2.1247,2.94135965548759,0.4915,0.0605,0.0346,57.1
"Kerguelen","KER1","CAT1.1B","CAT1.1B_38","B",38,2,2.2,1.2,0.19063,7.6,8.8,8.2,47.6,48.8,48.2,47.6,48.8,48.2,48.2,0.6,900,1035,934,944,68,0.05517,0.00463,1.1476,8.3292,4.0646,7.1816,4.0646,43.4,1.66778476747531,2.83,0.545,-1.8967864285702,1.18,-1.89674784220436,1.18,4.1542,1.7531,1.7287,2.47483982259711,0.4618,0.054,0.03,55.6
"Kerguelen","KER1","CAT1.1B","CAT1.1B_39","B",39,2.2,2.5,1.5,0.19063,9,10.5,9.8,49,50.5,49.8,49,50.5,49.8,49.8,0.75,935,1063,962,973,64,0.01111,9e-04,1.1476,8.9316,4.766,7.784,4.766,38.77,2.14017690758401,3.06,0.858,-2.29965530191263,0.61,-2.29987345709335,0.62,6.5027,2.8417,1.197,1.23533095923551,0.3569,0.0081,0.0046,56.8
"Kerguelen","KER1","CAT1.1B","CAT1.1B_40","B",40,2.4,2.4,1.4,0.19063,10.7,12.1,11.4,50.7,52.1,51.4,50.7,52.1,51.4,51.4,0.7,975,1321,1107,1117,173,0.00994,0.00167,1.1476,8.9736,4.2937,7.826,4.2937,45.14,1.49025510790962,2.74,0.491,-1.96351493106359,1.08,-1.96342099137436,1.09,6.3302,2.8359,1.2363,0.959660148891134,0.3378,0.0067,0.0045,66.6
"Kerguelen","KER1","CAT1.1B","CAT1.1B_41","B",41,2.3,2.5,1.3,0.19063,12.3,13.6,13,52.3,53.6,53,52.3,53.6,53,53,0.65,995,1716,1252,1278,361,0.00993,0.00292,1.1476,9.8369,5.6724,8.6893,5.6724,34.72,2.55339249450414,3.26,0.632,-2.32320653808677,0.58,-2.32333252809761,0.59,5.8781,2.6922,1.4783,2.40718434899611,0.4902,0.0096,0.0077,80.2
"Kerguelen","KER1","CAT1.1B","CAT1.1B_42","B",42,2.2,2.2,1.3,0.19063,13.8,15.1,14.5,53.8,55.1,54.5,53.8,55.1,54.5,54.5,0.65,1013,2087,1390,1429,537,0.01079,0.00418,1.1476,8.2741,4.3606,7.1265,4.3606,38.81,2.1360957659848,3.06,0.812,-2.20652086795127,0.74,-2.20665451705011,0.75,4.9392,2.2918,1.4428,1.99266835029148,0.4538,0.0095,0.0086,90.2
"Kerguelen","KER1","CAT1.1B","CAT1.1B_43","B",43,2.4,2.4,1.4,0.19063,15.3,16.7,16,55.3,56.7,56,55.3,56.7,56,56,0.7,1105,2265,1528,1568,580,0.01128,0.00431,1.1476,8.6618,3.6424,7.5142,3.6424,51.53,0.838292737435635,2.42,0.365,-1.69802826873696,1.46,-1.69796308264195,1.46,6.199,2.96,1.2121,0.50172347309929,0.3099,0.0066,0.006,91
"Kerguelen","KER1","CAT1.1B","CAT1.1B_44","B",44,2.3,2.3,1.3,0.19063,16.9,18.2,17.5,56.9,58.2,57.5,56.9,58.2,57.5,57.5,0.65,1192,2375,1686,1701,592,0.01128,0.00405,1.1476,7.8085,3.2757,6.6609,3.2757,50.82,0.910733000821634,2.46,0.32,-1.54316104904642,1.67,-1.54300974521908,1.68,5.3984,2.6236,1.2339,0.598662659154454,0.3252,0.0068,0.0061,89.5
"Kerguelen","KER1","CAT1.1B","CAT1.1B_45","B",45,2.2,2.4,1.3,0.19063,18.4,19.7,19,58.4,59.7,59,58.4,59.7,59,59,0.65,1244,2492,1836,1834,624,0.0122,0.00428,1.1476,7.0336,2.543,5.886,2.543,56.8,0.30060233173956,2.16,0.147,-0.763472396917805,2.77,-0.763304306314346,2.77,5.2817,2.6171,1.1144,-0.0339665081743001,0.2626,0.0059,0.0053,89.7
"Kerguelen","KER1","CAT1.1B","CAT1.1B_46","B",46,2.3,2.3,1.3,0.19063,19.9,21.2,20.5,59.9,61.2,60.5,59.9,61.2,60.5,60.5,0.65,1310,2620,1964,1957,655,0.01485,0.00513,1.1476,7.0679,2.4132,5.9203,2.4132,59.24,0.0516526941876764,2.04,0.126,-0.573991996789523,3.03,-0.574397050332676,3.03,5.3984,2.7316,1.0967,-0.208154108117173,0.2485,0.0066,0.006,90.1
"Kerguelen","KER1","CAT1.1B","CAT1.1B_47","B",47,2.2,2.1,1.3,0.19063,21.4,22.7,22,61.4,62.7,62,61.4,62.7,62,62,0.65,1417,2691,2067,2058,637,0.01485,0.00475,1.1476,6.8488,2.4854,5.7012,2.4854,56.41,0.340393462331869,2.18,0.159,-0.813786401471643,2.7,-0.813926512165643,2.7,4.7173,2.42,1.2086,0.195254275518641,0.2966,0.0078,0.0069,88.3
"Kerguelen","KER1","CAT1.1B","CAT1.1B_48","B",48,2.2,2.4,1.4,0.19063,22.9,24.3,23.6,62.8,64.2,63.5,62.8,64.2,63.5,63.5,0.7,1493,2757,2173,2159,632,0.01468,0.00446,1.1476,6.8923,2.2307,5.7447,2.2307,61.17,-0.145262387974264,1.94,0.067,-0.395216704013122,3.28,-0.395367297931748,3.28,5.8137,3.058,0.9881,-0.527750487142793,0.221,0.0056,0.005,88
"Kerguelen","KER1","CAT1.1B","CAT1.1B_49","B",49,2.2,2.2,1.4,0.19063,24.4,25.8,25.1,64.4,65.8,65.1,64.4,65.8,65.1,65.1,0.7,1560,2881,2280,2268,661,0.01356,0.00409,1.1476,6.8707,2.7355,5.7231,2.7355,52.2,0.769933615648847,2.39,0.236,-1.1695528024658,2.2,-1.16951664107231,2.2,5.0801,2.7077,1.1266,0.253821700426969,0.3139,0.0073,0.0065,88.5
"Kerguelen","KER1","CAT1.1B","CAT1.1B_50","B",50,2.2,2.3,1.4,0.19063,26,27.4,26.7,66,67.4,66.7,66,67.4,66.7,66.7,0.7,1675,2915,2403,2386,620,0.01356,0.00367,1.1476,6.4921,2.2157,5.3445,2.2157,58.54,0.123072672173873,2.07,0.073,-0.116527075952505,3.67,-0.116327821775818,3.67,5.5637,3.0322,0.9606,-0.454541206007383,0.237,0.0054,0.0047,86.5
"Kerguelen","KER1","CAT1.1B","CAT1.1B_51","B",51,2.3,2.2,1.3,0.19063,27.6,28.9,28.3,67.6,68.9,68.3,67.6,68.9,68.3,68.3,0.65,1810,2966,2543,2504,578,0.01359,0.00327,1.1476,6.2692,2.0686,5.1216,2.0686,59.61,0.0139021343949731,2.02,0.026,0.420512476200157,4.42,0.420144091453172,4.43,5.1663,2.8673,0.9913,-0.443433590938562,0.2422,0.0054,0.0046,84.5
"Kerguelen","KER1","CAT1.1B","CAT1.1B_52","B",52,2,2,1.2,0.19063,29.1,30.3,29.7,69.1,70.3,69.7,69.1,70.3,69.7,69.7,0.6,1899,3045,2664,2607,573,0.0125,0.00286,1.1476,5.987,2.0984,4.8394,2.0984,56.64,0.316926898136405,2.17,0.042,0.282059754449172,4.23,0.281859041322799,4.23,3.768,2.1101,1.2843,0.346721753729834,0.3397,0.007,0.0058,83.8
"Kerguelen","KER1","CAT1.1B","CAT1.1B_53","B",53,2.1,2.2,1.3,0.19063,30.5,31.8,31.2,70.5,71.8,71.2,70.5,71.8,71.2,71.2,0.65,2175,3090,2766,2727,458,0.01217,0.00215,1.1476,6.305,2.1236,5.1574,2.1236,58.82,0.0945046809793942,2.06,0.016,0.513646910161516,4.56,0.51398037547021,4.56,4.7173,2.703,1.0933,-0.191997577107979,0.2805,0.0055,0.0044,80
"Kerguelen","KER1","CAT1.1B","CAT1.1B_54","B",54,2.3,2.1,1.3,0.19063,32,33.3,32.6,72,73.3,72.6,72,73.3,72.6,72.6,0.65,2471,3118,2858,2842,324,0.0122,0.0015,1.1476,6.6958,2.0961,5.5482,2.0961,62.22,-0.252392354953558,1.89,0.011,0.632473601767387,4.72,0.632510418439101,4.72,4.9392,2.8845,1.1233,-0.322259608369606,0.2691,0.0052,0.0039,75.7
"Kerguelen","KER1","CAT1.1B","CAT1.1B_55","B",55,2.1,2,1.3,0.19063,33.5,34.8,34.1,73.5,74.8,74.1,73.5,74.8,74.1,74.1,0.65,2705,3157,2975,2965,226,0.015,0.00127,1.1476,6.2081,1.9367,5.0605,1.9367,61.73,-0.20239837036322,1.91,0.008,0.668514129852051,4.77,0.668933712893083,4.77,4.2887,2.5346,1.18,-0.184929094791457,0.2895,0.0068,0.0049,72.6
"Kerguelen","KER1","CAT1.1B","CAT1.1B_56","B",56,2.1,2,1.3,0.19063,35,36.3,35.6,75,76.3,75.6,75,76.3,75.6,75.6,0.65,2833,3218,3075,3065,193,0.02388,0.00171,1.1476,6.2333,1.8518,5.0857,1.8518,63.59,-0.392171454726542,1.82,0.006,0.689924344555812,4.8,0.689923408002157,4.8,4.2887,2.5775,1.1858,-0.284897630410845,0.2811,0.0103,0.0074,72.2
"Kerguelen","KER1","CAT1.1B","CAT1.1B_57","B",57,2.2,2.1,1.4,0.19063,36.5,37.9,37.2,76.5,77.9,77.2,76.5,77.9,77.2,77.2,0.7,2999,3259,3139,3132,130,0.02353,0.00119,1.1476,6.6481,1.8696,5.5005,1.8696,66.01,-0.639080521478819,1.7,0.009,0.650315447353854,4.75,0.650413393679194,4.75,5.0801,3.1141,1.0827,-0.607018467406651,0.244,0.0087,0.0062,71.4
"Kerguelen","KER1","CAT1.1B","CAT1.1B_58","B",58,2.1,2.1,1.4,0.19063,38.1,39.5,38.8,78.1,79.5,78.8,78.1,79.5,78.8,78.8,0.7,3083,3326,3204,3200,122,0.02542,0.00119,1.1476,6.2873,1.8275,5.1397,1.8275,64.44,-0.478895713709779,1.78,0.011,0.580732249566632,4.65,0.580653524640211,4.65,4.7319,2.9409,1.0862,-0.51512819729186,0.2593,0.0098,0.0071,71.8
"Kerguelen","KER1","CAT1.1B","CAT1.1B_59","B",59,2.1,2.3,1.4,0.19063,39.6,41,40.3,79.6,81,80.3,79.6,81,80.3,80.3,0.7,3110,3445,3253,3259,168,0.03404,0.00205,1.1476,6.106,1.7973,4.9584,1.7973,63.75,-0.408496021123386,1.81,0.011,0.51685844236708,4.56,0.517067095339192,4.56,5.3192,3.3723,0.9322,-0.758990837211883,0.2311,0.0115,0.0086,74.4
"Kerguelen","KER1","CAT1.1B","CAT1.1B_60","B",60,2.1,2.1,1.4,0.19063,41.2,42.6,41.9,81.2,82.6,81.9,81.2,82.6,81.9,81.9,0.7,3141,3490,3301,3306,175,0.03478,0.00213,1.1476,6.013,1.6859,4.8654,1.6859,65.35,-0.571741685091834,1.73,0.009,0.58180276030182,4.65,0.581888212587804,4.65,4.8466,3.1115,1.0039,-0.708501677808152,0.2407,0.0121,0.0091,75.3
"Kerguelen","KER1","CAT1.1B","CAT1.1B_61","B",61,2.1,2.2,1.4,0.19063,42.8,44.2,43.5,82.8,84.2,83.5,82.8,84.2,83.5,83.5,0.7,3164,3577,3346,3352,207,0.03404,0.00238,1.1476,6.3298,1.7952,5.1822,1.7952,65.36,-0.572761970491637,1.73,0.008,0.566458773097459,4.63,0.566454613242896,4.63,4.9627,3.2381,1.0442,-0.638826637831002,0.2541,0.0123,0.0095,77.2
"Kerguelen","KER1","CAT1.1B","CAT1.1B_62","B",62,2.2,2.2,1.4,0.19063,44.4,45.8,45.1,84.4,85.8,85.1,84.4,85.8,85.1,85.1,0.7,3182,3691,3387,3399,255,0.03478,0.00289,1.1476,6.0732,1.7419,4.9256,1.7419,64.64,-0.499301421705835,1.77,0.011,0.565745099274,4.63,0.5658372692691,4.63,5.3192,3.5319,0.926,-0.811499562991764,0.2338,0.0114,0.0091,79.7
