"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","K","K_sd","K_ICP","K_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0166200094508697,0.0190684881174599,1782.206118,520.9093274,3463.24926241398,-7658.45613597564,14584.9546608036
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0173855943359705,0.0148536705886894,1331.46149,522.7119355,3480.84170201199,-7640.76384469599,14602.44724872
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0189473366674052,0.0164430322482061,1545.22611,589.8765904,3516.72911066923,-7604.6764872732,14638.1347086117
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.0219716156617602,0.0177713768306234,4972.490853,1373.757336,3586.22427256589,-7534.80840898618,14707.256954118
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.0463819839922912,0.039757305004422,16457.36219,3980.600316,4147.1521837321,-6971.56022709045,15265.8645945546
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0183946763158912,0.0136890305237411,10808.43657,2190.076237,3504.02948187373,-7617.4462986201,14625.5052623676
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.024744655831081,0.0129945836441187,66668.75515,13007.37375,3649.94619632775,-7470.76110183401,14770.6534944895
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.0180530652955216,0.0149174936266344,2479.827204,632.4407929,3496.17957344577,-7625.3399028879,14617.6990497795
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.0109436495303064,0.013892354066728,23399.21394,3611.164788,3332.81170939734,-7789.67167345698,14455.2950922517
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.0492569773234493,0.0398229967491521,867.9986358,403.6307052,4213.21689779241,-6905.3030487024,15331.7368442872
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.0442936538041397,0.0275428485865766,7766.606331,2010.436754,4099.16426833469,-7019.69862369763,15218.027160367
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.0330232576005161,0.0206578532388437,1973.319538,728.4065428,3840.18088410582,-7279.64923968713,14960.0110078988
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.0235910992104725,0.0224687965892844,14359.67839,3663.807136,3623.43852152136,-7497.40220912342,14744.2792521661
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00704150037287899,0.00955458989955262,3095.570446,982.5430133,3243.14389503679,-7879.91277645424,14366.2005665278
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.0526527852453771,0.0338216490023888,3134.001598,945.8757012,4291.24945422812,-6827.06510386048,15409.5640123167
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.0796796241308266,0.0477006748824142,3044.618396,864.5444411,4912.3014627912,-6205.22576643583,16029.8286920182
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.0350727956630686,0.0327882032708591,1424.582603,617.0473108,3887.2773919797,-7232.35737136339,15006.9121553228
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.01450375601032,0.0156085142009675,1716.680373,574.2556523,3414.61969624634,-7707.36799374889,14536.6073862416
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.0142954446511427,0.0177475451670369,683.2265993,330.288126,3409.83289196739,-7712.18308361931,14531.8488675541
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.0107035804955631,0.0132002201715228,1641.390095,595.6836327,3327.29514281503,-7795.22260520569,14449.8128908357
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.014309574405777,0.0129270106547327,5412.77206,1133.053064,3410.15758078998,-7711.85647336126,14532.1716349412
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.00575191540692571,0.0134801805396424,5594.694254,1512.473246,3213.5104134183,-7909.74260930241,14336.763436139
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.041510772831396,0.0547892868216481,2804.420041,585.0799774,4035.21621192159,-7083.86117587203,15154.2935997152
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.0258637564746633,0.0184830258263181,21023.43508,4080.69295,3675.66210433412,-7444.91836594334,14796.2425746116
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.0434780429289362,0.0448613849752852,1243.638909,437.7130837,4080.42227729393,-7038.50182639045,15199.3463809783
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.0138679811857006,0.0156399938881885,11337.75217,2616.583382,3400.01017296849,-7722.06412557662,14522.0844715136
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.0082827449281644,0.00849416019094566,21256.47654,4637.824269,3271.66655828444,-7851.20435511169,14394.5374716806
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.00967576604261985,0.0119548271422949,4642.258304,1389.963814,3303.67690787693,-7818.98930999865,14426.3431257525
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.0147318694452588,0.009743915296488,2367.746797,501.3815099,3419.86153409314,-7702.09528396576,14541.818352152
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.0246810797250008,0.0112909725584597,21467.56946,3376.49462,3648.48527562796,-7472.22930505533,14769.1998563112
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.0198655098548327,0.0161668325195864,3810.216932,970.2818044,3537.8278897265,-7583.46249948233,14659.1182789353
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.0119686028274115,0.0159586217959254,2179.747422,564.4911449,3356.3641975943,-7765.97380082048,14478.7021960091
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.00837370721857088,0.0132316967291832,2601.638721,565.6764383,3273.75678842196,-7849.10063675288,14396.6142135968
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.0126052745667236,0.0130808513827291,2160.208858,504.1027803,3370.99433115046,-7751.2544475235,14493.2431098244
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.0143811727698546,0.0145693591176239,2135.960113,544.2065152,3411.80284563241,-7710.20147852993,14533.8071697947
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.0209880264547744,0.012190261059428,1942.49545,493.2577849,3563.62229328194,-7557.52960553928,14684.7741921032
