"Location","Site","Section","sample","min_depth","max_depth","midpoint","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","Rb_fit_OLS","Rb_lwr_OLS","Rb_upr_OLS","Rb_fit_WLS","Rb_lwr_WLS","Rb_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.29580572072543,-6.92404509418982,0.828010693892561,-4.58948524040541,1.17351038748046,-0.340944445450614,2.68796522041154,1.18811276116501,-0.547840328732784,2.9240658510628
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.68078927258721,-6.45409324349077,0.422019571710031,-4.44468736795912,1.68347483991622,0.171465886833335,3.1954837929991,1.68857878621183,0.143668643637538,3.23348892878613
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-7.29543309223325,-6.88134320869064,1.48137044625347,-3.05947578279728,1.17381936667208,-0.340633118414061,2.68827185175822,1.18841598541351,-0.547420950235912,2.92425292106292
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.3155892135512,-6.26599311863502,2.94516564297707,-2.20940591853322,1.98629446156957,0.474381578341946,3.4982073447972,1.98575819083735,0.553524067163506,3.4179923145112
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.71374399912544,-6.96759308912322,3.76510499590153,-0.182959468216188,1.65614916574098,0.144081788251324,3.16821654323063,1.66176207090768,0.106652987445454,3.21687115436991
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-7.2492745879547,-6.61878973162704,1.66473145136415,-2.91464979278575,1.21209345906574,-0.302076297070578,2.72626321520206,1.22597719735885,-0.495474798685172,2.94742919340287
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-5.65745916643924,-5.83597451538565,1.2699297134193,-3.26069477451645,2.53200820649943,1.01771623369209,4.04630017930677,2.52130765400875,1.29009425394858,3.75252105406891
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.83176115227275,-6.70285133498869,3.41320377295125,-1.36122894388347,1.55829072136118,0.0459465817011153,3.07063486102125,1.56572630519479,-0.0259454217146731,3.15739803210425
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-7.00768301875529,-6.67101903274505,2.05354660680524,-2.15633379990156,1.41241836529034,-0.100534216990863,2.92537094757154,1.42257091885698,-0.223707084691311,3.06884892240527
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-6.63495793053842,-6.96864215797134,3.91635642757712,-0.351256280022502,1.7214776532118,0.209536263309754,3.23341904311384,1.72587377181288,0.195139599451234,3.25660794417452
