"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Zn","Zn_sd","Zn_ICP","Zn_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.00035152567590146,0.00064583477753529,47.14281535,0.412457182,42.2536087989851,-43.7447311003039,128.251948698274
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.00163238682435077,0.00176668767124818,61.90931635,1.442324435,63.6194538915665,-22.3806671452188,149.619574928352
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.00848029784947568,0.00203382722058575,97.22108231,0.698201201,177.848389906787,89.9747679882376,265.722011825337
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.00016626366964502,0.00028329358728764,72.67126101,0.475237559,39.1632821605294,-46.8439946662739,125.170558987333
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,0.00149448107260644,0.00097232817267693,70.91847569,0.98294395,61.3190695503656,-24.6755237568845,147.313662857616
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,0.00101477817667004,0.0008293128945301,61.6011836,0.476706737,53.3172203433316,-32.6681737226215,139.302614409285
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.00072062029101827,0.00106741223127361,63.26427197,0.563265912,48.4104185208188,-37.5770415033158,134.397878544953
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.00052322045145391,0.00059682384546608,53.82896824,0.907980366,45.1176225776062,-40.8745089772222,131.109754132435
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,0.00186089308122482,0.00109164627309838,18.55755468,0.125641085,67.4311311314978,-18.5809824358,153.443244698796
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.00039842877523988,0.00072987586465064,50.41642497,0.425761379,43.0359920854482,-42.96045373113,129.032437902026
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,0.00093705141812947,0.00123008006201822,62.26601894,0.072783962,52.0206724040512,-33.9646979910296,138.006042799132
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,0.00052153841360783,0.00084316598664102,58.60550147,0.854908221,45.0895647665759,-40.9026179300278,131.08174746318
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,0.00031041818955319,0.00036650291517357,40.82277223,1.397062702,41.5679012291007,-44.4322211486849,127.568023606886
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,0.00037083755513451,0.00053271904647692,35.42302354,0.65822487,42.57574724517,-43.4217947513938,128.573289241734
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,0.00038448494819981,0.00076445192715148,54.064265,2.19762822,42.803397280854,-43.1935960738222,128.80039063553
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,0.0012717446914512,0.00172555685585572,136.0251037,1.154440273,57.6036387076029,-28.3847455171906,143.592022932397
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,0.00155850256971308,0.00140212054464521,94.75874646,2.09078523,62.3870021607283,-23.6099972565163,148.384001577973
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,0.00103988039232967,0.00095107290434065,57.03901807,0.139519515,53.735946488561,-32.2495426173628,139.721435594485
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,0.00555148514032551,0.00361138052643278,47.08824283,2.313488133,128.993321795271,42.3006606571279,215.685982933414
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,0.00900465491461798,0.00175704177792898,160.9095737,2.671233854,186.59510834742,98.4518994869679,274.738317207871
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,0.00042509818369108,0.00068436563481639,42.19689147,0.624513994,43.4808603292613,-42.5145749071245,129.476295565647
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,0.00027001394254436,0.00053939898207656,35.42095591,0.354209559,40.8939242849814,-45.1080615289679,126.895910098931
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,0.00037998563108917,0.00053359993437443,31.93149296,0.194782107,42.72834487371,-43.2688279659952,128.725517713415
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,5.08181725785141e-05,6.8781673642158e-06,27.71352621,0.146881689,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,0.0001556059286787,0.00032051963025826,28.93439766,0.506351959,38.9855020453319,-47.0223595553442,124.993363646008
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,0.00012208921432301,0.00024689013081967,27.00122448,0.615627918,38.4264149594265,-47.5833357413165,124.43616566017
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,0.00040431817484101,0.00066675193133514,36.91192497,0.11811816,43.1342322418605,-42.8619862664598,129.130450750181
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,0.00046257936070119,0.00079047284293415,47.90043877,0.728086669,44.1060779985264,-41.8880183500118,130.100174347065
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,0.0006925944042741,0.00087047474035223,42.59030524,0.234246679,47.9429230741163,-38.0450394931209,133.930885641353
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,9.32983259847979e-05,0.000147155568026,44.27594323,0.509173347,37.9461586404206,-48.0652754850496,123.957592765891
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,0.0001870359193471,0.00036517490673072,38.26194334,0.566276761,39.5097808187925,-46.4963783547364,125.515939992321
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,0.00023645909533442,0.00044310147455839,30.62449678,0.275620471,40.3342011108803,-45.6694162226484,126.337818444409
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,0.00052862599102547,0.00075102302337798,21.4504263,0.265985286,45.2077915403135,-40.7841769578336,131.199760038461
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,0.00033350029208601,0.00067916412283156,34.30741154,0.161244834,41.952930182258,-44.0461772427742,127.95203760729
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,0.00013135601141405,0.00026711379284358,37.68347236,0.844109781,38.5809929567303,-47.4282278379452,124.590213751406
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,0.00023229375165996,0.00062864984660411,37.52964617,0.240189735,40.2647196625487,-45.7391055166651,126.268544841763
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,0.00044238574037409,0.00077722025433716,53.75514157,0.73644544,43.7692313666416,-42.2255745145703,129.764037247854
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,0.00054970565626553,0.00108700362928213,44.16857409,0.295929446,45.5594181492303,-40.4319333849755,131.550769683436
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,5.08181725785141e-05,6.8781673642158e-06,29.23988643,0.245615046,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,5.08181725785141e-05,6.8781673642158e-06,32.82610384,0.403761077,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,0.00018230796868058,0.00049144286618782,66.23589727,0.437156922,39.4309146109537,-46.5754963840535,125.437325605961
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,0.00072309255876324,0.00077156997548393,36.659792,0.454581421,48.4516580335719,-37.5357602120431,134.439076279187
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,5.08181725785141e-05,6.8781673642158e-06,39.88560708,0.570364181,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,5.08181725785141e-05,6.8781673642158e-06,25.82803284,0.604375968,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,0.00010114333283225,0.00016291626143902,17.02060447,0.095315385,38.0770199763708,-47.9339498870516,124.087989839793
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,0.00010032126226475,0.00017848592815764,20.90723648,0.288519863,38.0633071454199,-47.9477111722687,124.074325463108
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,6.55395369632587e-05,5.3078634133986e-05,15.64215778,0.154857362,37.4831186091807,-48.529991693676,123.496228912037
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,5.08181725785141e-05,6.8781673642158e-06,29.06945023,0.465111204,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,0.00151943721604099,0.00133978557165161,22.37893368,0.503526008,61.7353590875855,-24.2601391455819,147.730857320753
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,0.00011329540513802,0.00022526486554238,7.99662512,0.049579076,38.2797267996305,-47.7305321329718,124.289985732233
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,0.0001277273887712,0.000120886667175,30.50864809,0.494240099,38.5204644682362,-47.4889631309566,124.529892067429
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,5.08181725785141e-05,6.8781673642158e-06,16.5256,0.41479256,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,0.00044891149635374,0.00063136360520135,37.24969056,0.19742336,43.8780864845769,-42.1164870856238,129.872660054778
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,7.16302308876465e-05,7.20950848030068e-05,33.9089395,0.220408107,37.5847165248114,-48.4280215354842,123.597454585107
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,0.00030109605270699,0.00054122728843803,33.08473766,0.231593164,41.4124001179702,-44.5881423898932,127.412942625834
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,0.00021899425420094,0.00047174487427441,17.72327666,0.435992606,40.0428728192257,-45.9616238482677,126.047369486719
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,0.00017077382815399,0.00044883296476932,19.13786718,0.317688595,39.2385154113484,-46.7685162644185,125.245547087115
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,5.08181725785141e-05,6.8781673642158e-06,34.46965096,0.086174127,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,0.0001308679089716,0.00028862342915267,22.71049639,0.286152255,38.5728509959977,-47.4363975650314,124.582099557027
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,0.00013667775693384,0.00026627495424797,20.69597487,0.055879132,38.6697641639261,-47.3391549421827,124.678683270035
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,8.83110929049365e-05,0.00012987928585899,25.50832915,0.387726603,37.8629673830747,-48.148764048235,123.874698814384
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,0.00018674639817473,0.00038257204989117,29.23295322,0.397568164,39.5049513612613,-46.5012231893518,125.511125911874
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,5.08181725785141e-05,6.8781673642158e-06,26.6817226,0.456257456,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,0.00011959380461399,0.00016121241297106,18.35356327,0.427638024,38.3847894191797,-47.6251049702757,124.394683808635
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3049.39,5.08181725785141e-05,6.8781673642158e-06,29.3359331,0.410703063,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,3062.22846153846,9.23148284569891e-05,0.00012761794978463,15.23009592,0.085288537,37.929753071516,-48.0817395503702,123.941245693402
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,3116.22307692308,0.00016466924133497,0.00041049586616778,21.94878635,0.410442305,39.1366857505087,-46.8706780712293,125.144049572247
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,3169.09230769231,5.08181725785141e-05,6.8781673642158e-06,17.94697181,0.148959866,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,3233.34153846154,5.08181725785141e-05,6.8781673642158e-06,27.14668681,0.496784369,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3335.24833333333,0.00019711519793513,0.00047756397025328,20.09031476,0.263183123,39.6779116932574,-46.3277156843394,125.683539070854
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3328.03692307692,0.00017853117972251,0.00046047579580139,32.04482347,0.522330623,39.3679145832589,-46.638698658917,125.374527825435
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,3378.91846153846,5.08181725785141e-05,6.8781673642158e-06,13.25098663,0.348500948,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3442.75846153846,6.7177065655027e-05,5.89828277972004e-05,22.23958244,0.289114572,37.5104339699482,-48.5025760060461,123.523443945943
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3494.21153846154,0.00012476437397896,0.00026661682077511,25.45930847,0.440446036,38.4710388805098,-47.53855824923,124.480636010249
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3563.64071428571,5.08181725785141e-05,6.8781673642158e-06,22.96594282,0.1607616,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3603.44,5.08181725785141e-05,6.8781673642158e-06,26.98125114,0.334567514,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,3669.60384615385,0.00032929266256325,0.00046912095277381,31.26595862,0.522141509,41.8827433702846,-44.1165463826147,127.882033123184
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,3782.35692307692,0.00011539646993855,0.00023284036241377,47.12837952,0.325185819,38.3147743339491,-47.6953626934313,124.32491136133
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,3810.93642857143,5.08181725785141e-05,6.8781673642158e-06,53.63556539,0.455902306,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,4016.98,9.19551860880487e-05,0.00014832161152808,12.9771423,0.138855423,37.9237539332387,-48.0877600957782,123.935267962256
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,4144.90083333333,7.94734011686149e-05,9.92646236411099e-05,30.15916633,0.476514828,37.7155472252826,-48.2967151837024,123.727809634268
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,4223.08571428571,0.00010224519873813,0.00013332222732953,26.45734265,0.203721538,38.0954000297329,-47.9155049595127,124.106305018978
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,4273.55307692308,0.00024693502021255,0.00047900559649081,40.93193485,0.151448159,40.5089483802612,-45.4941514069771,126.5120481675
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,4438.2275,0.00020375801379211,0.00027873129338648,64.61496501,0.594457678,39.7887194687532,-46.2165611835213,125.794000121028
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4574.44,9.65396582674752e-05,0.00016485116104194,38.30523184,0.597561617,38.0002267988069,-48.0110150020992,124.011468599713
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,4631.57428571429,0.00015086727901786,0.00020858438927599,38.04452155,0.391858572,38.9064573692372,-47.10166670215,124.914581440624
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,4743.01769230769,6.44359148652745e-05,4.9099468070969e-05,28.66381491,0.447155513,37.4647092610521,-48.5484687600118,123.477887282116
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,4828.70428571429,0.00039600130419403,0.00057511510346115,23.73971131,0.12582047,42.995499819448,-43.0010403715052,128.992040010401
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4912.70923076923,5.08181725785141e-05,6.8781673642158e-06,16.6275996,0.310936112,37.2375538253814,-48.776466560719,123.251574211482
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,4939.73076923077,5.08181725785141e-05,6.8781673642158e-06,27.36166731,0.601956681,37.2375538253814,-48.776466560719,123.251574211482
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,0.00125418441159089,0.0007988644571554,74.45665889,0.998541864,57.3107184174279,-28.6773191368403,143.298755971696
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.97058823529412,0.00086789447883287,0.00110746853429197,81.89432683,1.376284175,50.8670762832874,-35.1186169805327,136.852769547107
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,0.00108657368687104,0.00112571307293286,74.54857758,0.647526893,54.5148300539193,-31.470949342092,140.500609449931
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.485714285714,0.00014562337955116,0.00020649044529928,27.27598299,0.458474537,38.8189846999145,-47.1894315986126,124.827400998442
