"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,31.4545454545455,48.1297488802168,3.120629768,0.061658011,8.64487302166944,-17.2697658012764,34.5595118446153
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,46.2,50.5102849812678,9.077687309,0.090928537,9.584117784165,-16.3223798413484,35.4906154096784
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,18.5833333333333,42.1910338026142,2.400125578,0.053500798,7.825012329376,-18.0994270469482,33.7494517057002
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,58.8333333333333,62.1842326307786,13.28023284,0.106355187,10.3888262541288,-15.5133201474472,36.2909726557048
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,25,29.7254100055828,2.02301219,0.013793806,8.23373628839457,-17.6855034959036,34.1529760726927
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,72.5454545454545,45.5332046672835,3.033425815,0.053768638,11.2622505349123,-14.6379150046038,37.1624160744284
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,39.6363636363636,47.3967777961176,12.19802273,0.459798787,9.16603226103195,-16.7436820146628,35.0757465367267
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,26.1,31.006988459593,4.992973415,0.124594431,8.30380325279775,-17.6146077967196,34.2222143023151
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,23.25,35.6191477187555,9.175578982,0.009274375,8.12226611775314,-17.7983298886249,34.0428621241312
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,95.9090909090909,44.63732641065,7.537000498,0.16325235,12.750449696203,-13.1529167160059,38.6538161084119
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,120.4,68.8286116217506,7.097707001,0.184578085,14.3104530193615,-11.6051622671274,40.2260683058505
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,29,32.7169680746857,14.36128756,0.211659558,8.48852524986069,-17.4277888381835,34.4048393379049
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,41.5833333333333,56.2647287114201,9.248141245,0.206388311,9.29004885780618,-16.6186430877723,35.1987408033846
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,22.6666666666667,38.8079966767238,20.02750394,0.356503119,8.085109394206,-17.835948995579,34.006167783991
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,40.75,67.1011786917203,10.62373635,0.249305115,9.23696782416741,-16.6721546564354,35.1460903047702
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,32.5454545454545,45.8767122543969,4.89161886,0.051066703,8.71436092025111,-17.1995626539651,34.6282844944673
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,80.1818181818182,88.6259760813027,11.2517643,0.064356608,11.748665824984,-14.1516341925686,37.6489658425366
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,53.5454545454545,63.6967246196594,7.62089899,0.13765217,10.0520029679482,-15.8516699516158,35.9556758875123
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,42.7272727272727,50.6499573723234,14.21907028,0.130453023,9.36291464034668,-16.545203453207,35.2710327339004
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,52.4545454545455,45.3064314118065,15.34553868,0.315986762,9.98251506936657,-15.9215255873755,35.8865557261086
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,74.0833333333333,62.9104100842595,5.803580829,0.179162331,11.3602091697184,-14.5399122494398,37.2603305888766
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,29.3636363636364,31.5127679751326,4.177557871,0.07241503,8.51168788272124,-17.4043722558899,34.4277480213324
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,70.8461538461538,62.9839214321747,25.0506238,0.531009602,11.1540097698139,-14.7462462837345,37.0542658233624
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,166.166666666667,55.3022000767902,21.73821403,0.324179306,17.225663386803,-8.73719015538114,43.1885169289872
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,84.6363636363636,78.3585001480666,21.04953065,0.452109582,12.0324080775258,-13.8683792768397,37.9331954318913
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,59.25,58.8945513763216,23.73857998,0.966107219,10.4153667709482,-15.4866773863726,36.317410928269
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,86.8181818181818,62.244386384345,30.35980649,0.744553021,12.1713838746891,-13.7297520943206,38.0725198436988
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,89.3636363636364,76.6802096075288,28.7689376,1.015325028,12.333522304713,-13.568111724704,38.23515633413
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,145.5,45.902069670114,10.73581104,0.228115294,15.9092537525614,-10.0283470438179,41.8468545489407
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,68.7272727272727,47.881292608055,3.470088908,0.051336491,11.0190428898765,-14.8813874467318,36.9194732264848
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,46.3636363636364,50.2479307579381,14.31278916,0.159446453,9.59454096895225,-16.3118848133554,35.5009667512599
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,88.2,42.4206448691096,25.23019472,0.998221456,12.2594018795592,-13.6419922595305,38.160796018649
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,4.4,11.1175536877498,4.409343496,0.109085804,6.92157313684405,-19.0165706999966,32.8597169736848
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,109.307692307692,79.4453529324661,17.13305574,0.606510173,13.6039036300651,-12.3050367527852,39.5128440129153
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,174.384615384615,91.6910923168462,22.17089462,0.341431777,17.74912404161,-8.22556125591304,43.723809339133
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,125.384615384615,39.4008004604358,20.66172394,0.413234479,14.62795926365,-11.2912629609808,40.5471814882809
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,122.461538461538,56.4677125807533,18.82353425,0.246588299,14.4417673302709,-11.4752940560153,40.3588287165572
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,110.692307692308,71.7906500590253,20.45548446,0.186144909,13.6920998090341,-12.2175718646357,39.6017714827039
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,125.25,45.6192244165071,22.53472619,0.574635518,14.6193846351392,-11.299735233455,40.5385045037334
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,148.153846153846,49.7792563119856,22.63461313,0.371207655,16.0782964289187,-9.86218614356131,42.0187790013988
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,190.272727272727,116.094005796243,34.84930473,0.4460711,18.7611529235174,-7.23928860311748,44.7615944501522
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,204.166666666667,50.2174061336095,30.00680597,0.483109576,19.6461585207312,-6.37991204704484,45.6722290885072
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,154.666666666667,82.7782726580014,30.61922635,0.814471421,16.493145122588,-9.45486069190003,42.4411509370759
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,133.666666666667,82.1299782864536,22.88497366,0.157906318,15.1555030748908,-10.7705443963522,41.0815505461339
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,119.666666666667,58.6334272226926,17.215285,0.129114638,14.2637417097594,-11.6513746999007,40.1788581194195
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,115.75,58.9516365722399,12.67297664,0.01647487,14.0142608516571,-11.8983291418834,39.9268508451977
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,94.9166666666667,75.9263498797394,16.21679654,0.37298632,12.6872350106878,-13.2158269102642,38.5902969316397
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,154.090909090909,66.9439385537698,25.92994062,0.739003308,16.456470953892,-9.49084396146167,42.4037858692458
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,111,53.4432579300871,20.04468741,0.567264654,13.7116989599161,-12.1981391717465,39.6215370915787
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,200.181818181818,58.8554469557715,36.0531191,0.504743667,19.3923346689675,-6.62608953589838,45.4107588738335
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,190.769230769231,60.5972411997909,32.92937976,0.625658215,18.792778826077,-7.20852869202935,44.7940863441834
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,117.076923076923,61.7460680778697,20.28673632,0.730322508,14.0987821898358,-11.8146376774384,40.01220205711
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,65.6923076923077,43.7061868530162,24.33687143,0.484303741,10.8257239925403,-15.0750747237524,36.726522708833
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,81,64.8536814683638,17.07719827,0.285189211,11.8007817489202,-14.099585192754,37.7011486905945
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,154.923076923077,98.6107343197328,24.826568,0.44191291,16.5094777483229,-9.4388373650531,42.457792861699
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,66.75,63.5096628295827,19.90308814,0.256749837,10.8930960736972,-15.0075583849485,36.7937505323428
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,40.6666666666667,46.9067417781541,18.26896274,0.575472326,9.23165972080353,-16.6775063926467,35.1408258342538
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,55.5,52.1193157756611,10.8681745,0.236926204,10.1765021195737,-15.7265571103561,36.0795613495036
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,40.6923076923077,50.9597629105301,15.70363184,0.348620627,9.23329298337704,-16.6758596933627,35.1424456601168
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,47.1538461538462,56.0875003214414,9.202783759,0.122397024,9.64487515189923,-16.2612094134976,35.550959717296
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,72.1666666666667,61.8279626843467,21.18442756,0.491478719,11.2381227923492,-14.6620591260618,37.1383047107603
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,130.538461538462,65.7705802830508,15.49870515,0.173585498,14.9562450409237,-10.9671023948575,40.8795924767049
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,54.0769230769231,59.3386629700815,4.023302013,0.0599472,10.0858560467444,-15.8176442621725,35.9893563556614
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,81.0769230769231,68.7719195826096,12.28390196,0.234622527,11.8056815366407,-14.0946922197691,37.7060552930505
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,15.8461538461538,25.2284434512785,7.299756414,0.150374982,7.65066154965479,-18.2761855436683,33.5775086429778
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,74.6153846153846,55.6485077091597,8.233526579,0.141616657,11.3940993681185,-14.5060151480408,37.2942138842778
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,51.4166666666667,53.586732301829,7.965558382,0.084434919,9.91640505474373,-15.9880022292924,35.8208123387799
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,109,60.9918027279076,19.53359169,0.455132686,13.5843044791831,-12.324477343679,39.4930863020451
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,113.692307692308,66.0131105859341,7.558500739,0.287978878,13.8831915301337,-12.0281643564691,39.7945474167366
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,69.8571428571429,72.3930055512772,7.439046804,0.184488361,11.0910124991218,-14.809316419511,36.9913414177545
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,110,84.2021377400835,7.303239025,0.077414334,13.6480017195496,-12.2613006738328,39.557304112932
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,57.7692307692308,62.7961700612304,4.662067798,0.062005502,10.3210458573285,-15.5813736200246,36.2234653346817
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,98.8461538461538,67.4633803800824,4.800340815,0.12000852,12.9375325000768,-12.9668226336624,38.8418876338159
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,110,67.3025732319082,18.92485386,0.140043919,13.6480017195496,-12.2613006738328,39.557304112932
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,63.4166666666667,51.5072074980039,21.81206384,0.163590479,10.6807719391421,-15.220394733223,36.5819386115072
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,83.5833333333333,74.0865075844489,16.08852231,0.061136385,11.9653329532004,-13.9353120051759,37.8659779115768
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,44.9230769230769,69.6951236200228,3.265430798,0.119514767,9.50278130800466,-16.4042908948209,35.4098535108303
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3049.39,31.7692307692308,36.2885515604987,13.37718549,0.291622644,8.66491760779877,-17.2495130419901,34.5793482575876
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,3062.22846153846,36.7692307692308,57.7496808737991,4.424370634,0.133615993,8.98340380963142,-16.9279206333958,34.8947282526587
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,3116.22307692308,38.2307692307692,57.5950719045676,3.053481296,0.058016145,9.07649977632096,-16.8339882964562,34.9869878490981
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,3169.09230769231,11.5384615384615,18.0675371159408,7.318389831,0.119289754,7.37627343730666,-18.5545925191719,33.3071393937852
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,3233.34153846154,18.1538461538462,37.662638768073,5.332748571,0.09225655,7.79765518126987,-18.1271544841017,33.7224648466415
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3335.24833333333,94.1666666666667,65.1318011047715,9.789818065,0.026432509,12.6394620804129,-13.2633796467152,38.542303807541
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3328.03692307692,105.076923076923,90.1493774599151,10.85946901,0.114024425,13.3344153054374,-12.5724707683864,39.2413013792613
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,3378.91846153846,44.4615384615385,47.8567574201307,4.53509703,0.070294004,9.47338258168165,-16.4339033864039,35.3806685497672
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3442.75846153846,57.9230769230769,64.2423296828261,9.064433171,0.045322166,10.3308454327695,-15.5715335008459,36.233224366385
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3494.21153846154,82.7692307692308,61.7753373741682,4.725737967,0.043476789,11.9134768664918,-13.9870695442245,37.814023277208
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3563.64071428571,34.7142857142857,42.9819793570579,9.013114206,0.041460325,8.85250948052657,-17.0600457005543,34.7650646616074
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3603.44,90.2142857142857,74.0843371502304,15.03062537,0.214937943,12.387706320869,-13.5141160809868,38.2895287227247
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,3669.60384615385,75.6153846153846,65.9387827983128,8.511878548,0.109803233,11.4577966084851,-14.4423165646279,37.357909781598
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,3782.35692307692,31.6923076923077,43.8831490350313,9.181167207,0.080794271,8.66001782007827,-17.2544635778614,34.5744992180179
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,3810.93642857143,70.2857142857143,60.58106910633,3.476749263,0.059800087,11.1183113164217,-14.7819842038794,37.0186068367228
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,4016.98,20.6153846153846,23.7891377927633,3.653537431,0.035804667,7.95444838832594,-17.9682768933464,33.8771736699983
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,4144.90083333333,151.166666666667,64.8324180039772,19.34515712,0.118005458,16.2702047813051,-9.67367838122818,42.2140879438384
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,4223.08571428571,111.357142857143,57.3164054147705,13.39282812,0.081696252,13.7344479743328,-12.1755851681118,39.6444811167773
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,4273.55307692308,196.769230769231,63.3537079237854,22.50407206,0.393821261,19.1749622682762,-6.83710270559272,45.1870272421451
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,4438.2275,97.6666666666667,69.2772208834429,26.16719666,0.423908586,12.8624024216957,-13.0415399224823,38.7663447658738
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4574.44,35.4615384615385,37.019398934017,23.87451872,0.272169513,8.90010741838288,-17.0119928131009,34.8122076498667
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,4631.57428571429,70.5714285714286,65.0854045858969,26.1051305,0.253219766,11.136510527955,-14.7637642761371,37.0367853320471
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,4743.01769230769,108.846153846154,61.3104751162015,6.326605247,0.032898347,13.5745049037421,-12.3341981776571,39.4832079851413
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,4828.70428571429,145.285714285714,54.9691222015087,14.32868034,0.222094545,15.8956043439114,-10.0417684078138,41.8329770956366
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4912.70923076923,86,52.8961246217528,11.48762934,0.079264642,12.1192679507529,-13.7817288182404,38.0202647197462
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,4939.73076923077,97.2307692307692,58.3425999965632,19.78681817,0.316589091,12.8346369579462,-13.0691581769597,38.7384320928521
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,115.5,92.1466222929522,4.612179656,0.039321744,13.9983365415655,-11.9141000875371,39.9107731706681
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.97058823529412,86.2941176470588,45.4116789849846,6.928285046,0.072325223,12.1380024332136,-13.7630432049317,38.039048071359
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,90.5333333333333,69.7750125829611,8.457485532,0.069317299,12.4080287737478,-13.4938671124424,38.309924659938
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.485714285714,54.9285714285714,51.7530590485154,2.597921886,0.063207346,10.1401036965071,-15.7631289528954,36.0433363459097
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,130.207142857143,64.6428571428571,69.9621954430305,4.555799076,0.017626227,10.7588768886391,-15.1420817482931,36.6598355255714
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,153.175,63.375,61.5130067546694,4.22647584,0.084413495,10.6781178874601,-15.2230562550876,36.5792920300079
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,212.526666666667,83.8666666666667,71.5340744647179,2.954910964,0.027519532,11.9833805046376,-13.917301111933,37.8840621212082
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,308.48,40.8666666666667,52.5735765606731,0.811121884,0.025344872,9.24439916887684,-16.6646624027005,35.1534607404542
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,466.2125,58.25,56.4192638496226,3.976518253,0.100787663,10.3516695305817,-15.5506244405426,36.253963501706
