"Element","Model","R2","RMSE","RMSEP","RMSE_ppm","RMSEP_ppm_cv","RMSEP_ppm_boot","RMSEP_ppm_boot_sd","RMSEP_ppm","RMSEP_source","AIC","BIC","mean_obs_ppm","RMSE_log_pc","RMSE_ppm_pc","RMSEP_ppm_pc","Rank","Recommended_CI"
"Ca","RF",0.677807498034738,0.403915878804705,0.405320083182145,4922.71324986387,5049.08307476495,5228.16746390404,454.783231485676,NA,NA,NA,NA,13400.3536152465,4.36848697421064,215.048087098045,NA,1,"Bootstrap predictive CI"
"Sr","RF",0.688361791876862,0.345437228325002,0.346757684558846,44.3526546997414,45.0004058967542,47.7285203815051,4.23336051005225,NA,NA,NA,NA,163.852330174044,7.02612324910553,3.11627218345403,NA,1,"Bootstrap predictive CI"
"Ti","Bayes",0.757847910218222,0.605643649083077,0.617880211717454,2132.72586760655,2262.20178182331,2412.22127315577,784.252798937385,NA,NA,503.766615819022,525.312537702087,3392.06646739343,8.33502896291361,177.763318764556,NA,1,"Bootstrap predictive CI"
"Zr","RF",0.743282442571523,0.665859489258049,0.675449546082181,45.5919009454696,47.6388182667659,50.1368341822247,10.9507705044429,NA,NA,NA,NA,65.4747233406631,20.2185872202826,9.21803825804461,NA,1,"Bootstrap predictive CI"
