"Element","Model","R2","RMSE","RMSEP","RMSE_ppm","RMSEP_ppm_cv","RMSEP_ppm_boot","RMSEP_ppm_boot_sd","AIC","BIC","mean_obs_ppm","RMSE_log_pc","RMSE_ppm_pc","Rank","Recommended_CI","Mean_ppm","Mean_CI_width","SNR_model","SNR_CI","SNR_smooth","SNR_CI_s","SNR_smooth_s","R2_s","Robustness_score","Robust_Rank","R2_q05","R2_q95","Bootstrap_Unstable","R2_q05_s","R2_q95_s","Robustness_low","Robustness_high","Roughness","Global_Rank","Production_Model","Is_Production_Model","Robustness_Class","Confidence_Flag","Stability_class","Confidence_class"
"Sr","PLS_LOO",0.619560933054721,0.381668523678026,0.387403145926133,58.9814163562467,60.2288395492903,60.951161313048,7.32540295673246,NA,NA,163.852330174044,7.77798149092654,4.58756364727519,3,"Bootstrap predictive CI",145.259398881809,238.17309736281,2.46279943507028,0.283603215058894,3.41960519724994,0.749432159483211,1,0.311437602937554,0.693204144674551,3,0.505251462293815,0.675513163429674,FALSE,0.0419619320870239,0.197325657406393,0.612361443419392,0.658970561015202,NA,3,"Bayes",FALSE,"Acceptable 3","Moderate confidence","Acceptable","Moderate confidence"
"Sr","PLS_kfold",0.619560933054721,0.381668523678026,0.387403145926133,58.9814163562467,60.2288395492903,60.951161313048,7.32540295673246,NA,NA,163.852330174044,7.77798149092654,4.58756364727519,4,"Bootstrap predictive CI",145.259398881809,238.17309736281,2.46279943507028,0.283603215058894,3.41960519724994,0.749432159483211,1,0.311437602937554,0.693204144674551,4,0.505251462293815,0.675513163429674,FALSE,0.0419619320870239,0.197325657406393,0.612361443419392,0.658970561015202,NA,4,"Bayes",FALSE,"Acceptable 4","Moderate confidence","Acceptable","Moderate confidence"
"Sr","OLS",0.605940022011523,0.388440903375382,0.391554198151312,59.7735590156883,60.3001473210945,60.5787104774056,5.28700680476254,259.701823511304,270.474784452837,163.852330174044,7.91599508300363,4.73167199261816,5,"Log-normal % CI",143.231154722705,243.139630055274,2.39622932081244,0.256264989918794,3.0435722326859,0.67717711699491,0.499014863201769,0.175118851709108,0.473110961271227,5,0.502742483059667,0.66372153923012,FALSE,0,0,0.420575305758495,0.420575305758495,NA,5,"Bayes",FALSE,"Unstable","Low confidence","Marginal","Low confidence"
"Sr","WLS",0.605899324973479,0.388460961218056,NA,59.3656290640811,NA,60.5787104774056,5.28700680476254,259.48152064019,270.254481581722,163.852330174044,7.9164456866427,4.69964778139175,6,"Log-normal % CI",143.397140314445,2053.6686365944,2.41549095958636,0.030648910220976,3.05449018354233,0.0808728821344636,0.513560745129181,0.174711553740039,0.238830842514552,6,0.502742483059667,0.66372153923012,FALSE,0,0,0.18641737639254,0.18641737639254,NA,6,"Bayes",FALSE,"Unstable","Low confidence","Unstable","Low confidence"
"Sr","WLS_weighted",0.605197017350042,0.38880693583257,NA,61.616501941787,NA,60.5787104774056,5.28700680476254,262.010925381086,272.783886322619,163.852330174044,7.9241960725617,4.88261242692099,7,"Log-normal % CI",142.461659924356,1720.05445347286,2.31206990716462,0.0346514105471945,2.99705140125776,0.0914515071054811,0.437035602622805,0.167682824317937,0.217996130924415,7,0.502742483059667,0.66372153923012,FALSE,0,0,0.167691283629034,0.167691283629034,NA,7,"Bayes",FALSE,"Unstable","Low confidence","Unstable","Low confidence"
"Sr","OLS_weighted",0.588442221601662,0.396971381054182,NA,68.563181097856,NA,60.5787104774056,5.28700680476254,330.646390635536,341.419351577069,163.852330174044,8.21821901552606,5.63467238663357,8,"Log-normal % CI",131.570344226979,1069088.3690725,1.91896499141714,5.006225989857e-05,2.96450376601237,0,0.393672698216869,0,0.118101809465061,8,0.502742483059667,0.66372153923012,FALSE,0,0,0.118101809465061,0.118101809465061,NA,8,"Bayes",FALSE,"Unstable","Low confidence","Unstable","Low confidence"
"Ti","PLS_LOO",0.756227776634957,0.607666319730726,0.620336808479536,1919.97750377683,2043.38471456324,2203.41115300355,705.256127489748,NA,NA,3392.06646739343,8.36283529481968,160.564556338447,2,"Bootstrap predictive CI",2139.04947431541,6388.36995589027,1.11410132155592,0.677802227960793,5.76089963353566,0.985781032588366,0.528542989540393,0.958766987361802,0.840505406106005,1,0.673810409157214,0.795790393145256,FALSE,0.957025138074108,0.951492842781259,0.839982851319697,0.838323162731842,NA,1,"PLS_LOO",TRUE,"Preferred 1","High confidence","Stable","High confidence"
"Ti","PLS_kfold",0.756227776634957,0.607666319730726,0.620336808479536,1919.97750377683,2043.38471456324,2203.41115300355,705.256127489748,NA,NA,3392.06646739343,8.36283529481968,160.564556338447,3,"Bootstrap predictive CI",2139.04947431541,6388.36995589027,1.11410132155592,0.677802227960793,5.76089963353566,0.985781032588366,0.528542989540393,0.958766987361802,0.840505406106005,2,0.673810409157214,0.795790393145256,FALSE,0.957025138074108,0.951492842781259,0.839982851319697,0.838323162731842,NA,2,"PLS_LOO",FALSE,"Acceptable 2","High confidence","Stable","High confidence"
"Ti","OLS",0.729930592021033,0.639603384224678,0.644447515724916,2035.54425020404,2123.67445314434,2183.23509730289,418.899208076447,527.008898110934,537.781859052467,3392.06646739343,8.80236008250463,179.175934541678,5,"Log-normal % CI",2121.49959929056,6993.83718311646,1.04222720733185,0.64362324768362,6.5074019789329,0.919262770647259,0.963539636889683,0.289493689940079,0.743615106307832,3,0.656221008716905,0.779132874677105,FALSE,0.121031063133565,0.0916393370483663,0.693076318265878,0.684258800440318,NA,3,"PLS_LOO",FALSE,"Acceptable 3","Moderate confidence","Acceptable","Moderate confidence"
"Ti","Bayes",0.757847910218222,0.605643649083077,0.617880211717454,2132.72586760655,2262.20178182331,2412.22127315577,784.252798937385,503.766615819022,525.312537702087,3392.06646739343,8.33502896291361,177.763318764556,1,"Bootstrap predictive CI",2140.41045976442,6361.9847129266,1.00360317857752,0.68510833898267,4.89905519927455,1,0.0263350035216299,1,0.707900501056489,4,0.674714604626943,0.79673009841112,FALSE,1,1,0.707900501056489,0.707900501056489,NA,4,"PLS_LOO",FALSE,"Acceptable 4","Moderate confidence","Acceptable","Moderate confidence"
"Ti","OLS_weighted",0.718555763474536,0.652933928562262,NA,2173.73266969499,NA,2183.23509730289,418.899208076447,558.906329039579,569.679289981112,3392.06646739343,9.13705301194011,198.615106367892,8,"Log-normal % CI",2011.43951913123,7272.03003890279,0.92533895596898,0.635443775627134,6.56997199353357,0.903344090207377,1,0,0.661337636082951,5,0.656221008716905,0.779132874677105,FALSE,0.121031063133565,0.0916393370483663,0.69764695502302,0.688829437197461,NA,5,"PLS_LOO",FALSE,"Unstable","Moderate confidence","Acceptable","Moderate confidence"
"Ti","RF",0.737894395399044,0.630102511365047,0.624680929647959,1632.63607193601,1644.28446880636,1724.6808687449,214.240203644258,NA,NA,3392.06646739343,8.66661403393845,141.494266933548,4,"Bootstrap predictive CI",2146.88649351738,6757.42656645195,1.3149816608986,0.584395221578449,4.85386142131157,0.803994692934893,0,0.49217549885121,0.46925052682932,6,0.653674502827705,0.777357590935032,FALSE,0,0,0.321597877173957,0.321597877173957,NA,6,"PLS_LOO",FALSE,"Unstable","Low confidence","Marginal","Low confidence"
"Ti","WLS_weighted",0.72919658362992,0.640471967780676,NA,1893.08238585334,NA,2183.23509730289,418.899208076447,487.996188481353,498.769149422886,3392.06646739343,8.80510687431618,166.687927293242,6,"Log-normal % CI",2056.34869670063,22898.1279739593,1.08624363739653,0.180944811062021,6.45183560439914,0.018809767306703,0.931160386139066,0.270812898689313,0.368115892371195,7,0.656221008716905,0.779132874677105,FALSE,0.121031063133565,0.0916393370483663,0.323181341704471,0.314363823878911,NA,7,"PLS_LOO",FALSE,"Unstable","Low confidence","Marginal","Low confidence"
"Ti","WLS",0.728935134347202,0.640781067535794,NA,1882.89538666468,NA,2183.23509730289,418.899208076447,487.487982869888,498.26094381142,3392.06646739343,8.80679455599539,165.822728407873,7,"Log-normal % CI",2048.48407539001,23897.2029063303,1.08794364779801,0.171279816111263,6.44184437182847,0,0.925338364684045,0.264158915530203,0.356849184064274,8,0.656221008716905,0.779132874677105,FALSE,0.121031063133565,0.0916393370483663,0.313910828345283,0.305093310519723,NA,8,"PLS_LOO",FALSE,"Unstable","Low confidence","Marginal","Low confidence"
"Zr","OLS",0.608456680906178,0.822327315016661,0.829368800202076,148.16046066862,170.770192118497,171.307378492073,93.6991109242749,661.700465220814,672.473426162346,65.4747233406631,24.9401894861566,36.9514996343163,5,"Log-normal % CI",51.8863941021318,260.954175716361,0.350204054900872,0.831579406470902,2.53435338780609,1,1,0.605876887706424,0.881763066311927,1,0.536556720701675,0.647314703402938,FALSE,0,0,0.7,0.7,NA,1,"OLS",TRUE,"Preferred 1","High confidence","Stable","High confidence"
"Zr","WLS_weighted",0.608229412035276,0.822565937768544,NA,162.575252795128,NA,171.307378492073,93.6991109242749,661.816062941063,672.589023882596,65.4747233406631,24.9453367350013,40.5549442575243,7,"Log-normal % CI",54.1513484129792,384.798485710846,0.333084817535045,0.61619706946638,2.52029249923507,0.7409938656634,0.975892299015989,0.605212534591552,0.770728996347623,2,0.536556720701675,0.647314703402938,FALSE,0,0,0.589165235970157,0.589165235970157,NA,2,"OLS",FALSE,"Acceptable 2","High confidence","Stable","High confidence"
"Zr","PLS_LOO",0.72037835645274,0.69492862207945,0.711474071275561,77.8910261396823,83.4172964678884,88.5046640572072,34.869427206997,NA,NA,65.4747233406631,21.0763417407145,16.4165788545487,3,"Bootstrap predictive CI",44.1624715556574,161.108915768419,0.566977657688842,0.712518623481466,2.11623320246349,0.856824502964999,0.283123797424938,0.933046699726561,0.707580950331449,3,0.62395945512003,0.752592679771281,FALSE,0.848767318444227,0.942773056576578,0.682297135946749,0.710498857386454,NA,3,"OLS",FALSE,"Acceptable 3","Moderate confidence","Acceptable","Moderate confidence"
"Zr","PLS_kfold",0.72037835645274,0.69492862207945,0.711474071275561,77.8910261396823,83.4172964678884,88.5046640572072,34.869427206997,NA,NA,65.4747233406631,21.0763417407145,16.4165788545487,4,"Bootstrap predictive CI",44.1624715556574,161.108915768419,0.566977657688842,0.712518623481466,2.11623320246349,0.856824502964999,0.283123797424938,0.933046699726561,0.707580950331449,4,0.62395945512003,0.752592679771281,FALSE,0.848767318444227,0.942773056576578,0.682297135946749,0.710498857386454,NA,4,"OLS",FALSE,"Acceptable 4","Moderate confidence","Acceptable","Moderate confidence"
"Zr","RF",0.743282442571523,0.665859489258049,0.675449546082181,45.5919009454696,47.6388182667659,50.1368341822247,10.9507705044429,NA,NA,65.4747233406631,20.2185872202826,9.21803825804461,1,"Bootstrap predictive CI",41.6930079279974,142.458816111517,0.914482771355916,0.430691695933609,2.27364859709511,0.517916010879135,0.553015934390063,1,0.673071184668673,5,0.639532804392741,0.75898312204722,FALSE,1,1,0.673071184668673,0.673071184668673,NA,5,"OLS",FALSE,"Unstable","Moderate confidence","Acceptable","Moderate confidence"
"Zr","WLS",0.608323185716187,0.822467487738816,NA,159.077231156446,NA,171.307378492073,93.6991109242749,661.726819498081,672.499780439613,65.4747233406631,24.9432156773829,39.6789768609613,6,"Log-normal % CI",53.6040944885685,577.090663848485,0.336968993606954,0.402422891988473,2.52358951610789,0.483921609416238,0.981545106554268,0.605486654125649,0.66967817197047,6,0.536556720701675,0.647314703402938,FALSE,0,0,0.488032175732776,0.488032175732776,NA,6,"OLS",FALSE,"Unstable","Moderate confidence","Acceptable","Moderate confidence"
"Zr","Bayes",0.7219222288162,0.693007515213175,0.70718613446717,84.3816359771264,90.4654001007253,94.2746470081931,37.7204097634764,575.992116429963,597.538038313028,65.4747233406631,21.0181659201887,17.7354722558421,2,"Bootstrap predictive CI",45.422868267256,164.996573779594,0.538302768620994,0.777599911668075,1.95110040236637,0.935087433460112,0,0.937559752524152,0.65530289914129,7,0.63582925358079,0.75331695500691,FALSE,0.964034844993117,0.949259001702537,0.66324542688198,0.658812673894806,NA,7,"OLS",FALSE,"Unstable","Moderate confidence","Acceptable","Moderate confidence"
"Zr","OLS_weighted",0.401191970178938,1.01694769214115,NA,153.784821913486,NA,171.307378492073,93.6991109242749,788.726977570257,799.499938511789,65.4747233406631,37.3991921049437,57.51428097567,8,"Log-normal % CI",42.0668288564161,34663157.0601033,0.273543437726784,7.0672435446541e-06,2.42434726515991,0,0.81139209675327,0,0.243417629025981,8,0.536556720701675,0.647314703402938,FALSE,0,0,0.243417629025981,0.243417629025981,NA,8,"OLS",FALSE,"Unstable","Low confidence","Unstable","Low confidence"
