"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Co","Co_sd","Co_ICP","Co_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,104.333333333333,54.3362148334262,16.02760991,0.211315323,5.48966388016834,-6.47306854229026,17.4523963026269
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,58.4,45.2945912885854,0.986560337,0.017365677,2.05919761547936,-9.91799592274554,14.0363911537043
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,268,66.1286624694618,23.84445704,0.16101435,17.7128782195174,5.63735802755258,29.7883984114823
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,201.181818181818,62.6958023823257,36.34308788,0.239108874,12.7226564794203,0.724024656025275,24.7212883028153
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,417.333333333333,120.178907038505,35.13097178,0.339194543,28.8656277592901,16.4693830666237,41.2618724519565
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,408.636363636364,90.6225940119491,16.81953054,0.252021868,28.2161068343886,15.8439955975834,40.5882180711938
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,288.3,88.8807565724375,25.16163647,0.249659858,19.2289551100803,7.12177085425435,31.3361393659062
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,209.583333333333,64.4930698649557,11.55396277,0.105306814,13.350111797988,1.34413535086311,25.356088245113
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,191.083333333333,66.6953158138947,13.36853596,0.092428737,11.9684653706278,-0.022228240303301,23.9591589815589
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,261.090909090909,90.1448329583616,24.67115714,0.388038712,17.1968825021741,5.13126224431682,29.2625027600313
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,330,62.0532029793789,30.22335953,0.347057047,22.3432608409409,10.1590846063691,34.5274370755128
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,127.545454545455,74.2096538684336,5.120949268,0.044446999,7.22322843931326,-4.73990588093649,19.186362759563
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,345.5,54.1156169695958,76.74575589,1.991003144,23.5008564962968,11.2840125437945,35.7177004487991
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,215.85,81.7855185997593,33.30735274,0.338289287,13.818128966175,1.80623711195123,25.8300208203987
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,226.545454545455,92.2912386268205,17.29854042,0.049507222,14.6169039154572,2.59405521511696,26.6397526157974
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,134.4,42.7400410752155,24.79954461,0.187662858,7.73515050625653,-4.22909295204716,19.6993939645602
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,151.363636363636,37.1032956144673,9.040037779,0.114474506,9.00205578068116,-2.96687323115864,20.970984792521
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,217.583333333333,63.7601447661944,19.75221569,0.192516402,13.947580523333,1.93398664168408,25.9611744049819
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,41.1666666666667,51.9384834261269,2.860665218,0.027058096,0.772150402965416,-11.2156863491346,12.7599871550654
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,269.25,77.7830607873883,7.991640436,0.149589066,17.8062327078526,5.72887372274797,29.8835916929572
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,239.090909090909,82.298790447314,18.03152781,0.074044402,15.5538435074754,3.5167626758389,27.5909243391119
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,167.818181818182,71.7660340019123,10.38688508,0.082678757,10.2309403180385,-1.74517210419034,22.2070527402673
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,209.181818181818,78.2199695497488,11.60935571,0.11557168,13.3201252047652,1.31451504410397,25.3257353654265
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,232.636363636364,59.4580065714833,11.06017577,0.081390222,15.0717948767994,3.04222217397861,27.1013675796202
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,147.636363636364,40.0606358593388,14.40052097,0.07942808,8.72368967000913,-3.2439729621911,20.6913523022094
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,154.333333333333,49.5989980348455,8.58191768,0.113935315,9.22384341357437,-2.74619001719265,21.1938768443414
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,187.909090909091,69.5923193254177,1.309662683,0.013947987,11.7314015487343,-0.256997830577916,23.7198009280466
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,80.6153846153846,89.612627887609,5.309682165,0.038456563,3.71832230662961,-8.24934824263769,15.6859928558969
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,230.166666666667,85.3195419726585,4.280007535,0.041449262,14.8873490392402,2.86054503732431,26.9141530411562
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,106.090909090909,69.4441567670809,7.368448017,0.084118008,5.62092594861536,-6.3416556687968,17.5835075660275
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,169.916666666667,74.1735781594073,5.122222899,0.145873046,10.387662701486,-1.58955242698614,22.3648778299581
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,180.727272727273,49.2931859572718,5.35222129,0.027518772,11.1950375793906,-0.788526264648141,23.1786014234293
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,68.9090909090909,40.2379287375843,5.409379617,0.23362155,2.84405425922797,-9.12804452428699,14.8161530427429
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,148.833333333333,75.270220277385,21.80830378,0.383297426,8.81308366489971,-3.15497111449195,20.7811384442914
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,196,69.7509856561181,14.81752131,0.234127184,12.3356596914128,0.341222659942181,24.3300967228833
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,143.363636363636,69.4352543413974,4.1377886,0.019010108,8.4045870553362,-3.56178794733051,20.3709620580029
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,273.2,51.0115455341022,10.38268079,0.298178052,18.1012328909917,6.01796742197545,30.1844983600079
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,288.9,100.240211492195,32.08267707,0.182515294,19.2737652644812,7.16558683785279,31.3819436911095
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,83.6153846153846,42.112030073639,4.851245271,0.115944762,3.94237307863397,-8.02437435147074,15.9091205087387
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,92.3076923076923,32.7220226946741,5.402833637,0.043222669,4.59154582828763,-7.37301493465215,16.5561065912274
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,158.153846153846,49.547697817097,4.923853521,0.059086242,9.50917302920387,-2.4624056794675,21.4807517378752
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,172.846153846154,76.1006418652806,4.715790685,0.102332658,10.6064473228663,-1.37237771374526,22.5852723594778
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,92.7692307692308,45.0927818432061,5.347190156,0.056145497,4.62601517782677,-7.33844977065733,16.5904801263109
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,132.083333333333,48.2313710308462,4.922970952,0.064490919,7.56213352120869,-4.40168456475506,19.5259516071724
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,47.9230769230769,34.6204697119626,6.646599115,0.108339566,1.27674338094105,-10.7065821446699,13.260068906552
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,175.454545454545,60.9399107914733,9.632847657,0.088622198,10.8012513740495,-1.1790762545108,22.7815790026098
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,98.9166666666667,72.9663164297975,8.041928644,0.101328301,5.08512776404938,-6.8782561780055,17.0485117061043
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,129.833333333333,68.1186576141333,8.722415009,0.070651562,7.39409544220542,-4.56935887961728,19.3575497640281
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,142.833333333333,59.5999288183427,6.251857157,0.096903786,8.36498212089098,-3.6012452982798,20.3312095400618
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,70.1666666666667,34.9358719873306,5.871694204,0.029358471,2.93797453234091,-9.03358550819819,14.90953457288
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,162.583333333333,43.7813956614063,4.139917554,0.052576953,9.83998303658637,-2.13356249161579,21.8135285647885
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,132.666666666667,56.3855773521326,5.075843538,0.092380352,7.60569894909847,-4.35822138722389,19.5696192854208
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,73.6363636363636,39.0442639251215,6.595896427,0.11081106,3.19710396056818,-8.77304832802153,15.1672562491579
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,99.8333333333333,48.7718870836158,6.245626149,0.014989503,5.15358772216182,-6.80966614016135,17.116841584485
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,129.818181818182,46.0517495472608,11.02836,0.101460912,7.39296387264988,-4.57048816448938,19.3564159097891
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,105.230769230769,64.8268897991076,9.134399757,0.033797279,5.55668761538333,-6.40596409463875,17.5193393254054
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,130.615384615385,62.8444355287171,5.668266146,0.064051407,7.45250184003567,-4.51107340229614,19.4160770823675
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,58.7692307692308,33.9684997366527,7.144032067,0.087157191,2.08677309511067,-9.89022350556274,14.0637696957841
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,103.0625,55.4670698102337,5.39869674,0.062085013,5.3947534836943,-6.56810647604716,17.3576134434358
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,75.5384615384615,47.0241345563024,7.2536503,0.028289236,3.33915946169915,-8.63027010469295,15.3085890280912
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,129.083333333333,50.1460745011889,7.23671292,0.149799957,7.33808274920433,-4.6252611290502,19.3014266274589
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,87.5833333333333,46.1725190470643,5.413025996,0.123958295,4.23871373647734,-7.72694547582133,16.204372948776
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,60.5714285714286,32.1312555375227,3.181449904,0.041995139,2.22136769807299,-9.75468640106537,14.1974217972114
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,119.076923076923,52.5015262293417,4.0172756,0.092397339,6.59076810155732,-5.37161949597778,18.5531556990924
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,94.6153846153846,49.9792264538286,2.856953727,0.045996955,4.7638925759833,-7.2002095811775,16.7279947331441
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,80.9166666666667,52.9209673747447,5.301363572,0.036579409,3.74082313202321,-8.22675080775526,15.7083970718017
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,92,44.5234020862437,4.125981149,0.061889717,4.56856626192821,-7.39605951429243,16.5331920381488
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,105.230769230769,45.1574169732095,1.260301438,0.020038793,5.55668761538333,-6.40596409463875,17.5193393254054
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,60.7692307692308,34.9097738132505,5.526713106,0.056372474,2.23614027644691,-9.73981227217418,14.212092825068
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,131.307692307692,53.45151169578,2.678001972,0.025173219,7.50420586434431,-4.45948132679024,19.4678930554789
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,60.8461538461538,27.7484118279652,4.257107492,0.087696414,2.24188516803676,-9.7340279899421,14.2177983260156
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,61.5833333333333,28.8332457521879,3.122609518,0.043716533,2.29694037910621,-9.67859816000843,14.2724789182208
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,118.5,46.8178287718375,5.441252987,0.071280414,6.54768141463341,-5.41468039291167,18.5100432221785
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,53.5384615384615,34.8559305920226,2.424955924,0.04073926,1.69612046700049,-10.2837878277181,13.6760287617191
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,80,51.8459255872629,2.969961652,0.043064444,3.67236317391076,-8.29550741302946,15.640233760851
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,77.5384615384615,33.836901415997,3.689626761,0.112164654,3.48852664303539,-8.48018044571263,15.4572337317834
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,50.6923076923077,40.7111463348483,2.746114854,0.119181385,1.48355947817584,-10.4980431376802,13.4651620940318
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,59.3846153846154,35.9108582964783,2.27561944,0.012288345,2.13273222782951,-9.84393904521941,14.1094035008784
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,58,40.5126242950605,5.029922831,0.111161295,2.02932417921211,-9.94808418141911,14.0067325398433
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,77.5833333333333,34.0946765595007,5.877569688,0.058775697,3.49187782979614,-8.47681348980882,15.4605691494011
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,120.416666666667,53.5527918520735,4.779923294,0.037283402,6.690824963414,-5.27163486607356,18.6532847929016
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,86.9230769230769,31.1674550839535,2.063550218,0.052826886,4.18940341699775,-7.7764263849405,16.155233218936
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3049.39,88.2307692307692,39.495049998183,5.122309014,0.038929549,4.28706657402529,-7.67842942698346,16.252562575034
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,3062.22846153846,115.769230769231,45.4443869767467,1.700460441,0.029588012,6.34373776319356,-5.6185453857098,18.3060209120969
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,3116.22307692308,60.6923076923077,40.322418527383,1.696042582,0.031037579,2.23039538485705,-9.7455966110929,14.206387380807
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,3169.09230769231,72.0769230769231,52.677416948919,2.30494227,0.020283492,3.08063934015566,-8.89013136906451,15.0514100493758
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,3233.34153846154,42.7692307692308,31.9587073324153,1.877953739,0.051268137,0.891835644420737,-11.0948916186268,12.8785629074683
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3335.24833333333,93.8333333333333,61.7455678694038,2.990729658,0.048150748,4.7054861781531,-7.25876566358359,16.6697380198898
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3328.03692307692,65.1538461538462,58.16334205472,4.563779045,0.075302354,2.56359909706867,-9.41019867372584,14.5373968678632
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,3378.91846153846,62.3846153846154,38.4068970835935,1.567442911,0.011128845,2.35678299983387,-9.618354250348,14.3319202500157
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3442.75846153846,100.615384615385,46.1583117497785,3.348828618,0.108167164,5.21199411999205,-6.75115514895978,17.1751433889439
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3494.21153846154,98.5384615384615,53.0135444715395,3.220383438,0.060543209,5.05688204706592,-6.90655791746822,17.0203220116001
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3563.64071428571,122,34.8778086820479,4.839313706,0.098238068,6.80907398197183,-5.15349345680919,18.7716414207529
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3603.44,126.142857142857,59.7106576530743,4.807527056,0.182686028,7.11847742902546,-4.84448558627905,19.08144044433
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,3669.60384615385,101.230769230769,64.8847103794541,3.707856044,0.067853766,5.25795325271085,-6.70511784572041,17.2210243511421
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,3782.35692307692,88.0769230769231,42.3585126006992,4.871365568,0.035560969,4.27557679084559,-7.68995762835642,16.2411112100476
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,3810.93642857143,77.5714285714286,38.2194358242671,4.458688299,0.053058391,3.49098873943104,-8.47770676194078,15.4596842408029
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,4016.98,76.8461538461538,36.9568355288665,1.647634055,0.040367034,3.43682261872669,-8.53213021437786,15.4057754518312
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,4144.90083333333,137,47.2671325360638,5.815379919,0.034310742,7.92932784199364,-4.03545442462675,19.894110108614
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,4223.08571428571,69.7857142857143,53.3323088271562,4.010749764,0.016845149,2.90952364065782,-9.06219799782661,14.8812452791422
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,4273.55307692308,83.3076923076923,60.6113089219394,8.019375617,0.147556511,3.91939351227455,-8.04744461982096,15.8862316443701
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,4438.2275,100.833333333333,62.2777259661522,9.69654668,0.224959883,5.22827131282992,-6.73484985447727,17.1913924801371
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4574.44,134.769230769231,43.9965033575659,6.815172626,0.16424566,7.76272598588785,-4.20159003278625,19.7270420045619
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,4631.57428571429,82,54.6203681366632,6.870330497,0.10580309,3.82173035524701,-8.14550340175648,15.7889641122505
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,4743.01769230769,75.6153846153846,51.5889821272244,4.4576731,0.104755318,3.344904353289,-8.62449671571435,15.3143054222924
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,4828.70428571429,55.8571428571429,50.973382409702,4.917649378,0.046225904,1.86928791349471,-10.1092973705955,13.847873197585
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4912.70923076923,78.1538461538462,67.0868170778807,2.854988022,0.043966816,3.53448577575424,-8.43400673525221,15.5029782867607
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,4939.73076923077,103,32.1065933000269,4.926755175,0.130066337,5.39008575927754,-6.57278087327387,17.3529523918289
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,76.25,54.7501902584213,16.33205694,0.063835773,3.39229970890531,-8.57686842318097,15.3614678409916
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.97058823529412,265.823529411765,60.7774992226951,18.68861595,0.079848366,17.5503315810045,5.4779782027449,29.6226849592641
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,248.533333333333,92.1829443991416,15.75984242,0.167762212,16.2590376545113,4.2102652073116,28.3078101017111
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.485714285714,201.5,97.1396694693542,5.990333136,0.045056322,12.7464194400874,0.747521703879922,24.7453171762949
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,130.207142857143,143.428571428571,71.6752443967976,14.56260068,0.081466026,8.40943663914581,-3.55695662055932,20.3758298988509
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,153.175,77.25,56.5113557909677,5.221829427,0.034339306,3.46698329957343,-8.50182562364965,15.4357922227965
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,212.526666666667,86.8,49.8744137094076,4.215243411,0.073672112,4.18021159045398,-7.78565047370354,16.1460736546115
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,308.48,92.7333333333333,61.3787616440115,1.572869736,0.017783884,4.62333422841816,-7.34113809890225,16.5878065557386
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,466.2125,178.4375,64.8361717459218,6.986589224,0.042150715,11.0240291303039,-0.958096663572547,23.0061549241803
