"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","SNR_CI_s","SNR_smooth_s","Robustness_score","Robustness_Rank"
"Ca","PB1","RF",930,28166.6663645412,16795.3546226202,43534.3486867009,0.385795472524226,0.000338530641293693,0.829385266514203,0.993744664717351,0.895129025795462,1
"Ca","PB1","PLS_LOO",930,26016.0371741661,16267.2343263315,42458.2350324681,0.383134963426808,0.000339425733066382,0.822418141305426,1,0.893450884783256,2
"Ca","PB1","PLS_kfold",930,26016.0371741661,16267.2343263315,42458.2350324681,0.383134963426808,0.000339425733066382,0.822418141305426,1,0.893450884783256,3
"Ca","PB1","Bayes",930,26886.6038264908,17330.5961294262,43524.7369021779,0.398178079016924,0.00028810163030577,0.861811831012461,0.641322285999454,0.773616013007258,4
"Ca","PB1","OLS_weighted",970,27360.2382187574,21632.6896885983,47971.6411185266,0.450947459461497,0.000196333199693836,1,0,0.6,5
"Ca","PB1","OLS",970,27724.7788492419,21481.064067992,56626.8005435383,0.379344477558395,0.000200006794371442,0.812491924675323,0.0256728607078443,0.497764299088331,6
"Ca","PB1","WLS_weighted",970,26695.1575574388,20151.5413130683,282441.802896564,0.071347587738095,0.000216309287528219,0.00593467690114087,0.139602586966399,0.0594018409272439,7
"Ca","PB1","WLS",970,26659.6362260705,20104.930594342,291032.742754723,0.0690813356739247,0.000216927768973039,0,0.143924835166517,0.0575699340666068,8
"Fe","PB1","Bayes",930,26859.0915273047,18340.4716648282,66708.4291863009,0.27493484539424,0.000298735330847056,0.503777270445222,1,0.702266362267133,1
"Fe","PB1","OLS_weighted",970,42983.0274786224,34961.7286052108,72774.0211332376,0.480414962108545,0.000157013501989551,1,0,0.6,2
"Fe","PB1","RF",930,32489.0343806983,19955.5292088749,76232.126494021,0.261773219856854,0.00025333641966833,0.471992697543602,0.679661830892874,0.55506035088331,3
"Fe","PB1","PLS_LOO",930,28951.4522991459,20076.2212786402,74793.186576259,0.268423130470187,0.000199368170490368,0.488051851337207,0.29885776130791,0.412374215325488,4
"Fe","PB1","PLS_kfold",930,28951.4522991459,20076.2212786402,74793.186576259,0.268423130470187,0.000199368170490368,0.488051851337207,0.29885776130791,0.412374215325488,5
"Fe","PB1","OLS",970,43073.436703576,34015.8891500072,133185.472634489,0.255402398453468,0.000165737219393401,0.456607528229677,0.0615552132947764,0.298586602255717,6
"Fe","PB1","WLS_weighted",970,41427.0538891774,32196.5485796278,462976.900406072,0.0695424513650434,0.000177540766544026,0.00776638615773503,0.144841939452491,0.0625966074756373,7
"Fe","PB1","WLS",970,41463.652303467,32237.5337151427,486043.184615346,0.0663264803119407,0.000177256334795399,0,0.142834967407887,0.0571339869631549,8
"Mn","PB1","RF",930,382.725255000837,252.077363098193,944.295856699502,0.266947441641069,0.0161774937858137,0.773901772681295,1,0.864341063608777,1
"Mn","PB1","Bayes",930,400.011717183125,335.091916865932,1036.32359329039,0.323346799238639,0.0108034982304903,1,0.224388500983015,0.689755400393206,2
"Mn","PB1","PLS_LOO",930,422.813492239949,340.589862333075,1147.98644854657,0.296684566933944,0.011504419547473,0.893114324041332,0.325550220928876,0.66608868279635,3
"Mn","PB1","PLS_kfold",930,422.813492239949,340.589862333075,1147.98644854657,0.296684566933944,0.011504419547473,0.893114324041332,0.325550220928876,0.66608868279635,4
"Mn","PB1","OLS",948,417.954886123223,361.764511486558,1189.31593270779,0.304178647184947,0.00924877294795292,0.923157188575816,0,0.55389431314549,5
"Mn","PB1","OLS_weighted",948,394.117005989727,354.608790895935,2822.66132352774,0.125629237889846,0.00927609825161835,0.207374125611226,0.00394377321656818,0.126001984653363,6
"Mn","PB1","WLS",948,399.531565036951,337.027756532454,4494.41469484327,0.0749881306945591,0.0100353358408779,0.00436003016691406,0.113522093230685,0.0480248553924225,7
"Mn","PB1","WLS_weighted",948,404.785066397226,344.132729691871,4656.7013107297,0.0739005374682161,0.00979653175931032,0,0.0790562679858984,0.0316225071943594,8
"Sr","PB1","RF",930,315.248767553953,181.750957679962,431.247489268094,0.421453949768905,0.0364056273934488,0.994947875203744,0.359697448110326,0.740847704366376,1
"Sr","PB1","OLS",948,244.36445489428,122.301856208928,417.019740600425,0.293275939486313,0.0494176618070442,0.692309159376967,0.765366452111713,0.721532076470866,2
"Sr","PB1","Bayes",930,276.538752317675,161.204027917318,380.562855076836,0.42359370013863,0.0248681534254401,1,0,0.6,3
"Sr","PB1","PLS_LOO",930,238.939479961465,122.615671009256,353.275300287463,0.347082490367943,0.0325758704897127,0.819350805802775,0.240299234170559,0.587730177149889,4
"Sr","PB1","PLS_kfold",930,238.939479961465,122.615671009256,353.275300287463,0.347082490367943,0.0325758704897127,0.819350805802775,0.240299234170559,0.587730177149889,5
"Sr","PB1","OLS_weighted",948,216.718695749547,103.868644831959,1761721.2342196,5.89586154803716e-05,0.056943649175051,0,1,0.4,6
"Sr","PB1","WLS_weighted",948,238.080670700868,116.216016623495,2877.82060231552,0.0403833430513307,0.0513693879591551,0.0952091540137474,0.82621433946306,0.387611228193472,7
"Sr","PB1","WLS",948,245.83590850791,123.73852284535,3524.20865209834,0.0351110093245119,0.0489769681518185,0.0827607449225406,0.751627189633407,0.350307322806887,8
"Ti","PB1","RF",930,12752.6873600657,8868.74444550222,37830.2667854985,0.234435154681539,0.00082273536792555,0.841489696727536,1,0.904893818036522,1
"Ti","PB1","PLS_LOO",930,12681.6983923704,10132.0668138845,38118.5996786539,0.265803751955726,0.000530642844645917,1,0.0547871792253467,0.621914871690139,2
"Ti","PB1","PLS_kfold",930,12681.6983923704,10132.0668138845,38118.5996786539,0.265803751955726,0.000530642844645917,1,0.0547871792253467,0.621914871690139,3
"Ti","PB1","Bayes",930,12701.1864922782,9546.6050922721,36500.3107767722,0.261548597508033,0.000533105431144278,0.978498055999141,0.0627561210674116,0.612201282026449,4
"Ti","PB1","OLS",969,13969.8119326534,11273.7575861601,46478.5169051976,0.242558462206426,0.000549304565135378,0.882538007816824,0.115176597161471,0.575593443554683,5
"Ti","PB1","OLS_weighted",969,14155.7650601049,11703.1416342887,51920.9518064237,0.22540306421811,0.00051371234489858,0.795849166931822,0,0.477509500159093,6
"Ti","PB1","WLS",969,12829.463207101,10165.1836991599,149691.653028792,0.0679074851101065,0.000622514625052776,0,0.352084705820446,0.140833882328178,7
