"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","SNR_CI_s","SNR_smooth_s","Robustness_score","Robustness_Rank"
"Ca","HER42PB","OLS_weighted",4009,11884.2860206299,3714.19216041679,20345.4583203427,0.182556327900615,0.000658218571861659,1,0.923366621372774,0.96934664854911,1
"Ca","HER42PB","OLS",4009,12373.0828363092,3761.8350902315,24903.556844545,0.151056136828724,0.000650393340884676,0.797652094473633,0.8935139228547,0.83599682582606,2
"Ca","HER42PB","PLS_LOO",3901,14260.5737200659,3570.54890720062,23273.2904958191,0.153418310480937,0.000593653390066946,0.812825998972305,0.677055054014368,0.75851762098913,3
"Ca","HER42PB","PLS_kfold",3901,14260.5737200659,3570.54890720062,23273.2904958191,0.153418310480937,0.000593653390066946,0.812825998972305,0.677055054014368,0.75851762098913,4
"Ca","HER42PB","Bayes",3901,14368.6128647651,3610.18028937468,23260.2860005684,0.155207906269358,0.000579940143262909,0.824321832718183,0.624739994721035,0.744489097519324,5
"Ca","HER42PB","RF",3901,13369.8694942928,3715.78992264228,20664.4461551533,0.179815606706481,0.000416178238914753,0.982394418116411,0,0.589436650869847,6
"Ca","HER42PB","WLS_weighted",4009,12318.3391340009,3615.60005228376,130170.191052324,0.0277759448845734,0.000677318438769952,0.00573662399740849,0.996231252490468,0.401934475394632,7
"Ca","HER42PB","WLS",4009,12317.12147455,3610.45188549286,134302.891994305,0.0268829049909511,0.00067830633337312,0,1,0.4,8
"Fe","HER42PB","OLS_weighted",4009,10788.6401927149,7742.8208784968,17872.5188975089,0.433224937284919,0.000565997244288246,1,0.975217067404671,0.990086826961868,1
"Fe","HER42PB","OLS",4009,11602.8393063849,7913.59949785386,35602.7187203379,0.222275145895902,0.000557714042141022,0.439663835797651,0.955676916640472,0.646069068134779,2
"Fe","HER42PB","PLS_LOO",3901,13180.4423864759,8961.28261226546,34050.35700397,0.263177346752066,0.00032829631984488,0.548310458220292,0.414478379894889,0.494777626890131,3
"Fe","HER42PB","PLS_kfold",3901,13180.4423864759,8961.28261226546,34050.35700397,0.263177346752066,0.00032829631984488,0.548310458220292,0.414478379894889,0.494777626890131,4
"Fe","HER42PB","Bayes",3901,13099.0305970573,7908.29064089817,32533.3324883558,0.243082710439476,0.000346591810408539,0.494934006135189,0.457637611984699,0.480015448474993,5
"Fe","HER42PB","WLS_weighted",4009,11575.0930368295,7682.45659869507,129136.733542183,0.0594908697778511,0.000576502897134296,0.00726749981723219,1,0.404360499890339,6
"Fe","HER42PB","WLS",4009,11575.1770842744,7687.58340636883,135452.392203762,0.0567548736592582,0.000576071088622495,0,0.998981359711874,0.39959254388475,7
"Fe","HER42PB","RF",3901,15151.9053587126,7865.11659844625,35552.3636804986,0.22122626414177,0.000152596129618422,0.436877739755829,0,0.262126643853497,8
"Mn","HER42PB","PLS_LOO",3901,195.141713662826,108.25204279867,529.831821695857,0.204313969765317,0.0218221901833005,0.824610734676333,1,0.8947664408058,1
"Mn","HER42PB","PLS_kfold",3901,195.141713662826,108.25204279867,529.831821695857,0.204313969765317,0.0218221901833005,0.824610734676333,1,0.8947664408058,2
"Mn","HER42PB","OLS",3936,174.718783394693,116.038543791717,492.231679884794,0.235739690340279,0.016755182173937,1,0.034267018834863,0.613706807533945,3
"Mn","HER42PB","RF",3901,212.747417183527,106.746137888392,524.910498967425,0.203360645478375,0.0181180613992705,0.819290161488421,0.29402137778143,0.609182648005624,4
"Mn","HER42PB","Bayes",3901,197.298238122223,116.119003208059,511.147074692018,0.227173369383019,0.0165753899722833,0.95219073065845,0,0.57131443839507,5
"Mn","HER42PB","OLS_weighted",3936,156.794581968342,109.334726547339,1114.90491935752,0.0980664132420764,0.0178359624099901,0.23163528208185,0.240255467524724,0.235083356259,6
"Mn","HER42PB","WLS",3936,172.397852195621,110.848769804079,1935.89204246022,0.0572597889617891,0.0174991533553366,0.00389050099445253,0.176062237154295,0.0727591954583895,7
"Mn","HER42PB","WLS_weighted",3936,173.01289717387,112.34058231635,1986.12479452491,0.0565627007054318,0.0172793076598198,0,0.134161328662457,0.0536645314649828,8
"Sr","HER42PB","OLS",4009,170.318063843787,36.828422086755,288.893374661467,0.127481020047315,0.061165615146732,0.827042688505896,0.758201023737924,0.799506022598707,1
"Sr","HER42PB","PLS_LOO",3901,196.585055336696,44.8000728553196,290.653702214884,0.154135565843226,0.0341618199455412,1,0.0957454179800206,0.638298167192008,2
"Sr","HER42PB","PLS_kfold",3901,196.585055336696,44.8000728553196,290.653702214884,0.154135565843226,0.0341618199455412,1,0.0957454179800206,0.638298167192008,3
"Sr","HER42PB","RF",3901,171.5992571529,30.9645720285529,234.740802895584,0.131909628179667,0.0407295914498031,0.855779256072915,0.256865624155464,0.616213803305935,4
"Sr","HER42PB","Bayes",3901,191.913240722617,36.7611855930536,264.104217598219,0.139191967199018,0.0302589325126137,0.903033251238306,0,0.541819950742984,5
"Sr","HER42PB","OLS_weighted",4009,155.395713244105,31.5903302571639,1262636.38386344,2.50193410081398e-05,0.0710221096470214,0,1,0.4,6
"Sr","HER42PB","WLS_weighted",4009,168.739373101636,35.2036922825673,2037.06419113439,0.0172815822082481,0.0638394325256858,0.11197522336339,0.823794963340264,0.39670311935414,7
"Sr","HER42PB","WLS",4009,170.668398069271,37.2082057093555,2443.85708778274,0.0152251970441994,0.0605737708343396,0.0986316514228474,0.743681931900679,0.35665176361398,8
"Ti","HER42PB","OLS_weighted",3971,1247.10688301896,846.713877471167,4442.89327523398,0.190577136342888,0.00197162756102175,0.892339253419082,1,0.935403552051449,1
"Ti","HER42PB","OLS",3971,1394.89232102675,897.826718929441,4560.29534965442,0.196879072535834,0.00187789539902699,0.933229340164999,0.714832212905392,0.845870489261156,2
"Ti","HER42PB","PLS_LOO",3901,1692.77384442144,927.591333484308,5088.13303435896,0.182304850761665,0.00180058492379496,0.838664562872103,0.479625250087393,0.695048837758219,3
"Ti","HER42PB","PLS_kfold",3901,1692.77384442144,927.591333484308,5088.13303435896,0.182304850761665,0.00180058492379496,0.838664562872103,0.479625250087393,0.695048837758219,4
"Ti","HER42PB","RF",3901,1544.25548675629,949.036838305925,4580.96363531173,0.207169694819318,0.00170289154307187,1,0.182405975489318,0.672962390195727,5
