"Site","Element","Model","Rank_site","Robustness_score","R2_overall","RMSE_overall","RMSEP_overall","SNR_CI_s","SNR_smooth_s","n_mean"
"ALL","Ti","OLS_weighted",6,0.571147785372915,0.718555763474536,0.652933928562262,2173.73266969499,0.951912975621524,0,14219
"ALL","Ti","WLS",7,0.332419261309599,0.728935134347202,0.640781067535794,1882.89538666468,0,0.831048153273996,14219
"ALL","Ti","WLS_weighted",8,0.308964386703489,0.72919658362992,0.640471967780676,1893.08238585334,0.0198210867395631,0.742679336649378,14219
"ALL","Zr","RF",1,0.668535589513715,0.76427923472626,0.638048553639218,43.5303797063521,0.447559315856191,1,13396
"ALL","Zr","PLS_LOO",2,0.63379380041644,0.697291605179832,0.723047851394819,93.2499291193699,1,0.0844845010410995,13396
"ALL","Zr","PLS_kfold",3,0.63379380041644,0.697291605179832,0.723047851394819,93.2499291193699,1,0.0844845010410995,13396
"ALL","Zr","Bayes",4,0.580761179681608,0.723503699572672,0.691034085621477,78.0488237943269,0.773271377407729,0.291995883092428,13396
"ALL","Zr","OLS",5,0.504690355802965,0.608456680906178,0.822327315016661,148.16046066862,0.812402091624064,0.0431227520713157,14519
"ALL","Zr","WLS_weighted",6,0.365649186342096,0.608229412035276,0.822565937768544,162.575252795128,0.601984966345547,0.0111455163369198,14519
"ALL","Zr","WLS",7,0.243240463851971,0.608323185716187,0.822467487738816,159.077231156446,0.393138927671835,0.018392768122174,14519
"ALL","Zr","OLS_weighted",8,0,0.401191970178938,1.01694769214115,153.784821913486,0,0,14519
