"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","SNR_CI_s","SNR_smooth_s","Robustness_score","Robustness_Rank"
"Ca","ALL","PLS_LOO",13396,11255.5432374305,7377.79052102093,18369.0735446626,0.401641950155111,9.08489998338852e-05,0.850977055615381,1,0.910586233369229,1
"Ca","ALL","PLS_kfold",13396,11255.5432374305,7377.79052102093,18369.0735446626,0.401641950155111,9.08489998338852e-05,0.850977055615381,1,0.910586233369229,2
"Ca","ALL","RF",13396,11019.1735655698,7846.27185263733,17031.2147711843,0.460699483745146,8.6261768132173e-05,1,0.401575463049912,0.760630185219965,3
"Ca","ALL","Bayes",13396,11346.9447772753,7644.70989184762,18368.730735261,0.416180627939233,8.74379669376684e-05,0.887663257004846,0.555015766768837,0.754604260910443,4
"Ca","ALL","OLS_weighted",14519,10492.425843022,8101.82570808005,18035.9437498918,0.449204423146897,8.31834857740987e-05,0.970993916066287,0,0.582596349639772,5
"Ca","ALL","OLS",14519,10921.4227828969,8094.54336246637,22038.6753023897,0.367288108355072,8.32094433143569e-05,0.764290220850088,0.00338627521334799,0.459928642595392,6
"Ca","ALL","WLS",14519,10872.2684867972,7637.09392056858,118586.161886132,0.064401223541595,8.81294955103154e-05,0,0.645228708425907,0.258091483370363,7
"Ca","ALL","WLS_weighted",14519,10873.2672025233,7652.5839621963,114937.491193476,0.066580398464715,8.79533357450352e-05,0.00549882535946716,0.622247892800727,0.252198452335971,8
"Ca","BI10","Bayes",4577,7977.67015907795,2701.43919061436,12914.4609340399,0.20917940008583,0.00083746433289697,0.954003236021566,0.613208071433646,0.817685170186398,1
"Ca","BI10","OLS_weighted",5017,8704.48569640587,2346.12378187831,14883.6168606104,0.157631293780973,0.000982002448699456,0.689423322901102,0.984164384159792,0.807319747404578,2
"Ca","BI10","PLS_LOO",4577,7855.58661793518,2796.64031522814,12820.3361914551,0.218140949930169,0.000780584740588244,1,0.467226897436296,0.786890758974518,3
"Ca","BI10","PLS_kfold",4577,7855.58661793518,2796.64031522814,12820.3361914551,0.218140949930169,0.000780584740588244,1,0.467226897436296,0.786890758974518,4
"Ca","BI10","OLS",5017,9134.44342980325,2400.78482472853,18376.0319985411,0.130647618861304,0.000960331115133468,0.550924765384859,0.928545020735386,0.70197286752507,5
"Ca","BI10","RF",4577,7805.4145303726,2407.97497570343,12064.0346078462,0.199599475132253,0.000598536092025311,0.904832550741139,0,0.542899530444684,6
"Ca","BI10","WLS_weighted",5017,9183.88358975807,2337.47336212703,97060.955278778,0.0240825299463966,0.0009872092238201,0.00396030853295355,0.997527545075682,0.401387203150045,7
"Ca","BI10","WLS",5017,9186.32244910297,2335.27006011243,100179.133008929,0.0233109430075053,0.000988172582479617,0,1,0.4,8
"Ca","HER42PB","OLS_weighted",4009,11884.2860206299,3714.19216041679,20345.4583203427,0.182556327900615,0.000658218571861659,1,0.923366621372774,0.96934664854911,1
"Ca","HER42PB","OLS",4009,12373.0828363092,3761.8350902315,24903.556844545,0.151056136828724,0.000650393340884676,0.797652094473633,0.8935139228547,0.83599682582606,2
"Ca","HER42PB","PLS_LOO",3901,14260.5737200659,3570.54890720062,23273.2904958191,0.153418310480937,0.000593653390066946,0.812825998972305,0.677055054014368,0.75851762098913,3
"Ca","HER42PB","PLS_kfold",3901,14260.5737200659,3570.54890720062,23273.2904958191,0.153418310480937,0.000593653390066946,0.812825998972305,0.677055054014368,0.75851762098913,4
"Ca","HER42PB","Bayes",3901,14368.6128647651,3610.18028937468,23260.2860005684,0.155207906269358,0.000579940143262909,0.824321832718183,0.624739994721035,0.744489097519324,5
"Ca","HER42PB","RF",3901,13369.8694942928,3715.78992264228,20664.4461551533,0.179815606706481,0.000416178238914753,0.982394418116411,0,0.589436650869847,6
"Ca","HER42PB","WLS_weighted",4009,12318.3391340009,3615.60005228376,130170.191052324,0.0277759448845734,0.000677318438769952,0.00573662399740849,0.996231252490468,0.401934475394632,7
"Ca","HER42PB","WLS",4009,12317.12147455,3610.45188549286,134302.891994305,0.0268829049909511,0.00067830633337312,0,1,0.4,8
"Ca","KER1","PLS_LOO",2249,8668.10303110922,5179.45100686738,14146.3649254753,0.366132998417144,0.0004701226527187,0.701209297465539,0.983080034379902,0.813957592231284,1
"Ca","KER1","PLS_kfold",2249,8668.10303110922,5179.45100686738,14146.3649254753,0.366132998417144,0.0004701226527187,0.701209297465539,0.983080034379902,0.813957592231284,2
"Ca","KER1","Bayes",2249,8513.54767660763,5043.58147772428,13781.9534635088,0.365955485996845,0.000459839271272765,0.700814158588343,0.903122854586998,0.781737636987805,3
"Ca","KER1","OLS_weighted",2523,8175.34368390542,4942.99790346286,14016.5202545135,0.352655139343245,0.000453700111340587,0.671207869438628,0.855388564358115,0.744880147406423,4
"Ca","KER1","OLS",2523,8572.7165714356,5005.45200389427,17275.5475128282,0.28974201831678,0.000450358761299047,0.531164598317091,0.829408304126882,0.650462080641007,5
"Ca","KER1","RF",2249,8653.12290188807,6691.96582183952,13374.2511365814,0.500361908378975,0.000343687640733594,1,0,0.6,6
