"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","SNR_CI_s","SNR_smooth_s","Robustness_score","Robustness_Rank"
"Ca","KER1","PLS_LOO",2249,8668.10303110922,5179.45100686738,14146.3649254753,0.366132998417144,0.0004701226527187,0.701209297465539,0.983080034379902,0.813957592231284,1
"Ca","KER1","PLS_kfold",2249,8668.10303110922,5179.45100686738,14146.3649254753,0.366132998417144,0.0004701226527187,0.701209297465539,0.983080034379902,0.813957592231284,2
"Ca","KER1","Bayes",2249,8513.54767660763,5043.58147772428,13781.9534635088,0.365955485996845,0.000459839271272765,0.700814158588343,0.903122854586998,0.781737636987805,3
"Ca","KER1","OLS_weighted",2523,8175.34368390542,4942.99790346286,14016.5202545135,0.352655139343245,0.000453700111340587,0.671207869438628,0.855388564358115,0.744880147406423,4
"Ca","KER1","OLS",2523,8572.7165714356,5005.45200389427,17275.5475128282,0.28974201831678,0.000450358761299047,0.531164598317091,0.829408304126882,0.650462080641007,5
"Ca","KER1","RF",2249,8653.12290188807,6691.96582183952,13374.2511365814,0.500361908378975,0.000343687640733594,1,0,0.6,6
"Ca","KER1","WLS",2523,8614.92222600509,4803.69886495613,93966.6373190531,0.0511213235038486,0.000472298748236003,0,1,0.4,7
"Ca","KER1","WLS_weighted",2523,8612.8305688864,4810.54345293707,91044.5216746843,0.052837264279622,0.000471520679947397,0.00381964772005264,0.993950224800053,0.399871878552053,8
"Fe","KER1","OLS_weighted",2523,11797.2891776823,12428.6463926933,19622.8906131415,0.633374900656573,0.00033437595840544,1,0.827506577832453,0.931002631132981,1
"Fe","KER1","OLS",2523,12545.8685441672,12449.1184272875,38550.1268721141,0.322933267342701,0.000341482115686499,0.43681426246481,0.8761551693999,0.612550625238846,2
"Fe","KER1","Bayes",2249,11582.2433650691,11165.7325788444,28766.1725472643,0.388154960848494,0.00030190952121018,0.555135787732706,0.605242085182936,0.575178306712798,3
"Fe","KER1","PLS_LOO",2249,11962.4606587051,11199.5477897774,30903.8228104393,0.362400077766242,0.000302105096060764,0.50841272849295,0.606580986174093,0.547680031565407,4
"Fe","KER1","PLS_kfold",2249,11962.4606587051,11199.5477897774,30903.8228104393,0.362400077766242,0.000302105096060764,0.50841272849295,0.606580986174093,0.547680031565407,5
"Fe","KER1","WLS_weighted",2523,12447.3321442257,11960.6277480862,138914.773579664,0.0861004732605138,0.000359572276497636,0.00716553789170452,1,0.404299322735023,6
