"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","cps_acf_sum","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","water_content_pc","water_content_err","dry_mass_pc","dry_mass_err","density_gcm3","density_gcm3_err","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,21128.75,48795.75,47838,1.3875,0.0857318930286392,0.32129345741974,0.0580770823697891,1.53534862503915,4.3378212153862,0.160426967800362,0.389264709836394,0.130662242400665,0.0960265985198002,0.246093049406299,0.992138561873905,1.29243944396307,75.5378813435211,11.5778992516236,0.15329975375,0.0232400710395689,0.104817549087662,0.03236713088312,0.943277612745013,1.50558757690123,0.116670292062917,0.0624041779904017,0.121852926089281,0.0625394336086542,0.199092492125039,0.285477144598902,0.391207991180516,2.61562901074066,0.356869417976623,0.00223801385347654,74.05292232,3.702646116,25.94707768,2.594707768,0.204293297,0.02042933,2041.721942,46.94130895,6749.372655,1924.888147,20764.4876,191.5470843,8034.582758,86.27648623,614.0518172,4.3370591,32678.58936,69.15812421,16.33205694,0.063835773,26.27212126,0.174368454,24.69368632,0.086063133,74.45665889,0.998541864,3.20283705,0.054562539,4.612179656,0.039321744,138.036883,6.40274082,93.81158408,8.921202081,1.578894472,0.016029645,0.834903047,0.005683436
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.97058823529412,14967.4117647059,49334,48672.2941176471,1.34235294117647,0.0960129598625881,0.763422781367771,0.705738467681151,0.332998979185311,41.6771392901764,0.545551463342765,0.307693025010167,0.18890813941341,0.0346134855371568,0.176908295337565,1.51358533000182,1.17576757138731,41.7723014666876,8.46672507737811,0.203875801529412,0.0691568270237385,0.30829228072334,0.290279905424347,0.165198949286582,6.90328319994413,0.109290172275626,0.0840295542488813,0.0778598775795641,0.0468261788672884,0.0965930308150581,0.355482696225054,0.27397078775052,5.88216168971953,0.893235378276841,0.0122903659962809,67.63722506,3.381861253,32.36277494,3.236277494,0.324199705,0.03241997,2470.033093,34.02759777,8470.459825,2421.09846,24349.44729,711.6515767,10205.77283,252.6865249,553.5802331,15.06148595,48738.7654,1007.282625,18.68861595,0.079848366,39.93389191,0.141991361,26.74331214,0.313205083,81.89432683,1.376284175,6.559985032,0.051370996,6.928285046,0.072325223,172.0332159,8.636659734,130.2830932,7.874920915,2.111394546,0.024201811,1.145028767,0.007781087
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,17856.5333333333,63331.2666666667,62594.0666666667,1.37933333333333,0.181214094726284,0.878790208166814,0.859288967155628,0.256737469670082,49.1358166857354,0.393362132915145,0.296466975068022,0.142950951791916,0.0380927121765093,0.147239048355324,1.25131636452414,0.967152832695467,36.4188721193056,7.23595579324116,0.201586507466667,0.0787211697056077,0.414322570139085,0.404506902467117,0.100215846736441,6.77062671512206,0.128197375509525,0.0359929119774265,0.0634614537001433,0.0421879852595176,0.113490297934874,0.444456988496181,0.191222598484794,6.54840795030985,0.853404020128781,0.0220913685909312,41.40335573,2.070167786,58.59664427,5.859664427,0.963326181,0.096332618,1625.983285,4.532085741,7270.581826,2083.787413,18719.29689,285.4615205,11837.89698,130.380681,433.6021987,7.251617097,40886.55616,685.9688045,15.75984242,0.167762212,28.84382633,0.280654365,26.49605516,0.302346615,74.54857758,0.647526893,4.320499499,0.084280295,8.457485532,0.069317299,154.8814977,4.521959852,132.8980564,7.845461046,1.904048371,0.015679958,1.21611583,0.015233425
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.485714285714,21546.3571428571,63213.7142857143,62418.2142857143,1.38142857142857,0.0877478553796436,0.390582685689836,0.312653625260681,0.119456918810918,29.9821125543933,0.316053460500596,0.365756347895422,0.167640381961055,0.00583256264211387,0.0866048061061052,0.502196980278829,1.23674775835545,55.3977357570088,8.83065768213205,0.159645525071429,0.0808415935140842,0.145885249783811,0.143650134272826,0.0453331060847743,7.88285154850447,0.132755690925535,0.058805337217916,0.0929550022509426,0.012362423519386,0.0813799995775612,0.116199046030809,0.251407934097654,6.3144522156867,0.943126445111424,0.00631906653232497,82.51226355,4.125613177,17.48773645,1.748773645,0.172242166,0.017224217,1606.982719,27.67398683,2638.458059,863.5155109,7892.84278,163.3355729,3166.073488,44.73377847,145.6542648,1.71335692,18707.63044,91.41985794,5.990333136,0.045056322,14.90398608,0.05400101,12.73383553,0.0819318,27.27598299,0.458474537,4.084353792,0.116059134,2.597921886,0.063207346,65.34606485,2.211412383,43.42615035,1.823579953,0.723868771,0.025206261,0.684732429,0.000968503
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,130.207142857143,18073.1428571429,50747.7142857143,49938.7142857143,1.39357142857143,0.218706964788237,0.985993735359558,0.87908357640978,0.2134063612368,25.7408375132866,0.289108653509735,0.402288456362092,0.242247553560905,0.0169814479972065,0.127834900190609,1.3339836360958,1.34742038964797,55.5228708209191,10.1947272178727,0.185652934857143,0.218645969116447,0.507266115936629,0.473510744792495,0.0826301904706554,6.59630231305671,0.151133338935702,0.0562339783636935,0.0935664868101927,0.027232668144524,0.129350201110714,0.570202435939877,0.198949412759335,7.02137140242853,0.690403236669793,0.0201604584524328,71.80119564,3.590059782,28.19880436,2.819880436,0.313169166,0.031316917,1732.985617,17.56871755,7029.037339,1907.985918,23057.20465,434.2114875,9442.994519,253.226675,372.8583737,8.19883524,35630.07615,399.9479647,14.56260068,0.081466026,31.14535059,0.089369364,25.82156005,0.18436126,65.36111894,0.643115219,3.719253835,0.057860348,4.555799076,0.017626227,143.4502871,5.236474934,114.5251759,6.949966381,1.879720325,0.033823532,0.845985799,0.005878393
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,153.175,20860.6875,54932.3125,54120.5625,1.32875,0.0890672948505154,0.577707515240252,0.555616917741973,0.137366008744003,16.4575855194548,0.141123903445104,0.421276894382282,0.232892473011783,0.0217574128129144,0.115402415517452,0.696920497147885,1.57662037806206,66.4855748480436,10.5327691162225,0.1600421338125,0.100172705684558,0.589454536729666,0.491164099099506,0.0698296683144691,9.00055727169556,0.0989368870820419,0.0498718364636765,0.0868661694965908,0.0541529573245955,0.111612389310953,0.433299801214837,0.191919451336532,9.38894902401489,0.914265246299833,0.0133615973286676,80.8570446,4.04285223,19.1429554,1.91429554,0.183332976,0.018333298,1544.341058,19.77568712,3048.627916,1029.760485,8068.846686,203.0553031,3112.020149,70.38593935,137.6502423,3.767816255,13008.32214,299.9003674,5.221829427,0.034339306,13.60485991,0.037998077,19.18499137,0.141255927,28.74841778,0.45941447,2.507339154,0.040575593,4.22647584,0.084413495,73.24363877,2.496659877,41.3224873,1.733822103,0.701594692,0.00189081,0.759972104,0.007226092
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,212.526666666667,21094.1333333333,53044.6,52110.1333333333,1.298,0.0387858038648366,0.293494154826966,0.274805991881232,0.0869873671025282,9.43842703259447,0.164822833590483,0.408577539146396,0.19853303640319,0.0178754854609648,0.16080195447519,0.582666089179275,1.69326907323955,72.6484643538718,11.4631997826796,0.157802914266667,0.0173821194414188,0.0724654334468842,0.116478028452484,0.0362864698032905,1.49335918013147,0.0929114202300224,0.0519031606382043,0.0950720792584065,0.0367375450898743,0.136298478489177,0.232966828834816,0.213571155663456,1.25247011519274,0.337412669794064,0.00430957165735743,80.22968919,4.01148446,19.77031081,1.977031081,0.228079577,0.022807958,1195.644073,10.13885337,2675.023484,971.5768425,7023.833905,194.9295095,3257.609478,97.329283,116.7959682,2.858430699,9929.222192,271.9387073,4.215243411,0.073672112,10.86332373,0.083331033,10.81206248,0.068603587,28.98839799,0.171941507,1.591513383,0.032977868,2.954910964,0.027519532,66.66000584,1.215205903,46.13258291,1.848216072,0.965531788,0.01952173,0.66100582,0.004545605
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,308.48,23650.5333333333,61225.3333333333,60260.8666666667,1.33533333333333,0.0170620318938084,0.264773428276798,0.139623995930778,0.0764346044875623,13.6796616971105,0.153238055795869,0.403881649505246,0.195727052924238,0.00731452376821629,0.0655779146045276,0.206709621310483,1.56030864951909,70.1522292446895,10.5278464225748,0.1501756108,0.014183376073452,0.102026178472231,0.0639049048310725,0.0279252540582621,4.98306519731621,0.1016443440639,0.0673390998711693,0.0744724711068955,0.0183143629556261,0.0816861096697806,0.145351182314727,0.22400508651733,4.32989367516218,0.605937120300118,0.00429598407288064,84.03655899,4.201827949,15.96344101,1.596344101,0.160195085,0.016019508,982.6393251,33.61844003,458.1692768,273.1267857,1842.298409,30.56479527,338.8842864,6.962616026,22.55582026,0.666533592,4020.387316,67.74261464,1.572869736,0.017783884,7.487431173,0.034151641,3.298222114,0.016411823,11.6740324,0.10489905,2.025278681,0.098573745,0.811121884,0.025344872,28.31046928,0.190321941,11.60409855,0.079953569,0.393167393,0.00299171,0.214132522,0.001869461
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,466.2125,21313.25,55199.625,54276.6875,1.315625,0.039640250674975,0.402679318681916,0.523876637464593,0.126700923353045,16.053253342866,0.331894207448951,0.400231373999485,0.19906046822732,0.00163494824857267,0.105770625059253,0.907717000813306,1.65309140894274,66.6603915453723,10.7215152978723,0.160899842625,0.0302370386174312,0.123885408406528,0.189388190408255,0.032723216755554,1.36893916114255,0.121877164556647,0.0474409500019781,0.0846944843708402,0.00447147085496048,0.0999356763837354,0.284087415274935,0.127502361313713,1.60372494610373,0.301146843685198,0.00513952988573625,68.34743292,3.417371646,31.65256708,3.165256708,0.314377289,0.031437729,1656.226334,6.054527797,5071.624524,1576.918734,15295.91562,236.5896523,6877.170886,109.8412701,213.3189091,2.983821266,18207.37633,174.7467358,6.986589224,0.042150715,16.48989021,0.0599718,22.07333655,0.101494601,44.32511103,0.350471561,2.226330413,0.015443008,3.976518253,0.100787663,114.3906738,3.793152987,97.8771987,4.502392108,1.360214265,0.002755716,0.998413767,0.012461864
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,587.28,22599.8,56713.0666666667,55812.8,1.3,0.0132834135379232,0.211256955001317,0.182427205320313,0.073474963602506,11.8832648713229,0.172430084041266,0.422885634367364,0.225353111092965,0.00494936184165754,0.0495976763745939,0.351617182110452,1.63090166357972,71.5935572304202,11.0401088770743,0.154267967,0.0148507911234368,0.0472692478433393,0.0548463475685374,0.0238596795331072,1.60541336723085,0.111889505574844,0.0615167125330354,0.0770188568448981,0.0191687959870941,0.0893681227350501,0.19861697547965,0.195202465045146,1.75904444682351,0.247352404478189,0.00427609609282431,81.83306385,4.091653193,18.16693615,1.816693615,0.190035975,0.019003598,1984.35608,27.9378454,2197.636489,660.9589888,5707.668952,140.4932862,2119.195067,42.49584384,70.00844714,1.304675757,11359.78762,111.3855993,5.66932153,0.032214672,15.34618164,0.095693995,18.88934963,0.052728105,29.368275,0.129787204,4.466479343,0.067868015,3.67902566,0.046467408,64.93648567,2.106412572,51.11187666,2.214402619,0.612052096,0.010945345,1.260110739,0.004130806
