"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","Mo_inc","Mo_coh","Mo_inc_sd","Mo_coh_sd","coh_inc","coh_inc_sd","dry_mass_pc","dry_mass_err"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.49090909,20689.81818,52220.36364,1.329090909,-1.9488071662526,-0.3671191667293,-1.37872007858635,-1.30972720714305,4.49868218112284,0.127999327844526,1.0469251071856,0.372548029465538,-2.02534724333283,-0.839723577744537,-0.74694184412919,2.57023163829936,-0.0974403583126302,-0.018355958336465,-0.0689360039293176,-0.0654863603571525,0.224934109056142,0.00639996639222628,0.0523462553592799,0.0186274014732769,-0.101267362166642,-0.0419861788872269,-0.0373470922064595,0.128511581914968,3.88560818306249,3.75055675790579,1.3049526576182,-0.0635356415265467,5.943882920053,-3.90274122642275,-2.69682577915677,-2.12531618636997,-0.468515677217699,-2.77198839105349,-0.319521556420211,-2.53655606047204,0.194280409153125,0.18752783789529,0.06524763288091,-0.00317678207632733,0.29719414600265,-0.195137061321138,-0.134841288957839,-0.106265809318499,-0.0234257838608849,-0.138599419552675,-0.0159760778210106,-0.126827803023602,38213.72727,5590.272727,1611.558568,191.8406062,0.146376585,0.003886984,12.51434728,1.251434728
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.216666667,24515.91667,60507.16667,1.321666667,-1.41510004784291,0.00462908896584448,-1.20646118331133,-0.184290589789961,4.77526453674322,0.643117857024437,1.71690984368362,0.835770609178151,-5.46325522691564,0.27573350247518,-3.02453796075701,3.0422195705464,-0.0707550023921457,0.000231454448292224,-0.0603230591655663,-0.00921452948949803,0.238763226837161,0.0321558928512219,0.0858454921841812,0.0417885304589076,-0.273162761345782,0.013786675123759,-0.151226898037851,0.15211097852732,3.84280155325921,3.89124027202043,1.0281289082459,-0.0165474503882118,5.79254094240942,-3.62408283695147,-2.25605975114237,-2.17090670474982,-0.824728511639977,-2.92921135759837,-0.130172669684372,-2.60300239378037,0.192140077662961,0.194562013601022,0.0514064454122948,-0.000827372519410588,0.289627047120471,-0.181204141847574,-0.112802987557118,-0.108545335237491,-0.0412364255819989,-0.146460567879918,-0.0065086334842186,-0.130150119689019,45226.25,6602.416667,654.3573009,185.3877795,0.145989152,0.003613515,10.48614151,1.048614151
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.0833333,21782.66667,52798.33333,1.291666667,-1.50286800878217,0.245594654726461,-1.26291733911768,-1.23012751603662,3.27611304436587,-0.2896163526275,1.46841526678044,0.477548835722825,-2.32230891470943,-0.435822186164613,-1.46136827784152,3.03735679368394,-0.0751434004391084,0.012279732736323,-0.063145866955884,-0.0615063758018312,0.163805652218293,-0.014480817631375,0.0734207633390219,0.0238774417861413,-0.116115445735472,-0.0217911093082307,-0.0730684138920759,0.151867839684197,3.48328739754594,3.98304183159091,1.97090735948023,-0.243600908865024,4.41985774210023,-3.30231679805059,-2.59085511869527,-2.09689470641358,-1.22441044399362,-2.37826768433896,-0.0222443783921444,-1.99850429196811,0.174164369877297,0.199152091579545,0.0985453679740117,-0.0121800454432512,0.220992887105011,-0.165115839902529,-0.129542755934763,-0.104844735320679,-0.0612205221996812,-0.118913384216948,-0.00111221891960722,-0.0999252145984056,42093.83333,6060.5,1322.154016,252.6443782,0.143955505,0.003010999,13.6157151,1.36157151
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.8666667,21759.58333,52292.16667,1.33,-2.25119580767718,0.150036138247863,-1.21581570383403,-1.3290399560565,2.63177321354107,-0.763593247743844,0.635902625004203,-0.208258084684681,-0.169000707249376,-0.370384560583944,0.834820667762303,2.05475542327411,-0.112559790383859,0.00750180691239316,-0.0607907851917013,-0.0664519978028252,0.131588660677054,-0.0381796623871922,0.0317951312502102,-0.0104129042342341,-0.00845003536246878,-0.0185192280291972,0.0417410333881151,0.102737771163705,3.71602440999666,3.96242484528941,2.18038714473554,-0.708827591890483,3.63124035163831,-4.63761576586541,-2.84227683421096,-1.86135317033261,-0.375443324260563,-1.85048611823537,0.00804840663550585,-1.22212235350002,0.185801220499833,0.19812124226447,0.109019357236777,-0.0354413795945241,0.181562017581915,-0.23188078829327,-0.142113841710548,-0.0930676585166307,-0.0187721662130282,-0.0925243059117683,0.000402420331775292,-0.0611061176750009,40802.66667,6037.25,1078.149453,98.40650847,0.148022999,0.003202734,19.65584023,1.965584023
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,22119.4,57449,1.346,-1.87135890763456,0.242190121422224,-0.81944771201243,-1.35446806436548,3.8456062542936,-0.169726621967429,0.220364318891147,-0.217303929711652,-0.835512314516237,-1.29078024510822,0.715289550881678,1.53514754982736,-0.093567945381728,0.0121095060711112,-0.0409723856006215,-0.0677234032182739,0.19228031271468,-0.00848633109837147,0.0110182159445574,-0.0108651964855826,-0.0417756157258118,-0.064539012255411,0.0357644775440839,0.0767573774913682,4.17695845215305,3.50943405318882,2.05065592068389,-0.533324400672106,4.29698441782345,-2.8241906861885,-3.24466623455077,-2.29698600257009,-1.03108390301738,-1.76646475756258,-0.517220185829997,-1.82009667345778,0.208847922607653,0.175471702659441,0.102532796034195,-0.0266662200336053,0.214849220891173,-0.141209534309425,-0.162233311727539,-0.114849300128505,-0.0515541951508691,-0.088323237878129,-0.0258610092914999,-0.091004833672889,38550.7,6177,967.395593,126.3232186,0.160262792,0.00242683,21.79052633,2.179052633
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,23491.90909,61638.18182,1.349090909,-2.27486482954897,0.464916993142432,-1.181732006591,-1.08492444701838,4.589623528963,0.872673457025411,0.745959817026433,0.281854028858014,-1.8213905024329,-2.95175148921969,0.317449419723244,2.04218603007241,-0.113743241477449,0.0232458496571216,-0.0590866003295498,-0.0542462223509191,0.22948117644815,0.0436336728512705,0.0372979908513217,0.0140927014429007,-0.0910695251216449,-0.147587574460984,0.0158724709861622,0.10210930150362,3.95572221585921,3.7116610766011,2.00602850843823,-0.327669504447657,5.11463757134918,-3.76611229974393,-3.02769785887376,-2.10946612672938,-0.909626728365094,-2.28394595510923,-0.354170855534067,-2.00936004344459,0.19778611079296,0.185583053830055,0.100301425421912,-0.0163834752223829,0.255731878567459,-0.188305614987196,-0.151384892943688,-0.105473306336469,-0.0454813364182547,-0.114197297755461,-0.0177085427767033,-0.100468002172229,40697.09091,6303.272727,1249.597652,167.3362429,0.154934023,0.003348951,19.47346052,1.947346052
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,23876.4,60911.7,1.358,-2.46910073848453,0.356480513895764,-1.48318241596533,-1.69121232946949,3.66120844190471,0.0895493855490216,0.234404000246008,-0.199713714900078,0.425795914009926,-1.28783272785235,0.755743633673368,1.60786003739299,-0.123455036924226,0.0178240256947882,-0.0741591207982665,-0.0845606164734746,0.183060422095236,0.00447746927745108,0.0117202000123004,-0.00998568574500391,0.0212897957004963,-0.0643916363926175,0.0377871816836684,0.0803930018696493,5.30133208664817,3.48283613644894,2.20240610833466,0.405863119226714,4.3540560961122,-3.95365364951037,-3.57338527707074,-3.28717186323751,-1.65726410096228,-0.8774587514868,-0.694933144142148,-1.70262676036083,0.265066604332409,0.174141806822447,0.110120305416733,0.0202931559613357,0.21770280480561,-0.197682682475519,-0.178669263853537,-0.164358593161876,-0.0828632050481138,-0.04387293757434,-0.0347466572071074,-0.0851313380180417,42680.9,6658.3,801.7086545,145.3142572,0.156005654,0.002073748,26.28431951,2.628431951
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.2454545,24296.54545,57427.36364,1.319090909,-2.04323660159734,0.94172357537894,-1.73129755125607,-0.813700483481001,2.60175507918499,-0.244064199727736,1.09767768217277,0.465200545852097,-3.17821653417442,-0.90953299282445,1.34538199791597,2.46830948255626,-0.102161830079867,0.047086178768947,-0.0865648775628036,-0.0406850241740501,0.13008775395925,-0.0122032099863868,0.0548838841086383,0.0232600272926048,-0.158910826708721,-0.0454766496412225,0.0672690998957984,0.123415474127813,2.95242175786957,3.98659343205281,0.8436445763641,-0.843460913829237,5.31484152233614,-2.02770212588656,-2.59428410995075,-1.43919851548374,0.175033506879896,-3.19879095169139,-0.154936790068664,-3.01416138859216,0.147621087893478,0.19932967160264,0.042182228818205,-0.0421730456914619,0.265742076116807,-0.101385106294328,-0.129714205497537,-0.0719599257741872,0.00875167534399479,-0.159939547584569,-0.00774683950343319,-0.150708069429608,45251.90909,6734.363636,298.8807302,161.2279583,0.148821988,0.003551217,15.13709242,1.513709242
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.1454545,24361,56855.45455,1.398181818,-2.4385107820685,0.919477845247497,-2.11060390826737,-0.748800567209537,2.49853687898812,-0.692560848860619,1.24625574778027,0.618021690848657,-1.68035877121448,-0.903410489391616,0.710518928925244,2.58143427522234,-0.121925539103425,0.0459738922623749,-0.105530195413368,-0.0374400283604768,0.124926843949406,-0.0346280424430309,0.0623127873890134,0.0309010845424329,-0.084017938560724,-0.0451705244695808,0.0355259464462622,0.129071713761117,4.67895935429177,3.51773766033408,2.17022093152237,0.0812867235545771,4.54887106984056,-3.64070836931758,-3.54267311860907,-2.87738168075736,-1.34328981062405,-1.31385196862518,-0.344767997242384,-1.93440279436772,0.233947967714589,0.175886883016704,0.108511046576119,0.00406433617772885,0.227443553492028,-0.182035418465879,-0.177133655930454,-0.143869084037868,-0.0671644905312027,-0.0656925984312589,-0.0172383998621192,-0.0967201397183862,45281,6665,466.7517541,176.81742,0.147191486,0.003572464,22.36604891,2.236604891
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.718182,22100.09091,54142.18182,1.27,-2.04657148258175,0.304132858652512,-1.11629450887272,-1.32735853446289,2.56228906851198,-1.00346197834397,-0.0144467192770221,-0.416226885536692,0.907825166935652,-0.373035287080188,1.06333795917223,1.45981034288287,-0.102328574129088,0.0152066429326256,-0.0558147254436362,-0.0663679267231444,0.128114453425599,-0.0501730989171987,-0.000722335963851104,-0.0208113442768346,0.0453912583467826,-0.0186517643540094,0.0531668979586116,0.0729905171441434,2.52756423061713,4.42985645706653,1.18035775986724,-0.63999270052538,3.52571668576342,-3.80094460400633,-2.20585954150495,-0.44052288966772,0.453266322576737,-2.9686961989637,0.344449625450754,-2.40519514667373,0.126378211530856,0.221492822853327,0.0590178879933618,-0.031999635026269,0.176285834288171,-0.190047230200316,-0.110292977075248,-0.022026144483386,0.0226633161288369,-0.148434809948185,0.0172224812725377,-0.120259757333686,39740.27273,6298.272727,1545.351746,213.911239,0.158576434,0.004789498,12.20914471,1.220914471
