"Site","depth","SH20_mean_age","SH20_mean_95CI","K","K_ICP","Ca","Ca_ICP","Ti","Ti_ICP","Mn","Mn_ICP","Fe","Fe_ICP","Zn","Zn_ICP","Rb","Rb_ICP","Sr","Sr_ICP","Zr","Zr_ICP","Mo_inc","Mo_coh","inc_coh","coh_inc","Dry_mass","Ti_ICP_pred","Ca_ICP_pred","Sr_ICP_pred","Zr_ICP_pred"
"BI10",69.2,1024,184,-7.79931518652669,7.58747244830713,-4.98599621709457,8.79883085915351,-6.98533153282347,6.13538078300935,-6.97522022321915,3.8394514938833,-2.90738078037704,8.21468216401249,-5.73314945310424,4.9449583915595,-6.56240459755164,2.05354660680524,-4.48830352250312,4.74493052053587,-3.83841464634673,3.08978528026546,0,-1.88375627438915,6.58059786816667,0.152050972,23.16,6.36467623566481,9.17785142599446,5.00547506566702,2.16382985951172
"BI10",80.5,1228,153,-7.42947058786237,9.57217944611186,-5.06209498935245,9.20085797360353,-6.56277679712758,7.6949965706891,-6.96148512277287,4.83236728974649,-2.72186755475553,8.74585699995511,-6.33624914782913,4.21238708406088,-5.7789526496848,3.91635642757712,-4.4939849833644,5.34661758690507,-3.88851126382505,3.66995073900524,0,-1.87798120043096,6.5425612867,0.1529111376,16.25,6.65732713864786,9.13412862632978,4.91820117629492,2.41071101943927
"BI10",85.3,1270,137,-9.31212500176812,8.03772748025162,-5.19349441366587,8.87915750034754,-7.44804487096044,6.35400922144901,-7.53717265085645,4.04698604695415,-3.59839219625875,8.23051471759084,-7.00704302857549,4.17491914288766,-6.72248303171621,2.58795630922308,-4.66365589138488,4.87490594640391,-3.7920650648215,2.59054694580365,0,-1.89779311330941,6.67536463336364,0.149911105272727,16.62,6.15085049180499,9.10866226734684,4.94643948900926,2.18530117283962
"BI10",93.5,1342,127,-7.26963813985541,8.05006593280735,-5.06297774991742,8.8147196915889,-5.93859676152211,6.40691933777027,-6.59370308817658,4.0993273690619,-2.49347310131512,9.34055718331538,-8.92445905813732,4.27628832446624,-5.8773888483351,2.33059914641457,-4.06326333636043,4.78638501391686,-3.82502826525794,2.63623548122916,0,-1.85639353701255,6.40163363627273,0.156443694363636,15.49,7.31704858940811,9.27076031399882,4.95377901852454,3.10495034421561
"BI10",96.8,1371,114,-6.81201601169916,8.02113085077993,-5.14750201432198,8.79563762526239,-6.11545002439042,6.33278695155472,-6.49563998754039,3.98932974180479,-2.48761123425786,8.86409264544503,-8.0659211847733,3.73286878747651,-5.30895384343648,2.2715446811789,-3.96387303816617,4.7221214785087,-3.74184151005427,2.57119233561081,0,-1.81398647356622,6.12992269536364,0.163261797363636,27.34,7.36364062180105,9.31550587574671,4.97704214896857,3.33259674832101
"BI10",103.7,1487,145,-7.70149956481961,7.26163413962075,-5.14047527930182,8.86638463037066,-6.53719201688611,6.08925368788437,-6.75600967825319,3.85878807296499,-3.29483677804714,7.5945083648187,-7.47097590620778,3.82272003609075,-6.59214273686852,1.83521807251857,-4.37393543420091,4.84528705056754,-3.86065435577187,2.43324707517014,0,-1.9079356336361,6.74164520618182,0.148378059454545,16.83,6.80104946023195,9.16186284905147,4.91911340408585,2.61962988075861
"BI10",115.4,1768,310,-8.50871050644803,7.44814768922964,-5.33822067211928,8.62807448322606,-7.23192235836567,5.87125953874839,-7.15485142108129,3.65876255272653,-1.79614216826564,9.67361768204715,-10.2187919446618,3.5780087046861,-7.18837411311994,1.79803683709596,-5.26172290801455,4.54763367627891,-3.8895954504994,2.09664310937208,0,-1.89715574860216,6.66920390481818,0.149992786727273,13.84,6.05376453715343,8.86641716832642,4.7038190433608,2.14077903314841
"BI10",121.2,1912,318,-8.48280876455441,7.40329878069465,-5.25958596583855,8.63892667704869,-7.32337773585126,5.99527017426419,-7.2778463510433,3.62506547789696,-2.87970398438433,8.01280853633787,-7.08177212169731,4.83744487171557,-6.78983083988614,1.93944313233607,-5.36249592889598,4.61311637523697,-3.87289736067649,2.37149949846929,0,-1.91135741952549,6.76478887481818,0.147893012454545,12.71,5.90950651135736,8.86215342052032,4.71964873931085,2.01560371472275
"BI10",122.3,1943,288,-8.65337334569956,6.52682657511811,-5.45868376813978,8.58487534895951,-7.8851909791967,5.26250214324613,-7.43265836023055,3.46948661196281,-3.40021637527038,8.35184985703952,-6.97373117459221,4.46623122438134,-6.81716211390067,0.952679147086453,-5.73035142003265,4.51904296521713,-3.84330293255819,1.74336703695281,0,-1.92045085137697,6.8275268756,0.1465574293,12.21,5.52605145210699,8.73501279753686,4.62544044165851,1.87938103621816
"BI10",132.5,2196,139,-8.25499927607487,8.59651663617452,-5.2235489199188,8.61036395885455,-6.9466664564247,6.2596340693734,-7.04468299782676,3.94762045054329,-0.940313296822962,10.5121855049979,-8.93012795113214,3.61081768221592,-6.7549704678246,2.28106041113065,-5.42822372249351,4.51362383871107,-3.92342896557169,2.26950082593994,0,-1.84739947712582,6.34628605745455,0.157698025181818,14.81,6.07050471284301,8.8257282630031,4.66397742223479,2.08711334898084
"BI10",144.2,2368,161,-7.97226745916838,8.62957397296153,-4.99272616096611,8.76969936588547,-6.91069644218062,7.04706218045058,-7.07679805510781,4.4164307444794,-2.91155374976555,8.71190613126309,-5.52126236105606,4.97774403879583,-7.11720759344569,3.03557677576426,-4.86808852790469,4.79591699049481,-3.85150720700651,4.06289986689823,0,-1.90537222201023,6.72411553136364,0.14877554,16.33,6.24349313784643,9.06162346274377,4.89431622577109,2.13083839510331
"BI10",156.6,2501,159,-8.33117958147256,7.93895203757743,-5.08865126892274,8.63815616889409,-6.6690559019682,5.53635867120092,-6.99747357211959,3.75737411214651,-2.34454224036939,10.8005846115197,-5.42275679193083,4.99787508648765,-6.73993902809037,1.44930277027984,-4.93436336782597,4.44731158954328,-3.87902683788647,1.62082931236906,0,-1.90813223334735,6.74203834041667,0.148359080916667,15.65,6.41898761617934,9.0078614669347,4.80890732215955,2.32774928076519
"BI10",160.5,2532,181,-7.89462807504768,9.9533930506798,-5.20106832010392,8.77955772742215,-6.81193124168547,7.36172735624317,-7.21472612123775,5.39102641133193,-2.24931136999666,10.8571670692609,-5.88323999661286,4.99857837130889,-6.74973503381556,3.76505512558544,-5.18167761912763,4.79753296389401,-3.92106445878043,2.82771944430571,0,-1.89724685549177,6.67144465891667,0.150016337416667,14.27,6.25574488156348,8.89969164692759,4.71887779825392,2.2004516039023
"BI10",167.6,2579,203,-8.43485093458853,7.1257969650866,-5.24952123221153,8.72857245906881,-6.8110831965996,5.42735166601519,-6.87399702201017,3.71777756776048,-1.99949390223849,10.4378555921576,-6.51127976361548,4.27825125258332,-6.74236136455055,0.941773671293499,-5.02000146375804,4.5572450961939,-3.84046028913232,1.64034839181633,0,-1.87637533165896,6.53140688127273,0.153206188818182,14.38,6.42329941810312,8.96601786480637,4.74855065747916,2.51440302840744
"BI10",179.6,2658,253,-7.60603660025238,9.33589333629291,-5.14228615043169,8.71490494063882,-6.75049127043516,6.8195334429552,-6.75049127043516,4.80718666901724,-1.30839361966058,10.2790078874822,-5.67262661396129,4.54027274497982,-6.11004332187606,3.17965932210606,-4.41776940386281,4.78042419724919,-3.83889975471683,2.76618829563902,0,-1.81971731784563,6.169881969,0.162323613363636,20.19,6.65678188990278,9.16067824611726,4.93603422796574,2.52536677494771
"BI10",183.3,2693,245,-9.30882731869084,9.96441690627002,-5.42109700583174,9.17960398133751,-7.02389716093551,7.6948282137441,-7.32095297053649,5.49569256244799,-2.0401859749985,10.1204160254,-5.671899270209,4.3206654503181,-6.20536234533396,4.07595372115659,-4.77327519958362,4.80019144329258,-3.85864760283355,3.54986313646656,0,-1.84710072330131,6.343787676,0.157710388636364,35.5,6.48641377161176,8.99670579333889,4.77513447175535,2.54924533890177
"BI10",187,2729,248,-8.16393604546639,8.44295623026687,-5.12807167048608,8.89407516616314,-6.78629974708961,6.49373313857842,-7.05959308208929,4.21641311097253,-1.13225571216098,10.2056468348869,-7.42035801127955,4.87346269211726,-7.52845450675625,2.53951583785195,-4.57183336331889,4.77825533569965,-3.9167964016282,2.5072203846847,0,-1.84548064468185,6.33712958645455,0.157959376636364,15.38,6.49381445241439,9.0908388013701,4.90040330510282,2.23577400561103
"BI10",192.8,2816,256,-6.71370092777789,7.76969406334424,-5.05119514073776,8.67703049899777,-6.50971787420275,5.45908540315205,-7.13017532139442,3.74336890123433,-0.551452129040968,11.1610073177993,-6.55850803837218,4.50289445769973,-6.27395585892933,0.937504569219371,-4.70221004800656,4.45197816032173,-3.93974452809674,1.66302015698533,0,-1.80768748376822,6.0993466709,0.1640530744,16.86,6.55417654243906,9.05668508710752,4.85788542530399,2.25725117877792
"BI10",206,3085,299,-7.11734249209311,9.97429867813009,-4.44927004738588,8.81944482295733,-6.14840802673354,7.16489785567465,-6.52918052225133,5.07847074812285,0.317272020431324,11.5829680732906,-4.8269941255475,5.5435494853072,-6.15097542223878,3.24673919028029,-4.54308111700596,4.71158837101642,-3.95632484889774,2.81065610951069,0,-1.72995365354064,5.64056009716667,0.17741193525,14.36,6.45524895445719,9.21813037544697,5.07306986719767,1.78087889366437
"BI10",217.5,3305,291,-7.80002239130764,8.24544140403268,-5.13087166981916,9.04275541013175,-6.66396730515575,6.06475341401157,-6.43350053745561,4.29914195414763,-0.55820742210967,10.7399098377358,-4.43605573626454,5.98913459362323,-6.76354188374653,1.81634223887534,-4.52128765230189,4.91382516980409,-3.92669011901507,2.10470426928473,0,-1.82717894086248,6.21843648890909,0.160917065636364,16.4,6.59223209016952,9.09894178020897,4.89603943600761,2.30559110606801
"BI10",230.9,3561,213,-7.68216799940964,7.68696428760279,-4.74364911646793,8.88158935590362,-6.82755384433176,5.96528436687479,-6.83955398833487,3.9379798934123,-0.724448346046304,10.2519418682607,-7.17602622495608,3.88038413127622,-7.15649980260572,1.51177886706363,-4.58266525870194,4.76039101129108,-3.87374174926094,2.23522678473759,0,-1.85062816859371,6.36472744433333,0.157220291333333,18.76,6.2411996455704,9.1865252606911,5.04751247250969,1.87473674991501
"BI10",241.1,3684,163,-8.96359283943533,7.86389680277594,-5.1612820780224,8.78336639404459,-7.04937842119014,5.70811785330651,-6.91775562844518,4.17148780111106,-0.520414963103981,11.1310995537805,-6.01673694066335,5.44675605037117,-7.45315004879197,1.11103113030599,-5.05341060765167,4.55468304015441,-3.94221090024099,1.60644830641208,0,-1.83137993039004,6.244756707,0.160195734736842,15.42,6.10833680709855,8.94079568327153,4.79558958452492,1.9419608524325
"BI10",253.2,3756,160,-8.32552408206177,7.67796018952221,-5.34906730203611,8.73889307890912,-7.04459023659971,5.84232466067732,-7.25768345206042,3.71531404759859,-1.81712081610431,10.076597018011,-10.5410977980662,3.39481742260259,-6.1843889713766,1.61479095490272,-5.06184872901325,4.6180169814012,-3.87181123650101,2.01851259896874,0,-1.87227137866145,6.50631130854545,0.153779594090909,15.55,6.28851723098056,8.92488479549203,4.7287596287708,2.3685022888957
"BI10",267.5,3839,157,-8.61834988337598,7.66667152621659,-5.05922744122627,8.95819998038147,-7.26190848540577,5.44809059788394,-7.03876493409156,4.04078412348808,-0.64848359264496,10.9810035594278,-5.50876385230549,5.75633802213369,-7.45336252576299,0.993016131174853,-5.00902306096399,4.78497007688671,-3.98719666953493,1.77172983009664,0,-1.83535782732652,6.26873508081818,0.159566969636364,14.32,5.88088487086245,8.9617603254178,4.86862365506157,1.54663611598687
"BI10",278.4,3910,155,-8.14338508534551,7.57172873989672,-5.20409412269647,8.73175704697569,-7.01277006559122,5.42676694384413,-6.91531472944051,3.67060434951071,-1.12703063836722,10.8172296000719,-4.76299896956575,5.32432084591847,-7.1004975185155,0.920959690503753,-4.89787524590234,4.60353110603016,-3.86773574323454,1.68018858520275,0,-1.86346132881053,6.45070821481818,0.155181694181818,15.14,6.28868232305839,9.00366232072196,4.8207240476381,2.2562591829959
"BI10",294.3,4041,202,-8.85244413117951,6.46638202796067,-4.94887783576959,8.81367998812089,-6.87447204966453,5.57555303267531,-6.68288930326254,4.01830325933705,0.00236099802895215,11.1987648930042,-4.54270526388943,5.32820545194857,-7.44445694544836,1.2087273610862,-4.6094779306093,4.70471429278773,-3.98423514444203,1.87056396786785,0,-1.77215185052446,5.88324556366667,0.170039656666667,18.81,6.24541026099725,9.09423714350452,4.96306314893396,1.76141749747679
"BI10",297.9,4071,212,-8.55953953172761,6.49522150919657,-4.92801137408514,8.69287715253073,-6.61129020031912,5.62603834306476,-6.70170583591555,4.00298409034192,0.333134913484782,11.2230589765515,-4.99626047461924,4.6123465610999,-6.46990422185823,1.13803483017063,-4.61843531699862,4.55442858181256,-4.0197388131102,1.84354066959512,0,-1.7163664906856,5.56203857918182,0.179937245363636,19.36,6.37668600955489,9.07836718207214,4.93212235074283,1.82139617219186
"BI10",307.6,4149,236,-7.77026128936174,7.46461500331814,-4.8132385814237,8.80307557099186,-6.45001034055884,6.53884323319134,-6.41450365210193,4.38980958875902,0.0887279359649054,11.0838038999157,-6.39911873326245,4.87461661416428,-6.4460023191613,2.20581945851924,-4.45293599322821,4.69965995389204,-3.94966129174764,2.57334240478613,0,-1.73366524998001,5.6645467106,0.1767509009,20.69,6.5375507451388,9.17391618535278,5.00153920231882,2.0275967954694
"BI10",316.2,4222,248,-9.14188462329369,6.29797945709271,-5.32512832035415,8.72498455204253,-7.11545409758036,5.49828088638407,-6.87695624973765,4.26212573508231,-0.0745890764603591,11.3951650102964,-8.47071634945252,4.42303859366974,-7.57236331826503,0.875521060151705,-5.71352331269071,4.53250398956068,-3.97140062825554,1.57341563249961,0,-1.79216461316447,6.00062252158333,0.166787316,14.84,5.86132557819156,8.70719146309669,4.5710117816604,1.9057501661345
"BI10",326.5,4329,265,-7.98554650888527,7.9025303252964,-5.05215228074163,8.36966059458673,-6.70945528789899,5.96682569063522,-6.91039570689616,5.60776646978262,-0.496037217667902,11.2410963520968,-5.34773218750961,4.95403130606332,-7.61849084889198,2.58627667702711,-4.46200324826592,4.00686912375442,-4.00286245892745,2.7051026968095,0,-1.7745972698459,5.89876975909091,0.169666507636364,18.17,6.47436809435455,9.10466640720236,4.94066489093773,1.96968235108998
"BI10",332.6,4397,285,-7.70122377800691,6.16077605719492,-4.77339800972765,8.12160079471329,-6.10579660264241,5.07092702537353,-6.67471478324015,3.87669896856894,0.474889010261805,12.4080433529741,-5.67422035053056,4.69070162574398,-6.82938480870359,0.704587583871853,-4.16899813393835,3.98120094013651,-4.04774625094389,1.25621944257179,0,-1.66882593822472,5.28332424236364,0.190100895727273,45.84,6.78844821883462,9.22089887069826,5.03837785029843,1.9866033607206
"BI10",340,4480,310,-8.06317629072588,6.25299817958083,-5.25715279239986,8.76031834851882,-6.75160547580192,5.51074057659514,-7.05084837065478,4.26621517220479,-0.556531764793376,10.4060643912265,-5.15912080574379,5.4904289100701,-6.20938143057837,1.10969261285147,-4.4072333368582,4.83863377723039,-3.92271179289022,1.88872506413701,0,-1.81859006051734,6.16540938090909,0.162232980090909,20.07,6.66964759578902,9.10762370144376,4.89055834761215,2.42048340202001
"BI10",346.2,4547,304,-6.70002425697567,6.38056005880022,-4.95546047908389,7.40847647391648,-5.70598477222714,5.28214271072745,-7.65980010078957,3.68991760355028,1.50467083752816,12.4674512432339,-10.4631604816961,3.83752447766366,-9.06856731776152,0.704877991259318,-4.22223507495654,3.28588152040155,-4.05793202366526,1.16811301237629,0,-1.59873175773588,4.9385227415,0.2030882915,40.85,7.14712457818226,9.15644956172667,4.90560710259131,2.45013867797035
"BI10",356.2,4652,302,-6.96537455607635,7.76448959280701,-4.88169272535763,8.85019577273905,-5.85829959348951,6.68360331814391,-6.8304277350485,4.1458801859122,-0.639818183205534,9.9005221972127,-8.12231241169731,3.92048494006009,-6.75420036966061,2.50127386729276,-4.05428715979659,5.0275703373299,-3.85381268017249,3.23120741293011,0,-1.83517416180262,6.26813179609091,0.159601122545455,24.48,7.23203476219691,9.2997378450797,5.01045595957737,2.86679480215288
"BI10",361.2,4703,301,-6.71042771726204,6.97624085555011,-4.33832780066834,8.83194179501929,-5.72209655359852,6.17881975007153,-6.25789509829589,4.25477583690087,0.361475434852843,11.4267416940747,-5.1428163197742,5.29538934356951,-6.95104227885584,1.60803160705006,-3.69456804043063,4.92796820808576,-4.06536436358657,2.27020424838806,0,-1.70680490505171,5.5163355346,0.1813896864,24.57,6.95163177815873,9.43623111252767,5.27069587195531,1.76724502154926
"BI10",367.3,4768,292,-7.27500599157652,7.27743506637325,-4.7894433889936,8.84077687981103,-5.92580861606454,6.29464227522857,-6.41374532405985,4.23820457443249,-0.252036152000398,11.1546227764023,-7.98402652129275,4.66751671834765,-5.77883377430736,2.01982429093537,-3.83254576769984,4.96127239704665,-3.99519063385165,2.32978863349165,0,-1.79765330188535,6.03297060290909,0.165833677727273,23.49,7.10900753027955,9.33056439794853,5.10016278233951,2.33566960822603
"BI10",370.4,4801,297,-7.96727376002436,7.46150136357903,-4.82296185169257,8.9814921289308,-6.26589835226458,6.8324190125684,-6.6961616528608,4.61205455325781,-0.143790870654183,11.0561258807318,-6.4189235395701,5.0478272141013,-7.321528818359,2.21654549625482,-4.01052527747575,5.15122272117239,-4.01674254592623,2.89983160159348,0,-1.79669495450333,6.0322542561,0.1658958068,20.96,6.80719501296691,9.27001705870199,5.08386162135838,2.04353228543696
"BI10",375.1,4852,283,-7.30635107616124,7.19595093777587,-4.78161795209449,8.7033784156252,-6.1068659383047,6.42593698649349,-6.49818864471764,4.25506676280208,-0.110917456077571,10.8976220776579,-5.66846592915195,5.03274929516764,-6.58863263487079,1.9597717742796,-4.05132084947291,4.8652129416843,-3.95775708995179,2.54921725667384,0,-1.77937306716495,5.9311820645,0.1688767338,27.87,6.91640759180422,9.28678133018469,5.07241210781649,2.27214178706936
"BI10",380,4905,291,-7.85651699727761,8.09022517793601,-5.06691692921129,8.98787944062394,-6.48338072073523,6.75993440171892,-7.22052823055761,4.58390305625152,-1.14696559683499,10.5999305078092,-8.05864118136775,4.15468531520257,-6.04962210398446,2.66453622255324,-4.12227684455344,5.03272069818746,-3.88684187274153,2.90556623767452,0,-1.8333701347773,6.25576371863636,0.159905569454545,21.31,6.877322451086,9.23872830400338,5.00244744549611,2.53337458491672
"BI10",382.4,4931,274,-7.23233999532406,7.79969644617826,-4.78236991541696,9.00010635982522,-6.03358075805101,6.75631263409946,-6.49805087143294,4.40567025787697,0.110296789046673,10.8995670742494,-5.31306720579705,4.91906062730083,-6.85390355960382,2.2244225848454,-4.09389361957089,4.90990425474619,-3.9710178957931,2.80246976867159,0,-1.75522393665611,5.78759173225,0.172901564416667,27.92,6.93714635113228,9.26822886945909,5.05077728415572,2.28090330143065
"BI10",387.2,4984,264,-7.66766880545334,8.34106033815079,-4.98209146020318,8.9339301416153,-6.45551041654096,7.28173969105345,-6.74500572611692,5.61348842504215,-0.71606706915712,9.9094393280291,-7.72402174200447,3.85318161888967,-6.58749021847406,2.99710652583661,-4.63100495434243,5.02211114919423,-3.86670491663402,3.1653284297982,0,-1.87965150908311,6.55290585233333,0.1528367805,19.7,6.63439513790907,9.11843024270156,4.9000588897334,2.43529511827569
"BI10",395.8,5077,237,-8.29755960200465,7.8804290119637,-5.15833229727913,8.89802628245142,-6.84119767826805,6.99968644452428,-6.75711456105751,4.36556304662388,-0.6495735027024,10.840000929173,-10.9513882489402,4.12567067482762,-6.71869175565523,2.36309077597283,-4.65742999029244,4.79952697956569,-3.94278260977815,2.95772958023329,0,-1.79576955617236,6.02611938541667,0.166020444833333,22.29,6.41877179829153,9.05101625490163,4.87229844879763,2.1446869974077
"BI10",404.1,5184,218,-7.73568635692862,7.15388950448401,-4.90419447998714,8.87897314521011,-6.46389095626392,6.0862528200608,-6.57473093768637,4.09825557805275,-0.715511326898351,10.4367072074209,-5.97964497030264,4.57698758414123,-7.78975357819889,1.58752330391482,-4.32982152221896,4.85154838767966,-4.00318182306731,2.3694537107842,0,-1.82984658877319,6.23196237109091,0.160688967272727,18.54,6.59925600414899,9.16979289825497,4.99779079669171,1.98933764699489
"BI10",413.4,5402,234,-6.90444578855452,8.00617399458286,-4.56123972626956,9.15494049394655,-5.75760183894289,7.84202652460158,-6.38362008145394,5.77413731566368,-0.54529801610807,10.2689600502149,-6.27885675900586,4.28594599703063,-6.58827881809405,2.42052494302108,-4.02643373855928,5.43893495275558,-3.86460045955507,3.42959523453454,0,-1.81216103809601,6.12584447263636,0.163325619363636,28.24,7.09124681968512,9.37020108943843,5.12192634204945,2.53353562930531
"BI10",415.7,5491,287,-7.5262886614743,7.53540408642729,-4.7718026233643,9.02543413469161,-6.36487547156716,6.57009823799735,-6.6849609680736,4.68151467135203,-0.768011354467471,10.3396534788221,-5.76190673319355,4.26153098760221,-6.76816902616182,2.03089434043002,-4.24061991409753,4.99114666985596,-3.83186902698475,2.70067382574824,0,-1.8363828886267,6.27409731745455,0.159420483,17.98,6.75420478507609,9.28650489401439,5.06927292106422,2.4102829331096
"BI10",419.3,5629,395,-7.12653752639254,7.97141372181757,-4.79779160735982,8.30380898861032,-6.12927773198472,6.43534454377999,-6.38632283497461,4.5856816451236,-1.45058863619496,10.4443299476404,-7.14171232441177,4.1206810846406,-7.00208335191913,2.65458404108435,-3.84079156337017,4.5067322610346,-3.83696746693177,2.63664560445695,0,-1.86869708338651,6.47761426818182,0.154534673727273,22.45,7.10033540616637,9.3895022920639,5.13248175629769,2.6543193515468
"BI10",433.8,6189,221,-6.40677989708769,8.11365554635714,-4.61748895540296,8.52642819440421,-5.37705482192133,7.36434281101366,-6.45062667862975,3.97930816378938,-0.537528951646988,10.2847469871715,-6.2936097196932,4.14732074594836,-6.44754025642656,2.73082479204988,-4.29370187830906,4.50083290786636,-3.86555070757918,3.58500193216604,0,-1.8121682150182,6.12438736672727,0.163429551545455,24.94,7.26777110615571,9.27513127243045,4.98328264213436,2.82944118782882
"BI10",438.7,6306,199,-7.1302854685758,7.22559484626794,-4.6879384332066,8.59407118021473,-5.80097341845135,6.3360938525922,-6.60992461165881,3.84905447467711,-0.723069577189113,10.3803317960264,-7.84156003372831,3.98581176538193,-7.00389025647008,1.75847511135943,-4.46172747456385,4.51844421677488,-4.00289481287181,2.45099880585114,0,-1.84194283437626,6.31023463075,0.158541358,19.97,6.84564520999695,9.16725754537362,4.95833555256463,2.18911899395651
"BI10",446.3,6403,202,-6.75537347402445,6.86652508355506,-4.72946208612141,8.93751154889699,-5.82633416303899,5.94825465356441,-6.40153273132159,4.23367920911665,-0.70802805834982,9.72321135536732,-8.79414397597336,2.9208769665228,-6.70210100741552,1.4297268344136,-4.66911559381265,4.67712823950778,-3.84641246906714,2.27154962125356,0,-1.8788519523455,6.54998030436364,0.15280435,19.95,6.89082560806674,9.15857308498407,4.9040089396438,2.63958013431032
