"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","Zr_fit_OLS","Zr_lwr_OLS","Zr_upr_OLS","Zr_fit_WLS","Zr_lwr_WLS","Zr_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-3.87648529592211,-5.76236251241071,1.06344302447402,-2.46055523100737,2.58885829443886,0.995618840730677,4.18209774814704,2.60376572544819,0.96584434461805,4.24168710627832
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-3.82246228744961,-5.87878745637831,1.86113383862431,-2.53974814739952,2.82318427871717,1.23073232756468,4.41563622986966,2.83263440030448,1.21334429559566,4.45192450501331
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-3.88331928060777,-6.18923707966522,3.57352940771241,-0.391038130230096,2.55921573595703,0.965850342413662,4.15258112950041,2.5748135240951,0.934515283528498,4.2151117646617
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-3.88437380087466,-5.97219515543959,3.71147308000633,-0.0862085291763824,2.55464173116783,0.961256378342979,4.14802708399268,2.57034604509094,0.929680648034595,4.21101144214729
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-3.89174767148897,-6.12851905595269,3.3230000127477,1.37265009959275,2.52265740562775,0.929128555083108,4.11618625617239,2.53910661500778,0.89587089144045,4.18234233857511
"Bird Island","BI10","BI10.2",45,44,45,44.5,-3.89786813280265,-5.88193482966304,4.10353283661237,1.90077600329844,2.49610977042347,0.902456592413506,4.08976294843344,2.51317725805454,0.867804220900094,4.15855029520899
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-3.88790480330515,-6.16703954186815,1.84936101446338,-2.20321846987363,2.53932593067081,0.945872721440156,4.13277913990146,2.55538694025708,0.913491374389689,4.19728250612448
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-3.89387306053905,-6.57568540349917,3.44709555981437,-0.51472777392739,2.51343848400127,0.91986699629387,4.10700997170868,2.5301023964498,0.886124869379541,4.17407992352006
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-3.83129662078723,-5.94085890199422,1.83343076570928,-1.99353873826423,2.78486516407856,1.19230970963985,4.37742061851726,2.79520771450173,1.17289024282056,4.4175251861829
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-3.86077170798871,-5.66953282636095,3.41522430313818,1.19362388420362,2.65701632678747,1.06404403714439,4.24998861643055,2.67033639874539,1.03786332253341,4.30280947495738
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-3.86105844261058,-5.76265346808292,3.08978528026546,-0.650249188813882,2.6557726090754,1.06279572423261,4.2487494939182,2.66912164646117,1.0365493637421,4.30169392918023
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-3.85226082142044,-6.06189800460975,3.66995073900524,0.126860282292105,2.69393248396902,1.10109185058127,4.28677311735676,2.70639280111558,1.07686077985996,4.3359248223712
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-3.79240688293203,-6.62941570257878,2.59054694580365,-1.71277683954639,2.95355025509648,1.36137638011044,4.54572413008251,2.95996423251311,1.35091578848626,4.56901267653996
"Bird Island","BI10","BI10.3",95,93,94,93.5,-3.82001595579982,-5.82036835753813,2.63623548122916,-0.952295320105962,2.83379529590997,1.24137025796516,4.42622033385479,2.84299829337111,1.22454514612427,4.46145144061795
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-3.73750321705809,-5.86551591486349,2.57119233561081,-1.12558367536812,3.19169611017131,1.59973454538538,4.78365767495724,3.19256381570215,1.60198908576945,4.78313854563485
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-3.86110080407148,-6.06725272085731,2.43324707517014,-1.47412828430791,2.65558886530952,1.06261130070108,4.24856642991797,2.66894218197566,1.03635524206408,4.30152912188723
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-3.8894986404129,-6.24154556754762,2.09664310937208,-1.65717217925939,2.53241262725412,0.938928272273001,4.12589698223524,2.54863464346537,0.906183413603786,4.19108587332696
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-3.84318732357389,-6.7440729027022,1.74336703695281,-2.21945206374837,2.73328897991134,1.14057860601104,4.32599935381164,2.74483270824345,1.11842845375834,4.37123696272857
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-3.88256071565152,-6.1952992073245,2.37149949846929,-1.05286822773549,2.56250602809437,0.969154905205875,4.15585715098287,2.57802718733301,0.93799299420847,4.21806138045755
"Bird Island","BI10","BI10.4",145,141,142,141.5,-3.81841779789403,-6.33537674516212,2.26950082593994,-1.70855986733128,2.84072734088294,1.24831947551925,4.43313520624662,2.84976889523967,1.2318622032906,4.46767558718874
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-3.83812702004459,-5.92761802159951,4.06289986689823,1.86616521736354,2.75523815747064,1.16259590113788,4.34788041380339,2.76627070282887,1.14160733755621,4.39093406810154
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-3.84779257837729,-5.84960106769276,1.62082931236906,-2.15590622346265,2.71331358618242,1.12053840180458,4.30608877056025,2.72532252926543,1.09733177303878,4.35331328549207
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-3.95001191307466,-6.02793080829287,2.82771944430571,-0.935962562274622,2.26993497968684,0.675030684424537,3.86483927494915,2.29226994040806,0.628546739117278,3.95599314169885
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-3.84626890832791,-5.87965444820073,1.64034839181633,-1.8175594426662,2.71992253844427,1.12716909418848,4.31267598270006,2.73177756305529,1.10431193603099,4.35924319007959
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-3.91184537632059,-6.06012717755696,2.76618829563902,-1.49228049910523,2.43548317006474,0.841528313545137,4.02943802658433,2.45396261428432,0.803695456680003,4.10422977188864
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-3.92836367196833,-6.07660565875313,3.54986313646656,0.0630387276343519,2.3638347003534,0.76949150143743,3.95817789926938,2.38398279378419,0.727908359094141,4.04005722847423
"Bird Island","BI10","BI10.5",197,194,195,194.5,-3.99498304864744,-5.69098970858137,2.5072203846847,-1.16317271084551,2.07487169266962,0.478612968172591,3.67113041716665,2.10174955851255,0.42200185558667,3.78149726143844
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-3.94424361635467,-6.04866880482476,1.66302015698533,-2.12326519500713,2.29495509324103,0.700206083865437,3.88970410261663,2.31670735075988,0.655026387659822,3.97838831385993
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-3.93780481315915,-6.45882278617452,2.81065610951069,-1.48577550531512,2.32288354334082,0.728302912630907,3.91746417405074,2.3439853642709,0.684580448719385,4.00339027982242
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-3.8962591043039,-6.57449556742231,2.10470426928473,-1.58889402562492,2.50308896683186,0.90946893253346,4.09670900113026,2.51999391323032,0.875183102675107,4.16480472378553
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-3.92014289340093,-6.21372426875696,2.23522678473759,-1.77420596342813,2.39949250771748,0.805346885265217,3.99363813016974,2.41881015253755,0.765629021974326,4.07199128310078
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-3.94961938017638,-6.12145454869528,1.60644830641208,-2.05895136256629,2.27163759974359,0.676744004766515,3.86653119472067,2.29393290748093,0.630348776486645,3.95751703847521
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-3.93911533721326,-6.20481680517416,2.01851259896874,-1.83776775182064,2.31719911650895,0.7225846387756,3.91181359424229,2.33843332427698,0.678565459442616,3.99830118911134
"Bird Island","BI10","BI10.7",271,265,266,265.5,-3.90667695959433,-5.90859775200274,1.77172983009664,-1.98124402878186,2.45790129098738,0.864060863924741,4.05174171805001,2.47585863082784,0.827403315639942,4.12431394601573
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-3.90580617575697,-6.17672221041548,1.68018858520275,-2.01743441431769,2.46167833498312,0.867856854948427,4.05549981501781,2.4795477097699,0.831397411843191,4.12769800769661
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-4.02367282898181,-5.85460235186791,1.87056396786785,-3.26907290452925,1.95042914114082,0.35317338620025,3.54768489608139,1.98020519819823,0.2901409998084,3.67026939658805
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-3.96361675968987,-5.82826191027663,1.84354066959512,-3.96963093204853,2.21092365906246,0.615636496149329,3.80621082197559,2.23463295749121,0.566081084452736,3.90318483052969
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-3.97788363832336,-5.88970918063049,2.57334240478613,-2.1537520611141,2.14904076003669,0.553327043272577,3.74475447680081,2.17419127348458,0.500557873069899,3.84782467389926
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-3.9725583813405,-5.79861070302135,1.57341563249961,-3.67034280429978,2.17213917901273,0.576587676844405,3.76769068118105,2.19675174435426,0.525017206943984,3.86848628176454
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-3.80757062311117,-6.28307611601279,2.7051026968095,-1.89507660068477,2.88777719944323,1.29547733655672,4.48007706232974,2.89572299125696,1.28151858043513,4.50992740207879
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-4.07211847080514,-5.47877875733986,1.25621944257179,-3.20406600858224,1.74029510704634,0.14112128464775,3.33946892944494,1.77496505774376,0.067319306369183,3.48261080911834
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-3.92260004632839,-5.79306832333587,1.88872506413701,-2.36143123848746,2.38883455299542,0.794630769985025,3.98303833600581,2.40840041508812,0.754355142744485,4.06244568743176
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-3.85473646828725,-6.13855236645313,3.23120741293011,-1.04901800503227,2.68319431137935,1.09031632751159,4.27607229524712,2.69590471402381,1.0655179185279,4.32629150951971
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-4.06767584169746,-5.79034504944386,2.27020424838806,-2.79028645534088,1.75956510825279,0.16057942405083,3.35855079245474,1.79378627236143,0.0877611059718992,3.49981143875096
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-4.03190265734499,-6.35909442086576,2.89983160159348,-0.83986316171207,1.91473208008904,0.317171237980022,3.51229292219806,1.94533949995162,0.252302744978994,3.63837625492425
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-4.06333478600829,-5.69441110062827,2.32978863349165,-1.67547257623514,1.77839453252836,0.179590299070012,3.37719876598671,1.81217717081655,0.107733932720464,3.51662040891263
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-3.97877092523172,-6.02528905269376,2.54921725667384,-1.71786697571676,2.14519213360848,0.549451041789225,3.74093322542774,2.17043227922129,0.496482246946312,3.84438231149627
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-3.83814357814575,-5.82937937072424,2.90556623767452,-1.5134354405011,2.75516633634364,1.16252386240796,4.34780881027933,2.76620055437217,1.14153149670417,4.39086961204018
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-3.94760369822002,-6.07708996193008,2.80246976867159,-1.43671381846689,2.28038066444456,0.685541710027275,3.87521961886184,2.3024723515313,0.639602135151045,3.96534256791156
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-3.97397676074477,-6.54509606299502,3.1653284297982,-2.06747101912538,2.16598692723366,0.570392568243669,3.76158128622365,2.19074277477117,0.518502723696737,3.86298282584559
