"Location","Site","label","ID","section_depth","field_depth","depth","SH20_age","surface","validity","qc","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_coh","Total_scatter","inc_coh","coh_inc"
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7558",1.1,1.1,1.1,-51.51,6.66,1,TRUE,16596,44628,1.45,-1.40343922068284,0.403634483518262,-1.0749351537108,-0.710292040122891,3.28194459854113,-1.46059763452278,-0.701075385017967,0.716824315517255,0.947936036480642,4885,32520,5.65711361310133,0.176768590555455
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7559",1.2,1.2,1.2,-50.47,6.68,1,TRUE,16084,44476,1.35,-0.871710608902183,0.713629751952857,-0.60204704195308,-0.648567057587973,3.59706695218035,-4.60938022718555,-0.10403037647967,1.21956539042466,1.30547321755059,4649,30857,5.63734136373414,0.177388583638584
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7560",1.3,1.3,1.3,-49.42,6.7,1,TRUE,16223,44600,1.42,-1.38744080872197,0.480304567484006,-0.626471031823264,-0.70310425784418,3.42288759637111,-2.29499786062737,-0.659807452090856,0.953014558327485,0.815614688925042,4732,31203,5.59404057480981,0.178761663707453
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7561",1.4,1.4,1.4,-48.38,6.7,1,TRUE,16870,48427,1.4,-0.924287209756741,0.21171261098299,-1.43511283352273,-0.855294338269789,3.24602583768874,-1.24095681908177,-0.356541295738068,0.638358541170601,0.716095506526781,4846,32377,5.6811803549319,0.176019759543787
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7562",1.5,1.5,1.5,-47.34,6.71,1,TRUE,16085,44532,1.13,-0.689385356769296,0.59383681921078,-0.639123521988408,-0.699748143804843,3.49179874637362,-4.57094915471273,-0.240215814426403,1.48700513366408,1.26678129245321,4767,31642,5.63771764212293,0.177376744186047
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7563",1.6,1.6,1.6,-46.29,6.73,1,TRUE,16366,44776,1.31,-0.743756747665914,0.987217830493019,-0.312973831573459,-0.385544524408295,3.73288052148821,-1.7826498016324,-4.91814401756155,1.94251965388674,1.48045091697366,4707,31975,5.79307414489059,0.17261992078627
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7564",1.7,1.7,1.7,-45.25,6.76,1,TRUE,16696,47047,1.33,-1.09025404377161,0.565703884297379,-0.66904057869531,-0.236176496399032,3.54816668838325,-4.5402415896032,-0.229442464217688,1.48441592486054,1.16686867514567,5235,33353,5.37115568290353,0.186179671384878
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7565",1.8,1.8,1.8,-44.2,6.78,1,TRUE,16936,47641,1.27,-0.944321710736599,0.63681242553465,-0.486014121254055,-0.442841949388846,3.50092535293574,-4.70552182643016,-0.151644934829621,1.4037257563342,1.18888100783469,4911,32875,5.69415597637956,0.175618652553283
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7566",1.9,1.9,1.9,-43.16,6.81,1,TRUE,16562,46327,1.18,-1.58315093529607,0.721393022183312,-1.18424322773406,-0.559149510419131,3.29935385461838,-1.82609711390646,-0.639779244819241,1.15325168039701,0.618421474976256,4793,32476,5.775714583768,0.173138749412997
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7567",2,2,2,-42.11,6.84,1,TRUE,15674,42856,1.25,-1.77981020369574,0.0273341843717982,0.156083167116106,-0.50405771697567,2.91494556255575,-1.80334070110593,-0.337003632312503,0.590216170093842,0.735633169952346,4667,32041,5.86543818298693,0.17049024621904
