"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00067837812382589,0.00098384214631748,2.288761162,0.010158086,8.05125752151784,-18.2319139178757,34.3344289609114
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00125478721247432,0.00157406592915168,1.525038372,0.011740776,9.34032226849659,-16.9321079367523,35.6127524737455
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00067863095394623,0.00102676396023656,4.398970104,0.046912281,8.05182294354453,-18.2313427611174,34.3349886482064
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00180790020741154,0.00189982572892467,19.01381163,0.109765839,10.5772882999331,-15.6892267369892,36.8438033368555
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00121410997786556,0.00094191729062857,43.16823811,0.83280191,9.24935286816724,-17.0236822020237,35.5223879383582
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00016009805262178,0.00024504476163347,21.08188416,0.09353744,6.89219084125883,-19.4046224354243,33.189004117942
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00112457749745338,0.00119524499324467,138.1998527,2.068052956,9.04912499792403,-17.2253233590654,35.3235733549135
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00071068974479859,0.00133504573187963,5.28425398,0.054223017,8.12351830354561,-18.1589275124483,34.4059641195396
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00064041183072641,0.00079179274702171,58.41930414,1.652885172,7.96635079299494,-18.3176919920649,34.2503935780548
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00349137664482692,0.00292057572691324,3.560602291,0.038361736,14.3421667006711,-11.9328332497446,40.6171666510869
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00107895623711513,0.00122740715947035,30.36236272,0.256345549,8.9470989203119,-17.3281129158071,35.2223107564309
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.00090490280415543,0.00126710686949276,7.795499709,0.115748702,8.5578508169465,-17.7205425265662,34.8362441604592
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.0013136340078729,0.00094092967267166,50.21714125,0.70380336,9.47192555323808,-16.7996707826256,35.7435218891017
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00121565601285015,0.00168616227716543,13.30255749,0.023181323,9.25281037644648,-17.0202012791143,35.5258220320073
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.00286670239136263,0.0022756969888368,10.28410137,0.050822268,12.945163123968,-13.3220356499369,39.2123618978728
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00511112675288281,0.00321300991049883,9.694363956,0.203712654,17.9645293669257,-8.3562259679876,44.285284701839
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00136960921976364,0.0016359792971802,6.266500548,0.095875453,9.59710691101683,-16.6737414354585,35.8679552574921
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00077115921551964,0.00104016613914093,6.037782671,0.042295483,8.25875049281893,-18.022376756504,34.5398777421419
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.0011186039946746,0.0014548251462414,2.592646444,0.02182641,9.03576602770695,-17.238780632226,35.3103126876399
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.00042446286155281,0.00057616010428592,6.954876946,0.093655521,7.48340871454712,-18.805975125217,33.7727925543112
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.00054294792309515,0.0007630195008298,9.787053209,0.059603308,7.74838530649499,-18.5379869933602,34.0347576063502
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.0005802569498923,0.0008807436024796,20.81297886,0.274237825,7.83182214351826,-18.4536426667576,34.1172869537942
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.00047660434512936,0.00074555305701336,4.260143181,0.051289903,7.60001643232497,-18.6880178485385,33.8880507131885
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.00115735059047851,0.00113939197625525,43.16608535,0.550658986,9.12241780280885,-17.1515001492701,35.3963357548878
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.00074819458149566,0.00076458037059008,2.564526013,0.044583218,8.2073930442107,-18.0742289116455,34.4890150000669
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.00049772140384597,0.00134742569584037,24.03856275,0.33159449,7.64724201652818,-18.6402565554454,33.9347405885018
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.00037804288426445,0.00066390739268369,58.90663431,0.829134942,7.37959640926531,-18.9110210048341,33.6702138233647
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.00107080890978855,0.00116374523923958,12.67353344,0.313961187,8.92887847124956,-17.3464727905572,35.2042297330563
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.00184715230517402,0.00172657273663766,2.553601126,0.066508029,10.6650705651109,-15.6011882448317,36.9313293750534
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.00157992005656641,0.00159811875833995,25.70637949,0.437908223,10.0674400320052,-16.2009917735551,36.3358718375654
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.00105329297343721,0.00078145907243817,6.149324503,0.106149158,8.88970633377723,-17.3859478384221,35.1653605059766
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.00136215145477715,0.00095763721013968,4.534790413,0.043240663,9.58042857938628,-16.6905168800627,35.8513740388352
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.00112835493663018,0.00099899370034225,3.037488827,0.043979182,9.05757275451317,-17.2168136979422,35.3319592069685
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.00092929768107789,0.00124836322952168,5.026836978,0.140151798,8.61240681973502,-17.6655149589028,34.8903285983729
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.00042199486326887,0.00087719189276843,2.699363842,0.043626306,7.47788935399906,-18.8115593097885,33.7673380177867
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.00079022507055568,0.00067443347953517,2.511699688,0.052718839,8.30138882396599,-17.9793333348147,34.5821109827467
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.0009993370370159,0.00154388935243454,3.349219592,0.075375837,8.76904082571936,-17.507573529457,35.0456551808957
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.00098214988798729,0.00146414471388711,3.120629768,0.061658011,8.73060397878171,-17.5463248258926,35.007532783456
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.00144778818140883,0.00157399046585292,9.077687309,0.090928537,9.77194409765544,-16.4979333015797,36.0418214968906
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.00056025720492652,0.00122466440419123,2.400125578,0.053500798,7.78709528772838,-18.4988535581971,34.0730441336539
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.00151043583638821,0.00158039578971643,13.28023284,0.106355187,9.91204751570557,-16.3571138700551,36.1812089014662
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.00118560383550167,0.00162335301974064,2.02301219,0.013793806,9.18560254930983,-17.0878702672576,35.4590753658773
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.00200090279163574,0.00124035093306516,3.033425815,0.053768638,11.0089137414795,-15.2565501978227,37.2743776807817
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.00117086866952582,0.00136206188788518,12.19802273,0.459798787,9.15264924691675,-17.1210543249626,35.4263528187961
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.00097941499514459,0.00114154424485099,4.992973415,0.124594431,8.72448774290042,-17.5524914811759,35.0014669669768
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.00078840360650335,0.00117771504816073,9.175578982,0.009274375,8.29731535402253,-17.9834452846356,34.5780759926806
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.00305476168624356,0.0013937195781431,7.537000498,0.16325235,13.3657335350646,-12.9032363854709,39.6347034556
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.00383924839827079,0.00221140574900535,7.097707001,0.184578085,15.1201371086077,-11.1615853267405,41.4018595439559
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.0009159448802638,0.0009948677893583,14.36128756,0.211659558,8.58254499912558,-17.6956338597826,34.8607238580337
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.00137543303221093,0.00183501268774351,9.248141245,0.206388311,9.61013111807161,-16.6606419361988,35.880904172342
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.00055831848669598,0.0009173297238958,20.02750394,0.356503119,7.78275959390514,-18.503236471615,34.0687556594253
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.00135657832301664,0.00221007493547495,10.62373635,0.249305115,9.56796498742665,-16.7030535544647,35.838983529318
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.00103067296409959,0.0014064825264406,4.89161886,0.051066703,8.83911959392927,-17.4369321357765,35.1151713236351
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.00225114922074375,0.00249493427549662,11.2517643,0.064356608,11.5685576752295,-14.6963238465089,37.8334391969679
