"Location","Site","Section","sample","top","bottom","mp","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","Water_Content_pc","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc"
"Kerguelen","KER1","CAT1.1D",114,143.4,144.6,144,144,0.6,4852,5039,4930,4932,94,0.03333,0.00077,89.65,10.35,0.52,94.7,4.73,54.74,4.74,4.1542,4.9103,1.1914,0.3995,0.4922,0.0133,0.0167,125.5
"Kerguelen","KER1","CAT1.1D",115,144.8,146,145.4,145.4,0.6,4879,5109,4969,4974,115,0.02459,0.00067,89.41,10.59,0.53,95.18,4.76,55.02,4.76,3.9588,4.7149,1.2885,0.4264,0.5291,0.0105,0.0133,126.8
"Kerguelen","KER1","CAT1.1D",116,146.3,147.5,146.9,146.9,0.6,4904,5231,5024,5035,164,0.02459,9e-04,88.07,11.93,0.6,92.11,4.61,53.24,4.61,3.582,4.2948,1.4134,0.4891,0.6108,0.012,0.0155,128.6
"Kerguelen","KER1","CAT1.1D",117,147.8,148.9,148.4,148.4,0.55,4920,5373,5079,5096,227,0.025,0.0012,84.33,15.67,0.78,56.81,2.84,32.84,2.84,3.808,4.6153,1.5252,0.5404,0.682,0.0135,0.0177,131
"Kerguelen","KER1","CAT1.1D",118,149.2,150.4,149.8,149.8,0.6,4930,5521,5128,5152,296,0.02381,0.00146,89.77,10.23,0.51,92.05,4.6,53.21,4.6,3.9588,4.8336,1.3379,0.4268,0.5425,0.0102,0.0135,133.2
"Kerguelen","KER1","CAT1.1D",119,150.7,151.8,151.3,151.3,0.55,4977,5594,5189,5215,309,0.02414,0.00152,89.84,10.16,0.51,94.37,4.72,54.55,4.72,4.1793,5.1573,1.2497,0.4015,0.5156,0.0097,0.0131,134.7
"Kerguelen","KER1","CAT1.1D",120,152.1,153.3,152.7,152.7,0.6,5006,5661,5254,5273,328,0.02381,0.00157,88.43,11.57,0.58,92.72,4.64,53.59,4.64,3.768,4.6723,1.3023,0.4552,0.5872,0.0108,0.0147,135.6
"Kerguelen","KER1","CAT1.1D",121,153.6,154.8,154.2,154.2,0.6,5028,5748,5314,5336,360,0.02419,0.00173,86.98,13.02,0.65,94.29,4.71,54.5,4.72,3.9588,4.9524,1.2932,0.4583,0.5962,0.0111,0.0152,137.2
"Kerguelen","KER1","CAT1.1D",122,155.1,156.2,155.7,155.7,0.55,5071,5847,5374,5398,388,0.02414,0.00182,88.17,11.83,0.59,95.8,4.79,55.37,4.79,3.6289,4.576,1.4452,0.4873,0.6388,0.0118,0.0163,138.6
"Kerguelen","KER1","CAT1.1D",123,156.5,157.7,157.1,157.1,0.6,5113,5889,5437,5456,388,0.02381,0.00178,88.02,11.98,0.6,94.8,4.74,54.8,4.74,3.768,4.7854,1.4783,0.4816,0.6357,0.0115,0.016,139.5
"Kerguelen","KER1","CAT1.1D",124,158,159.2,158.6,158.6,0.6,5141,5958,5502,5519,409,0.02419,0.00188,86.01,13.99,0.7,95.2,4.76,55.03,4.76,3.224,4.117,1.5809,0.5771,0.7658,0.014,0.0196,140.5
"Kerguelen","KER1","CAT1.1D",125,159.5,160.7,160.1,160.1,0.6,5172,6061,5563,5581,445,0.02462,0.00205,87.29,12.71,0.64,96.69,4.83,55.89,4.84,3.582,4.6171,1.6118,0.5252,0.7032,0.0129,0.0184,142.2
"Kerguelen","KER1","CAT1.1D",126,161,162.3,161.7,161.7,0.65,5253,6130,5628,5646,439,0.02459,0.00201,89.7,10.3,0.51,98.04,4.9,56.67,4.9,3.8805,5.0407,1.2027,0.4196,0.5661,0.0103,0.0148,143.1
"Kerguelen","KER1","CAT1.1D",127,162.6,163.8,163.2,163.2,0.6,5291,6177,5698,5707,443,0.02462,0.002,88.47,11.53,0.58,101.46,5.07,58.65,5.07,3.9588,5.1899,1.2955,0.4393,0.5979,0.0108,0.0156,144.2
"Kerguelen","KER1","CAT1.1D",128,164.1,165.4,164.8,164.8,0.65,5320,6267,5766,5772,474,0.025,0.00215,87.38,12.62,0.63,92.98,4.65,53.75,4.65,4.9392,6.5395,0.9119,0.3474,0.4774,0.0087,0.0127,146
"Kerguelen","KER1","CAT1.1D",129,165.7,167,166.4,166.4,0.65,5382,6308,5840,5836,463,0.02778,0.00231,89.26,10.74,0.54,96.62,4.83,55.85,4.83,4.5004,5.9945,1.0782,0.3708,0.5124,0.0103,0.0151,146.5
"Kerguelen","KER1","CAT1.1E",136,167.3,168.5,167.9,167.9,0.6,5452,6332,5885,5890,440,0.02344,0.00183,87.39,12.61,0.63,93.55,4.68,54.07,4.68,4.3544,6.1092,1.3261,0.4308,0.6259,0.0101,0.0155,153.1
"Kerguelen","KER1","CAT1.1E",137,168.8,170,169.4,169.4,0.6,5485,6395,5956,5954,455,0.02273,0.00182,88.2,11.8,0.59,94.57,4.73,54.66,4.73,4.3544,6.1528,1.2111,0.4064,0.5946,0.0092,0.0143,154.3
"Kerguelen","KER1","CAT1.1E",138,170.3,171.5,170.9,170.9,0.6,5579,6446,6024,6020,434,0.02273,0.00172,88.13,11.87,0.59,93.1,4.66,53.82,4.66,3.768,5.3506,1.4428,0.4758,0.6994,0.0108,0.0167,154.6
"Kerguelen","KER1","CAT1.1E",139,171.8,173,172.4,172.4,0.6,5651,6487,6093,6086,418,0.02295,0.00166,86.75,13.25,0.66,90.3,4.52,52.2,4.52,3.768,5.3882,1.3986,0.4899,0.725,0.0112,0.0175,155.2
"Kerguelen","KER1","CAT1.1E",140,173.2,174.4,173.8,173.8,0.6,5705,6532,6159,6147,414,0.02308,0.00163,87.32,12.68,0.63,89.78,4.49,51.9,4.49,3.582,5.1544,1.4216,0.5006,0.7454,0.0116,0.018,156
"Kerguelen","KER1","CAT1.1E",141,174.7,175.9,175.3,175.3,0.6,5770,6604,6223,6212,417,0.02414,0.0017,87.6,12.4,0.62,93.75,4.69,54.19,4.69,3.582,5.1903,1.3904,0.4929,0.7388,0.0119,0.0187,157
"Kerguelen","KER1","CAT1.1E",142,176.2,177.3,176.7,176.7,0.575,5866,6631,6279,6270,383,0.02414,0.00155,86.95,13.05,0.65,95.45,4.77,55.18,4.77,3.611,5.2721,1.348,0.4937,0.7455,0.0119,0.0188,157.4
"Kerguelen","KER1","CAT1.1E",143,177.6,178.7,178.1,178.1,0.55,5935,6657,6341,6328,361,0.02459,0.00148,87,13,0.65,94.52,4.73,54.64,4.73,3.454,5.0774,1.363,0.5094,0.7743,0.0125,0.0198,158
"Kerguelen","KER1","CAT1.1E",144,179,180.2,179.6,179.6,0.6,5995,6716,6406,6389,361,0.02545,0.00152,85.1,14.9,0.74,85.37,4.27,49.34,4.27,3.9588,5.8629,1.374,0.4946,0.7572,0.0126,0.02,159.1
"Kerguelen","KER1","CAT1.1E",145,180.4,181.6,181,181,0.6,6060,6742,6462,6444,341,0.02642,0.00149,58.13,41.87,2.09,7.73,0.39,4.47,0.4,4.3544,6.5011,1.6792,0.9667,1.4916,0.0255,0.0408,159.9
"Kerguelen","KER1","CAT1.1E",146,181.9,183,182.4,182.4,0.55,6128,6764,6520,6497,318,0.02593,0.00135,64.04,35.96,1.8,14.72,0.74,8.51,0.74,4.1793,6.2857,1.6751,0.877,1.3628,0.0227,0.0365,160.6
"Kerguelen","KER1","CAT1.1E",147,183.3,184.4,183.8,183.8,0.55,6175,6792,6577,6551,309,0.02545,0.00127,88.21,11.79,0.59,92.44,4.62,53.43,4.62,3.6289,5.4832,1.5146,0.4948,0.7724,0.0126,0.0203,161.1
"Kerguelen","KER1","CAT1.1E",148,184.6,185.8,185.2,185.2,0.6,6228,6835,6634,6606,304,0.02273,0.00112,88.36,11.64,0.58,92.59,4.63,53.52,4.63,3.582,5.441,1.502,0.4953,0.7771,0.0113,0.0182,161.8
"Kerguelen","KER1","CAT1.1E",149,186.1,187.3,186.7,186.7,0.6,6407,6850,6689,6672,222,0.02239,0.00082,88.25,11.75,0.59,92.16,4.61,53.27,4.61,3.9588,6.0609,1.3998,0.4544,0.7183,0.0102,0.0165,161.7
"Kerguelen","KER1","CAT1.1E",150,187.6,188.8,188.2,188.2,0.6,6576,6871,6745,6739,148,0.02273,0.00057,87.47,12.53,0.63,91.89,4.59,53.12,4.6,3.9588,6.1004,1.4997,0.4778,0.7602,0.0109,0.0176,161.6
"Kerguelen","KER1","CAT1.1E",151,189,190.3,189.7,189.7,0.65,6698,6912,6805,6805,107,0.04324,0.00083,88.01,11.99,0.6,96.36,4.82,55.7,4.82,4.7173,7.3259,1.0213,0.3657,0.5863,0.0158,0.0257,162.2
"Kerguelen","KER1","CAT1.1E",152,190.6,191.9,191.3,191.3,0.65,6739,6948,6841,6842,105,0.05556,0.00104,88.69,11.31,0.57,97.53,4.88,56.38,4.88,4.5004,7.0296,1.2161,0.3926,0.6328,0.0218,0.0356,163.1
"Kerguelen","KER1","CAT1.1E",153,192.2,193.4,192.8,192.8,0.625,6754,6998,6867,6869,122,0.05357,0.00113,87.1,12.9,0.65,81.67,4.08,47.21,4.08,3.925,6.1623,1.2145,0.4491,0.7276,0.0241,0.0395,164.1
"Kerguelen","KER1","CAT1.1E",154,193.7,195,194.3,194.3,0.65,6764,7060,6891,6897,148,0.05517,0.00137,88.91,11.09,0.55,95.03,4.75,54.93,4.75,4.5004,7.1196,1.1159,0.3787,0.6181,0.0209,0.0346,165.7
"Kerguelen","KER1","CAT1.1E",155,195.3,196.6,195.9,195.9,0.65,6786,7109,6918,6926,162,0.05333,0.00142,87.09,12.91,0.65,95,4.75,54.91,4.75,4.082,6.4904,1.0151,0.4122,0.676,0.022,0.0366,166.7
"Kerguelen","KER1","CAT1.1E",156,196.8,198.1,197.5,197.5,0.65,6807,7153,6949,6956,173,0.05357,0.00151,85.28,14.72,0.74,93.53,4.68,54.06,4.68,4.082,6.5312,1.1348,0.4482,0.7395,0.024,0.0403,167.8
"Kerguelen","KER1","CAT1.1E",157,198.4,199.7,199,199,0.625,6818,7203,6977,6984,193,0.05357,0.00164,87.92,12.08,0.6,94.5,4.72,54.62,4.73,3.925,6.3193,1.1099,0.4265,0.7079,0.0228,0.0386,169.1
"Kerguelen","KER1","CAT1.1E",158,199.9,201.2,200.5,200.5,0.625,6835,7251,7003,7012,208,0.05517,0.00181,86.87,13.13,0.66,93.62,4.68,54.11,4.68,3.925,6.3585,1.0973,0.4365,0.7289,0.0241,0.041,170.3
"Kerguelen","KER1","CAT1.1E",159,201.4,202.7,202.1,202.1,0.625,6861,7275,7032,7041,207,0.05769,0.00187,86.94,13.06,0.65,95.83,4.79,55.39,4.79,3.7312,6.0781,1.0933,0.4503,0.7561,0.026,0.0445,171.1
"Kerguelen","KER1","CAT1.1E",160,203,204.3,203.6,203.6,0.65,6878,7299,7060,7067,211,0.06364,0.0021,84.06,15.94,0.8,93.88,4.69,54.26,4.69,4.5004,7.3897,1.0061,0.4154,0.7028,0.0264,0.0456,172.5
"Kerguelen","KER1","CAT1.1F",166,204.4,205.7,205,205,0.65,6884,7326,7081,7089,221,0.05769,0.00198,83.6,16.4,0.82,93.02,4.65,53.77,4.65,4.7173,8.0335,1.0938,0.4227,0.7409,0.0244,0.0436,178.7
"Kerguelen","KER1","CAT1.1F",167,205.9,207.2,206.5,206.5,0.65,6913,7351,7109,7115,219,0.06,0.00204,84.88,15.12,0.76,95.32,4.77,55.1,4.77,4.7173,8.0807,1.0644,0.4043,0.7127,0.0243,0.0436,179.7
"Kerguelen","KER1","CAT1.1F",168,207.4,208.6,208,208,0.6,6934,7373,7137,7140,220,0.056,0.00188,84.81,15.19,0.76,93.73,4.69,54.18,4.69,4.7689,8.2263,1.1559,0.4162,0.7388,0.0233,0.0422,180.9
"Kerguelen","KER1","CAT1.1F",169,208.8,210.1,209.4,209.4,0.65,6946,7418,7162,7165,236,0.05714,0.00206,84.09,15.91,0.8,95.43,4.77,55.16,4.77,5.1663,8.9635,1.1006,0.3972,0.7091,0.0227,0.0413,182.1
"Kerguelen","KER1","CAT1.1F",170,210.3,211.7,211,211,0.7,6974,7445,7190,7193,236,0.05556,0.002,85.11,14.89,0.74,95.56,4.78,55.23,4.78,5.5637,9.7086,0.9499,0.3477,0.6242,0.0193,0.0354,183.1
"Kerguelen","KER1","CAT1.1F",171,211.9,213.2,212.5,212.5,0.675,6997,7469,7218,7220,236,0.05517,0.00198,89.28,10.72,0.54,94.88,4.74,54.85,4.74,4.6735,8.188,1.0344,0.3564,0.6423,0.0197,0.0361,183.8
"Kerguelen","KER1","CAT1.1F",172,213.4,214.8,214.1,214.1,0.675,7014,7493,7248,7249,240,0.05556,0.00201,86.09,13.91,0.7,95.78,4.79,55.36,4.79,5.365,9.4692,1.0223,0.3561,0.6463,0.0198,0.0366,185.1
"Kerguelen","KER1","CAT1.1F",173,215,216.2,215.6,215.6,0.625,7036,7523,7274,7276,244,0.05769,0.0021,85.67,14.33,0.72,94.63,4.73,54.7,4.73,4.7493,8.4252,1.1177,0.4018,0.7329,0.0232,0.0431,186
"Kerguelen","KER1","CAT1.1F",174,216.4,217.7,217.1,217.1,0.65,7060,7548,7301,7302,244,0.05556,0.00202,85.76,14.24,0.71,89.32,4.47,51.63,4.47,4.8276,8.61,0.9793,0.3771,0.6915,0.021,0.0392,187
"Kerguelen","KER1","CAT1.1F",175,217.9,219.2,218.6,218.6,0.65,7081,7576,7328,7329,248,0.05769,0.00212,84.87,15.13,0.76,93.24,4.66,53.89,4.66,4.7173,8.458,1.0708,0.4053,0.7469,0.0234,0.044,188
"Kerguelen","KER1","CAT1.1F",176,219.4,220.7,220.1,220.1,0.65,7096,7613,7357,7355,259,0.05556,0.00212,86.15,13.85,0.69,94.83,4.74,54.81,4.74,4.9392,8.9104,1.1579,0.3928,0.7282,0.0218,0.0413,189.2
"Kerguelen","KER1","CAT1.1F",177,220.9,222.2,221.6,221.6,0.65,7133,7630,7384,7382,249,0.05556,0.00203,93.1,6.9,0.35,94.84,4.74,54.82,4.74,5.1663,9.3768,1.0007,0.2912,0.5431,0.0162,0.0308,190.2
"Kerguelen","KER1","CAT1.1F",178,222.4,223.8,223.1,223.1,0.675,7162,7645,7414,7409,242,0.05517,0.00197,84.9,15.1,0.76,93.7,4.68,54.16,4.69,5.1292,9.3556,0.8929,0.3586,0.672,0.0198,0.0378,191
"Kerguelen","KER1","CAT1.1F",179,224,225.4,224.7,224.7,0.7,7184,7679,7443,7438,248,0.05556,0.00202,84.87,15.13,0.76,92.69,4.63,53.58,4.64,4.8466,8.879,1.1528,0.4113,0.774,0.0228,0.0438,191.8
"Kerguelen","KER1","CAT1.1F",180,225.6,226.8,226.2,226.2,0.6,7218,7697,7470,7465,240,0.05769,0.002,80.15,19.85,0.99,73.84,3.69,42.68,3.69,4.5593,8.4073,1.032,0.4566,0.8648,0.0263,0.0508,192.9
"Kerguelen","KER1","CAT1.1F",181,227,228.4,227.7,227.7,0.7,7240,7720,7494,7491,240,0.05556,0.00195,83.91,16.09,0.8,79.18,3.96,45.77,3.96,5.688,10.5541,0.9879,0.3608,0.6874,0.02,0.0389,194.1
"Kerguelen","KER1","CAT1.1F",182,228.6,229.9,229.2,229.2,0.675,7258,7750,7522,7518,246,0.05556,0.00198,84.03,15.97,0.8,92.28,4.61,53.34,4.61,5.365,10.0057,0.9137,0.3598,0.6891,0.02,0.039,195.1
"Kerguelen","KER1","CAT1.1F",183,230.1,231.4,230.7,230.7,0.625,7284,7775,7551,7545,246,0.05517,0.00194,79.66,20.34,1.02,90.4,4.52,52.26,4.52,4.6206,8.6562,1.0728,0.4666,0.8975,0.0257,0.0504,195.9
"Kerguelen","KER1","CAT1.1F",184,231.6,233,232.3,232.3,0.7,7318,7790,7578,7574,236,0.05556,0.0019,78.34,21.66,1.08,90.3,4.51,52.19,4.52,5.0801,9.5659,0.977,0.4375,0.8457,0.0243,0.0478,196.7
"Kerguelen","KER1","CAT1.1F",185,233.2,234.5,233.8,233.8,0.65,7343,7816,7606,7601,237,0.05556,0.00188,69.49,30.51,1.53,34.31,1.72,19.83,1.72,5.1663,9.7901,1.1432,0.5709,1.1104,0.0317,0.0628,197.9
"Kerguelen","KER1","CAT1.1F",186,234.7,235.9,235.3,235.3,0.6,7374,7842,7636,7628,234,0.05769,0.00192,67.75,32.25,1.61,46.3,2.32,26.77,2.32,5.0921,9.7081,1.0024,0.5487,1.0734,0.0317,0.063,199
"Kerguelen","KER1","CAT1.1F",187,236.1,237.6,236.8,236.8,0.75,7411,7862,7662,7654,226,0.05926,0.00193,79.4,20.6,1.03,86.94,4.35,50.25,4.35,6.229,11.9347,0.8902,0.3676,0.7227,0.0218,0.0435,199.9
"Kerguelen","KER1","CAT1.1F",188,237.8,239.1,238.4,238.4,0.65,7437,7877,7690,7681,220,0.05769,0.00181,82.67,17.33,0.87,93.24,4.66,53.9,4.66,5.3984,10.3974,1.005,0.3868,0.7642,0.0223,0.0448,200.7
"Kerguelen","KER1","CAT1.1F",189,239.3,240.6,239.9,239.9,0.65,7463,7906,7716,7707,222,0.05556,0.00175,83.87,16.13,0.81,93.21,4.66,53.88,4.66,4.9392,9.5525,1.0863,0.4076,0.8086,0.0226,0.0456,201.5
"Kerguelen","KER1","CAT1.1F",190,240.8,242.1,241.4,241.4,0.65,7501,7923,7742,7734,211,0.075,0.00225,81.03,18.97,0.95,92.96,4.65,53.74,4.65,4.6082,8.9514,1.1391,0.4651,0.9267,0.0349,0.0705,202.2
"Kerguelen","KER1","CAT1.1G",218,241.9,243.3,242.6,242.6,0.7,7527,7935,7755,7750,204,0.05833,0.0017,83.98,16.02,0.8,96.41,4.82,55.73,4.82,6.0692,13.5162,0.9661,0.3439,0.783,0.0201,0.0463,230.6
"Kerguelen","KER1","CAT1.1G",219,243.4,244.6,244,244,0.6,7549,7956,7779,7774,204,0.05769,0.00165,61.57,38.43,1.92,95.68,4.78,55.31,4.79,4.5593,10.1854,1.0159,0.6421,1.4665,0.037,0.0857,231.3
"Kerguelen","KER1","CAT1.1G",220,244.8,246.1,245.5,245.5,0.65,7582,7979,7805,7800,199,0.05357,0.00151,80.03,19.97,1,89.36,4.47,51.65,4.47,5.3984,12.1249,0.9388,0.4,0.9185,0.0214,0.0498,232.4
"Kerguelen","KER1","CAT1.1G",221,246.3,247.7,247,247,0.7,7633,7992,7831,7828,180,0.05556,0.00143,78.23,21.77,1.09,86.59,4.33,50.05,4.33,5.5637,12.5461,0.9836,0.4204,0.9691,0.0234,0.0544,233.1
"Kerguelen","KER1","CAT1.1G",222,247.9,249.1,248.5,248.5,0.6,7679,8019,7860,7855,170,0.05417,0.0013,77.29,22.71,1.14,84.97,4.25,49.12,4.25,4.1542,9.3968,0.9752,0.4978,1.1508,0.027,0.063,233.6
"Kerguelen","KER1","CAT1.1G",223,249.3,250.4,249.8,249.8,0.55,7700,8048,7885,7879,174,0.056,0.00136,76.54,23.46,1.17,85.19,4.26,49.24,4.26,4.3715,9.9451,0.987,0.4941,1.1488,0.0277,0.065,234.9
"Kerguelen","KER1","CAT1.1G",224,250.5,251.8,251.2,251.2,0.65,7759,8064,7909,7904,153,0.05357,0.00117,76.82,23.18,1.16,87.55,4.38,50.6,4.38,4.2887,9.7824,0.9742,0.4934,1.1502,0.0264,0.0622,235.3
"Kerguelen","KER1","CAT1.1G",225,252,253.3,252.7,252.7,0.65,7796,8090,7935,7932,147,0.05652,0.00119,77.01,22.99,1.15,77.29,3.86,44.68,3.87,4.9392,11.3306,0.9318,0.4466,1.0468,0.0252,0.0597,236.5
