"Model","R2","RMSE","RMSEP","AIC","BIC","Rank","Rank_explanation","R2_explanation","RMSE_explanation","RMSEP_explanation"
"OLS",0.711860213839782,0.612416695598065,0.619207902382141,503.727552589756,514.500513531289,1,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"PLS_LOO",0.711860213839782,0.612416695598065,0.619207902382141,NA,NA,2,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"PLS_kfold",0.711860213839782,0.612416695598065,0.619207902382141,NA,NA,3,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"Bayes",0.711860210712198,0.612416698921773,0.619207543420151,503.727555498735,514.500516440268,4,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"WLS_weighted",0.711404682307114,0.612900601250386,NA,491.44106706079,502.214028002323,5,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"OLS_weighted",0.705011398870254,0.619652240442579,NA,522.979148483121,533.752109424654,6,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"RF",0.632278428244838,0.691838873775597,0.667187168223613,NA,NA,7,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
