"Location","Site","Section","site_depth","uid","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","K_ICP","Ca","Ca_ICP","Ti","Ti_ICP","Mn","Mn_ICP","Fe","Fe_ICP","Co","Co_ICP","Ni","Ni_ICP","Cu","Cu_ICP","Zn","Zn_ICP","Rb","Rb_ICP","Sr","Sr_ICP","Zr","Zr_ICP","Mo_inc","Mo_coh","coh_inc","dry_mass_pc"
"Bird Island","BI10","BI10.2",1.0706,"BI10_1.0706",67,70.1,71.2,70.6,1100.56666666667,23119.3333333333,56701.3333333333,1.27833333333333,24.75,7766.606331,387.833333333333,9084.977882,40.25,1442.000824,41.3333333333333,88.46094721,2063.41666666667,6242.966621,64.75,4.068857773,221.083333333333,5.960197779,155.666666666667,36.59073739,121.083333333333,261.6355831,45.9166666666667,30.36236272,449,168.0404108,904,30.42377281,42998.1666666667,6520.5,0.15165269475,22.9846784
"Bird Island","BI10","BI10.2",1.0752,"BI10_1.0752",71,74.7,75.8,75.2,1174.81666666667,22181.1666666667,53873,1.32166666666667,17.5833333333333,1973.319538,238.5,6626.492173,41.75,461.9149499,39.0833333333333,46.49996193,1999.83333333333,3694.801697,94.75,2.041238975,221.25,6.674238754,190.333333333333,34.06414422,10,140.4650062,36.5833333333333,7.795499709,402.333333333333,114.9998151,866.833333333333,21.97235957,41187.1666666667,6174.33333333333,0.149898092416667,23.15568582
"Bird Island","BI10","BI10.2",1.087,"BI10_1.087",81,86.5,87.5,87,1349.67272727273,22325.9090909091,53674.8181818182,1.29545454545455,12.4545454545455,14359.67839,217.363636363636,9905.624178,28.3636363636364,2197.326275,42.9090909090909,125.5077224,1678.18181818182,6284.597012,73.1818181818182,2.439569014,213.454545454545,6.367819135,171.545454545455,39.61078518,73.3636363636364,67.51751759,53.2727272727273,50.21714125,395.090909090909,209.897137,873.909090909091,39.24997232,41158.8181818182,6136.54545454545,0.149104332818182,24.17673458
"Bird Island","BI10","BI10.3",1.0853,"BI10_1.0853",88,84.8,85.8,85.3,1324,21329.4545454545,51592.6363636364,1.24090909090909,3.63636363636364,3095.570446,223.545454545455,7180.738417,23.4545454545455,574.7925663,21.4545454545455,57.22472424,1101.81818181818,3753.765384,54.3636363636364,2.601276107,215.909090909091,5.912256586,128.909090909091,37.01157435,36.4545454545455,65.03458094,48.4545454545455,13.30255749,379.727272727273,130.9618352,907.818181818182,13.33706426,40259.8181818182,6034.90909090909,0.149911105272727,16.6231038
"Bird Island","BI10","BI10.3",1.0935,"BI10_1.0935",95,93,94,93.5,1444.54545454545,21085,51886,1.31909090909091,26.6363636363636,3134.001598,242,6732.62029,100.818181818182,606.0238476,52.3636363636364,60.2997145,3160.36363636364,11390.75321,60.0909090909091,5.745017677,200.454545454545,7.120078834,99.0909090909091,25.20300712,5.09090909090909,71.97280393,107.181818181818,10.28410137,657.636363636364,119.867266,834.545454545455,13.96054981,38250.6363636364,5976.09090909091,0.156443694363636,15.49312409
"Bird Island","BI10","BI10.3",1.0968,"BI10_1.0968",98,96.3,97.3,96.8,1492.28181818182,20358.0909090909,49648.1818181818,1.28818181818182,39.8181818181818,3044.618396,210.363636363636,6605.365982,79.9090909090909,562.7226914,54.6363636363636,54.01867077,3007.09090909091,7073.372392,90.0909090909091,3.633220643,208.636363636364,5.857915852,94.0909090909091,18.81424853,11.3636363636364,41.79884834,179,9.694363956,687.090909090909,112.4064678,857.909090909091,13.08141258,36182.8181818182,5897.90909090909,0.163261797363636,27.34117399
"Bird Island","BI10","BI10.3",1.1037,"BI10_1.1037",104,103.2,104.2,103.7,1595.6,23485.9090909091,56468.3636363636,1.45545454545455,19.6363636363636,1424.582603,254.272727272727,7089.603048,62.9090909090909,441.0920959,50.5454545454545,47.40786167,1610.09090909091,1987.252608,64.3636363636364,1.389287804,216.090909090909,4.568507031,103.363636363636,19.39416739,24.7272727272727,45.72842227,59.5454545454545,6.266500548,547.272727272727,127.1397723,914.363636363636,11.39582517,43429,6444.27272727273,0.148378059454545,16.82974775
"Bird Island","BI10","BI10.3",1.1154,"BI10_1.1154",114,114.9,115.9,115.4,1769.91818181818,23787.4545454545,60059.3636363636,1.37818181818182,8.54545454545454,1716.680373,203.545454545455,5586.311354,30.6363636363636,354.6954517,33.0909090909091,38.81328375,7030.18181818182,15892.74003,135.090909090909,1.543818014,225,5.784125479,134.181818181818,42.10225675,1.54545454545455,35.80217711,32,6.037782671,219.727272727273,94.40874214,866.545454545455,8.138802933,42366.3636363636,6354.72727272727,0.149992786727273,13.84436494
"Bird Island","BI10","BI10.3",1.1223,"BI10_1.1223",120,121.8,122.7,122.3,1872.71,23463.2,55879.5,1.243,7.7,683.2265993,187.9,5350.125775,16.6,192.9637106,26.1,32.12024806,1472,4238.013215,49.9,0.741821487,229.7,6.534750001,169,62.86286744,41.3,87.02811474,48.3,2.592646444,143.2,91.74775016,945.1,5.71655892,44116.7,6464.9,0.1465574293,12.21081609
"Bird Island","BI10","BI10.4",1.1299,"BI10_1.1299",135,129.4,130.4,129.9,1986.59090909091,23205.0909090909,65119.7272727273,1.43363636363636,6.72727272727273,1641.390095,225.272727272727,5647.265231,40.8181818181818,401.5251511,45.4545454545455,37.52718028,15614.1818181818,3019.385269,180.181818181818,1.001920559,198.818181818182,9.469595678,161.454545454545,77.32937965,89.7272727272727,126.1466188,16,6.954876946,263.818181818182,100.7977844,803.545454545455,10.71344504,38979.1818181818,6136.45454545455,0.157428365818182,16.79692387
"Bird Island","BI10","BI10.4",1.1415,"BI10_1.1415",145,141,142,141.5,2162.97272727273,23972.8181818182,57889.2727272727,1.31545454545455,8.18181818181818,5412.77206,202.545454545455,5488.24581,24.3636363636364,523.0275133,30,51.81193098,2676.18181818182,36760.73258,63.8181818181818,3.769043144,233.454545454545,7.155451754,166.363636363636,40.6484082,198.090909090909,36.99629166,23.1818181818182,9.787053209,395.090909090909,91.25190224,963.818181818182,9.674570314,43889.0909090909,6543,0.149073162363636,14.8081316
"Bird Island","BI10","BI10.4",1.1532,"BI10_1.1532",155,152.7,153.8,153.2,2335.40833333333,23105.1666666667,59388.6666666667,1.445,3.33333333333333,5594.694254,163.666666666667,6436.237221,21.9166666666667,1149.476822,37.0833333333333,82.80022216,7485.25,6074.810846,241.333333333333,1.250579343,224.666666666667,6.317256008,194.5,67.58862806,335.916666666667,145.146567,23.0833333333333,20.81297886,209.333333333333,121.0153008,889.583333333333,58.14267286,41299.0833333333,6409.91666666667,0.1552225165,16.33050513
"Bird Island","BI10","BI10.4",1.1653,"BI10_1.1653",165,164.8,165.8,165.3,2517.27272727273,22003.3636363636,55622.6363636364,1.34090909090909,22.3636363636364,2804.420041,298.727272727273,5642.915643,77,253.7523195,45.7272727272727,42.83579617,5640.90909090909,49049.46764,97.4545454545455,16.76515491,219.636363636364,16.20702482,153.909090909091,58.21751812,107.363636363636,148.0981288,18.3636363636364,4.260143181,341.181818181818,85.39705279,842,5.057282645,39460.9090909091,6059.45454545455,0.153574041181818,15.40632226
"Bird Island","BI10","BI10.4",1.1692,"BI10_1.1692",168,168.4,170,169.2,2576.01176470588,23517.9411764706,58045.3529411765,1.34882352941176,14.7058823529412,21023.43508,221.529411764706,6500.001765,53.1176470588235,1574.554031,52.5882352941176,219.4284939,5513.47058823529,51904.82693,93.9411764705882,14.16367715,223.588235294118,12.29132094,128.117647058824,34.00992075,68.8823529411765,148.2023206,47.9411764705882,43.16608535,306.823529411765,121.2110164,807.470588235294,16.90685979,41957.5294117647,6396.05882352941,0.152447821823529,18.59519446
"Bird Island","BI10","BI10.5",1.1751,"BI10_1.1751",181,174.6,175.6,175.1,2667,23704.5454545455,59517.8181818182,1.35909090909091,25.6363636363636,1243.638909,234.454545454545,6176.904031,59.2727272727273,227.5458294,34.1818181818182,41.17278862,6844.72727272727,34127.39087,139.090909090909,6.771422937,239.545454545455,8.534630865,158.727272727273,31.39605337,107.454545454545,72.11422012,30.6363636363636,2.564526013,331.363636363636,95.32051892,889,5.156965844,41661.8181818182,6516.90909090909,0.156416456,14.38022471
"Bird Island","BI10","BI10.5",1.1871,"BI10_1.1871",191,186.6,187.6,187.1,2847.45454545455,21510,58730.8181818182,1.32,8,11337.75217,223.363636363636,6093.055388,42.2727272727273,915.5577505,35.8181818181818,122.3868181,11848.6363636364,29114.97389,215.545454545455,5.562421054,186.636363636364,5.623618255,161.363636363636,28.97367916,20.1818181818182,93.7163573,17.3636363636364,24.03856275,409.818181818182,119.1548845,739,15.8979202,36929.1818181818,5825.27272727273,0.157757844181818,20.19056256
"Bird Island","BI10","BI10.5",1.1908,"BI10_1.1908",194,190.3,191.3,190.8,2903.10909090909,21500.0909090909,61427.8181818182,1.41454545454545,5.09090909090909,21256.47654,184,9697.311696,32.7272727272727,2196.956371,27.6363636363636,243.6402038,16426.6363636364,24845.10488,237.909090909091,3.933228837,179.272727272727,4.972003175,142.363636363636,26.9304948,7.72727272727273,75.23867924,12.8181818181818,58.90663431,203.909090909091,121.5336821,700.272727272727,34.80855314,35551.5454545455,5773.63636363636,0.162441651545455,35.50400774
"Bird Island","BI10","BI10.5",1.1945,"BI10_1.1945",197,194,195,194.5,2954.41818181818,21368,63253.6363636364,1.32909090909091,6.18181818181818,4642.258304,212.727272727273,7288.66125,37.1818181818182,660.9863166,26.4545454545455,67.78989286,18888.2727272727,27055.53366,197.818181818182,5.752426608,195.909090909091,6.761396788,143.090909090909,46.72905914,35.5454545454545,130.7729603,37.3636363636364,12.67353344,252.181818181818,118.8967341,641.363636363636,12.27077458,34873.3636363636,5607.63636363636,0.160814896090909,15.3832195
"Bird Island","BI10","BI10.5",1.2003,"BI10_1.2003",202,199.9,200.8,200.3,3041.91111111111,20677.7777777778,62829.7777777778,1.47,9,2367.746797,262.666666666667,5866.599826,50.3333333333333,234.8825033,46,42.2400533,21612.1111111111,70333.76898,199.777777777778,6.816523388,188.888888888889,10.88241106,138.111111111111,68.09335946,22.1111111111111,90.27805952,56.7777777777778,2.553601126,303.333333333333,85.79649547,617.111111111111,5.275218799,31754.1111111111,5380.77777777778,0.169655697777778,16.86311015
"Bird Island","BI10","BI10.6",1.21,"BI10_1.21",218,209.5,210.5,210,3183,22777.2727272727,67689.9090909091,1.40636363636364,16.5454545454545,21467.56946,277.636363636364,6764.508083,47.4545454545455,1293.229498,41.7272727272727,160.5283798,21337.3636363636,107255.388,173.454545454545,11.84941346,196.545454545455,9.702568502,131.727272727273,34.46389212,572.545454545455,255.5835815,56.1818181818182,25.70637949,347.363636363636,111.2286921,701.818181818182,16.62081972,35983.6363636364,5795.54545454545,0.161179197636364,20.94043551
"Bird Island","BI10","BI10.6",1.2219,"BI10_1.2219",228,221.4,222.4,221.9,3362.6,22133.6363636364,59188.2727272727,1.38545454545455,11.7272727272727,3810.216932,240.272727272727,8457.047616,38.0909090909091,430.4165299,37.6363636363636,73.63658302,10933.3636363636,46161.88967,127.272727272727,10.70451145,195.454545454545,8.361148745,147.363636363636,60.20244341,641.909090909091,399.0691035,39.4545454545455,6.149324503,360.272727272727,136.1592518,762.272727272727,8.204676276,37510.0909090909,5808.45454545455,0.154880260363636,15.01857475
"Bird Island","BI10","BI10.6",1.2347,"BI10_1.2347",239,234.2,235.2,234.7,3550.09090909091,21143.3636363636,63280.3636363636,1.39818181818182,7.45454545454545,2179.747422,285.545454545455,7198.222186,38.0909090909091,389.6638198,36,51.31483509,20409.2727272727,28337.51625,208.181818181818,6.228678054,193.454545454545,7.693387104,143.727272727273,73.19734621,49.1818181818182,48.4428199,45.4545454545455,4.534790413,367.090909090909,116.7915838,662.363636363636,9.348601732,33387.0909090909,5434.81818181818,0.162813335272727,18.8198384
"Bird Island","BI10","BI10.6",1.2445,"BI10_1.2445",247,243.9,245,244.5,3699.925,21494.8333333333,55564,1.42,4.58333333333333,2601.638721,135.083333333333,6524.805309,18.25,301.303437,24.1666666666667,64.81180749,8114.75,68261.38783,104.333333333333,16.02760991,189.416666666667,12.99158529,128.916666666667,116.9107903,52.4166666666667,232.0043335,42.8333333333333,3.037488827,193.416666666667,95.07661499,732.333333333333,4.985074292,38027.25,5765.58333333333,0.151656429,16.82536639
"Bird Island","BI10","BI10.7",1.2512,"BI10_1.2512",259,250.7,251.7,251.2,3790.45,22053.5,55644.7,1.456,6.9,2160.208858,216.5,6240.983611,22.5,344.5794406,30.5,41.07148346,6016.1,23779.92504,58.4,0.986560337,193.8,4.505779401,94.7,32.9760233,0,29.80921049,36.7,5.026836978,309.4,101.292967,778.5,7.527120756,39978.3,5991.2,0.149871289,15.55226095
"Bird Island","BI10","BI10.7",1.2655,"BI10_1.2655",271,265,266,265.5,3978.94545454545,21318.4545454545,65289.2727272727,1.38454545454545,9.45454545454546,2135.960113,229.181818181818,7771.356271,32.4545454545455,232.314161,38.2727272727273,56.87091915,22559,58747.48129,268,23.84445704,198,14.66999494,150,145.5334854,134.909090909091,316.1883316,13.5454545454545,2.699363842,179.909090909091,119.6977813,669.909090909091,5.881017729,33321.4545454545,5441.54545454545,0.163339329727273,14.32041997
"Bird Island","BI10","BI10.7",1.2764,"BI10_1.2764",280,275.9,276.9,276.4,4128.55454545455,22988.5454545455,61328.0909090909,1.34272727272727,12.6363636363636,1942.49545,210.090909090909,6196.60628,30,227.4128172,24,39.2756349,11403,49872.72804,201.181818181818,36.34308788,228.272727272727,15.10269284,145.454545454545,49.70613596,299.636363636364,205.2689039,30.6363636363636,2.511699688,298,99.83622626,792.454545454545,5.366567931,39378.7272727273,6128.09090909091,0.155620113454545,15.13754881
"Bird Island","BI10","BI10.8",1.2903,"BI10_1.2903",300,289.7,290.8,290.3,4314.73333333333,21941.25,90008.25,1.515,3.91666666666667,643.1526044,215.916666666667,6725.623999,29.3333333333333,263.8954581,42.4166666666667,55.60667563,54932.25,73040.17367,417.333333333333,35.13097178,161.5,14.43173082,168.666666666667,80.36054861,259.333333333333,206.0678435,27.0833333333333,3.349219592,230.916666666667,110.4667193,469.5,6.491956622,26231.1666666667,4973.25,0.18981486525,18.81474965
"Bird Island","BI10","BI10.8",1.2939,"BI10_1.2939",303,293.4,294.4,293.9,4365.28181818182,22949.0909090909,77882.8181818182,1.48090909090909,11.4545454545455,661.9708417,237.090909090909,5960.306307,46.8181818181818,277.5603378,37.4545454545455,54.76131918,35227.0909090909,74836.34761,408.636363636364,16.81953054,192,12.65956686,203,78.52750915,321.727272727273,100.7202187,31.4545454545455,3.120629768,320.909090909091,95.05242503,621.090909090909,6.318871737,32668.4545454545,5599.27272727273,0.171447406090909,19.36337954
"Bird Island","BI10","BI10.8",1.3036,"BI10_1.3036",311,303.1,304,303.6,4492.98,22421.4,74987.1,1.433,33.5,1745.183529,371.1,6654.679504,107.2,691.4862269,68.3,80.6250656,31882.8,65108.07757,288.3,25.16163647,194.3,12.05911704,135.2,51.06064778,62.3,130.9239492,46.2,9.077687309,541.9,109.9097917,606,13.10956878,32349.8,5564.9,0.1720160675,20.68841246
"Bird Island","BI10","BI10.8",1.3122,"BI10_1.3122",318,311.7,312.8,312.2,4610.66666666667,22422,70225.6666666667,1.4325,10.25,543.4726901,244.083333333333,6154.781584,43.3333333333333,244.2716404,41.0833333333333,70.96066682,25978.75,88890.89611,209.583333333333,11.55396277,201.25,9.165262456,114.833333333333,50.54112884,6.5,83.34916521,18.5833333333333,2.400125578,412,92.99111859,651.333333333333,4.823094008,34650.5833333333,5648.41666666667,0.163066211666667,14.84252301
"Bird Island","BI10","BI10.8",1.3222,"BI10_1.3222",326,321.7,322.8,322.2,4729.33333333333,21681.0833333333,58369,1.37083333333333,11.0833333333333,2704.115972,180.25,4314.171561,45.5833333333333,390.264881,31.0833333333333,272.5348429,9136.16666666667,76198.44633,191.083333333333,13.36853596,196.166666666667,9.036215502,145.833333333333,35.29243706,23.8333333333333,141.7452321,58.8333333333333,13.28023284,419.083333333333,54.97448254,860.5,14.95585253,38755.9166666667,6074.91666666667,0.1568333585,17.69781147
"Bird Island","BI10","BI10.9",1.3326,"BI10_1.3326",342,332.1,333.1,332.6,4891.35454545455,18258.6363636364,68171.2727272727,1.48909090909091,10.4545454545455,473.7956247,195.363636363636,3366.405358,51.5454545454545,159.3219544,29.1818181818182,48.26462876,37166,244762.4318,261.090909090909,24.67115714,135.818181818182,18.49534977,125.818181818182,54.25753022,79.3636363636364,108.9295808,25,2.02301219,357.545454545455,53.58134359,403.636363636364,3.512118591,23115.5454545455,4356.54545454545,0.190100895727273,45.84025227
"Bird Island","BI10","BI10.9",1.34,"BI10_1.34",348,339.5,340.5,340,5008.74545454545,22654.7272727273,67323.5454545455,1.41818181818182,11.3636363636364,519.5682507,188,6376.14109,42.1818181818182,247.3342292,31.2727272727273,71.25145017,20682.9090909091,33059.50476,330,30.22335953,214.909090909091,15.52691154,222.636363636364,93.06939632,207.363636363636,242.3611357,72.5454545454545,3.033425815,439.818181818182,126.2966844,714,6.610934788,36083.6363636364,5854.72727272727,0.162232980090909,20.07250761
"Bird Island","BI10","BI10.9",1.3562,"BI10_1.3562",361,355.7,356.7,356.2,5262.19090909091,21037,62387.3636363636,1.34363636363636,32.0909090909091,2355.45594,257.818181818182,6975.754499,97.0909090909091,799.193679,36.7272727272727,63.1732016,17928.1818181818,19940.78074,127.545454545455,5.120949268,163,8.855748872,160.181818181818,61.1989585,10.0909090909091,50.4248919,39.6363636363636,12.19802273,589.727272727273,152.5618881,720.636363636364,25.31019839,33994.2727272727,5425,0.159601122545455,24.48454632
"Bird Island","BI10","BI10.9",1.3612,"BI10_1.3612",365,360.7,361.7,361.2,5341.56,20858.5,76598.3,1.446,33.2,1070.885179,355.9,6849.57438,89.2,482.4222414,52.2,70.44102514,39122.5,91742.56196,345.5,76.74575589,173.6,30.78295408,129.8,84.15061701,159.2,199.4152519,26.1,4.992973415,677.5,138.0986394,467.6,9.681378018,27254.6,4945.2,0.1813896864,24.57346976
"Bird Island","BI10","BI10.9",1.3701,"BI10_1.3701",372,369.1,371,370.1,5483.135,20704.7,67593,1.402,12.35,1739.758107,244.55,7954.492393,56.25,927.4315698,38.45,100.6908119,27698.5,63330.72521,215.85,33.30735274,173.85,18.94940307,179.95,69.48540749,63,155.6838291,23.25,9.175578982,511.65,172.6424549,539.05,18.17108513,30379.8,5065.4,0.16678873995,22.17332138
"Bird Island","BI10","BI10.10",1.3679,"BI10_1.3679",379,367.3,368.4,367.9,5447.30909090909,21103.3636363636,67035.9090909091,1.45454545454545,20.3636363636364,1447.271106,249.090909090909,6910.359074,62.9090909090909,541.6620458,51.9090909090909,69.28334701,25871.4545454545,69886.15056,226.545454545455,17.29854042,179.181818181818,16.74430526,124.181818181818,96.04739856,29.8181818181818,106.4331106,95.9090909090909,7.537000498,626.090909090909,142.7753473,535.272727272727,10.27576935,31142.1818181818,5282.72727272727,0.169669245545455,22.99890718
"Bird Island","BI10","BI10.10",1.3761,"BI10_1.3761",386,375.7,376.6,376.1,5581.52,20316.6,60603.4,1.385,19.9,1334.018291,245.3,6023.226846,64.8,617.6592849,40.9,70.46152124,19198.1,54047.68966,134.4,24.79954461,187.2,17.31182215,176.3,74.97636554,24.7,153.3540492,120.4,7.097707001,622.4,129.6985539,587.4,12.79708303,31316.8,5224.7,0.1670347968,27.86780897
"Bird Island","BI10","BI10.10",1.381,"BI10_1.381",390,380.5,381.5,381,5660.04545454545,20289.7272727273,62960.6363636364,1.43090909090909,14.6363636363636,3262.422113,219.909090909091,8005.462824,65.8181818181818,862.5856098,32.4545454545455,97.8957421,21290.9090909091,40132.04847,151.363636363636,9.040037779,173.727272727273,10.00803438,154.909090909091,55.15725169,18.2727272727273,63.73190593,29,14.36128756,484.727272727273,153.3496638,687.727272727273,18.27558905,31942.6363636364,5266.90909090909,0.164979078818182,21.30941668
"Bird Island","BI10","BI10.10",1.3834,"BI10_1.3834",392,382.9,384,383.4,5698.00833333333,20976.5833333333,68717.5833333333,1.46333333333333,25.75,2439.861236,277.25,8103.945816,78.1666666666667,859.4671757,49.5833333333333,81.91402797,28513.25,54152.91453,217.583333333333,19.75221569,184.916666666667,13.25060411,147.416666666667,94.26813549,71.4166666666667,136.8739771,41.5833333333333,9.248141245,492.5,135.6264282,586.333333333333,16.48531144,30423.3333333333,5087.41666666667,0.167321740666667,27.91782393
"Bird Island","BI10","BI10.10",1.3882,"BI10_1.3882",396,387.7,388.8,388.2,5774.45833333333,23372.4166666667,56698.3333333333,1.36083333333333,6.66666666666667,4192.532888,247.333333333333,7585.017065,45.0833333333333,1453.514493,61.0833333333333,274.0987451,3721.5,20119.39045,41.1666666666667,2.860665218,216.833333333333,5.370449412,123.916666666667,19.4548787,13.5,47.14281535,22.6666666666667,20.02750394,289.666666666667,151.7312933,781.583333333333,23.6965254,41567.4166666667,6042.83333333333,0.14541441625,19.69837052
"Bird Island","BI10","BI10.10",1.3968,"BI10_1.3968",403,396.3,397.4,396.8,5914.69166666667,19958.5,62693.6666666667,1.37083333333333,18.5,2645.007056,217.166666666667,7317.516566,66.3333333333333,1096.289357,54.1666666666667,78.69369569,22658.4166666667,51021.42539,269.25,7.991640436,177.583333333333,10.48748493,140.916666666667,71.22393581,50.4166666666667,61.90931635,40.75,10.62373635,285.75,121.4529542,605.083333333333,19.25420696,30607.8333333333,5147.16666666667,0.168186230416667,22.2896321
"Bird Island","BI10","BI10.10",1.4051,"BI10_1.4051",410,404.6,405.6,405.1,6045.02727272727,22354.6363636364,75136.6363636364,1.41909090909091,14,1279.071246,348.363636363636,7179.414733,37.8181818181818,439.7704209,39,60.23512043,33016.6363636364,34088.22199,239.090909090909,18.03152781,201,13.21962289,202.909090909091,87.44578681,271.909090909091,97.22108231,32.5454545454545,4.89161886,359.181818181818,127.9383347,583.090909090909,10.69155001,31991.4545454545,5444.18181818182,0.170357614,18.54037683
"Bird Island","BI10","BI10.11",1.4104,"BI10_1.4104",422,409.9,410.9,410.4,6127.60909090909,21988.7272727273,61169.8181818182,1.36090909090909,40,2999.419337,375.818181818182,9461.06745,109.545454545455,2545.357841,62.4545454545455,321.8666456,13765,28823.89617,167.818181818182,10.38688508,199.727272727273,11.44865692,189.818181818182,55.06983208,4.81818181818182,72.67126101,80.1818181818182,11.2517643,848.363636363636,230.1968823,733,30.86414748,35902,5708.90909090909,0.159016234727273,28.24074713
