"Location","Site","Section","sample","min_depth","max_depth","midpoint","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","kcps","cps","MSE","K","K_sd","Ca","Ca_sd","Ti","Ti_sd","Mn","Mn_sd","Fe","Fe_sd","Co","Co_sd","Ni","Ni_sd","Cu","Cu_sd","Zn","Zn_sd","Rb","Rb_sd","Sr","Sr_sd","Zr","Zr_sd","Mo_inc","Mo_coh","inc_coh","Ln_inc_coh","coh_inc","Ln_coh_inc","Total_scatter","kcps_sd","cps_sd","MSE_sd","Mo_inc_sd","Mo_coh_sd","inc_coh_sd","Ln_inc_coh_sd","coh_inc_sd","Ln_coh_inc_sd","Total_scatter_sd","Water_Content","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume","Volume_err","Wet_density","Dry_density","Dry_density_err","DMAR","DMAR_err","DMAR_err_pc","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","K_sd_fr","Ca_sd_fr","Ti_sd_fr","Mn_sd_fr","Fe_sd_fr","Co_sd_fr","Ni_sd_fr","Cu_sd_fr","Zn_sd_fr","Rb_sd_fr","Sr_sd_fr","Zr_sd_fr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,0.6,0.55,-67,-52,-61,-61,7,0.09517,0.07549,20689.8181818182,52220.3636363636,1.32909090909091,-8.39496846392998,9.55650937730126,-6.81328046444878,2.56493864347476,-7.82488137612726,9.17392614169245,-7.75588850464031,5.48363196175021,-1.94747911668003,0.298674786779474,-6.31816196988815,5.40144166594907,-5.39923619037599,0.827157290786366,-6.07361326825394,3.25646603037594,-8.47150854105231,19.2249123105875,-7.28588487539457,11.0058501314513,-7.19310314194361,11.8693020936928,-3.87592965946601,0.616552850690019,0,-1.92216672935224,6.83609068627273,1.92189393409995,0.146376584727273,-1.92189393462203,43804,873.506590493949,1818.18003909004,0.0570007974425876,1611.55856802718,191.840606186016,0.18220251860199,0.0266040345046105,0.00388698448403857,0.0266040349622806,1764.16580853388,87.49,12.51,0.63,90.56,4.53,52.34,4.53,3.9915,0.2116,0.7473,0.1069,0.011,0.0102,0.0091,89.6,7.48560726800855,1.34740930824154,7.35055584285185,0.95557225957074,4.90495174256426,0.686693243958996,3.53646344341951,0.424375613210341,9.54388200499906,1.71789876089983,-0.302742141476696,-0.0211919499033687,0.903173305789281,0.487713585126212,1.47468289857608,0.206455605800651,3.13148340772836,0.281833506695552,0.828010693892561,0.13248171102281,3.28047752852584,0.0656095505705169,1.06344302447402,0.0531721512237009,1.13836155768327,0.376461626210521,1.17240450055651,0.707028209401074,0.153364821333047,0.854907121990843,0.153198945484318,0.536166180911962,2.26936114358204,1.51057151185843,1.65009480045988,0.15907224972059
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,4.5,0.55,-62,41,-24,-20,52,0.09524,-0.2374,24515.9166666667,60507.1666666667,1.32166666666667,-8.37602586194711,7.22028446275044,-6.95629672474098,1.95756538981806,-8.16738699683578,8.16294011491432,-7.14521640366761,3.79753352625994,-2.1856612769754,0.305290431555158,-6.3178079567189,3.19863801852613,-5.24401597010057,0.764214463365595,-6.12515520463974,2.89521607491269,-11.3255687530317,37.5626620911795,-6.68519231130901,8.53000748829619,-9.98546377438121,34.5906611887335,-3.91870624323779,0.500444650014543,0,-1.92424192685153,6.85367335291667,1.92450380861919,0.145989151583333,-1.92450380825688,51828.6666666667,487.302119901613,1472.7535641125,0.0682020172100148,654.357300924141,185.387779499833,0.169742759190871,0.0247563332148018,0.00361351532498803,0.0247563330465633,759.696390711846,89.51,10.49,0.52,90.31,4.52,45.15,4.52,3.7179,0.303,1.4999,0.1757,0.0231,0.0167,-0.0395,-236.1,7.19403248256761,1.29492584686217,7.24247120132883,0.941521256172748,4.37935983755429,0.613110377257601,3.33468347892019,0.400162017470422,9.14377187171782,1.64587893690921,-0.272851907643074,-0.0190996335350152,1.09517117816603,0.591392436209657,1.18032422455858,0.165245391438201,2.52650241766842,0.227385217590158,0.422019571710031,0.067523131473605,3.22105825962403,0.0644211651924805,0.748228535528028,0.0374114267764014,0.862017928520578,0.281409127194894,0.999455531870452,0.531479147966839,0.139678748382105,0.506289213037004,0.145730765833449,0.47267636136299,3.3166247903554,1.27595543868894,3.46410161513776,0.127706599819295
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,12.3,0.55,-33,189,50,60,111,0.10578,0.20089,21782.6666666667,52798.3333333333,1.29166666666667,-8.36187855762114,7.27753746471154,-6.61341589414641,1.85175766110015,-8.12192788799055,5.05959425270911,-8.08913806516756,7.69536767755964,-3.58289750450701,0.567582678988795,-7.14862690139962,7.48887144996811,-5.39059528226612,0.690978051610894,-6.38146171315005,4.81518801192219,-9.18131946350538,26.9119430314517,-7.29483273492087,11.372123112396,-8.32037882671439,20.1592241527074,-3.82165375518893,0.529449284202519,0,-1.93810894838824,6.94940689116667,1.93845295221793,0.143955505083333,-1.93845295198189,48154.3333333333,564.754223829564,1711.6640671545,0.0825539309491166,1322.15401615101,252.644378164609,0.146903944870302,0.0210273994231383,0.00301099939000145,0.0210273985066797,1547.89853633495,86.38,13.62,0.68,90.68,4.53,45.34,4.53,4.7687,0.701,0.9214,0.1452,0.0286,0.0154,0.0322,209.6,7.34292552813836,1.32172659506491,7.84267996218333,1.01954839508383,5.83054549007266,0.816276368610172,3.6160372217274,0.433924466607288,8.27949587269265,1.49030925708468,0.557321332541838,0.0390124932779287,1.26878301189716,0.685142826424464,1.76274342417884,0.246784079385038,2.6352276865988,0.237170491793892,1.48137044625347,0.237019271400555,3.83739375220028,0.0767478750440056,1.86113383862431,0.0930566919312157,0.870323267022179,0.280000183073191,0.622954835660441,0.951321094480569,0.158414433646182,1.04759579052893,0.128182142310713,0.754558787369938,2.93116290511656,1.55892856294796,2.42287335379271,0.138539312590432
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,27.2,0.525,82,372,212,214,145,0.08802,0.06119,21759.5833333333,52292.1666666667,1.33,-8.18875448178549,6.65314629140197,-5.78752253588808,0.961580422681335,-7.15337437834089,3.07968728553934,-7.26659863045893,2.20273142999253,-3.30578546086136,0.281268375188549,-6.70115192221272,4.57148833757883,-5.30165604923429,0.451244962962822,-6.14581675912524,3.35894590988699,-6.10655938168847,4.07195330960063,-6.30794323494153,6.75520841939398,-5.10273800650576,1.24530157649694,-3.88280325112832,0.420787028944916,0,-1.91079882849754,6.75858272008333,1.91060099749415,0.148022999166667,-1.91060099776349,46839.9166666667,587.01238307108,1289.58695525021,0.0680908484039054,1078.14945273104,98.4065084691603,0.145036190410156,0.0215474645003436,0.00320273418525426,0.0215474632091175,1138.1072371852,80.34,19.66,0.98,72.7,3.63,36.35,3.64,5.6796,1.5477,0.8756,0.2142,0.0691,0.0189,0.0192,101.8,8.51167617120909,1.53210171081764,8.75807660650184,1.13854995884524,6.97603890594798,0.976645446832717,4.08682416932195,0.490418900318634,8.42689211285074,1.51684058031313,0.158035995347025,0.0110625196742917,1.95337492700147,1.05482246058079,2.93429859087982,0.410801802723175,4.42020843695187,0.397818759325668,2.94516564297707,0.471226502876331,4.80370016784794,0.0960740033569588,3.57352940771241,0.178676470385621,0.812473533820165,0.166147158256168,0.430522313338453,0.303131016588625,0.0850836748236111,0.682194403386892,0.0851139641599335,0.546541825364329,0.66681629622911,1.07090507441077,0.244045760317154,0.108371967810277
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,36.7,0.475,182,468,347,340,143,0.07126,0.0308,22119.4,57449,1.346,-7.29016059787895,6.27493815802215,-5.17661156882217,0.663633042346224,-6.23824940225683,2.26815583674696,-6.77326975460987,2.69299321871159,-1.5731954359508,0.197480899050073,-5.58852831221183,2.05495396453084,-5.19843737135325,0.940952182207174,-5.63610561995605,2.11787549611232,-6.25431400476063,2.27157655931596,-6.70958193535261,5.34614133569179,-4.70351213936272,1.43444256373878,-3.88365414041703,0.524015355800854,0,-1.83114154136677,6.2410442383,1.83104381002262,0.1602627916,-1.83104381029565,44727.7,229.566354484082,1848.9555009368,0.126156868840169,967.395592988377,126.323218592449,0.0948601088783811,0.0151714348360886,0.00242683010150897,0.0151714344083309,1070.94880570662,78.21,21.79,1.09,61.98,3.1,30.99,3.1,4.6609,1.6313,1.0904,0.3038,0.1215,0.0216,0.018,83.2,9.70852820561717,1.74753507701109,9.04100380665293,1.17533049486488,7.582225674148,1.06151159438072,4.99824535279201,0.599789442335041,9.82855417128756,1.76913975083176,2.70737906727561,0.189516534709293,2.28690351891334,1.2349279002132,3.23458375089402,0.452841725125163,4.50048585044673,0.405043726540206,3.76510499590153,0.602416799344245,5.01434956763412,0.100286991352682,3.71147308000633,0.185573654000317,0.860740730437107,0.128198346258616,0.363588515061036,0.397591313542288,0.125528522736097,0.367709323408175,0.181006736253558,0.375769305779766,0.363201552973978,0.796792018817612,0.304972650486905,0.134928429992632
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,41.4,0.5,244,520,411,404,138,0.07979,0.02824,23491.9090909091,61638.1818181818,1.34909090909091,-8.20778612050612,6.02539985839945,-5.46800429773787,0.692513894886179,-7.11465329760264,2.78087337189179,-7.01784573793281,3.32474929603632,-1.3432977623329,0.124635883231478,-5.06024783408413,1.18475416265331,-5.18696147421253,0.888105052498402,-5.6510672621811,2.03523212304599,-7.7543117932116,8.53937153004524,-8.88467278019429,15.6090437742106,-5.61547187143857,3.73910297581301,-3.89073526102138,0.470357968308169,0,-1.8650876344252,6.45711631990909,1.86496900647518,0.154934023454545,-1.86496900685948,47000.3636363636,847.186809923933,2006.33381161669,0.0644134373332995,1249.59765160995,167.336242881864,0.140283271425329,0.0216709542553361,0.00334895066566225,0.0216709544099856,1375.40454214222,80.53,19.47,0.97,46.97,2.35,23.49,2.35,4.9063,1.9134,1.0736,0.2596,0.1142,0.0207,0.0164,79.4,9.28808227205149,1.67185480896927,9.04402113279338,1.17572274726314,7.33838856463051,1.02737439904827,5.00469055174463,0.600562866209355,10.4469976275415,1.88045957295746,1.56624775644835,0.109637342951385,2.30466219731852,1.244517586552,3.2228939294629,0.451205150124807,4.42273332782719,0.398045999504447,3.04841410108306,0.487746256173289,4.97818920065822,0.0995637840131643,3.3230000127477,0.166150000637385,0.734107805678043,0.126648381599238,0.3908656199493,0.473756394795828,0.0927835113899272,0.234129671411191,0.171218748570565,0.36015004398664,1.10124170368296,1.75685072037839,0.665857306637194,0.120891794674483
"Bird Island","BI10","BI10.2",51,45.9,46.9,46.4,46.4,0.5,374,544,470,467,85,0.07984,0.01535,24155,62053.0909090909,1.37454545454545,-8.28204353233254,8.54222780910485,-5.22150794219391,0.703467305020522,-6.73918011052111,2.93846991969888,-6.98199042879572,2.97991934962256,-1.64635280366373,0.135706385161804,-5.40972452123749,1.56701769112875,-5.23671431763918,0.619640860025647,-5.76380046227695,1.86628140085898,-5.36978498691991,3.1430637440872,-6.5030774145644,5.82143629506841,-4.94140015351147,1.13210068942268,-3.87027298831156,0.281430812825499,0,-1.84911706440687,6.35744417863636,1.849253461241,0.157412857545455,-1.84925346213875,49069.2727272727,453.477232063529,1133.33829499805,0.0912538915733062,762.777687140886,166.460260067736,0.182779022245519,0.0285929827153509,0.00447529741870408,0.0285929830793054,803.325599107745,84.86,15.14,0.76,86.82,4.34,43.41,4.34,5.8291,3.2905,1.0017,0.1787,0.1098,0.0143,0.0115,80.7,7.8159441609251,1.40686994896652,8.85011583510835,1.15051505856409,5.70716697941964,0.799003377118749,4.0200614892263,0.482407378707156,10.1783639253917,1.8321055065705,2.83582027716898,0.198507419401829,2.26923829310479,1.22538867827659,3.42432388757179,0.479405344260051,5.03855590993543,0.453470031894189,1.66473145136415,0.266357032218264,4.70858561298687,0.0941717122597375,1.84936101446338,0.0924680507231688,1.03141546838731,0.134724932492384,0.43602780627741,0.426800835666077,0.0824284957998116,0.289666818518569,0.118326267663384,0.323793547863681,0.58532394718658,0.895181761488895,0.229105244313838,0.0727160109055448
"Bird Island","BI10","BI10.2",54,49.3,50.3,49.8,49.8,0.5,431,612,509,509,91,0.04431,0.00833,23782.5454545455,58865.8181818182,1.30272727272727,-8.15268850302973,6.18120701804259,-5.3067685077044,0.664891161545735,-7.26880119521023,4.36228186835249,-7.21631101258883,4.26207403273688,-2.28967510715104,0.367560688917625,-6.33706155239503,4.16068727542571,-5.20710601316121,0.640064534156551,-5.80962930210791,2.34094496256565,-7.99853782320247,22.0122117128855,-6.80895375632863,9.21770968523756,-5.28388421387081,2.53105643863997,-3.80418867766252,0.355968754040106,0,-1.88584552466532,6.59292733472727,1.8858759179427,0.151714599818182,-1.8858759175693,50175.7272727273,415.853426975506,920.722739827992,0.0710057616100143,549.835297653265,99.8473380170494,0.107707506933586,0.0163596973645536,0.00248530251837339,0.0163596977968697,588.710810315063,77.63,22.37,1.12,49.27,2.46,24.64,2.47,5.7227,3.3993,0.9612,0.2769,0.1783,0.0123,0.0102,83.2,10.0604577084739,1.8108823875253,8.89923601451618,1.1569006818871,7.55171928570447,1.05724069999863,5.46278507773667,0.655534209328401,9.93036942402266,1.78746649632408,1.74078998486452,0.121855298940516,1.83882523557302,0.992965627209433,2.50411667342474,0.350576334279463,4.03820854355804,0.363438768920224,4.06764638555692,0.650823421689107,5.03673035693971,0.100734607138794,3.44709555981437,0.172354777990719,0.758180202241937,0.125291156111378,0.600137732646617,0.590616732746372,0.160529626133276,0.656564125348162,0.122921356419239,0.402942225886302,2.7520294583132,1.35376300311485,0.479014364469921,0.093572844094271
"Bird Island","BI10","BI10.2",62,58.4,59.4,58.9,58.9,0.5,517,1000,723,731,242,0.04011,0.0136,23787.4545454545,55955.6363636364,1.37,-9.08767132829043,11.5237979171374,-5.4946021790225,1.15054378981003,-7.85856255069295,4.95424016902063,-7.01278560314645,3.02682734956176,-3.71906496089715,0.509223974315941,-7.54204492860128,10.0709032569442,-5.25351158906288,0.896799054851997,-5.80881279882051,1.57165704548562,-5.73045749926725,1.89103236148199,-7.94751003670944,11.7151176060621,-5.33155812479553,1.66730914571194,-3.9117270610964,0.334228929929477,0,-1.91892335438305,6.81663246718182,1.91918265472538,0.146753534090909,-1.91918265393573,50718.9090909091,321.697797206124,1024.87553124536,0.0861394218694321,670.18367902864,182.784274239035,0.137121980551423,0.0200333035856926,0.00292773881735223,0.0200333049038962,814.114298430565,87.79,12.21,0.61,89.03,4.45,44.52,4.45,5.7227,3.8571,1.0337,0.1438,0.1041,0.0058,0.0061,106.3,6.76619014300013,1.21791422574002,8.66848236944953,1.12690270802844,5.41898367225024,0.758657714115033,3.59863321185762,0.431835985422915,7.76434259814642,1.39758166766636,0.437681308376675,0.0306376915863672,2.03276637087805,1.09769384027415,3.79810302271528,0.53173442318014,4.69189223495974,0.422270301146377,1.2699297134193,0.203188754147088,4.58307553783376,0.0916615107566751,1.83343076570928,0.0916715382854638,1.26806939873179,0.2093952851041,0.630425747337696,0.431615554909264,0.136922581259,1.33530141391134,0.17070468764531,0.270564244350368,0.329996751869078,1.47406137921816,0.312724555689972,0.0854428043442777
"Bird Island","BI10","BI10.2",67,64.1,65.2,64.6,64.6,0.525,707,1112,883,891,203,0.03456,0.00815,22661.4166666667,55280.3333333333,1.31916666666667,-7.73582948996048,8.07910463415786,-5.08879339461342,0.884766838298213,-6.61869815352514,5.76745693252294,-6.72168296808257,5.03422070282519,-2.76433017740484,0.354531838699022,-6.37317689189763,2.41259397587807,-5.26701739759414,0.770129949648144,-5.57724427869697,2.27632710143104,-4.4750406771368,0.551560157929482,-5.81014929580787,4.65424641639371,-4.27097013944478,1.25249532639708,-3.81099174885627,0.54473515247752,0,-1.84787100047253,6.34778948108333,1.84772276932789,0.157657004,-1.84772276853289,47250.75,631.549387449532,1314.72107884202,0.0833893750953194,1324.42974578312,173.929169665718,0.18245435394262,0.0290419334199499,0.00462805736462638,0.0290419333589135,1425.89443221375,77.02,22.98,1.15,80.57,4.03,40.28,4.03,5.5719,4.0229,1.0497,0.3133,0.2418,0.0108,0.0109,100.8,8.95758858231473,1.61236594481665,9.11437754626484,1.18486908101443,7.2737868892733,1.01833016449826,4.48256118016038,0.537907341619245,8.73921076841923,1.57305793831546,1.40336231461165,0.0982353620228157,1.78510366492264,0.963955979058226,3.59979513160203,0.503971318424285,5.56695263135749,0.501025736822174,3.41320377295125,0.5461126036722,5.12420449095423,0.102484089819085,3.41522430313818,0.170761215156909,1.04437470404989,0.173865741775792,0.871388420916457,0.748952416638783,0.128252349012757,0.37855437198758,0.146217468353137,0.408145490439745,0.123252546227664,0.801054530518145,0.293257804551146,0.14293789868241
