"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","Ca_fit_OLS","Ca_lwr_OLS","Ca_upr_OLS","Ca_fit_WLS","Ca_lwr_WLS","Ca_upr_WLS"
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,0.00462908911351487,0.00023145445567574,3.89124027202043,0.194562013601022,3.74714868587465,3.12768781353451,4.36660955821478,3.74637339180506,3.08561733813625,4.40712944547386
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,0.24559465473509,0.0122797327367545,3.9830418315909,0.199152091579545,3.96273407653921,3.34616301371726,4.57930513936116,3.9622336963243,3.3188856575029,4.6055817351457
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,0.150036138459512,0.00750180692297558,3.9624248452894,0.19812124226447,3.87724045005587,3.25967224270822,4.49480865740352,3.87663104862049,3.22650771354037,4.52675438370061
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,0.242190121422224,0.0121095060711112,3.50943405318882,0.175471702659441,3.95968813243349,3.34308491919988,4.57629134566711,3.95918386803965,3.31559740997024,4.60277032610905
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.464916993300126,0.0232458496650063,3.7116610766011,0.185583053830055,4.15895585585876,3.5439280142136,4.77398369750392,4.15870569707844,3.53023840679966,4.78717298735721
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.356480513895764,0.0178240256947882,3.48283613644894,0.174141806822447,4.06194066319263,3.44627996145179,4.67760136493348,4.0615667909246,3.42586142040486,4.69727216144433
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,0.941723575239186,0.0470861787619593,3.98659343205281,0.19932967160264,4.58554184117833,3.9702635196271,5.20082016272956,4.58583566358902,3.98622005526029,5.18545127191774
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,0.304132858644478,0.0152066429322239,4.42985645706653,0.221492822853327,4.01510662830217,3.39904925912724,4.63116399747709,4.01467303341089,3.37538952458736,4.65395654223442
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,0.929554967155958,0.0464777483577979,3.87476327326735,0.193738163663367,4.57465491581744,3.95944445284103,5.18986537879384,4.574934855253,3.97464671754312,5.17522299296288
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,0.707439889594891,0.0353719944797446,4.16973952522908,0.208486976261454,4.37593454826213,3.76139739505522,4.99047170146904,4.37596108007076,3.76279626854279,4.98912589159873
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,0.526781732024774,0.0263390866012387,3.89971214127583,0.194985607063792,4.21430456857591,3.59952344118459,4.82908569596723,4.21412499031089,3.58967954453452,4.83857043608725
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,0.877684198012673,0.0438842099006336,4.20240885755624,0.210120442877812,4.52824753806211,3.91329028752091,5.14320478860331,4.52846829894635,3.92527441521417,5.13166218267854
"Bird Island","BI10","BI10.3",95,93,94,93.5,0.579671499460837,0.0289835749730418,4.0081103095961,0.200405515479805,4.26162361661271,3.64698743894772,4.8762597942777,4.26150437945826,3.64043387499159,4.88257488392493
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,0.289344173373246,0.0144672086686623,4.18786821284582,0.209393410642291,4.001875590567,3.38569542803521,4.6180557530988,4.00142512349541,3.36112103860372,4.6417292083871
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,0.658347105120169,0.0329173552560085,4.58138536304094,0.229069268152047,4.33201255844382,3.71747939192372,4.94654572496392,4.3319830810605,3.71582257982769,4.94814358229332
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,0.772564119821458,0.0386282059910729,4.19226936872369,0.209613468436184,4.43419944008975,3.81957604646099,5.04882283371852,4.43430027111669,3.8250270815292,5.04357346070418
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,0.691462704020445,0.0345731352010223,4.45185001569152,0.222592500784576,4.36164019136967,3.74711009428776,4.97617028845159,4.36164849505653,3.7475145489502,4.97578244116286
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,0.449853858886966,0.0224926929443483,4.13601397631452,0.206800698815726,4.14547927588055,3.53037877739103,4.76057977437007,4.14521193180516,3.51575343300516,4.77467043060516
"Bird Island","BI10","BI10.4",145,141,142,141.5,0.485578614443872,0.0242789307221936,3.81028239510249,0.190514119755125,4.17744125087588,3.56250505565666,4.79237744609509,4.17721466461679,3.5500994041736,4.80432992505997
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.165765715834111,0.00828828579170554,3.70910422686904,0.185455211343452,3.89131327857203,3.27392270060123,4.50870385654282,3.89072182276609,3.24172553160377,4.53971811392841
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,0.635049434221631,0.0317524717110816,3.73351632996399,0.186675816498199,4.31116876082784,3.6966191302784,4.92571839137729,4.31111270349525,3.69351214283399,4.92871326415651
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,0.347263552430093,0.0173631776215047,4.19869760811513,0.209934880405757,4.05369449642938,3.43796825244892,4.66942074040985,4.0533101086738,3.41697864379155,4.68964157355604
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,0.545719878884086,0.0272859939442043,3.54553265995095,0.177276632997548,4.23124801764755,3.61652578423947,4.84597025105563,4.23109004561884,3.60785983577244,4.85432025546524
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,0.594907502942872,0.0297453751471436,3.72392279729919,0.18619613986496,4.27525485788309,3.6606491463767,4.88986056938947,4.27515300324732,3.65504372655007,4.89526227994458
"Bird Island","BI10","BI10.5",197,194,195,194.5,0.473935591141906,0.0236967795570953,3.85603381345551,0.192801690672776,4.16702455203928,3.55203785351091,4.78201125056764,4.16678468243654,3.53890862101943,4.79466074385364
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,0.551055949065075,0.0275527974532538,3.93595044716984,0.196797522358492,4.23602205567914,3.62131500804219,4.85072910331609,4.23587017148966,3.6129810090947,4.85875933388462
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,0.291063190741295,0.0145531595370648,3.89209021495364,0.194604510747682,4.00341354902963,3.38724790246251,4.61957919559676,4.00296504315814,3.36277980708712,4.64315027922916
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,0.613109773645356,0.0306554886822678,4.1087372729963,0.205436863649815,4.29153993841007,3.67696400228487,4.90611587453527,4.29145885046099,3.6724914370045,4.91042626391749
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,0.25195633257732,0.012597816628866,3.74362365928621,0.187181182964311,3.96842569807592,3.35191404164598,4.58493735450587,3.96793257580003,3.32502945031764,4.61083570128242
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,1.15113741232426,0.0575568706162129,4.34848993101665,0.217424496550832,4.77289875154058,4.1559505257836,5.38984697729755,4.77343149093108,4.18483148534769,5.36203149651447
"Bird Island","BI10","BI10.7",271,265,266,265.5,0.440381161961484,0.0220190580980742,3.85498614068469,0.192749307034235,4.13700430950077,3.52185559682866,4.75215302217288,4.13672615817324,3.50664194649622,4.76681036985025
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,0.262823531890945,0.0131411765945473,3.81833268144385,0.190916634072193,3.97814828812075,3.36173609302501,4.59456048321649,3.97766756406302,3.33552265649843,4.61981247162761
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,0.251781863270841,0.012589093163542,3.83035248133368,0.191517624066684,3.96826960509434,3.35175633107634,4.58478287911235,3.96777628376914,3.32486096685889,4.61069160067938
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,0.147259420475364,0.00736297102376822,3.86679934761478,0.193339967380739,3.87475619538723,3.25715608018875,4.49235631058571,3.87414362603762,3.22382085857587,4.52446639349936
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,0.482845918260086,0.0241422959130043,3.61293046492127,0.180646523246063,4.17499638132437,3.56004859710332,4.78994416554543,4.17476667737484,3.54747310292624,4.80206025182344
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,0.650708896499103,0.0325354448249551,4.04429693980825,0.202214846990413,4.3251788592582,3.71064159673867,4.93971612177774,4.32514066756183,3.70850933715842,4.94177199796524
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,0.254464656484321,0.0127232328242161,3.4226298154864,0.17113149077432,3.97066982780462,3.35418135470009,4.58715830090915,3.97017956723634,3.32745165189726,4.61290748257543
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-0.0668445605837015,-0.00334222802918508,3.82628898928047,0.191314449464024,3.68320313974464,3.06264695925725,4.30375932023204,3.68234630250313,3.01622579257173,4.34846681243452
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,0.471935182419851,0.0235967591209926,3.85404873442373,0.192702436721186,4.16523484032374,3.55023916832091,4.78023051232657,4.1649926884859,3.53698563133375,4.79299974563805
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,0.436026721620719,0.021801336081036,3.50109339697875,0.175054669848937,4.1331085092043,3.51793697990627,4.74828003850232,4.13282538996371,3.50245293507643,4.76319784485098
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,0.377443226310088,0.0188721613155044,3.5691848501869,0.178459242509345,4.08069543644654,3.46517695275199,4.69621392014108,4.08034548021007,3.44605779431321,4.71463316610693
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,0.276356817254693,0.0138178408627346,3.67264306632489,0.183632153316244,3.99025615342753,3.3739642594301,4.60654804742496,3.98979086928395,3.34858701802524,4.63099472054266
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,0.306623551775991,0.0153311775887995,3.51468722347578,0.175734361173789,4.01733498425169,3.40129783092057,4.63337213758281,4.01690423095335,3.37779218729696,4.65601627460974
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,0.399948414583807,0.0199974207291903,3.79666103668972,0.189833051834486,4.10083022123811,3.48545382402822,4.71620661844799,4.10050594081985,3.46773048864109,4.73328139299862
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,0.328307930672336,0.0164153965336168,3.68088452223406,0.184044226111703,4.03673541303755,3.42086859686282,4.65260222921229,4.03632939910882,3.39870503315183,4.67395376506581
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,0.884028987751822,0.0442014493875911,3.86580936619677,0.193290468309839,4.53392405026862,3.91893896295203,5.14890913758521,4.5341520498245,3.93131696555941,5.13698713408958
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,0.220249200776605,0.0110124600388303,3.73768200336369,0.186884100168184,3.94005818266567,3.32324178222368,4.55687458310767,3.93952888621775,3.2944006035937,4.58465716884179
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,0.551029632060276,0.0275514816030138,3.8802702833095,0.194013514165475,4.23599851056494,3.62129138955272,4.85070563157717,4.2358465963508,3.61295575341341,4.85873743928819
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,0.68396404778243,0.0341982023891215,3.70425233191967,0.185212616595984,4.35493134593625,3.74040264456256,4.96946004730995,4.35493109452319,3.74034036178762,4.96952182725876
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,0.48066958881818,0.024033479440909,3.89766895944728,0.194883447972364,4.17304927808687,3.55809214829686,4.78800640787688,4.17281709119703,3.54538139654813,4.80025278584592
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,0.538130046503792,0.0269065023251896,3.77422933387878,0.188711466693939,4.22445759937943,3.60971269951497,4.83920249924389,4.22429096822936,3.60057463274484,4.84800730371388
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,0.626686759178969,0.0313343379589485,4.6301332176129,0.231506660880645,4.30368690107986,3.68912847929699,4.91824532286274,4.30362130290177,3.68550096705733,4.92174163874621
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,0.663539076469499,0.0331769538234749,3.79001257097355,0.189500628548677,4.3366576751383,3.72212656780593,4.95118878247068,4.3366341211941,3.72079293465349,4.95247530773472
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,0.447342724690797,0.0223671362345399,3.90747804254626,0.195373902127313,4.14323263186195,3.52811954190875,4.75834572181515,4.14296242287273,3.51333823105277,4.7725866146927
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,0.448463584982077,0.0224231792491038,3.73533761618157,0.186766880809078,4.14423543532539,3.52912798256284,4.75934288808795,4.1439665051082,3.51441628730293,4.77351672291346
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,0.472240124732504,0.0236120062366252,3.86545590420896,0.193272795210448,4.16550766398398,3.55051336551219,4.78050196245576,4.16526586005006,3.53727877720693,4.79325294289319
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,0.435846574633185,0.0217923287316592,3.7536609691338,0.18768304845669,4.13294733655465,3.51777485444935,4.74811981865995,4.13266401178717,3.5022796237164,4.76304839985795
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,0.506262808183398,0.0253131404091699,3.75159773530458,0.187579886765229,4.19594684098546,3.5810931027245,4.81080057924643,4.19574385300033,3.56997326627448,4.82151443972618
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,0.305020625492332,0.0152510312746166,3.62668380151564,0.181334190075782,4.0159008893503,3.39985074115638,4.63195103754421,4.01546830729837,3.37624592831013,4.65469068628661
