"Location","Site","Section","sample","min_depth","max_depth","midpoint","K","K_sd","K_ICP","K_ICP_sd","K_fit_OLS","K_lwr_OLS","K_upr_OLS","K_fit_WLS","K_lwr_WLS","K_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-8.35191020062379,-8.3013824546649,7.48560726800855,6.25557599090682,7.23578869789467,6.0140976194031,8.45747977638624,7.24561660086106,5.7613945535062,8.72983864821592
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-8.35140860546614,-8.57351562284829,7.19403248256761,6.25903051977997,7.23606498834832,6.01437679654012,8.45775318015652,7.24588952620501,5.7617828564969,8.72999619591311
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.32435361368831,-8.55463000213814,7.34292552813836,6.37991334620736,7.25096751648822,6.02943335903535,8.47250167394109,7.26061054737895,5.78272650184206,8.73849459291584
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-8.17590406053768,-8.42652258112747,8.51167617120909,7.22530484583096,7.33273703471055,6.11198974561674,8.55348432380437,7.34138414484069,5.89762165409156,8.78514663558982
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-7.29190143720988,-7.44163919718184,9.70852820561717,8.28918792007013,7.81966654768423,6.60155454525453,9.03777855011393,7.82238304673261,6.5809015508114,9.06386454265382
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-8.35684460400214,-8.65350568648305,7.8159441609251,6.44958660815693,7.2330707120308,6.01135117603848,8.45479024802311,7.24293171900229,5.75757463138053,8.72828880662405
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-7.3112514920674,-7.52456022954458,6.76619014300013,6.00050036388099,7.80900808068521,6.5908760809899,9.02714008038052,7.81185439569425,6.56596492011608,9.05774387127241
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-7.4591121759077,-7.93148656540737,8.95758858231473,7.60610726799621,7.72756292558004,6.50922235691488,8.9459034942452,7.73140121073373,6.45179582348844,9.01100659797903
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-7.75744503720061,-8.24131719104347,7.58747244830713,6.59085933024035,7.56323414304029,6.3441727223557,8.78229556372488,7.56907388851384,6.22127770362378,8.91687007340389
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-9.1824822380533,-9.11189289814098,8.03772748025162,6.89014412222533,6.77829001293304,5.55028248536008,8.006297540506,6.79369007100325,5.11792510434179,8.46945503766472
