"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-3.87592967744995,-6.17851486689902,1.06344302447402,-2.46055523100737,2.99916607572678,0.98541397154179,5.01291817991177
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-3.91870623856195,-6.22129138189127,0.748228535528028,-3.31608686015414,2.88525041525704,0.871065541868724,4.89943528864536
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-3.82165373913105,-6.12423874076573,1.86113383862431,-2.53974814739952,3.143705028847,1.13030464274833,5.15710541494567
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-3.88280324123603,-6.18538818854964,3.57352940771241,-0.391038130230096,2.98086150569782,0.967049106991388,4.99467390440425
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-3.88365413417472,-6.18623932437175,3.71147308000633,-0.0862085291763824,2.97859554441948,0.964775435455139,4.99241565338383
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-3.8907352559818,-6.19332030002899,3.3230000127477,1.37265009959275,2.95973823923761,0.945851861187144,4.97362461728808
"Bird Island","BI10","BI10.2",45,44,45,44.5,-3.89669852734647,-6.19928362034052,4.10353283661237,1.90077600329844,2.94385781363986,0.929912713742912,4.95780291353682
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-3.8878504792788,-6.19043562107871,1.84936101446338,-2.20321846987363,2.96742051277452,0.953561585614072,4.98127943993496
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-3.89390041605667,-6.19648531264261,3.44709555981437,-0.51472777392739,2.95130929378132,0.937392079379546,4.96522650818309
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-3.83265957456472,-6.13524485229961,1.83343076570928,-1.99353873826423,3.11439605730147,1.10094220229339,5.12784991230955
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-3.8620834068735,-6.16466859499624,3.41522430313818,1.19362388420362,3.03603923749471,1.02239784146851,5.04968063352091
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-3.86103525771523,-6.16362035070927,3.08978528026546,-0.650249188813882,3.03883049982463,1.02519689924283,5.05246410040644
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-3.85221711868382,-6.1548021645805,3.66995073900524,0.126860282292105,3.0623135500223,1.04874227219783,5.07588482784677
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-3.79206504774139,-6.09465009638755,2.59054694580365,-1.71277683954639,3.22250087485396,1.20919920399878,5.23580254570915
"Bird Island","BI10","BI10.3",95,93,94,93.5,-3.82502825774345,-6.1276133049034,2.63623548122916,-0.952295320105962,3.13471855339162,1.12130273853398,5.14813436824926
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-3.74184150852836,-6.04442660152241,2.57119233561081,-1.12558367536812,3.35624813016981,1.34296371366123,5.36953254667838
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-3.86065435887964,-6.16323935688085,2.43324707517014,-1.47412828430791,3.03984484836739,1.02621406026064,5.05347563647413
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-3.88959544393519,-6.19218048803814,2.09664310937208,-1.65717217925939,2.96277360343532,0.948898146095966,4.97664906077468
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-3.84330291114151,-6.14588786409737,1.74336703695281,-2.21945206374837,3.0860524344335,1.07253823364729,5.09956663521971
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-3.88174921613233,-6.18433450316237,2.37149949846929,-1.05286822773549,2.98366841590095,0.969865492879105,4.99747133892279
