"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","K_sd","Ca","Ca_sd","Ti","Ti_sd","Mn","Mn_sd","Fe","Fe_sd","Co","Co_sd","Ni","Ni_sd","Cu","Cu_sd","Zn","Zn_sd","Rb","Rb_sd","Sr","Sr_sd","Zr","Zr_sd","Mo_coh","coh_inc","Mo_coh_sd","coh_inc_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","dry_mass_pc","K_ICP_sd_FDV2023","Ca_ICP_sd_FDV2023","Ti_ICP_sd_FDV2023","Mn_ICP_sd_FDV2023","Fe_ICP_sd_FDV2023","Co_ICP_sd_FDV2023","Ni_ICP_sd_FDV2023","Cu_ICP_sd_FDV2023","Zn_ICP_sd_FDV2023","Rb_ICP_sd_FDV2023","Sr_ICP_sd_FDV2023","Zr_ICP_sd_FDV2023","dry_mass_err"
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,21781.5454545455,64274.4545454545,1.34272727272727,-6.60788922119498,-0.660788922119498,-4.39637477782873,-0.439637477782873,-5.34868962874185,-0.534868962874185,-6.25366052455777,-0.625366052455777,-0.595920053454515,-0.0595920053454515,-5.19615367925275,-0.519615367925275,-5.16863417119165,-0.516863417119165,-5.54252761500881,-0.554252761500881,-6.28669875529659,-0.628669875529659,-7.06200862539584,-0.706200862539584,-3.94734594878897,-0.394734594878897,-3.89024070124833,-0.389024070124834,-1.81277605852894,0.163200453454545,-5.49523913247767,0.00410627444066505,6.86652508355506,1.23597451503991,8.93751154889699,1.16187650135661,5.94825465356441,0.832755651499017,4.23367920911665,0.508041505093998,9.72321135536732,1.75017804396612,0.269769610162686,0.018883872711388,0.995395708692434,0.537513682693915,3.41491114435575,0.478087560209805,2.9208769665228,0.262878926987052,1.4297268344136,0.228756293506176,4.67712823950778,0.0935425647901556,2.27154962125356,0.113577481062678,19.76825892,5.8726290916959,5.12954901236414,1.999233005445,0.228434630434639,5.41366496471041,-4.27242008220243,-4.0342713206231,-2.12464954904078,-2.0743259685642,-2.62534140445059,0.787837600170772,-1.48230742068633,1.976825892
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,25273.7692307692,71463.6153846154,1.37692307692308,-6.98525817697469,-0.698525817697469,-4.78776571219201,-0.478776571219201,-5.99436011664344,-0.599436011664344,-6.4423489106334,-0.64423489106334,-0.970577283859571,-0.0970577283859571,-6.26318061107022,-0.626318061107022,-5.34151739174683,-0.534151739174684,-5.64990069528875,-0.564990069528875,-7.82798180785434,-0.782798180785435,-6.40124587147925,-0.640124587147925,-4.7620084318209,-0.476200843182091,-3.89726464685841,-0.389726464685841,-1.90545266839402,0.148755290461538,-5.46393729589741,0.00423684129207317,8.7995353168452,1.58391635703214,9.31962982035972,1.21155187664676,8.24564278698453,1.15438999017783,5.87234844343613,0.704681813212335,10.5207192537696,1.89372946567854,1.66953197753021,0.116867238427114,1.73143597716126,0.934975427667078,3.35861069522474,0.470205497331464,3.92031701424788,0.352828531282309,3.22089872941643,0.515343796706629,5.57469817257397,0.111493963451479,4.1220388050844,0.20610194025422,56.8446065,7.63309640421979,5.73784449434509,4.52377866138652,1.88005449665249,6.08042849049437,-3.25822590838947,-2.72180735326369,-1.16631862523898,-0.853876232844061,-0.632975175041168,1.54315529845043,0.469326147306663,5.68446065
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,15770.5833333333,57516.75,1.33833333333333,-5.47714300898058,-0.547714300898058,-3.63479622580294,-0.363479622580294,-3.71701248108698,-0.371701248108698,-4.39623217738819,-0.439623217738819,0.458876595642767,0.0458876595642767,-4.40680499759525,-0.440680499759525,-4.98025178541373,-0.498025178541373,-5.16848892877825,-0.516848892877825,-6.97277240195987,-0.697277240195987,-4.69999874011151,-0.469999874011151,-2.60401305317976,-0.260401305317976,-3.4710919901892,-0.34710919901892,-1.48322869310145,0.226903901166667,-3.950661643623,0.0192419662268625,8.54634210442195,1.53834157879595,9.34867012055559,1.21532711567223,7.9716173252488,1.11602642553483,5.30804589904339,0.636965507885207,10.2925368623624,1.85265663522523,1.45395477010617,0.101776833907432,1.97315341092012,1.06550284189687,3.66765290729035,0.513471407020649,4.13141583461,0.3718274251149,3.07907172698451,0.492651476317522,5.42694982006684,0.108538996401337,4.09489415450193,0.204744707725096,31.84980956,7.29333969322701,5.492146342047,3.26530010721172,0.0149767701841019,3.46900555478215,-3.18328520214317,-2.97218398374394,-2.31101327051062,-2.62025965024739,-1.12645850268638,0.998546190223597,-0.541849607545298,3.184980956
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,21292.7272727273,58885,1.33545454545455,-6.93274131104518,-0.693274131104518,-4.68875056810136,-0.468875056810136,-5.22347686526189,-0.522347686526189,-6.23593718117877,-0.623593718117877,-0.944770898467551,-0.0944770898467551,-5.7683626326854,-0.576836263268539,-5.14526687840428,-0.514526687840428,-5.56561733746647,-0.556561733746647,-7.55872762639376,-0.755872762639377,-6.01634477221443,-0.601634477221443,-3.69433452653572,-0.369433452653572,-3.83509485888126,-0.383509485888126,-1.81927374669608,0.162143465272727,-5.30371191880516,0.00497309987343341,8.61341857647426,1.55041534376537,9.23690275058605,1.20079735757619,8.24153350071262,1.15381469009977,5.74123239556141,0.68894788746737,10.4680502264298,1.88424904075736,1.99720710288617,0.139804497202032,1.83470170676368,0.990738921652386,3.5456315942823,0.496388423199522,4.07082857391697,0.366374571652527,3.0468782629677,0.487500522074831,5.29193586702381,0.105838717340476,3.93046105524908,0.196523052762454,38.5145956,7.37996871854754,5.76769535824841,4.53368535768999,2.13695550924751,6.42707387748989,-2.47553460888452,-2.60798120336407,-0.767573141728354,-0.15676115966679,-0.793830690480164,0.43612142630528,-0.303019633807993,3.85145956
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,22271.5833333333,59847.8333333333,1.28333333333333,-6.73936110273426,-0.673936110273426,-4.75274586410445,-0.475274586410445,-5.31949697992849,-0.531949697992849,-6.19399407945704,-0.619399407945704,-1.20372118544691,-0.120372118544691,-5.38290709604125,-0.538290709604125,-5.20945007409957,-0.520945007409957,-5.45400742001252,-0.545400742001252,-8.07759017100749,-0.807759017100749,-6.43295318789463,-0.643295318789463,-4.02284012253382,-0.402284012253382,-3.82436119628189,-0.382436119628189,-1.81949858015662,0.162107014333333,-5.44111624959614,0.00433464220674764,8.7156904174768,1.56882427514582,9.41157632837554,1.22350492268882,8.53572508402392,1.19500151176335,5.86733159870463,0.704079791844556,10.3357174866678,1.86042914760021,1.63358850479219,0.114351195335453,1.8407543670413,0.994007358202301,3.25646041376138,0.455904457926594,3.70924006859846,0.333831606173862,3.16710157189124,0.506736251502598,5.713479251255,0.1142695850251,4.36677999741066,0.218338999870533,64.63475063,7.56857875000475,6.76243226009946,3.92058536696274,2.28671122130482,7.36247740797946,-1.92501858349512,-1.60185776448418,-0.15416059904312,0.334371962589002,-0.0344804581752358,1.68179857600433,0.355714002182057,6.463475063
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,20921.7272727273,58109.6363636364,1.32181818181818,-6.77534799284886,-0.677534799284886,-4.70292093384838,-0.470292093384838,-5.300041406578,-0.5300041406578,-6.44118766508373,-0.644118766508373,-0.984216871715755,-0.0984216871715756,-5.24410589538803,-0.524410589538803,-5.19364133031424,-0.519364133031424,-5.35524084761634,-0.535524084761634,-7.89974644802441,-0.789974644802441,-5.9896767962096,-0.59896767962096,-3.90214167571002,-0.390214167571002,-3.79328885716527,-0.379328885716528,-1.78101210402497,0.168467554181818,-4.72826321039428,0.0088418140009814,8.72842602742352,1.57111668493623,9.19579802455276,1.19545374319186,8.16320342458908,1.14284847944247,4.74869687800914,0.569843625361096,9.48720661262688,1.70769719027284,1.6775116691311,0.117425816839177,2.30253872631913,1.24337091221233,4.4952405169627,0.629333672374778,3.56736199121857,0.321062579209672,3.41311957865995,0.546099132585592,5.50367524145641,0.110073504829128,4.02286597407827,0.201143298703913,29.55260302,7.52600834599864,5.24743376401479,4.05990305548657,0.639182988287556,4.86509082338325,-3.59288688900561,-2.18566458031479,0.217755396444354,-0.418208658318906,-0.294971212469768,1.58428149655361,-0.610934858970978,2.955260302
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,21790,55455.7272727273,1.31272727272727,-6.93932816737544,-0.693932816737544,-4.8830962526615,-0.48830962526615,-5.86371805445566,-0.586371805445566,-6.71413024183406,-0.671413024183406,-2.0392977374883,-0.20392977374883,-6.32270453151162,-0.632270453151162,-5.21509782886683,-0.521509782886683,-5.19223648665384,-0.519223648665384,-7.86360591620924,-0.786360591620924,-6.05646177425896,-0.605646177425896,-3.7328424467469,-0.37328424467469,-3.78393611949774,-0.378393611949774,-1.86018663091759,0.155643579727273,-5.64491749851195,0.00353544024995901,8.69424168200086,1.56496350276015,9.21515320568939,1.19796991673962,8.08609052420884,1.13205267338924,4.66120673160248,0.559344807792297,9.2206794817005,1.65972230670609,1.68813441290027,0.118169408903019,2.59941752888562,1.40368546559823,4.58289379681246,0.641605131553745,3.99017343155803,0.359115608840222,3.35929624952674,0.537487399924279,5.5400177749991,0.110800355499982,3.92536082473345,0.196268041236672,26.05373802,7.57998083927673,6.48303970788502,5.21405591740221,1.71006283701951,6.36105409025073,-1.45405278057066,-0.769135150803154,1.6470122260151,0.787378696997876,0.0152087858633285,1.1848159020045,-0.209541604890297,2.605373802
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,20826.0833333333,59943.75,1.42416666666667,-6.68102517592566,-0.668102517592566,-4.58178759476768,-0.458178759476768,-5.22884252108546,-0.522884252108546,-6.27932762454784,-0.627932762454784,-0.726829206061716,-0.0726829206061716,-5.38276943911322,-0.538276943911322,-5.14147792938641,-0.514147792938641,-5.23941247566548,-0.523941247566548,-6.66736554847794,-0.666736554847794,-5.41300510052541,-0.541300510052542,-3.46897105126468,-0.346897105126468,-3.77840738720022,-0.377840738720022,-1.79538238631713,0.166063939583333,-5.33339456068554,0.0048276544419602,7.83081658748666,1.4095469857476,8.84805845717108,1.15024759943224,7.08969149320785,0.992556809049099,4.10532182269821,0.492638618723785,10.4199476085342,1.87559056953616,3.08229080460771,0.21576035632254,2.35026307606215,1.26914206107356,3.84363834301598,0.538109368022237,4.91283945473156,0.44215555092584,2.37358497947831,0.379773596716529,4.71552387896197,0.0943104775792394,3.0845193619096,0.15422596809548,25.38306341,6.75376796832608,5.05889423782801,2.95607883350793,-0.651329446432959,5.03129705680506,-0.958944021984729,-2.09749687462427,-1.32176483877281,0.14361561439014,-1.47790410239984,-0.0261878314731951,-1.47865828619827,2.538306341
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,21587.2727272727,62373.4545454545,1.33818181818182,-7.60916449247768,-0.760916449247768,-4.75587419043616,-0.475587419043616,-6.18945847332884,-0.618945847332884,-6.77725280231641,-0.677725280231641,-0.851740662043085,-0.0851740662043085,-5.19528697800104,-0.519528697800104,-5.22578134297422,-0.522578134297422,-5.06552536673959,-0.506552536673959,-6.46402980992085,-0.646402980992085,-6.22841706389754,-0.622841706389754,-3.77688539848274,-0.377688539848274,-3.91830831177673,-0.391830831177673,-1.79712249220259,0.165775222090909,-5.57956487358446,0.00377420733916301,6.67261526018673,1.20107074683361,8.85543266284345,1.15120624616965,5.73004757674072,0.802206660743701,4.17170682131633,0.500604818557959,9.8575508967614,1.77435916141705,2.69581035284315,0.188706724699021,2.68707445152709,1.45102020382463,4.36482993628612,0.611076191080057,4.55133415062563,0.409620073556306,1.24418021553255,0.199068834485208,4.88149917134404,0.0976299834268809,1.97143872906133,0.0985719364530667,38.12452987,5.72294429177543,3.80461307070051,1.41489231864553,0.0993497497442033,5.24858047034423,-1.45189078991115,-2.55598648031698,-0.460264660133827,0.737539703550063,-2.96935345414145,0.120552047291572,-1.78641904073522,3.812452987
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,21632,65648.6363636364,1.41363636363636,-7.14720239954192,-0.714720239954192,-4.58530977268075,-0.458530977268075,-5.74243920374443,-0.574243920374443,-6.50827566540971,-0.650827566540971,-0.505082239344033,-0.0505082239344033,-5.45112006497022,-0.545112006497022,-5.27608121651538,-0.527608121651538,-5.17353988279747,-0.517353988279747,-6.86864957981803,-0.686864957981803,-6.60780442551017,-0.660780442551017,-3.71974218994577,-0.371974218994577,-3.93009281979482,-0.393009281979482,-1.80589292258588,0.164327659181818,-5.10631938494629,0.00605834033624731,8.05939654297178,1.45069137773492,9.10941512949219,1.18422396683398,7.20597774875768,1.00883688482608,4.47682326820407,0.537218792184488,9.74492905252694,1.75408722945485,1.42016149053647,0.0994113043375526,2.61477393442688,1.41197792459052,4.59845486067839,0.643783680494975,4.04373556119629,0.363936200507666,2.66115348442915,0.425784557508664,5.4136321336454,0.108272642672908,3.36161079870668,0.168080539935334,23.11355335,6.9668034560387,4.8032238951267,2.70516375064265,0.189053771993782,3.87295380012497,-3.96278444127753,-2.02500122875375,1.66939330368335,-1.96955079503164,-1.83604713099144,0.937074323357795,-1.52682012313101,2.311355335
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,21969.2,75244.2,1.42,-6.30994933297062,-0.630994933297062,-4.11264109640084,-0.411264109640084,-5.19068429647215,-0.519068429647215,-5.50817474845236,-0.550817474845236,0.0676621933624663,0.00676621933624664,-4.71801923969748,-0.471801923969748,-4.98435196308908,-0.498435196308908,-4.40394569856403,-0.440394569856403,-5.19368979416893,-0.519368979416893,-5.83845086837613,-0.583845086837613,-3.20326227052361,-0.320326227052361,-3.84122907308076,-0.384122907308076,-1.7080931286273,0.1812110093,-4.44920327669468,0.0116878752857954,8.74297608986742,1.57373569617614,9.34103600275103,1.21433468035763,7.96676653370418,1.11534731471859,5.13503054288322,0.616203665145987,10.3759748290375,1.86767546922676,2.34013910932566,0.163809737652796,2.57368599778711,1.38979043880504,4.36765878633331,0.611472230086664,3.85202334841802,0.346682101357622,3.22804148041946,0.516486636867113,5.57015098025976,0.111403019605195,3.90451319002101,0.195225659501051,27.05462698,7.5569202382195,5.15635683519641,3.67556789589737,1.82371287525525,6.47224559360384,-1.21006448096989,-0.797667711326102,1.07054160782447,0.83875639989423,-0.00178012748719293,0.929455823308164,-0.285048556534247,2.705462698
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,22666.2,76962.9,1.376,-6.77612128539329,-0.677612128539329,-4.08138156661252,-0.408138156661252,-5.87557882972207,-0.587557882972207,-6.18973631171005,-0.618973631171005,-0.0351970805937362,-0.00351970805937362,-4.72727175218607,-0.472727175218607,-4.93436014261435,-0.493436014261435,-4.08841689334858,-0.408841689334858,-4.71001362261899,-0.471001362261899,-8.80398077761509,-0.880398077761509,-3.38088949459271,-0.338088949459271,-3.96092060893733,-0.396092060893733,-1.78382901811442,0.1679936634,-4.93970527240269,0.00715670739725986,7.19054530084348,1.29429815415183,8.94646476480545,1.16304041942471,6.08709917109278,0.85219388395299,4.34900474774693,0.521880569729632,10.6011333038366,1.90820399469059,3.46831622932954,0.242782136053068,4.00138265169068,2.16074663191297,5.61221992952173,0.785710790133043,5.08084255316048,0.457275829784443,1.48372581125676,0.237396129801082,5.29275948157958,0.105855189631592,2.17895458751098,0.108947729375549,18.2523685,6.08878154871591,5.46341554424857,2.14765721641095,0.367785467745325,5.09882486729562,-1.70092130673112,-0.913316028195531,-0.812384501927357,0.982540483271699,-2.21562051376608,0.191369087506412,-2.62942119068946,1.82523685
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,19465.1538461538,53638,1.33384615384615,-6.04243518581223,-0.604243518581223,-4.25228972791561,-0.425228972791561,-5.46604506004644,-0.546604506004644,-5.52289924198415,-0.552289924198415,-1.40319761691978,-0.140319761691978,-5.94946108470025,-0.594946108470025,-5.22416338302512,-0.522416338302512,-5.63136693279567,-0.563136693279567,-7.76319039527137,-0.776319039527137,-5.68259310313113,-0.568259310313113,-3.8089628609501,-0.38089628609501,-3.85430421960346,-0.385430421960346,-1.779584838515,0.168708173846154,-5.42161765330934,0.00441999096080199,8.60221029700123,1.54839785346022,9.67710058327398,1.25802307582562,7.38219575149067,1.03350740520869,6.00988763234206,0.721186515881048,9.5943967832687,1.72699142098837,1.57923542890019,0.110546480023014,1.60257836181889,0.865392315382201,3.14113239669114,0.439758535536759,3.74234655648046,0.336811190083241,2.84100968171623,0.454561549074597,5.32139353241645,0.106427870648329,2.17378361734071,0.108689180867036,20.52199678,5.20001241508824,5.69250688511888,3.52371351289914,0.806880445620664,4.9273511934466,-2.15464139094524,-2.14817649500197,-1.82071273286511,-0.470781541340906,-0.500033777449337,1.06688021817228,-2.10930307213894,2.052199678
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,18793.5384615385,53598.8461538462,1.42153846153846,-5.85449455184597,-0.585449455184597,-4.10325130747022,-0.410325130747022,-5.14295088596182,-0.514295088596182,-5.23583223722525,-0.523583223722525,-0.998108842663838,-0.0998108842663838,-5.75953630774717,-0.575953630774717,-5.14649138569691,-0.514649138569691,-5.78560559533693,-0.578560559533693,-8.21703696124596,-0.821703696124596,-5.12495236591645,-0.512495236591645,-3.46390936815143,-0.346390936815143,-3.86704639656279,-0.386704639656279,-1.71024960375817,0.180820653461538,-5.13092388746041,0.00591109684603813,8.69546996509277,1.5651845937167,9.71647584295073,1.26314185958359,7.5164228670614,1.0522992013886,5.90479756735227,0.708575708082272,9.69213420221314,1.74458415639837,1.68692356353095,0.118084649447166,1.70606525222041,0.921275236199023,3.36250920719164,0.47075128900683,3.56730361985049,0.321057325786544,3.09878037554298,0.495804860086877,5.36821733176771,0.107364346635354,2.20947403720299,0.110473701860149,28.41964251,4.67251539936495,4.71082809022155,3.36232830014589,1.56965451858973,5.03567072141488,-3.14139017599241,-2.08374011934098,-2.66977733605351,-1.03786656641992,-1.07460739445304,0.911467151090821,-1.81908278227855,2.841964251
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,19866.3076923077,66045.0769230769,1.38538461538462,-5.46672528528958,-0.546672528528958,-3.91362535137693,-0.391362535137693,-4.93211526309397,-0.493211526309397,-5.25210928818925,-0.525210928818925,-0.116101270374488,-0.0116101270374488,-5.17803883624169,-0.517803883624169,-5.01137127696158,-0.501137127696158,-5.59189544796458,-0.559189544796458,-7.87537711888201,-0.787537711888201,-5.40881839197405,-0.540881839197405,-3.38656254961934,-0.338656254961934,-3.84397676727399,-0.384397676727399,-1.68132671503564,0.186126874846154,-4.77394216730222,0.0084470149463899,8.5817542474874,1.54471576454773,9.64083569746842,1.2533086406709,7.51345134442727,1.05188318821982,5.7543649060405,0.690523788724861,9.73713427247931,1.75268416904628,1.5940914599106,0.111586402193742,1.58939385885694,0.858272683782748,3.34601295857279,0.46844181420019,3.46359276291516,0.311723348662364,3.02828290357912,0.484525264572659,5.25655596373445,0.105131119274689,2.15429289939153,0.107714644969577,70.38997719,4.62890924750774,3.8316927071544,1.8584590339405,1.12899201276076,5.54407373718118,-2.82875717354849,-1.5854650807751,-1.20088831957711,-1.63587374517522,-0.883740101365042,-1.46887775827996,-2.76558803632511,7.038997719
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,20964.6153846154,65795.5384615385,1.41076923076923,-5.72939245686728,-0.572939245686728,-4.03919490240065,-0.403919490240065,-4.7993047394949,-0.47993047394949,-5.41697253090256,-0.541697253090256,-0.346330484797377,-0.0346330484797377,-5.17871642608628,-0.517871642608628,-5.12892951184199,-0.512892951184199,-5.7387306468908,-0.57387306468908,-9.88725653942579,-0.988725653942579,-5.52451990531152,-0.552451990531152,-3.62110792735238,-0.362110792735238,-3.71075744029459,-0.371075744029459,-1.73282807099504,0.176783745384615,-5.07415766521364,0.00625635417181775,8.55779448958485,1.54040300812527,9.65233966531506,1.25480415649096,7.36559048295233,1.03118266761333,5.67470210857249,0.680964253028699,9.74905363576774,1.75482965443819,1.55091659767825,0.108564161837478,1.65661319128261,0.894571123292609,3.4988255480102,0.489835576721428,3.32192060483868,0.298972854435481,2.93510790876877,0.469617265403004,5.2907181288431,0.105814362576862,2.11476511169135,0.105738255584568,24.25268384,4.65075902566774,5.64049632453013,3.23665447589381,0.68386944213577,5.16368607668683,-2.27952641943336,-1.75766943011725,-0.529731272967329,-1.91812785299307,-1.40003513868827,0.254765027111349,-2.7915101609367,2.425268384
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,18354.5384615385,46608.6923076923,1.35230769230769,-6.20767971639519,-0.620767971639519,-4.54364363133611,-0.454364363133611,-5.79071777564526,-0.579071777564526,-5.98783575270515,-0.598783575270515,-2.03565689483058,-0.203565689483058,-5.80785758233995,-0.580785758233995,-5.15178594830452,-0.515178594830452,-5.34108280320634,-0.534108280320634,-8.76818384489765,-0.876818384489765,-5.64174971051709,-0.564174971051709,-3.66559351839976,-0.366559351839976,-3.73527804158738,-0.373527804158738,-1.73324952754654,0.176709254461538,-5.92179772519385,0.00268037723819358,8.67213331395159,1.56098399651129,9.77961448264658,1.27134988274405,7.50645258137216,1.0509033613921,5.76470733500438,0.691764880200526,9.52275758099223,1.7140963645786,1.67657121845375,0.117359985291762,1.84867273514208,0.998283276976721,3.5233746758147,0.493272454614058,3.3650311178055,0.302852800602495,3.01825103528569,0.482920165645711,5.3826754753159,0.107653509506318,2.36466586822196,0.118233293411098,28.08949975,4.4034353645113,4.39791550733173,3.17130953278171,1.38268070020505,4.77832532760335,-2.87980879691738,-1.87272990911207,-0.581020222394989,-0.680523280345918,-1.68122982794957,0.704934596700514,-3.51346999760676,2.808949975
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,17416.5833333333,46639,1.30666666666667,-5.93792772912348,-0.593792772912348,-4.32753952208735,-0.432753952208735,-5.16855125893534,-0.516855125893534,-5.43130366113642,-0.543130366113642,-1.40805341917724,-0.140805341917724,-5.36872637712642,-0.536872637712641,-5.02953047961501,-0.502953047961501,-5.22586114077697,-0.522586114077697,-9.01075851553225,-0.901075851553225,-5.41515500098365,-0.541515500098365,-3.35098059673607,-0.335098059673607,-3.73386801684787,-0.373386801684787,-1.69788711892825,0.183069920666667,-5.05764910935764,0.00636049475218899,8.84748557832654,1.59254740409878,9.96093738096627,1.29492185952562,7.64613944339815,1.07045952207574,5.84005726513789,0.700806871816546,9.39155639205623,1.69048015057012,1.59391220029146,0.111573854020402,1.85528283308029,1.00185272986335,3.36651437403964,0.47131201236555,3.29588221608711,0.29662939944784,3.11505750563613,0.498409200901781,5.66219633304157,0.113243926660831,3.0024055143708,0.15012027571854,32.86456422,5.36724498943968,5.66325189461507,3.33363887098772,1.59953019267307,3.64695192319262,-2.74123085579003,-1.44426089528348,-1.85484195010691,-0.48511252716854,-0.554019320911886,1.26404031663274,-0.919667827849011,3.286456422
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,16929.8461538462,45918,1.36230769230769,-5.72929627885886,-0.572929627885886,-4.01771344434583,-0.401771344434583,-4.8122356598938,-0.48122356598938,-5.25237317668738,-0.525237317668738,-1.26116863037188,-0.126116863037188,-6.32320733167889,-0.632320733167889,-5.10515592812683,-0.510515592812683,-5.51048431648953,-0.551048431648953,-7.81330842847929,-0.781330842847929,-5.21495666523312,-0.521495666523312,-3.28040347858542,-0.328040347858542,-3.72054905407611,-0.372054905407611,-1.68097560195643,0.186192237846154,-5.50422342650979,0.00406954777494389,8.67672819833176,1.56181107569972,9.73080159766745,1.26500420769677,7.72139446883604,1.08099522563705,5.94781364614823,0.713737637537787,9.55953187891748,1.72071573820515,1.89410531257422,0.132587371880195,2.05952593217641,1.11214400337526,3.7369658683285,0.52317522156599,3.60853466875703,0.324768120188133,3.11948028906967,0.499116846251147,5.25754462550231,0.105150892510046,2.40705045952541,0.120352522976271,31.47956371,5.3524918577489,4.86426664776876,3.81435900502037,0.498673389561937,4.08686112519108,-2.22248485466774,-1.42071465697524,-1.39583706018619,-2.13606979960668,-0.990993655976694,0.0545374388059435,-1.58835415515511,3.147956371
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,15819.5454545455,50811.9090909091,1.30363636363636,-5.12650564656387,-0.512650564656387,-3.86113519583457,-0.386113519583457,-4.54101325475892,-0.454101325475892,-4.92757916894252,-0.492757916894252,-0.241410123171614,-0.0241410123171614,-4.85243258764771,-0.485243258764771,-5.07011391383461,-0.507011391383461,-5.21135455052653,-0.521135455052653,-7.67869242502652,-0.767869242502652,-4.75551388618613,-0.475551388618613,-3.16181279214403,-0.316181279214403,-3.6720497321367,-0.36720497321367,-1.57305164798867,0.207411269363636,-4.91956199593767,0.00730232867287039,9.09065488779916,1.63631787980385,10.0443589944064,1.30576666927283,8.05216999710903,1.12730379959526,6.37222233759682,0.764666680511619,10.4769492488063,1.88585086478514,2.26517888895096,0.158562522226567,2.40585534898045,1.29916188844944,4.12140480975152,0.576996673365213,3.86912466450018,0.348221219805016,3.55103318664884,0.568165309863815,5.46924393047532,0.109384878609506,2.82054400525482,0.141027200262741,40.47366511,4.79296940131371,5.28836591873424,3.44699981112093,2.05223109378202,6.50835589198521,-2.42337291099073,-2.32714821146914,0.0290582498016057,-0.317335187047262,-0.80727692262726,1.63418196623794,-1.46981544065408,4.047366511
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,16145.25,49209.6666666667,1.34416666666667,-4.88791990189742,-0.488791990189742,-3.39794509775448,-0.339794509775448,-4.14310948016651,-0.414310948016651,-4.81289551460426,-0.481289551460426,-0.498931550976564,-0.0498931550976564,-5.47343370597072,-0.547343370597072,-5.0706670554146,-0.50706670554146,-5.19875950523537,-0.519875950523537,-7.27506600533252,-0.727506600533252,-4.74226830391259,-0.474226830391259,-3.05562753464307,-0.305562753464307,-3.69700945714115,-0.369700945714115,-1.60994687855582,0.19989823275,-4.70687698965809,0.00903294357113845,8.95497161851489,1.61189489133268,9.89376972856614,1.2861900647136,7.93053966870594,1.11027555361883,6.23417589697179,0.748101107636615,10.1394031595937,1.82509256872686,2.08466893551853,0.145926825486297,2.17124647299971,1.17247309541984,3.77829489814228,0.528961285739919,3.75162665085004,0.337646398576503,3.4014242215987,0.544227875455792,5.30808874723216,0.106161774944643,2.89538225547318,0.144769112773659,36.81900645,5.44172473280585,5.22672413884922,3.68304392699721,1.38054435170531,5.27286820942501,-2.28938952866139,-1.55429696675961,-1.56084446284981,-1.45138053512525,-0.727511785635203,1.01040326132698,-2.75961006259456,3.681900645
