"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","K_sd","Ca","Ca_sd","Ti","Ti_sd","Mn","Mn_sd","Fe","Fe_sd","Co","Co_sd","Ni","Ni_sd","Cu","Cu_sd","Zn","Zn_sd","Rb","Rb_sd","Sr","Sr_sd","Zr","Zr_sd","Mo_coh","coh_inc","Mo_coh_sd","coh_inc_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","dry_mass_pc","K_ICP_sd_FDV2023","Ca_ICP_sd_FDV2023","Ti_ICP_sd_FDV2023","Mn_ICP_sd_FDV2023","Fe_ICP_sd_FDV2023","Co_ICP_sd_FDV2023","Ni_ICP_sd_FDV2023","Cu_ICP_sd_FDV2023","Zn_ICP_sd_FDV2023","Rb_ICP_sd_FDV2023","Sr_ICP_sd_FDV2023","Zr_ICP_sd_FDV2023","dry_mass_err"
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,21782.6666666667,52798.3333333333,1.29166666666667,-8.32435361368831,-0.832435361368831,-6.61499894187169,-0.661499894187169,-8.11070815434533,-0.811070815434533,-8.04695603047721,-0.804695603047721,-3.58034100787613,-0.358034100787613,-7.12736858521983,-0.712736858521983,-5.39093296930901,-0.539093296930901,-6.38277834996271,-0.638277834996271,-8.8647626869153,-0.88647626869153,-7.29543309223325,-0.729543309223325,-8.17678378207948,-0.817678378207948,-3.82246228744961,-0.382246228744961,-1.93825101985481,0.143955505083333,-5.80548318846083,0.00301099939000146,7.34292552813836,1.32172659506491,7.84267996218333,1.01954839508383,5.83054549007266,0.816276368610172,3.6160372217274,0.433924466607288,8.27949587269265,1.49030925708468,0.557321332541838,0.0390124932779287,1.26878301189716,0.685142826424464,1.76274342417884,0.246784079385038,2.6352276865988,0.237170491793892,1.48137044625347,0.237019271400555,3.83739375220028,0.0767478750440056,1.86113383862431,0.0930566919312157,13.6157151,6.37991334620736,3.49737575689997,1.58786741113314,-1.00492444322772,3.88158857289427,-5.39446489683244,-4.24873329038062,-3.90820335957217,-3.13178283662553,-3.05947578279728,-0.65563963789172,-2.53974814739952,1.36157151
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,21759.5833333333,52292.1666666667,1.33,-8.17590406053768,-0.817590406053768,-5.78629652032065,-0.578629652032065,-7.1562734256974,-0.71562734256974,-7.26773457615992,-0.726773457615992,-3.30464934232977,-0.330464934232977,-6.70291331440332,-0.670291331440332,-5.30081906285287,-0.530081906285287,-6.14754368823822,-0.614754368823822,-6.10088583933442,-0.610088583933442,-6.3155892135512,-0.63155892135512,-5.10346956634338,-0.510346956634338,-3.88331928060777,-0.388331928060777,-1.91038761723161,0.148022999166667,-5.74375034083128,0.00320273418525427,8.51167617120909,1.53210171081764,8.75807660650184,1.13854995884524,6.97603890594798,0.976645446832717,4.08682416932195,0.490418900318634,8.42689211285074,1.51684058031313,0.158035995347025,0.0110625196742917,1.95337492700147,1.05482246058079,2.93429859087982,0.410801802723175,4.42020843695187,0.397818759325668,2.94516564297707,0.471226502876331,4.80370016784794,0.0960740033569588,3.57352940771241,0.178676470385621,19.65584023,7.22530484583096,4.56666103966707,2.37326375234184,-1.43675638426703,3.32582393071755,-4.40066167346688,-2.73865550173223,-1.73473839781915,0.185828427196308,-2.20940591853322,-0.174803375279016,-0.391038130230096,1.965584023
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,22119.4,57449,1.346,-7.29190143720988,-0.729190143720988,-5.1750432851041,-0.51750432851041,-6.23716440247127,-0.623716440247127,-6.77547686113222,-0.677547686113222,-1.57468365399816,-0.157468365399816,-5.58425640728806,-0.558425640728806,-5.19522262464297,-0.519522262464297,-5.63726262806277,-0.563726262806277,-6.25435382213697,-0.625435382213697,-6.71374399912544,-0.671374399912544,-4.69940871280571,-0.469940871280571,-3.88437380087466,-0.388437380087467,-1.83094036330463,0.1602627916,-6.0211693299047,0.00242683010150897,9.70852820561717,1.74753507701109,9.04100380665293,1.17533049486488,7.582225674148,1.06151159438072,4.99824535279201,0.599789442335041,9.82855417128756,1.76913975083176,2.70737906727561,0.189516534709293,2.28690351891334,1.2349279002132,3.23458375089402,0.452841725125163,4.50048585044673,0.405043726540206,3.76510499590153,0.602416799344245,5.01434956763412,0.100286991352682,3.71147308000633,0.185573654000317,21.79052633,8.28918792007013,4.62895784972354,3.41468147889351,-1.18558461478387,3.50355067375237,-2.98298557894521,-3.19710227347252,-2.37743602876921,-0.1875328838011,-0.182959468216188,0.953145772105413,-0.0862085291763824,2.179052633
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,23491.9090909091,61638.1818181818,1.34909090909091,-8.17960866566867,-0.817960866566867,-5.46525974364459,-0.546525974364459,-7.11020083002609,-0.711020083002609,-7.01574718725223,-0.701574718725223,-1.34371676740077,-0.134371676740077,-5.0591491032681,-0.50591491032681,-5.1847944837352,-0.51847944837352,-5.65380172039836,-0.565380172039836,-7.69654720977453,-0.769654720977453,-8.73972410154726,-0.873972410154726,-5.61110495434336,-0.561110495434336,-3.89174767148897,-0.389174767148897,-1.86475590745683,0.154934023454545,-5.69910822298637,0.00334895066566226,9.28808227205149,1.67185480896927,9.04402113279338,1.17572274726314,7.33838856463051,1.02737439904827,5.00469055174463,0.600562866209355,10.4469976275415,1.88045957295746,1.56624775644835,0.109637342951385,2.30466219731852,1.244517586552,3.2228939294629,0.451205150124807,4.42273332782719,0.398045999504447,3.04841410108306,0.487746256173289,4.97818920065822,0.0995637840131643,3.3230000127477,0.166150000637385,19.47346052,7.69169163362017,3.3115031111118,2.07229394574194,-1.68258174259904,5.15703858194915,-3.27735071370475,-2.33818970094371,-1.60738806979778,-0.391390880337621,-2.36939349502983,0.87431295469437,1.37265009959275,1.947346052
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,23876.4,60911.7,1.358,-7.96381695910768,-0.796381695910768,-5.14897803524557,-0.514897803524557,-6.99114846944433,-0.699114846944433,-7.19395746529866,-0.719395746529866,-1.84243040345179,-0.184243040345179,-5.41468580331101,-0.541468580331101,-5.27100149019434,-0.527100149019434,-5.70549476118379,-0.570549476118379,-5.07973652024189,-0.507973652024189,-6.79034787168447,-0.679034787168447,-4.7510250936801,-0.47510250936801,-3.89786813280265,-0.389786813280265,-1.85786302703802,0.1560056543,-6.17839762221595,0.00207374814577925,11.1074916836214,1.99934850305185,9.28899573342214,1.20756944534488,8.00856570530786,1.1211991987431,6.21202271619992,0.74544272594399,10.1602156930854,1.82883882475537,1.85250594746283,0.129675416322398,2.23277431990246,1.20569813274733,2.51898773373569,0.352658282722996,4.14889549601093,0.373400594640983,4.9287008454864,0.788592135277824,5.11122645283105,0.102224529056621,4.10353283661237,0.205176641830618,26.28431951,9.47327168717847,4.54587537966246,2.64601413625186,1.7995215501821,3.64773917300838,-3.8282563326357,-3.56300060263451,-2.57524266727526,-1.14427411693686,0.726607563668417,0.959546236605112,1.90077600329844,2.628431951
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,24296.5454545455,57427.3636363636,1.31909090909091,-8.35684460400214,-0.835684460400214,-5.41437262611466,-0.541437262611466,-8.04880300473801,-0.804880300473801,-7.16490085805971,-0.716490085805971,-3.75376069454476,-0.375376069454476,-6.598334493059,-0.6598334493059,-5.25872591601532,-0.525872591601532,-5.89163590129852,-0.589163590129852,-9.10296027756117,-0.910296027756117,-7.2492745879547,-0.72492745879547,-5.01034336655924,-0.501034336655924,-3.88790480330515,-0.388790480330515,-1.90500440132438,0.148821987636364,-5.64046490563339,0.00355121707675302,7.8159441609251,1.40686994896652,8.85011583510835,1.15051505856409,5.70716697941964,0.799003377118749,4.0200614892263,0.482407378707156,10.1783639253917,1.8321055065705,2.83582027716898,0.198507419401829,2.26923829310479,1.22538867827659,3.42432388757179,0.479405344260051,5.03855590993543,0.453470031894189,1.66473145136415,0.266357032218264,4.70858561298687,0.0941717122597375,1.84936101446338,0.0924680507231688,15.13709242,6.44958660815693,4.21608464007972,1.25842597536065,-0.373676340690111,5.29616788707133,-2.6204314748365,-2.7918243055358,-2.09545280050523,-0.0910727765916063,-2.91464979278575,0.727265684166521,-2.20321846987363,1.513709242
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,24361,56855.4545454545,1.39818181818182,-8.81418363035824,-0.881418363035824,-5.55609395270816,-0.555609395270816,-8.48111324194804,-0.848111324194804,-7.22359021115963,-0.722359021115963,-3.97673298899806,-0.397673298899806,-7.15939126124484,-0.715939126124484,-5.22883633110961,-0.522883633110961,-5.85645425473815,-0.585645425473815,-8.06347960464387,-0.806347960464387,-7.35339910304857,-0.735339910304857,-5.76461657956939,-0.576461657956939,-3.89387306053905,-0.389387306053905,-1.91602091540663,0.147191485818182,-5.63449966522492,0.00357246424196973,10.0604577084739,1.8108823875253,8.89923601451618,1.1569006818871,7.55171928570447,1.05724069999863,5.46278507773667,0.655534209328401,9.93036942402266,1.78746649632408,1.74078998486452,0.121855298940516,1.83882523557302,0.992965627209433,2.50411667342474,0.350576334279463,4.03820854355804,0.363438768920224,4.06764638555692,0.650823421689107,5.03673035693971,0.100734607138794,3.44709555981437,0.172354777990719,22.36604891,8.19178565524037,5.85779993732473,4.53018375524104,2.6100952681528,7.00945463356136,-1.48607349504094,0.569190988181305,-0.994968632570582,0.413134124549874,0.502522350001301,0.667493795763234,-0.51472777392739,2.236604891
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,22100.0909090909,54142.1818181818,1.27,-7.3112514920674,-0.73112514920674,-4.98199434764984,-0.498199434764984,-6.39360025215407,-0.639360025215407,-6.61741153337336,-0.661741153337336,-2.7267129000849,-0.27267129000849,-6.29608226671114,-0.629608226671114,-5.30835081245172,-0.530835081245172,-5.71086111921764,-0.571086111921764,-4.37934565666729,-0.437934565666729,-5.65745916643924,-0.565745916643923,-4.22359937002681,-0.422359937002681,-3.83129662078723,-0.383129662078724,-1.84151856961901,0.158576433909091,-5.34132966789376,0.00478949806078012,6.76619014300013,1.21791422574002,8.66848236944953,1.12690270802844,5.41898367225024,0.758657714115033,3.59863321185762,0.431835985422915,7.76434259814642,1.39758166766636,0.437681308376675,0.0306376915863672,2.03276637087805,1.09769384027415,3.79810302271528,0.53173442318014,4.69189223495974,0.422270301146377,1.2699297134193,0.203188754147088,4.58307553783376,0.0916615107566751,1.83343076570928,0.0916715382854638,12.20914471,6.00050036388099,4.25898926679981,0.705367728064666,-2.11748363703603,2.27103707812829,-4.53856386671942,-2.50258623265872,-1.88306784036054,-0.299200437521624,-3.26069477451645,0.164149271467765,-1.99353873826423,1.220914471
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,23119.3333333333,56701.3333333333,1.27833333333333,-7.4591121759077,-0.74591121759077,-4.70870176364323,-0.470870176364323,-6.97644955733823,-0.697644955733823,-6.94698928478773,-0.694698928478773,-3.03769731749776,-0.303769731749776,-6.49579543714895,-0.649579543714895,-5.27026605262003,-0.527026605262003,-5.62176075425489,-0.562176075425489,-5.87465364514947,-0.587465364514947,-6.83176115227275,-0.683176115227276,-4.56137621890712,-0.456137621890712,-3.86077170798871,-0.386077170798871,-1.88616227593302,0.15165269475,-5.82897585552542,0.00294108742220876,8.95758858231473,1.61236594481665,9.11437754626484,1.18486908101443,7.2737868892733,1.01833016449826,4.48256118016038,0.537907341619245,8.73921076841923,1.57305793831546,1.40336231461165,0.0982353620228157,1.78510366492264,0.963955979058226,3.59979513160203,0.503971318424285,5.56695263135749,0.501025736822174,3.41320377295125,0.5461126036722,5.12420449095423,0.102484089819085,3.41522430313818,0.170761215156909,22.9846784,7.60610726799621,3.8295549773079,2.40046354015638,-1.91004477124907,2.71722094895158,-3.71154846556688,-2.67471088895355,-1.10543315095016,0.901039061796975,-1.36122894388347,0.670393547395899,1.19362388420362,2.29846784
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,22181.1666666667,53873,1.32166666666667,-7.75744503720061,-0.775744503720061,-5.15280892334931,-0.515280892334931,-6.8979421564007,-0.68979421564007,-6.96013237595912,-0.696013237595912,-3.02641374952533,-0.302641374952533,-6.07529548430377,-0.607529548430377,-5.22642249034196,-0.522642249034196,-5.37673305190963,-0.537673305190963,-8.18489024792546,-0.818489024792546,-7.00768301875529,-0.700768301875529,-4.62828626682757,-0.462828626682757,-3.86105844261058,-0.386105844261058,-1.89779959933778,0.149898092416667,-6.11867538699145,0.00220136997425113,7.58747244830713,1.36574504069528,8.79883085915351,1.14384801168996,6.13538078300935,0.858953309621309,3.8394514938833,0.460734179265996,8.21468216401249,1.47864278952225,0.713556964185686,0.049948987492998,1.89825515343819,1.02505778285662,3.52824534193737,0.493954347871232,4.9449583915595,0.445046255240355,2.05354660680524,0.328567457088838,4.74493052053587,0.0948986104107174,3.08978528026546,0.154489264013273,23.15568582,6.59085933024035,2.53000541148801,1.41864121487883,-1.59326350131805,3.35831851941963,-4.42355963189666,-3.02013611984136,-3.68312066780009,-0.707505576733216,-2.15633379990156,0.424757633429026,-0.650249188813882,2.315568582
