"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","Robustness_low","Robustness_high","Bootstrap_Unstable","Global_Rank","Robustness_score","SNR_CI_s","SNR_smooth_s","Robustness_score_site","Robustness_Rank","Stability_class"
"Ca","BI10","OLS_weighted",5017,8704.48569640587,2346.12378187831,14883.6168606104,0.157631293780973,0.000982002448699456,0.629212858359254,0.588405803230984,FALSE,5,0.588405803230984,0.868458374801672,0.989034686350044,0.916688899421021,1,"Stable"
"Ca","BI10","OLS",5017,9134.44342980325,2400.78482472853,18376.0319985411,0.130647618861304,0.000960331115133468,0.54449572959814,0.503688674469871,FALSE,6,0.520511230722479,0.693993386198165,0.950521263751669,0.796604537219567,2,"Stable"
"Ca","BI10","PLS_LOO",4709,8351.83222341035,2143.57729105073,16585.927558862,0.12924072430941,0.000924444657622765,0.622366279387121,0.653319390092195,FALSE,2,0.638537096368868,0.684897003192764,0.886745294475947,0.765636319706037,3,"Stable"
"Ca","BI10","PLS_kfold",4709,8351.83222341035,2143.57729105073,16585.927558862,0.12924072430941,0.000924444657622765,0.622366279387121,0.653319390092195,FALSE,3,0.638537096368868,0.684897003192764,0.886745294475947,0.765636319706037,4,"Stable"
"Ca","BI10","Bayes",4709,9343.42573604014,2437.29309147414,17620.7054457901,0.138319836227468,0.000816251853367467,0.597167517234048,0.607069768039878,FALSE,4,0.634509260499655,0.743598687156478,0.694469393239886,0.723946969589841,5,"Acceptable"
"Ca","BI10","RF",4709,8674.54424436304,2685.7245805928,15090.3567661259,0.177976215023728,0.00042547697913166,0.642410341669775,0.642410341669775,FALSE,1,0.642410341669775,1,0,0.6,6,"Acceptable"
"Ca","BI10","WLS_weighted",5017,9183.88358975807,2337.47336212703,97060.955278778,0.0240825299463966,0.0009872092238201,0.232184212207787,0.191377157079517,FALSE,7,0.205925410630512,0.00498875364089678,0.998287957727436,0.402308435275512,7,"Marginal"
"Ca","BI10","WLS",5017,9186.32244910297,2335.27006011243,100179.133008929,0.0233109430075053,0.000988172582479617,0.229923291436982,0.189116236308712,FALSE,8,0.203490077962097,0,1,0.4,8,"Marginal"
"Sr","BI10","PLS_LOO",4709,135.446226788896,32.8644652054252,222.083029454535,0.147982785024793,0.0594940710191858,0.633054729325594,0.669151720053799,FALSE,2,0.715434657119346,0.876666897328634,0.919832342138178,0.893933075252452,1,"Stable"
"Sr","BI10","PLS_kfold",4709,135.446226788896,32.8644652054252,222.083029454535,0.147982785024793,0.0594940710191858,0.633054729325594,0.669151720053799,FALSE,3,0.715434657119346,0.876666897328634,0.919832342138178,0.893933075252452,2,"Stable"
