"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP_overall","RMSEP","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"PB1","Ca","Bayes",0.848295610597957,0.747159350996595,1,947,0.636884102731344,0.428801053115093,5546.07861545861,0.437812064252784,4,0.634509260499655,"Acceptable 4","Moderate confidence",FALSE,1
"PB1","Ca","RF",0.760465860588236,0.71736888447434,0.82511132475908,947,0.682203721520104,0.401150756423534,4911.79054471344,0.405320083182145,1,0.642410341669775,"Unstable","Low confidence (noise-dominated)",FALSE,2
"PB1","Ca","PLS_LOO",0.735248061254937,0.686868825759716,0.80781691449777,947,0.605172814508826,0.447133012734933,5921.70892622602,0.450351241681476,2,0.638537096368868,"Acceptable 2","Moderate confidence",FALSE,3
"PB1","Ca","PLS_kfold",0.735248061254937,0.686868825759716,0.80781691449777,947,0.605172814508826,0.447133012734933,5921.70892622602,0.450351241681476,3,0.638537096368868,"Acceptable 3","Moderate confidence",FALSE,4
"PB1","Ca","OLS_weighted",0.6,1,0,970,0.60078407376705,0.449611220751241,5620.88386479327,NA,5,0.588405803230984,"Unstable","Low confidence",FALSE,5
"PB1","Ca","OLS",0.498902608172033,0.812491924675323,0.0285186334170986,970,0.605349695781694,0.447032844459699,5504.63271481712,0.450923989941031,6,0.520511230722479,"Unstable","Low confidence",FALSE,6
"PB1","Ca","WLS_weighted",0.0655916806439982,0.00593467690114087,0.155077186258284,970,0.604732452698864,0.447382293228408,5447.03371534874,NA,7,0.205925410630512,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"PB1","Ca","WLS",0.063951417965293,0,0.159878544913233,970,0.604685117514639,0.447409080513934,5446.04597912254,NA,8,0.203490077962097,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"PB1","Sr","OLS",0.723100459175256,0.743000576494652,0.693250283196162,948,0.605940022011523,0.388440903375382,59.7735590156883,0.391554198151312,5,0.476601104377288,"Unstable","Low confidence",FALSE,1
"PB1","Sr","Bayes",0.616935079582628,0.979687411468163,0.072806581754324,947,0.635271572146413,0.373704733132646,56.5643915636821,0.385058169520708,1,0.734632075858658,"Preferred 1","Moderate confidence",FALSE,2
"PB1","Sr","RF",0.6,1,0,947,0.675793821060387,0.35233390312532,45.3389098498978,0.346757684558846,4,0.7,"Unstable","Low confidence (noise-dominated)",FALSE,3
"PB1","Sr","PLS_LOO",0.569216152131284,0.839202149048908,0.164237156754849,947,0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,2,0.715434657119346,"Acceptable 2","Moderate confidence",FALSE,4
"PB1","Sr","PLS_kfold",0.569216152131284,0.839202149048908,0.164237156754849,947,0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,3,0.715434657119346,"Acceptable 3","Moderate confidence",FALSE,5
"PB1","Sr","OLS_weighted",0.4,0,1,948,0.588442221601662,0.396971381054182,68.563181097856,NA,8,0.103567518923187,"Unstable","Low confidence (uncertainty-dominated)",FALSE,6
"PB1","Sr","WLS_weighted",0.370428333623989,0.102180442597992,0.772800170162983,948,0.605197017350042,0.38880693583257,61.616501941787,NA,7,0.212811409679503,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"PB1","Sr","WLS",0.323407597865661,0.0888205512749717,0.675288167751696,948,0.605899324973479,0.388460961218056,59.3656290640811,NA,6,0.23565984712543,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"PB1","Ti","RF",0.862128517764048,0.770214196273413,1,947,0.737139589077221,0.631009137231014,1647.90252563752,0.624680929647959,6,0.467170786497582,"Unstable","Low confidence (noise-dominated)",FALSE,1
"PB1","Ti","PLS_LOO",0.674305247052725,0.940538873364696,0.274954807584768,947,0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,1,0.840792000457897,"Preferred 1","High confidence (signal-dominated)",FALSE,2
