"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP_overall","RMSEP","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"HER42PB","Ca","OLS_weighted",0.949301017908188,0.982669310008451,0.899248579757793,4009,0.60078407376705,0.449611220751241,5620.88386479327,NA,5,0.588405803230984,"Unstable","Low confidence",FALSE,1
"HER42PB","Ca","OLS",0.82164391067847,0.783828233303201,0.878367426741374,4009,0.605349695781694,0.447032844459699,5504.63271481712,0.450923989941031,6,0.520511230722479,"Unstable","Low confidence",FALSE,2
"HER42PB","Ca","PLS_LOO",0.813346836177946,0.68891139362991,1,3971,0.605172814508826,0.447133012734933,5921.70892622602,0.450351241681476,2,0.638537096368868,"Acceptable 2","Moderate confidence",FALSE,3
"HER42PB","Ca","PLS_kfold",0.813346836177946,0.68891139362991,1,3971,0.605172814508826,0.447133012734933,5921.70892622602,0.450351241681476,3,0.638537096368868,"Acceptable 3","Moderate confidence",FALSE,4
"HER42PB","Ca","Bayes",0.750994619264153,0.688609794999761,0.844571855660739,3971,0.636884102731344,0.428801053115093,5546.07861545861,0.437812064252784,4,0.634509260499655,"Acceptable 4","Moderate confidence",FALSE,5
"HER42PB","Ca","RF",0.6,1,0,3971,0.682203721520104,0.401150756423534,4911.79054471344,0.405320083182145,1,0.642410341669775,"Unstable","Low confidence (noise-dominated)",FALSE,6
"HER42PB","Ca","WLS_weighted",0.383468487869532,0.00563720434531133,0.950215413155862,4009,0.604732452698864,0.447382293228408,5447.03371534874,NA,7,0.205925410630512,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"HER42PB","Ca","WLS",0.381140619932553,0,0.952851549831384,4009,0.604685117514639,0.447409080513934,5446.04597912254,NA,8,0.203490077962097,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"HER42PB","Sr","OLS",0.779856275534274,0.807112838308737,0.73897143137258,4009,0.605940022011523,0.388440903375382,59.7735590156883,0.391554198151312,5,0.476601104377288,"Unstable","Low confidence",FALSE,1
"HER42PB","Sr","PLS_LOO",0.774315135874368,1,0.43578783968592,3971,0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,2,0.715434657119346,"Acceptable 2","Moderate confidence",FALSE,2
"HER42PB","Sr","PLS_kfold",0.774315135874368,1,0.43578783968592,3971,0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,3,0.715434657119346,"Acceptable 3","Moderate confidence",FALSE,3
"HER42PB","Sr","Bayes",0.667665372779429,0.849184921910615,0.395386049082651,3971,0.635271572146413,0.373704733132646,56.5643915636821,0.385058169520708,1,0.734632075858658,"Preferred 1","Moderate confidence",FALSE,4
"HER42PB","Sr","RF",0.552056976219884,0.920094960366473,0,3971,0.675793821060387,0.35233390312532,45.3389098498978,0.346757684558846,4,0.7,"Unstable","Low confidence (noise-dominated)",FALSE,5
"HER42PB","Sr","OLS_weighted",0.4,0,1,4009,0.588442221601662,0.396971381054182,68.563181097856,NA,8,0.103567518923187,"Unstable","Low confidence (uncertainty-dominated)",FALSE,6
"HER42PB","Sr","WLS_weighted",0.389478873883024,0.109276874827769,0.809781872465906,4009,0.605197017350042,0.38880693583257,61.616501941787,NA,7,0.212811409679503,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"HER42PB","Sr","WLS",0.347071982399309,0.0962548526615804,0.723297677005901,4009,0.605899324973479,0.388460961218056,59.3656290640811,NA,6,0.23565984712543,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"HER42PB","Ti","OLS_weighted",0.899004882646638,0.831674804411064,1,3971,0.718555763474536,0.652933928562262,2173.73266969499,NA,5,0.661337636082951,"Unstable","Moderate confidence",FALSE,1
"HER42PB","Ti","OLS",0.864749901207091,0.86978503520777,0.857197200206072,3971,0.729930592021033,0.639603384224678,2035.54425020404,0.644447515724916,3,0.743637270225016,"Acceptable 3","Moderate confidence",FALSE,2
"HER42PB","Ti","PLS_LOO",0.854767594813831,0.870372664247135,0.831359990663874,3971,0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,1,0.840792000457897,"Preferred 1","High confidence (signal-dominated)",FALSE,3
"HER42PB","Ti","PLS_kfold",0.854767594813831,0.870372664247135,0.831359990663874,3971,0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,2,0.840792000457897,"Acceptable 2","High confidence (signal-dominated)",FALSE,4
"HER42PB","Ti","Bayes",0.812803110763835,0.839958972087245,0.77206931877872,3971,0.757847910218222,0.605643649083077,2132.72586760655,0.617880211717454,4,0.708492382993621,"Unstable","Low confidence (noise-dominated)",FALSE,5
"HER42PB","Ti","RF",0.6,1,0,3971,0.737139589077221,0.631009137231014,1647.90252563752,0.624680929647959,6,0.467170786497582,"Unstable","Low confidence (noise-dominated)",FALSE,6
"HER42PB","Ti","WLS_weighted",0.396153531041113,0.0171691508153443,0.964630101379767,3971,0.72919658362992,0.640471967780676,1893.08238585334,NA,7,0.368157739335141,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"HER42PB","Ti","WLS",0.391722038221694,0,0.979305095554236,3971,0.728935134347202,0.640781067535794,1882.89538666468,NA,8,0.356894570181163,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"HER42PB","Zr","PLS_LOO",0.867442783617596,0.779071306029327,1,3971,0.72037835645274,0.69492862207945,77.8910261396823,0.711474071275561,4,0.706487262772948,"Acceptable 4","Moderate confidence",FALSE,1
"HER42PB","Zr","PLS_kfold",0.867442783617596,0.779071306029327,1,3971,0.72037835645274,0.69492862207945,77.8910261396823,0.711474071275561,5,0.706487262772948,"Unstable","Moderate confidence",FALSE,2
"HER42PB","Zr","Bayes",0.833956442703841,0.870516083082886,0.779116982135273,3971,0.7219222288162,0.693007515213175,84.3816359771264,0.70718613446717,7,0.654203921526356,"Unstable","Moderate confidence",FALSE,3
"HER42PB","Zr","RF",0.781901669710799,1,0.454754174276997,3971,0.744624310661954,0.664116978438206,47.763991633004,0.675449546082181,3,0.759702310441133,"Acceptable 3","High confidence (signal-dominated)",FALSE,4
"HER42PB","Zr","OLS",0.598214220576155,0.97386233807808,0.0347420443232668,4009,0.608456680906178,0.822327315016661,148.16046066862,0.829368800202076,1,0.881052876763792,"Unstable","Low confidence (noise-dominated)",FALSE,5
"HER42PB","Zr","WLS_weighted",0.436242523190354,0.727070871983923,0,4009,0.608229412035276,0.822565937768544,162.575252795128,NA,2,0.770019585533002,"Unstable","Low confidence (noise-dominated)",FALSE,6
"HER42PB","Zr","WLS",0.286041533375089,0.471378771294851,0.00803567649544675,4009,0.608323185716187,0.822467487738816,159.077231156446,NA,6,0.668968439841682,"Unstable","Low confidence (noise-dominated)",FALSE,7
"HER42PB","Zr","OLS_weighted",0.0569254791643293,0,0.142313697910823,4009,0.401191970178938,1.01694769214115,153.784821913486,NA,8,0.243417629025981,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
