"Model","R2","RMSE","RMSEP","AIC","BIC","Rank","Rank_explanation","R2_explanation","RMSE_explanation","RMSEP_explanation"
"RF",0.735414904878447,0.366029340712551,0.370744505525973,NA,NA,1,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest. AIC/BIC reported but not used for ranking.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error in log-space.","RMSEP = 10-fold cross-validated error in log-space."
"Bayes",0.71849446314204,0.377551919451181,0.391342413156401,254.461762755566,283.189658599653,2,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest. AIC/BIC reported but not used for ranking.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error in log-space.","RMSEP = 10-fold cross-validated error in log-space."
"PLS_LOO",0.714591218855023,0.380160401230266,0.391014570914877,NA,NA,3,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest. AIC/BIC reported but not used for ranking.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error in log-space.","RMSEP = 10-fold cross-validated error in log-space."
"PLS_kfold",0.714591218855023,0.380160401230266,0.391014570914877,NA,NA,4,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest. AIC/BIC reported but not used for ranking.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error in log-space.","RMSEP = 10-fold cross-validated error in log-space."
"OLS",0.605349695781694,0.447032844459699,0.450923989941031,335.005013489929,345.777974431461,5,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest. AIC/BIC reported but not used for ranking.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error in log-space.","RMSEP = 10-fold cross-validated error in log-space."
"WLS_weighted",0.604732452698864,0.447382293228408,NA,321.186258039926,331.959218981458,6,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest. AIC/BIC reported but not used for ranking.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error in log-space.","RMSEP = 10-fold cross-validated error in log-space."
"WLS",0.604685117514639,0.447409080513934,NA,321.219522661163,331.992483602695,7,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest. AIC/BIC reported but not used for ranking.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error in log-space.","RMSEP = 10-fold cross-validated error in log-space."
"OLS_weighted",0.60078407376705,0.449611220751241,NA,359.871349044666,370.644309986199,8,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest. AIC/BIC reported but not used for ranking.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error in log-space.","RMSEP = 10-fold cross-validated error in log-space."
