"Location","Site","Section","sample","min_depth","max_depth","midpoint","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","Rb_fit_OLS","Rb_lwr_OLS","Rb_upr_OLS","Rb_fit_WLS","Rb_lwr_WLS","Rb_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-0.839723577744537,-0.0419861788872269,-2.77198839105349,-0.138599419552675,-2.92694328758423,-4.37589462471589,-1.47799195045256,-2.91650800424023,-4.32224460454641,-1.51077140393405
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,0.27573350247518,0.013786675123759,-2.92921135759837,-0.146460567879918,-2.4418933522247,-3.89729106488471,-0.986495639564703,-2.36629683382939,-3.57992030159783,-1.15267336606095
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-0.435822186164613,-0.0217911093082307,-2.37826768433896,-0.118913384216948,-2.75130914858278,-4.20152135581808,-1.30109694134748,-2.71727931016266,-4.05179726882092,-1.3827613515044
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.370384560583944,-0.0185192280291972,-1.85048611823537,-0.0925243059117683,-2.72285398287462,-4.17338544065251,-1.27232252509674,-2.68500149939063,-4.00814301888099,-1.36185997990028
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.29078024510822,-0.064539012255411,-1.76646475756258,-0.088323237878129,-3.12308262026491,-4.57207170645495,-1.67409353407487,-3.13899654393635,-4.62607703639807,-1.65191605147464
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-2.95175148921969,-0.147587574460984,-2.28394595510923,-0.114197297755461,-3.84534617381338,-5.30757134325317,-2.3831210043736,-3.95828842745849,-5.75716230681072,-2.15941454810626
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.28783272785235,-0.0643916363926175,-0.8774587514868,-0.04387293757434,-3.12180090976275,-4.57078479530433,-1.67281702422116,-3.13754264943165,-4.62408602096242,-1.65099927790088
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-0.90953299282445,-0.0454766496412225,-3.19879095169139,-0.159939547584569,-2.95729950018304,-4.40615685047613,-1.50844214988995,-2.95094224707927,-4.36915082592103,-1.53273366823751
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-0.903410489391616,-0.0451705244695808,-1.31385196862518,-0.0656925984312589,-2.95463716565938,-4.40350129652329,-1.50577303479546,-2.94792225658447,-4.36503519797567,-1.53080931519327
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-0.373035287080188,-0.0186517643540094,-2.9686961989637,-0.148434809948185,-2.72400663566464,-4.17452453913394,-1.27348873219534,-2.68630899866945,-4.0099104194936,-1.3627075778453
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.20419256746874,-0.0602096283734368,-1.82641050004624,-0.0913205250023122,-3.08543047910526,-4.53429394675365,-1.63656701145687,-3.09628624310811,-4.56761715102536,-1.62495533519086
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.16733665746836,-0.058366832873418,-2.57554472711918,-0.128777236355959,-3.0694039039189,-4.51823096522938,-1.62057684260843,-3.07810667014429,-4.54275236988794,-1.61346097040064
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-0.879365445859559,-0.043968272292978,-1.38478940475059,-0.0692394702375293,-2.94418132023263,-4.39307480114259,-1.49528783932268,-2.93606178092928,-4.34887514400008,-1.52324841785848
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-0.651304420045331,-0.0325652210022666,-2.08879233356822,-0.104439616678411,-2.84501032764955,-4.29439776216907,-1.39562289313003,-2.82356823351854,-4.19587506765822,-1.45126139937886
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.234739598791536,-0.0117369799395768,-2.47601023557822,-0.123800511778911,-2.66386957090936,-4.1151647206855,-1.21257442113322,-2.61809316691276,-3.91780811850621,-1.31837821531932
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,0.127892344279184,0.00639461721395922,-2.33622473123766,-0.116811236561883,-2.50618120829562,-3.96019156968682,-1.05217084690441,-2.43922107101285,-3.67741861646063,-1.20102352556507
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.7933203524497,-0.039666017622485,-2.44978119481115,-0.122489059740557,-2.90676511862653,-4.35579915236717,-1.45773108488589,-2.89361911559264,-4.29109075846365,-1.49614747272164
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-1.07758932113928,-0.0538794660569641,-2.63776827740641,-0.131888413870321,-3.03037780380527,-4.47915883207378,-1.58159677553677,-3.03383783377351,-4.48225210748198,-1.58542356006504
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-0.667015641740448,-0.0333507820870224,-3.18034618618153,-0.159017309309077,-2.85184225978103,-4.30118316073999,-1.40250135882206,-2.83131796215512,-4.20639893171855,-1.45623699259169
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-2.19486920829209,-0.109743460414604,-2.56346956839811,-0.128173478419905,-3.51622037601363,-4.96987287723194,-2.06256787479531,-3.58494812325748,-5.23971522785591,-1.93018101865905
"Bird Island","BI10","BI10.4",145,141,142,141.5,-1.68201744152281,-0.0841008720761404,-2.51902115262141,-0.125951057631071,-3.29320980865817,-4.7434670764092,-1.84295254090715,-3.33197848789884,-4.89093914051256,-1.77301783528513
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-1.79295526703189,-0.0896477633515944,-2.02501836325217,-0.101250918162609,-3.34145046806705,-4.79227583807221,-1.8906250980619,-3.38669976036964,-4.96624162399354,-1.80715789674574
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-2.15410916715111,-0.107705458357556,-3.45533706865026,-0.172766853432513,-3.49849611241687,-4.95180710359477,-2.04518512123897,-3.56484279572865,-5.21193619387684,-1.91774939758045
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-1.12725291601267,-0.0563626458006336,-1.8531102017329,-0.0926555100866448,-3.05197372525329,-4.50077275956959,-1.60317469093699,-3.05833493468994,-4.51572278714894,-1.60094708223095
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-1.68781052303283,-0.0843905261516413,-3.58810117966018,-0.179405058983009,-3.29572889600075,-4.74601355253288,-1.84544423946861,-3.33483598749648,-4.89486929904269,-1.77480267595027
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-2.00870306574304,-0.100435153287152,-1.98971295858181,-0.0994856479290906,-3.43526712643475,-4.8874604808817,-1.98307377198781,-3.49311967642687,-5.1129183693961,-1.87332098345765
