"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,1.54132322151837,0.245186299934987,2.896325963,0.085387528,42.4429553104422,-70.823598642141,155.709509263025
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,1.50976366270431,0.191671624049888,2.113253146,0.03629458,38.7589225775974,-74.5119881746232,152.029833329818
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,1.76858735841107,0.218581817241434,6.431024383,0.078886265,68.9721132193741,-44.3542761590605,182.298502597809
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,1.63372834927209,0.1624926576575,35.64216716,0.676354366,53.229656016022,-60.0419064930213,166.501218525065
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,1.40176972103445,0.169295937768965,40.9140318,0.917402906,26.1524974242949,-87.1566876662612,139.461682514851
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,1.36822787759101,0.149524814663102,27.74345656,3.945793598,22.2370672405708,-91.0913617357343,135.565496216876
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,1.44449605427658,0.196991221204881,60.55383697,6.691084732,31.1400579648534,-82.1496620238344,144.429777953541
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,1.64249180487797,0.167398696891861,6.355756988,0.110447115,54.25263791178,-59.0207745104471,167.526050334007
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,1.64829609602764,0.11045322584039,31.40903404,0.597663272,54.9301885300358,-58.3445802538771,168.204957313949
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,1.61929535458366,0.181818988490682,6.255310392,0.136212551,51.5448534755802,-61.7241814687404,164.813888419901
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,1.62206910753448,0.257807691159405,30.42377281,3.299014819,51.8686411661449,-61.4008293790655,165.138111711355
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,1.63566271528168,0.23779284826348,21.97235957,0.521915705,53.4554597966964,-59.8164905617995,166.727410155192
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,1.65420058742422,0.17642978985105,39.24997232,1.135258391,55.6194357943578,-57.6568199606277,168.895691549343
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,1.78692143893127,0.0974764512150816,13.33706426,0.180364254,71.112300069291,-42.225894228724,184.450494367306
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,1.64148245111274,0.194773164675832,13.96054981,0.385854347,54.1348133144199,-59.1383739032254,167.408000532065
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,1.76619939505203,0.206768593182627,13.08141258,0.324463031,68.6933597921995,-44.631568641672,182.018288226071
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,1.65021181510591,0.181988358861663,11.39582517,0.228978244,55.1538156039395,-58.1214237815598,168.429054989439
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,1.4649587679403,0.140349346902602,8.138802933,0.19067742,33.5287259238742,-79.7536756274583,146.811127475207
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,1.72027402459518,0.0960102311915506,5.71655892,0.108668636,63.3323669776966,-49.9679010328671,176.63263498826
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,1.24921038536836,0.116889719842444,10.71344504,0.348935486,8.34383319022655,-105.080977202799,121.768643583253
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,1.69250433548653,0.137388663857677,9.674570314,0.181126451,60.0907359948322,-53.1977913117868,173.379263301451
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,1.52239363233392,0.192817258000212,58.14267286,6.463462839,40.2332531220912,-73.0355433019272,153.50204954611
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,1.54252869320422,0.228986478708257,5.057282645,0.115798204,42.5836732835721,-70.6827755064476,155.850122073592
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,1.41515429199378,0.177557444724328,16.90685979,0.392208159,27.7149146247309,-85.5875642501172,141.017393499579
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,1.51868439227099,0.193837202475044,5.156965844,0.162421667,39.800263488544,-73.4691025708481,153.069629547936
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,1.27502595885561,0.119821635057232,15.8979202,0.224859279,11.3573549667673,-102.042829616707,124.757539550242
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,1.15650267375921,0.146026237770918,34.80855314,1.065068086,-2.47818894789933,-116.008393341252,111.052015445453
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,1.02870675205877,0.188094393364551,12.27077458,0.312493156,-17.3961528346043,-131.115018649369,96.3227129801607
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,1.00036509768005,0.198167379489607,5.275218799,0.119640341,-20.7045508717677,-134.472047260347,93.0629455168113
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,1.05090185435994,0.0989362278856016,16.62081972,0.226326755,-14.8052584603167,-128.487759093298,98.8772421726642
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,1.3068740227729,0.0852855034755719,8.204676276,0.204151273,15.0750656813023,-98.297576800641,128.447708163246
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,1.0592885833641,0.0886984876715411,9.348601732,0.169618079,-13.8262528805853,-127.495405761255,99.842900000084
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,1.33888163436597,0.151531628201384,4.985074292,0.127587693,18.8114008279305,-94.5367224183785,132.159524074239
