depth	min	max	median	wmean
197.6	3198.2	3838.1	3555.7	3551.5
198.9	3210.3	3847.6	3564.6	3561.4
200.2	3228.3	3855.7	3574.5	3571.5
201.5	3245.6	3863.2	3582.6	3581.3
202.7	3261.9	3869.9	3590.9	3590.4
203.9	3275.2	3878.7	3599.4	3599.6
205.3	3294.8	3889.1	3609.6	3610.6
206.6	3310.3	3897.3	3619.1	3620.7
208	3323.5	3907.8	3629.3	3631.4
209.4	3340.2	3919.1	3639.6	3642.2
210.7	3354.7	3927.2	3649	3652.4
212.1	3370.9	3933.4	3659.9	3663.1
213.5	3385.5	3942.9	3669.8	3673.8
214.8	3398.8	3951.3	3679.5	3683.5
216.2	3416.9	3960	3688.7	3693.3
217.6	3435.6	3967.6	3699.1	3703.8
218.7	3448.7	3975.5	3707.4	3712
219.5	3459.8	3980.4	3713	3718
220.8	3473.9	3988.9	3721.9	3727.7
222.3	3488.6	3999.7	3732.6	3738.9
223.9	3505.7	4010.7	3743.8	3750.8
225.1	3522	4019.8	3752	3759.8
226.4	3540.8	4030.8	3761.5	3769.9
227.6	3554.3	4040.6	3770.2	3779.1
228.9	3568.2	4050.2	3779.5	3788.9
230	3583	4056.2	3787.3	3797.4
231.2	3597.8	4063.6	3795.7	3806.4
232.5	3614.4	4072.2	3805.9	3816.1
233.7	3628.1	4080.3	3815.4	3825.2
235	3645.9	4086.1	3823.8	3834.5
236.4	3664.6	4093.7	3832.8	3844.5
237.5	3677.1	4098.6	3840.7	3852.9
238.8	3689	4107.1	3850.9	3863.1
240	3707.4	4113.4	3859.1	3872.3
241.3	3724.9	4120.3	3868.5	3882.2
242.6	3739.2	4127	3878	3892.4
243.8	3747.9	4134.4	3886.7	3901.5
245.1	3759.7	4146.4	3899.1	3913.6
246.3	3769.1	4157.3	3910.9	3925.1
247.5	3777.3	4168.8	3922.9	3936.8
248.8	3784.2	4185.1	3935.2	3949.2
250	3795.6	4195.7	3946.3	3960.5
251.4	3808.5	4206.1	3959.4	3973.6
252.6	3817.2	4217.2	3971.3	3984.7
253.8	3825.4	4231	3981.9	3995.9
255	3836.3	4243.6	3995	4007.5
256.2	3845.3	4255.4	4007.3	4019.2
257.4	3854.2	4267.2	4019.4	4030.7
258.7	3863.2	4282.4	4032.4	4043.5
260.2	3876.7	4293.1	4046.5	4057.4
261.6	3887.7	4305.6	4060.4	4070.8
262.9	3896.2	4316.5	4072.8	4082.9
264.2	3906	4329	4084.5	4095.2
265.5	3919.9	4341.3	4097.2	4107.9
266.8	3931.9	4355.4	4109.7	4120.2
268	3941.8	4366.5	4121.2	4131.8
269.2	3950.6	4380.5	4132.8	4143.7
270.6	3966.4	4391.2	4146.5	4157.3
271.9	3979.9	4403.9	4160	4170.1
273.1	3987.9	4416.4	4172	4181.7
274.4	3999.5	4428.7	4185.3	4194.4
275.5	4012.5	4437.2	4195.8	4205
276.7	4023.4	4445.6	4207.6	4216.6
278	4035.4	4459.7	4219.9	4229
279.3	4046.3	4472.1	4233.1	4241.6
280.3	4059	4482.5	4242.6	4251.1
281.7	4073.3	4497.1	4255.7	4264.5
282.9	4083.4	4509.4	4267.4	4276
284.1	4093.9	4523	4279.1	4287.3
285.4	4110.2	4534.4	4291.6	4299.9
286.7	4124.2	4548.7	4304.5	4312.2
287.9	4135.4	4562.9	4316.4	4323.8
289.2	4145.2	4578.6	4329.5	4336.2
290.6	4166.4	4591.6	4343.9	4349.7
291.9	4179.2	4600.8	4357.4	4362
293.2	4191	4616	4370.5	4374.3
294.6	4204.9	4631.5	4385.9	4388.8
295.8	4217.9	4646.7	4398.7	4402.4
297.2	4228.9	4666.3	4414	4418
298.6	4238.2	4694.4	4428.9	4433.6
299.6	4247.8	4711.7	4439.8	4445.7
301.1	4261	4739.4	4456.6	4464.3
302.4	4271.6	4767.1	4471.6	4480.7
303.8	4278.6	4798.4	4486.7	4498.1
305.3	4294.1	4823.9	4503.8	4516.4
306.8	4307.1	4849.7	4521.7	4535.2
308.2	4317.6	4874.3	4538.2	4552.3
309.6	4329.9	4897.1	4553.9	4569.6
311	4344.1	4917.6	4571	4587.4
312.4	4357.3	4941.9	4588	4605.1
313.9	4368.8	4968.9	4605.9	4624.1
315.2	4383.3	4985.3	4621.4	4640.4
316.7	4397.7	5005.7	4640.5	4659.2
317.9	4407.9	5026	4654.3	4674.2
319.3	4419.3	5047.7	4670.3	4691.3
320.7	4434.4	5062.6	4687.9	4707.8
322.1	4446.7	5081.3	4705	4724.1
323.6	4460	5106.7	4722.5	4741.4
325	4471.8	5128	4739.1	4757.4
326.4	4483.4	5147	4755.7	4773.4
327.7	4492.6	5168.7	4769.9	4787.8
329.1	4502.4	5190.6	4785.8	4803.8
330.6	4517.1	5205.3	4803.4	4820
331.9	4528.1	5221.1	4819.1	4834.3
333.3	4539.1	5238.2	4834.5	4849.9
334.7	4552.6	5257.4	4850.5	4865.3
336.1	4564.8	5273.5	4867	4880.8
337.4	4575.9	5294.9	4881.8	4895.3
338.8	4584.9	5317	4897.1	4910.9
