depth	min	max	median	wmean
15	-57.5	-54.6	-56.1	-56.1
16.4	-56.5	-54	-55.3	-55.3
17.8	-55.8	-53	-54.5	-54.5
19.2	-55	-51.7	-53.5	-53.4
20.7	-52	-49.4	-50.8	-50.8
22.2	-49.6	-46.7	-48.2	-48.2
23.7	-47.5	-43.6	-45.5	-45.5
25	-44.1	-40.7	-42.4	-42.4
26.4	-40.2	-37.1	-38.7	-38.7
27.8	-37	-33	-35	-34.9
29.3	-32.4	-27.6	-30	-29.9
30.6	-24	-20.2	-22.1	-22.1
32.1	-15.9	-10.8	-12.8	-12.9
33.5	-9	-1.5	-4.3	-4.4
34.6	-1.2	70	18.3	22.8
36.1	1.9	246.9	67.3	83.2
37.6	5.4	423.9	116.6	143.9
39.2	15	596.1	170.3	208.1
40.8	48.2	652.6	244.8	273.9
42.3	70.8	719	312.5	335.8
43.8	87.3	805	373.8	396.7
45.2	135.2	845.1	432.3	450.9
46.7	178.4	888.6	497.2	508.8
48.3	208	961.7	561.7	570.5
49.9	270.2	1024.1	629.5	636.3
51.4	334.9	1064.1	699.2	702.6
52.9	376.8	1120.8	771.1	768.6
54.3	420.5	1184.4	833.5	829
55.9	503.6	1211.9	900.4	893.6
57.5	559.1	1254.7	970.2	958.5
59	594.8	1314.6	1035.2	1019.3
60.4	710.8	1331	1089.8	1074.7
61.9	799.4	1353.3	1151.3	1135.4
63.3	854.7	1386.7	1213.2	1192
64.7	937.7	1420.5	1264.7	1245.3
66.2	1052.9	1441.9	1309.5	1298.6
67.5	1103.3	1473.9	1349.1	1344.9
68.9	1145	1530.6	1398.4	1394.4
70.3	1174.2	1574.3	1431.4	1428
71.6	1202.4	1635.1	1457.2	1458.2
72.8	1224.2	1704.8	1477.9	1485.2
74.1	1244.9	1781.8	1500.7	1514.5
75.3	1269.5	1813	1530.9	1543.8
76.7	1305.2	1862.1	1565.6	1578.2
78	1330.3	1919.7	1594.7	1609.8
79.3	1353.9	1979.1	1622.5	1641
80.8	1388.4	2018.9	1660.8	1678.8
82.1	1410.9	2067.3	1694.4	1711.7
83.6	1434.4	2133.1	1731.8	1749.7
85	1463.9	2178.8	1766.4	1785.1
86.4	1493.6	2219.6	1803.5	1821
87.7	1514.4	2262	1835.9	1854.5
89.1	1531.7	2317.1	1869.6	1889.8
90.4	1562.7	2345.6	1904.2	1923.5
91.7	1585.2	2383	1939.7	1957.3
93.2	1608.4	2432.4	1979.2	1995.9
94.6	1637	2478.7	2015.4	2031.8
96	1667.6	2508.8	2051.7	2068.2
97.4	1692.7	2549.1	2088.1	2104.5
98.6	1708.6	2591.2	2117.6	2135.2
99.3	1722.8	2610.3	2134.6	2153.2
100.9	1762.2	2643.7	2176.7	2194.6
102.4	1785.6	2677.4	2216.2	2233.4
103.9	1810.8	2728.1	2255	2271.8
105.3	1848.8	2752.9	2291	2308.8
106.8	1887.8	2783	2327.5	2347.9
108.3	1916.1	2824.9	2364.6	2387.2
109.7	1949.3	2857.3	2396.8	2422.7
111.1	1986.9	2878.7	2431.5	2459
112.5	2018.1	2904.2	2465.1	2494.8
114.1	2048.1	2943.5	2503.5	2535.2
115.6	2085.6	2958.7	2528.6	2568.1
117.1	2114.4	2981.9	2552.7	2601.2
118.6	2141	3011.8	2584	2634.1
120.1	2164.2	3035.8	2606.8	2656.5
121.8	2190.5	3055.1	2630.4	2677.1
123.1	2207.9	3075.1	2649	2692.7
124.5	2225.6	3092.4	2667.9	2709
125.9	2247.7	3106.7	2687.6	2725.9
127.4	2271.1	3125.5	2709.3	2744.1
129	2289.6	3146.2	2733.7	2763
130.4	2307	3161.8	2751.7	2779.6
131.8	2324	3177.6	2770.4	2795.9
133.2	2339.3	3197.7	2791.4	2812.1
134.5	2353.8	3213	2810.1	2827.2
136	2375.4	3226.1	2829	2844.4
137.4	2392.7	3242.5	2847.1	2860.7
138.8	2411.8	3258.9	2867.2	2876.3
140.2	2431.7	3271.7	2883.6	2892.6
141.3	2449.7	3282.3	2898.4	2905.1
141.9	2457.2	3289.6	2905.7	2912.2
143.2	2473.3	3305.1	2923.9	2927.1
144.4	2488.5	3318.8	2940.3	2940.9
145.6	2507.8	3330	2955.6	2955.6
146.8	2524.7	3343.6	2972.1	2970.1
148	2540.6	3357	2987.4	2984.5
149.2	2554.7	3372.5	3004.9	2998.8
150.3	2569	3382.4	3018.1	3012.2
151.3	2582.2	3391	3030.5	3024
152.5	2595.5	3405.4	3045.7	3038.3
153.5	2606	3418.7	3059.6	3050.4
154.6	2619.2	3431.9	3073.1	3063.4
155.7	2636.6	3442.8	3084.9	3076.1
156.8	2650.3	3453.7	3098.8	3089.2
157.9	2665.3	3467.1	3111	3101.9
159	2677	3481.7	3125.3	3115.1
160.3	2699.5	3491.9	3139.6	3130.5
161.4	2716.6	3502.9	3152.3	3143.5
162.5	2730.1	3513.4	3164.9	3156.6
163.6	2742.7	3525	3179.3	3169.8
164.8	2762.2	3533.4	3193.7	3183.7
166	2784.5	3545.4	3206.8	3197.9
167.2	2801.7	3557.6	3220.5	3211.8
168.5	2815.8	3570.8	3235.3	3226.8
169.7	2834.9	3582.8	3250.2	3241.1
170.9	2852.4	3592.9	3263.9	3255.6
171.9	2867	3602.1	3276	3267.7
173.1	2883.1	3615.3	3291.2	3282.3
174.2	2895	3628.3	3305.2	3295.6
175	2904.9	3634.6	3314.8	3305.2
176.5	2926.4	3649	3331.7	3323
177.8	2942.3	3663.5	3347	3338.4
179.2	2958.3	3677.5	3364.3	3355.2
180.6	2979.6	3691.4	3379.1	3371.6
182	2999.9	3704.8	3395.5	3388.3
183.1	3014.5	3718.7	3408.6	3401.3
184.4	3033.7	3732.5	3422.7	3416.7
185.6	3053.1	3742.1	3436	3430.8
186.9	3072.2	3754.5	3451	3446.1
188.2	3087.1	3765.4	3466.6	3461.2
189.5	3100.6	3777.6	3481.9	3476.1
190.8	3118	3786.3	3495.9	3489.9
192	3134.2	3795.7	3509.9	3502.7
193.8	3153.8	3813.3	3528.9	3521.8
195	3169.6	3820.1	3537.7	3531.5
196.3	3183.8	3828	3546.8	3541.5
