"Model","R2","RMSE","RMSEP","AIC","BIC","Rank","RMSE_ppm_factor","RMSEP_ppm_factor","Mean_log_ppm","Mean_ppm","RMSE_ppm_abs","RMSEP_ppm_abs"
"RF",0.953906085277034,0.282147758461246,0.658892726350531,NA,NA,1,1.3259746294837,1.93265117547615,3.29719754323881,27.0367632911454,7.62836215864397,17.8143266765968
"Bayes",0.723503699572672,0.691034085621477,0.73294668717106,578.463608938088,607.191504782175,2,1.99577827214983,2.08120423886146,3.29719754323881,27.0367632911454,18.683324999061,19.8165060860732
"PLS(LOO)",0.697291605179832,0.723047851394819,0.762985283258762,NA,NA,3,2.06070436969634,2.14466911825806,3.29719754323881,27.0367632911454,19.548873606333,20.6286524980947
"PLS(k)",0.697291605179832,0.723047851394819,0.762985283258762,NA,NA,4,2.06070436969634,2.14466911825806,3.29719754323881,27.0367632911454,19.548873606333,20.6286524980947
"OLS",0.608456680906178,0.822327315016661,0.829368800202076,661.700465220814,672.473426162346,5,2.27579015963478,2.29187165468686,3.29719754323881,27.0367632911454,22.2330689639487,22.4234479321248
"WLS",0.608323185716187,0.822467487738816,NA,661.726819498081,672.499780439613,6,2.27610918569537,NA,3.29719754323881,27.0367632911454,22.2368587806574,NA
"WLS(wt)",0.608229412035276,0.822565937768544,NA,661.816062941063,672.589023882596,7,2.27633327974322,NA,3.29719754323881,27.0367632911454,22.2395205508072,NA
"OLS(wt)",0.401191970178938,1.01694769214115,NA,788.726977570257,799.499938511789,8,2.76474302500852,NA,3.29719754323881,27.0367632911454,27.4949740318969,NA
