"Location","Site","Section","sample","min_depth","max_depth","midpoint","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","Ln_inc_coh","coh_inc","Ln_coh_inc","Total_scatter","kcps_sd","cps_sd","MSE_sd","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","inc_coh_sd","Ln_inc_coh_sd","coh_inc_sd","Ln_coh_inc_sd","Total_scatter_sd","Water_Content_pc","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume_cm3","Volume_err_cm3","Wet_density_g_cm3","Dry_density_g_cm3","Dry_density_err_g_cm3","DMAR_g_cm2_yr","DMAR_err_g_cm2_yr","DMAR_err_pc"
"Kerguelen","KER3","CAT2.3A",15,21,22.1,21.6,21.6,0.6,68.9,609,320,325,270,0.05856,0.05019,22178.8333333333,54848.75,1.3525,13,70.0833333333333,35.8333333333333,25.1666666666667,2116.75,36.25,198.166666666667,75.1666666666667,0.833333333333333,32.25,84.75,946.75,41939.5833333333,6185.75,6.78309073288999,1.91418007520775,0.147500188404781,-1.91418007520775,48125.3333333333,522.286029843511,1332.41613244512,0.0699512817479552,11.1191889828514,23.294393915249,23.563582585049,18.0596654219151,425.297997130996,25.6838293661419,30.1928147181753,32.9264561584073,2.88675134594813,29.9488199797892,80.5651909946225,66.6812294700417,544.241834336928,152.021604325892,0.158834599812834,0.0235191620246733,0.00348399288106258,0.0235191620246733,613.505772860642,86.89,13.11,0.66,88.57,4.43,51.2,4.43,4.1793,0.8108,1.0048,0.1317,0.0321,0.0077,0.0085,110.1
"Kerguelen","KER3","CAT2.3A",16,22.4,23.6,23,23,0.6,96.2,626,344,349,265,0.06065,0.04764,22732.3846153846,57030.6153846154,1.27230769230769,10.3846153846154,94.6153846153846,56.6923076923077,25.9230769230769,3132.15384615385,62.4615384615385,204.846153846154,84.1538461538462,0.538461538461539,23.0769230769231,98.7692307692308,968.769230769231,42138.0769230769,6338.69230769231,6.65151478223094,1.89453201851414,0.150435551248405,-1.89453201851414,48476.7692307692,376.132631408465,1331.99903268618,0.116272226990072,8.13980406744599,18.4189144700878,14.5681422710917,17.8393831099506,523.855235434664,48.3504832526959,29.4331053799577,48.8566715912408,1.9414506867883,41.4718007374922,82.5410542761942,54.1250925267167,524.230779577478,167.958518993721,0.173391325714993,0.0260031340941749,0.00390094342218648,0.0260031340941746,593.913595545984,86.41,13.59,0.68,87.27,4.36,50.45,4.36,4.1542,0.8392,1.0402,0.1414,0.0356,0.0086,0.0089,103.8
"Kerguelen","KER3","CAT2.3A",17,23.8,25,24.4,24.4,0.6,123.7,640,370,373,258,0.0566,0.04056,22165.5384615385,55354.4615384615,1.30538461538462,8.46153846153846,83.0769230769231,46.3076923076923,25.4615384615385,2857.53846153846,75.4615384615385,194.307692307692,105,3.38461538461538,51.5384615384615,74.8461538461539,993.153846153846,41325,6282.15384615385,6.58020523089648,1.88389034095396,0.152024436226316,-1.88389034095396,47607.1538461538,445.352784390198,1362.18021417778,0.054408238441034,10.9134121200734,30.7258347824257,23.3394680580079,18.3467317008388,822.599093866976,42.8808725513979,34.8864458287757,44.2229201508298,12.203404316955,59.247525102482,90.7724684342176,104.524196683389,625.097592380582,143.464772768931,0.128091249283397,0.0195257123186222,0.00297806869368164,0.0195257123186219,712.040945235811,85.96,14.04,0.7,81.1,4.06,46.88,4.06,4.1542,0.8807,1.0346,0.1453,0.0381,0.0082,0.008,97.9
"Kerguelen","KER3","CAT2.3A",18,25.3,26.5,25.9,25.9,0.6,146.1,659,400,398,256,0.06065,0.04041,21544.0769230769,53366.1538461538,1.24923076923077,12.6923076923077,68.5384615384615,58.9230769230769,24.3846153846154,2365.69230769231,65.6923076923077,203.153846153846,82.3076923076923,4,12.9230769230769,57.4615384615385,916.923076923077,40241.9230769231,6099.07692307692,6.60184604278453,1.88707451244249,0.151555494463701,-1.88707451244249,46341,416.720022224847,981.512340400758,0.0916934692750378,11.4991638492009,20.7027187611329,26.9859887672027,14.0210464513082,530.728333615762,41.6020524641606,20.4321892849092,43.9324948365569,11.3137084989848,31.7134607027298,44.7913968387818,116.58720737318,599.03859941555,179.880266445239,0.162202874526562,0.0243182107007317,0.00364847406747147,0.0243182107007307,719.472839422495,85.63,14.37,0.72,84,4.2,48.55,4.2,4.1542,0.9222,1.033,0.1484,0.0404,0.009,0.0084,93.8
"Kerguelen","KER3","CAT2.3A",19,26.7,27.9,27.3,27.3,0.6,162.5,688,426,422,263,0.0566,0.03647,22349.2307692308,54351.9230769231,1.37615384615385,7.23076923076923,81.3076923076923,37.9230769230769,31.5384615384615,2369.07692307692,65.4615384615385,187.692307692308,70.6923076923077,0.181818181818182,48.5384615384615,110.230769230769,957.846153846154,40979.9230769231,6026.15384615385,6.80274763478189,1.91717660169599,0.147043669731416,-1.91717660169599,47006.0769230769,447.243251084939,1062.53787866115,0.0936783914552392,7.68281465516649,13.7318644970049,23.9494660290563,27.9094230939283,168.806329629777,37.7659798068213,20.6089972883391,45.968076994411,0.603022689155527,67.2329475091583,99.344647436885,78.5778235825755,958.937907404025,190.073164050867,0.122252422081323,0.0180558363821936,0.00266755332930481,0.0180558363821945,1120.31345773839,85.54,14.46,0.72,87.5,4.37,50.58,4.38,4.1542,0.9638,1.1039,0.1597,0.045,0.009,0.0084,92.6
"Kerguelen","KER3","CAT2.3A",20,28.2,29.4,28.8,28.8,0.6,177,716,456,448,269,0.05898,0.03669,22745.5384615385,55251.1538461538,1.30538461538462,9.38461538461539,94.0769230769231,44.5384615384615,24.4615384615385,2376.46153846154,56.8461538461538,199.153846153846,122.076923076923,0.181818181818182,20.0769230769231,84.1538461538462,991.153846153846,41845.0769230769,6153.76923076923,6.8025600286906,1.91709977337794,0.147061792571985,-1.91709977337794,47998.8461538462,251.413542258108,539.880672950645,0.0818143614751698,7.56679656502078,20.8385121768227,25.0752713000125,14.5064088400919,235.018657197188,29.4642329891858,32.3853005591687,43.52482345065,0.603022689155527,34.6012079231866,71.5493374693833,98.433434490731,246.38738520822,129.390979751394,0.142019128794965,0.0207278897754251,0.00302661971943424,0.0207278897754268,302.280456462164,85.39,14.61,0.73,90.45,4.52,52.28,4.52,4.3544,1.0581,1.1661,0.1704,0.0499,0.01,0.0092,91.5
"Kerguelen","KER3","CAT2.3A",21,29.6,30.7,30.2,30.2,0.6,198.2,740,480,472,271,0.06044,0.03581,22410.9166666667,54173.4166666667,1.30833333333333,8.08333333333333,74.8333333333333,47.6666666666667,25.25,2253.91666666667,62.5,206.666666666667,103,0.833333333333333,45.0833333333333,61,978.333333333333,41017.1666666667,6018.5,6.81863178670015,1.91942226926446,0.146726371857775,-1.91942226926446,47035.6666666667,224.275990014468,601.670622416275,0.0656205806592765,9.58652779433279,15.654411712377,21.3257562301523,20.0505044144213,250.280009855628,30.7645013847867,31.7012570250723,37.5669100043207,2.88675134594813,55.81211718115,55.1955202398297,89.7322616893099,470.573698861938,161.680099410702,0.1549680521217,0.0227155727536083,0.00333175414825057,0.0227155727536091,574.674664220522,84.39,15.61,0.78,84.71,4.24,48.97,4.24,2.4955,0.6089,1.8588,0.2902,0.0853,0.0175,0.0156,88.6
"Kerguelen","KER3","CAT2.3A",22,31,32.1,31.6,31.6,0.6,235.5,754,500,494,259,0.06261,0.03394,21431.1666666667,52867.9166666667,1.34666666666667,26.4166666666667,92.6666666666667,115.666666666667,43.5,3442.5,40.3333333333333,189.583333333333,105,0.181818181818182,70,162.333333333333,1033.41666666667,38993.3333333333,5853,6.66749272447167,1.8969009974534,0.150084062731512,-1.8969009974534,44846.3333333333,339.427548390022,1025.09285240929,0.0736494563743849,11.139269874338,21.6431107381597,25.9906743182079,17.8044938147649,349.852826199818,34.5130629639201,36.7756301060494,42.4670995648931,0.603022689155527,68.3307464403171,87.499956709946,94.8016669716628,546.22944451998,202.439216466663,0.182809339095258,0.0273200289233682,0.00408597914771389,0.027320028923369,699.950561024697,81.06,18.94,0.95,75.61,3.78,43.71,3.78,4.0765,1.0701,1.0782,0.2042,0.0638,0.0128,0.0109,85.5
"Kerguelen","KER3","CAT2.3A",23,32.4,33.6,33,33,0.6,271.7,762,520,517,245,0.06374,0.03135,21197.3846153846,52835.6923076923,1.32230769230769,57.3076923076923,117.538461538462,166.230769230769,53.2307692307692,3721.30769230769,43.3846153846154,204.307692307692,83.4615384615385,5.38461538461538,107.769230769231,146.769230769231,1063.07692307692,38986.2307692308,5848.30769230769,6.67232193484756,1.89754426922631,0.15000023785559,-1.89754426922631,44834.5384615385,190.144479480534,965.515353288542,0.0479850404039019,19.1676142463645,18.5275262992454,40.7842981349315,16.3613051952559,268.20464345203,36.8024873741311,22.9433527606023,26.9122505704973,17.1539036448387,77.0012487411231,73.5336134546121,67.5357455209974,482.517211065428,204.428220742385,0.201633762837598,0.0303373151305361,0.00456865026389711,0.0303373151305358,612.36721218898,80.53,19.47,0.97,75.49,3.77,43.64,3.78,4.7689,1.3114,1.0536,0.2052,0.0667,0.0131,0.0107,81.7
"Kerguelen","KER3","CAT2.3A",24,33.8,35,34.4,34.4,0.6,303.7,768,544,540,232,0.0595,0.02662,21124.1538461538,52471.4615384615,1.23769230769231,39.2307692307692,92.3846153846154,137.769230769231,46.4615384615385,3323.15384615385,61.5384615384615,206.384615384615,97.6153846153846,9.92307692307692,110.384615384615,136.076923076923,1111.76923076923,39030.4615384615,5978.61538461538,6.53245408839522,1.87649012065438,0.153171050181615,-1.87649012065438,45009.0769230769,116.940046002105,564.967051455896,0.0922093493229624,14.9228786664071,11.4056890887725,24.3965634402124,15.058858880049,231.613847511271,42.3036944498062,43.5804590413686,50.014228744659,20.2914659338252,48.1863370357519,102.762234906978,63.3681753013738,325.66844473703,167.898053622597,0.165167372740501,0.0251248841327931,0.00382414154702295,0.0251248841327937,435.473776772391,80.74,19.26,0.96,78.52,3.93,45.39,3.93,4.1542,1.1715,1.1305,0.2178,0.0723,0.013,0.0101,77.9
"Kerguelen","KER3","CAT2.3A",25,35.3,36.5,35.9,35.9,0.6,333.7,781,567,564,224,0.06371,0.02634,22170.0769230769,54699.6153846154,1.27153846153846,33,118.692307692308,146.538461538462,45.6153846153846,3675.69230769231,73.8461538461538,218.538461538462,90.3846153846154,0.181818181818182,81.8461538461538,201.230769230769,1161.84615384615,40390.3076923077,6265.53846153846,6.44830050190035,1.86366621873453,0.155126107354415,-1.86366621873453,46655.8461538462,537.078278208193,938.054950279348,0.0796707970177022,15.9007337356907,20.8021818382296,29.784267056662,20.3532899123559,413.83458543549,45.232448076291,35.9342348014986,37.4355857029522,0.603022689155527,80.7742184052211,90.7993702677813,75.5125223101508,769.624408896463,161.735182414864,0.116817578406386,0.0180191405622143,0.00278039709419541,0.0180191405622146,893.52083040015,79.8,20.2,1.01,96.2,4.81,55.61,4.81,4.1542,1.213,1.1046,0.2232,0.0763,0.0142,0.0107,75.5
"Kerguelen","KER3","CAT2.3A",26,36.7,37.9,37.3,37.3,0.6,359.9,798,591,587,219,0.06154,0.02397,22214.4615384615,54731.6153846154,1.33,68.9230769230769,143.076923076923,208.076923076923,66.6923076923077,4363.15384615385,40.5384615384615,207.230769230769,87.6923076923077,0.181818181818182,57.8461538461538,178.307692307692,1130.84615384615,39942.3076923077,6069.84615384615,6.58075362755536,1.88394378263185,0.15202082725386,-1.88394378263185,46012.1538461538,443.690322819985,1149.83480976338,0.0540061724867322,25.860077141099,24.2674732184926,40.8910371973728,24.7971255571575,946.783752690642,38.3114764890265,31.3585550425872,47.9728822971628,0.603022689155527,52.8407137124493,127.981368836369,99.7487227602825,1137.55859809619,130.973818092171,0.138683027109083,0.0211145076736023,0.00321649935201992,0.0211145076736019,1229.76148406604,80.37,19.63,0.98,76.7,3.83,44.33,3.84,4.3544,1.3194,1.1022,0.2163,0.0764,0.0133,0.0099,74.2
"Kerguelen","KER3","CAT2.3A",27,38.2,39.3,38.7,38.7,0.6,386.3,816,615,610,215,0.0604,0.02213,22003.5833333333,55134,1.405,110.916666666667,209.083333333333,300.25,98.5833333333333,5658.58333333333,39.75,198.333333333333,93.6666666666667,7.41666666666667,109.583333333333,219.416666666667,1118.66666666667,38935.6666666667,5856.16666666667,6.64862693013285,1.89396477747574,0.150540635158131,-1.89396477747574,44791.8333333333,693.655856293088,1317.89025615668,0.098025970584794,54.3129958219165,53.2668382824254,97.7855957044427,34.471222077483,1353.1126714044,31.8922190567486,32.9002164495044,40.0688800881077,22.4518002247778,79.2767974003782,127.320967589313,120.459977007328,1591.53090012749,156.154837687897,0.208057212454782,0.0311264875472814,0.00466289063753919,0.0311264875472823,1698.43290516091,80.98,19.02,0.95,79.82,3.99,46.14,3.99,4.1793,1.3123,1.0915,0.2077,0.0756,0.0125,0.0092,73
"Kerguelen","KER3","CAT2.3A",28,39.5,40.7,40.1,40.1,0.6,411.3,843,637,633,216,0.04867,0.01731,21501.8461538462,54318.6923076923,1.36461538461538,116.538461538462,208,338.769230769231,103.307692307692,6021.15384615385,53.6923076923077,197.076923076923,84.5384615384615,10.4615384615385,109.384615384615,267.076923076923,1132.76923076923,37608.0769230769,5983.76923076923,6.27596497421279,1.83556214890691,0.159710844116687,-1.83556214890691,43591.8461538462,1158.91255394543,1103.56161167795,0.0664097614079166,57.4711744915301,60.3669335536158,131.599236222552,46.6679487003386,2244.88781628221,42.9736054948938,25.233778744841,42.9662956758267,24.6191503529786,105.937511818319,160.609496158883,118.035414068656,3335.58786576765,286.765047221052,0.314375564704496,0.0503216891690599,0.00806957705423997,0.0503216891690597,3597.05386036392,74.94,25.06,1.25,61.4,3.07,35.49,3.07,4.9832,1.6245,0.9954,0.2495,0.0938,0.0121,0.0089,73.2
"Kerguelen","KER3","CAT2.3A",29,41,42.1,41.5,41.5,0.6,474.5,851,664,662,188,0.04692,0.01396,22231.4166666667,55034.75,1.31666666666667,46.6666666666667,145.166666666667,195.666666666667,57.5,3770.33333333333,49.25,223.583333333333,101.5,4.83333333333333,96.3333333333333,211.25,1130.91666666667,40639.6666666667,6204.33333333333,6.55248550254179,1.87968955770678,0.152661090616998,-1.87968955770678,46844,239.285473605875,511.035868693098,0.0774987780939842,12.4851426855598,27.2991286352225,32.6672850900027,16.2060594728134,359.215643851822,36.777278064291,42.7178019806802,62.7759363276899,16.7431578064991,67.9027825555616,61.1854483591408,130.664357199751,462.325216769112,145.374959287626,0.120545598703915,0.0183761786446016,0.00280205412857286,0.018376178644602,566.795457735055,79.8,20.2,1.01,77.84,3.89,44.99,3.89,3.9915,1.3292,1.1666,0.2356,0.0903,0.0111,0.0075,68.1
"Kerguelen","KER3","CAT2.3A",30,42.3,43.4,42.9,42.9,0.6,536.3,857,689,691,160,0.04731,0.01159,22254.3333333333,54230.8333333333,1.33666666666667,31.5833333333333,122.916666666667,187.5,48.9166666666667,3056.25,50.8333333333333,193.166666666667,80.25,0.181818181818182,98.75,203.333333333333,1099.08333333333,40916.75,6151.16666666667,6.65617997579527,1.89510697565308,0.150367920266146,-1.89510697565308,47067.9166666667,283.797729933048,568.426669666263,0.0951872158464889,14.5505909491573,15.4181612707124,28.2633717347768,18.1782003976458,328.603691950709,46.4950306891809,30.9393345798261,50.0311266749374,0.603022689155527,65.2785987483299,111.537464829563,87.369079545375,713.677304847608,169.338731720201,0.206403629497113,0.0309067910433041,0.00463132351777177,0.0309067910433046,752.980074387259,79.69,20.31,1.02,78.47,3.92,45.36,3.92,3.6289,1.2374,1.2567,0.2552,0.0998,0.0121,0.0077,63.6
"Kerguelen","KER3","CAT2.3B",36,43.7,44.9,44.3,44.3,0.6,599.2,865,714,720,133,0.05185,0.01029,21909.2307692308,54480.7692307692,1.26384615384615,43.0769230769231,149.153846153846,235.538461538462,52.3076923076923,4288.15384615385,86,213.923076923077,108.461538461538,2.92307692307692,62.3846153846154,164.076923076923,1136.69230769231,39831.6923076923,6060,6.5757017197056,1.88302731175291,0.152182908746063,-1.88302731175291,45891.6923076923,458.004576732255,1297.75127007234,0.102756870130295,15.2723144854861,8.74496191954882,30.6393412260974,17.8810170077311,813.225352752221,45.0055552126624,27.1368800050827,28.2064277089915,10.5393037282794,47.6681907592098,49.5420049696241,104.870860756921,703.965835418096,131.660548381055,0.181802649026552,0.0277183198070603,0.00422874666809097,0.0277183198070601,717.552365640235,82.35,17.65,0.88,77.95,3.9,45.06,3.9,4.7689,1.9314,0.9956,0.1757,0.0799,0.0091,0.006,65.3
