"Location","Site","label","ID","section_depth","field_depth","depth","SH20_age","surface","validity","qc","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","coh_inc","Total_scatter"
"Bird Island","BI10","BI10.12","ACE_ITRAX_4807",35.6,475.6,480.6,8064.7,7.35,1,TRUE,20283,54282,1.39,0,0.00725205801646413,0.00212801702413619,0.0017360138881111,0.207705661645293,0,0.00478803830430643,0.0217281738253906,0.0266282130257042,1,0.155065240521924,6.44889851932105,0.155065240521924,41252
"Bird Island","BI10","BI10.12","ACE_ITRAX_4808",35.7,475.7,480.7,8068.2,7.34,1,TRUE,20981,57077,1.39,0.00125713973381433,0.00593042004864584,0.00317017845918395,0.0010931649859255,0.234237927359187,0.000245962121833238,0.00363477357820229,0.0237763384438796,0.0221365909649914,1,0.160121341313438,6.2452636968766,0.160121341313438,42450
"Bird Island","BI10","BI10.12","ACE_ITRAX_4809",35.8,475.8,480.8,8071.1,7.33,1,TRUE,21273,58831,1.41,0.000429714776816888,0.00625772143739593,0.00287371756996294,0.0012085728097975,0.25801686630499,0.00128914433045066,0.00239028844604394,0.0238760272868883,0.0254068861792985,1,0.159612182413923,6.26518593303046,0.159612182413923,43177
"Bird Island","BI10","BI10.12","ACE_ITRAX_4810",35.9,475.9,480.9,8074.1,7.35,1,TRUE,21484,58126,1.38,0.000656099097207642,0.00719084610539576,0.00149590594163342,0.00181083350829309,0.205516481209322,0.000314927566659668,0,0.0288683602771363,0.0194205332773462,1,0.15969452026034,6.2619556285949,0.15969452026034,44189
"Bird Island","BI10","BI10.13","ACE_ITRAX_4812",24.1,481.1,481.1,8080,7.55,1,TRUE,23429,56110,1.16,0.000640767021857275,0.0074518831430809,0.00147139093907967,0.00177990839404799,0.0470607779386288,0,0,0.0104895934689228,0.0209317227140043,1,0.150509053800698,6.64411857458215,0.150509053800698,48479
"Bird Island","BI10","BI10.13","ACE_ITRAX_4813",24.2,481.2,481.2,8083.1,7.54,1,TRUE,23683,54781,1.4,0,0.00657182061096266,0,0.00127584795743964,0.0455935100262391,0,0,0.00633109458125707,0.0180063070219783,1,0.150501913771936,6.64443378119002,0.150501913771936,47793
"Bird Island","BI10","BI10.13","ACE_ITRAX_4814",24.3,481.3,481.3,8086.3,7.53,1,TRUE,23099,54704,1.27,0.000482602191013947,0.00740794363206409,0.00142367646349114,0.00127889580618696,0.0420829110564162,0,0,0.00738381352251339,0.0206071135562955,1,0.153009024660972,6.5355622141618,0.153009024660972,47783
"Bird Island","BI10","BI10.13","ACE_ITRAX_4815",24.4,481.4,481.4,8089.2,7.54,1,TRUE,22774,54306,1.33,0.000239963525544117,0.0059270990809397,0,0.000743886929186764,0.0340268279221558,0,0,0.00995848631008087,0.0203009142610323,1,0.148465433254145,6.73557459188621,0.148465433254145,47860
"Bird Island","BI10","BI10.13","ACE_ITRAX_4816",24.5,481.5,481.5,8091.7,7.55,1,TRUE,23527,56547,1.24,0.000607036959211786,0.00588358898928346,0.00105064089094348,0,0.03649226027877,0,0,0.0122808246363615,0.0199154817772174,1,0.155331418832154,6.43784758755449,0.155331418832154,49484
"Bird Island","BI10","BI10.13","ACE_ITRAX_4817",24.6,481.6,481.6,8094.5,7.55,1,TRUE,23887,57511,1.27,0.000365380223795387,0.00534368577300754,0.000776432975565197,0.000753596711577986,0.0417903630965974,0,0,0.0076273121717287,0.0210550353962092,1,0.153596711577986,6.51055605114481,0.153596711577986,50516
"Bird Island","BI10","BI10.13","ACE_ITRAX_4818",24.7,481.7,481.7,8097.1,7.55,1,TRUE,24321,59075,1.32,0.000436290155916324,0.00649842705917472,0.000597028634411812,0.00114813198925348,0.0769707685595536,0,0,0.00925394383338309,0.0154079312957818,1,0.157156306689017,6.36309175920514,0.157156306689017,50393
"Bird Island","BI10","BI10.13","ACE_ITRAX_4819",24.8,481.8,481.8,8099.7,7.54,1,TRUE,24723,60803,1.35,0.000137161667885881,0.00676664228237015,0.000297183613752743,0.000594367227505487,0.11613021214338,0,0.00100585223116313,0.0108586320409656,0.0215572421360644,1,0.149094732991953,6.70714504753143,0.149094732991953,50266
"Bird Island","BI10","BI10.13","ACE_ITRAX_4820",24.9,481.9,481.9,8101.9,7.54,1,TRUE,24322,62083,1.4,0.000851259634188428,0.00634993673070286,0.000391119291383872,0.000575175428505694,0.152881628896814,0.000184056137121822,0.00299091222822961,0.0117565857586564,0.0226158978488439,1,0.151363165765558,6.60662714698282,0.151363165765558,50044
"Bird Island","BI10","BI10.13","ACE_ITRAX_4821",25,482,482,8105.1,7.54,1,TRUE,24528,61619,1.29,0,0.0043117142468116,0.000612717287704806,0,0.127309036445332,0,0.00274588117823265,0.0137974855897971,0.0191303953161167,1,0.143035446829755,6.9912739965096,0.143035446829755,50369
"Bird Island","BI10","BI10.13","ACE_ITRAX_4822",25.1,482.1,482.1,8108.5,7.53,1,TRUE,24806,62529,1.35,0,0.00508649278479878,0.000605001344447432,0,0.121022676346688,0.000784261002061486,0,0.00920946490992202,0.0223402348301515,1,0.154409787577306,6.47627340008707,0.154409787577306,51519
"Bird Island","BI10","BI10.13","ACE_ITRAX_4823",25.2,482.2,482.2,8111.5,7.52,1,TRUE,24661,61152,1.26,0.000227329559662643,0.00663802314214917,0.000340994339493964,0.000750187546886722,0.120461933665234,0,0,0.00902498351860693,0.0201413989861102,1,0.147968810384414,6.75818098018129,0.147968810384414,50498
"Bird Island","BI10","BI10.13","ACE_ITRAX_4824",25.3,482.3,482.3,8114,7.51,1,TRUE,24446,59711,1.31,0.000248818113958696,0.0068085683910516,0.00106313194145988,0.000475016399375693,0.0941211065620123,0,0,0.00907055124522156,0.0187744576896107,1,0.143432332782918,6.97192871786784,0.143432332782918,50550
"Bird Island","BI10","BI10.13","ACE_ITRAX_4825",25.4,482.4,482.4,8116.2,7.51,1,TRUE,24239,59589,1.36,0.000579831153168197,0.00665646163837091,0.000301512199647463,0.000603024399294925,0.101934316726969,0,0,0.0108776324334354,0.0206883755450413,1,0.147416272381482,6.78351164254248,0.147416272381482,49472
"Bird Island","BI10","BI10.13","ACE_ITRAX_4826",25.5,482.5,482.5,8118.9,7.51,1,TRUE,23880,58364,1.32,0.000444569235808882,0.00598998549300388,0,0.000772146567457532,0.0975010529271374,0,0,0.00577940006551547,0.0230708035003978,1,0.157658290046329,6.34283170080142,0.157658290046329,49476
"Bird Island","BI10","BI10.13","ACE_ITRAX_4827",25.6,482.6,482.6,8121.6,7.49,1,TRUE,23919,59036,1.22,0.000410490307867731,0.00665906499429875,0.000706955530216648,0.000912200684150513,0.0884378563283923,0,0.000866590649942987,0.00836944127708096,0.0207525655644242,1,0.14709236031927,6.7984496124031,0.14709236031927,50300
"Bird Island","BI10","BI10.13","ACE_ITRAX_4828",25.7,482.7,482.7,8125,7.47,1,TRUE,24258,60305,1.26,0.000405104314360948,0.00504129813426957,0.000787702833479621,0.000360092723876398,0.0760470821236468,0.000495127495330048,0,0.011050345463957,0.0199851461751401,1,0.155740103076542,6.42095375722543,0.155740103076542,51353
"Bird Island","BI10","BI10.13","ACE_ITRAX_4829",25.8,482.8,482.8,8128,7.45,1,TRUE,24829,61173,1.23,0.00037310157141603,0.00601351944517602,0,0.000790097445351593,0.069265209375823,0,0.00467474321833026,0.0104687911509086,0.0219471512597665,1,0.148648055482398,6.72729957182932,0.148648055482398,52337
"Bird Island","BI10","BI10.13","ACE_ITRAX_4830",25.9,482.9,482.9,8130.3,7.44,1,TRUE,24814,59333,1.26,0.000557252078550253,0.00648641419432494,0.000757862826828344,0.000757862826828344,0.0584223079152085,0,0,0.00657557452689299,0.0231148162182645,1,0.146222945411586,6.83887195121951,0.146222945411586,51423
"Bird Island","BI10","BI10.13","ACE_ITRAX_4831",26,483,483,8133.1,7.44,1,TRUE,24220,58574,1.3,0.000205240473421359,0.00647647716129621,0.000592916923217258,0.000592916923217258,0.0693484755193724,0,0.00202960023716677,0.00752548402544982,0.020752092312604,1,0.143896376365419,6.94944532488114,0.143896376365419,50161
"Bird Island","BI10","BI10.13","ACE_ITRAX_4832",26.1,483.1,483.1,8135.7,7.44,1,TRUE,23702,58583,1.26,0,0.00573354239311039,0.000491446490838033,0.00112330626477265,0.0969085675504903,0.000982892981676067,0,0.0121457489878543,0.0186749666518453,1,0.151927172310501,6.58210104744301,0.151927172310501,49223
"Bird Island","BI10","BI10.13","ACE_ITRAX_4833",26.2,483.2,483.2,8139,7.42,1,TRUE,23894,61058,1.3,0.000365171744836243,0.00641332876868652,0.000775989957777017,0.00114116170261326,0.10841036174826,0.000912929362090608,0,0.00814789455665868,0.0261554262238959,1,0.154969759214881,6.45287187039764,0.154969759214881,50605
"Bird Island","BI10","BI10.13","ACE_ITRAX_4834",26.3,483.3,483.3,8141.7,7.39,1,TRUE,24588,66191,1.34,0.000486268698189228,0.00690038438382809,0.00081044783031538,0.00108831565785208,0.246862409114065,0.00118093826703098,0.00310285740749317,0.00993377483443709,0.0254017505673135,1,0.153105172972723,6.53145795523291,0.153105172972723,49798
"Bird Island","BI10","BI10.13","ACE_ITRAX_4835",26.4,483.4,483.4,8144.9,7.39,1,TRUE,23698,59834,1.28,0,0.0063838123113088,0.000691387614943191,0.00080661888410039,0.117074969463714,0.00205111659099813,0,0.00645295107280312,0.020073287087184,1,0.150976008849761,6.62356892077545,0.150976008849761,49942
"Bird Island","BI10","BI10.13","ACE_ITRAX_4836",26.5,483.5,483.5,8147.9,7.39,1,TRUE,22924,57240,1.3,0.000421762969211303,0.00576409391255448,0.000257744036740241,0.00100754487089367,0.0729649936735555,0.000984113594826374,0.000773232110220723,0.00923192277051408,0.024017057968977,1,0.151904962744271,6.58306339657566,0.151904962744271,49161
"Bird Island","BI10","BI10.13","ACE_ITRAX_4837",26.6,483.6,483.6,8150.9,7.36,1,TRUE,23205,60603,1.43,0.000257979783766036,0.00677783250076221,0.000515959567532072,0.000985013719833955,0.152606768451418,0.000938108304603766,0,0.0092638195079622,0.0214592274678112,1,0.142334482516006,7.02570439940682,0.142334482516006,48708
"Bird Island","BI10","BI10.13","ACE_ITRAX_4838",26.7,483.7,483.7,8153.9,7.33,1,TRUE,23252,62020,1.25,0.000580607702728856,0.00674956454422295,0.000967679504548094,0,0.220655119024579,0.00142732726920844,0.00118540739307141,0.00916876330559319,0.0209744532610799,1,0.157247919489065,6.35938461538462,0.157247919489065,47836
"Bird Island","BI10","BI10.13","ACE_ITRAX_4839",26.8,483.8,483.8,8156.9,7.31,1,TRUE,22588,58491,1.41,0.000370892367035086,0.00773928739213214,0.000123630789011695,0.000890141680884207,0.179338822540365,0,0,0.00726949039388769,0.0216106619192444,1,0.148183863709418,6.74837310195228,0.148183863709418,46436
"Bird Island","BI10","BI10.13","ACE_ITRAX_4840",26.9,483.9,483.9,8159.7,7.3,1,TRUE,22141,63880,1.27,0.00038109756097561,0.00599593495934959,0.000457317073170732,0.000203252032520325,0.351829268292683,0,0.00134654471544715,0.00708841463414634,0.0204268292682927,1,0.154979674796748,6.45245901639344,0.154979674796748,45460
"Bird Island","BI10","BI10.13","ACE_ITRAX_4841",27,484,484,8163.3,7.28,1,TRUE,21565,61870,1.26,0.000658969898255048,0.00590437028836523,0.00108071063313828,0,0.353102430280985,0,0,0.00946280773894249,0.0204280668459065,1,0.158943539459118,6.29154228855721,0.158943539459118,43968
"Bird Island","BI10","BI10.13","ACE_ITRAX_4843",27.2,484.2,484.2,8169.3,7.19,1,TRUE,23035,59539,1.3,0.000265188042430087,0.0068466730954677,0.000675024108003857,0.000626808100289296,0.152603664416586,0.00260366441658631,0,0.0113789778206365,0.0208052073288332,1,0.155135004821601,6.44599844599845,0.155135004821601,47915
"Bird Island","BI10","BI10.13","ACE_ITRAX_4844",27.3,484.3,484.3,8172.2,7.17,1,TRUE,23462,58959,1.21,0.000235188974340883,0.00545638420470848,0,0.000729085820456737,0.117523930478139,0.00364542910228368,0,0.00961922905054211,0.0226251793315929,1,0.154824901808603,6.45890931186389,0.154824901808603,49102
"Bird Island","BI10","BI10.13","ACE_ITRAX_4845",27.4,484.4,484.4,8175.9,7.17,1,TRUE,23637,60727,1.27,0.000415934929291062,0.0059386264904335,0.00129401978001664,0.00117848229965801,0.126236251039837,0.00265736204824845,0.00159441722894907,0.00986690082262686,0.017099547093077,1,0.150961271836584,6.62421552120006,0.150961271836584,49809
"Bird Island","BI10","BI10.13","ACE_ITRAX_4846",27.5,484.5,484.5,8178.5,7.16,1,TRUE,23546,58362,1.37,0,0.00613496932515337,0.0011132955918232,0.00170547409811213,0.114077267451501,0,0.00251083686666509,0.00881161617357936,0.0219579790131937,1,0.154487528720658,6.47301441275682,0.154487528720658,48739
"Bird Island","BI10","BI10.13","ACE_ITRAX_4847",27.6,484.6,484.6,8181,7.16,1,TRUE,22668,56293,1.16,0.000435487382962766,0.00529842982604698,0.000532262356954492,0.000943555996419326,0.0824522778409503,0.00140323712288002,0,0.0107904096000774,0.0198388696683038,1,0.156243195509641,6.40027872406318,0.156243195509641,47791
"Bird Island","BI10","BI10.13","ACE_ITRAX_4848",27.7,484.7,484.7,8184,7.17,1,TRUE,22539,57392,1.25,0.000275654679864679,0.00631499812053627,0.000651547425134695,0.000826964039594036,0.158952512216514,0.00273148728229545,0.000776845006891367,0.00947249718080441,0.0218268387420123,1,0.147400075178549,6.78425705542333,0.147400075178549,45787
"Bird Island","BI10","BI10.13","ACE_ITRAX_4849",27.8,484.8,484.8,8187.4,7.16,1,TRUE,21889,59243,1.3,0.000485896222796205,0.00570288724650283,0.000485896222796205,0.00102293941641306,0.243152699281385,0.00143211518297829,0,0.0121729790553154,0.0222745057923944,1,0.151574048027006,6.597435464822,0.151574048027006,45030
"Bird Island","BI10","BI10.13","ACE_ITRAX_4850",27.9,484.9,484.9,8190.4,7.13,1,TRUE,22615,70730,1.62,0.000737181237372358,0.00748102440888986,0.00114672636924589,0.00109212035166275,0.638289739529296,0.00273030087915688,0,0.00824550865505379,0.0211871348222574,1,0.159285753290013,6.27802536852931,0.159285753290013,42460
"Bird Island","BI10","BI10.13","ACE_ITRAX_4851",28,485,485,8193.3,7.1,1,TRUE,22496,71546,1.71,0.000167653962221974,0.006426735218509,0.00153682798703476,0.000475019559628926,0.71493237956857,0.00329719459036549,0,0.00603554263999106,0.0180507432658992,1,0.160137476249022,6.24463444425057,0.160137476249022,41519
"Bird Island","BI10","BI10.13","ACE_ITRAX_4852",28.1,485.1,485.1,8197.3,7.1,1,TRUE,20645,62078,1.36,0,0.00534288231449115,0.000653650495921789,0.000596811322363373,0.480774149543866,0.0024156648762327,0,0.0125330377696308,0.0181885355386933,1,0.160201210674397,6.2421500798297,0.160201210674397,40824
"Bird Island","BI10","BI10.13","ACE_ITRAX_4853",28.2,485.2,485.2,8200,7.1,1,TRUE,21523,67675,1.39,0.00036851206168325,0.00685999376364203,0,0.000538594551690903,0.625676786574822,0.00104884202171386,0,0.0108852793604898,0.020608328372594,1,0.163761090795703,6.10645663839363,0.163761090795703,41054
"Bird Island","BI10","BI10.13","ACE_ITRAX_4854",28.3,485.3,485.3,8202.3,7.08,1,TRUE,21567,62666,1.4,0.00048871874236377,0.00697781759930493,0.0016290624745459,0.000434416659878906,0.414216285194537,0.00100458852596997,0,0.0131411039613369,0.0195759007357932,1,0.161955961011105,6.1745180217938,0.161955961011105,42796
"Bird Island","BI10","BI10.13","ACE_ITRAX_4855",28.4,485.4,485.4,8204.6,7.07,1,TRUE,21874,63373,1.25,0.000267895413630519,0.0049560651521646,0,0.00042863266180883,0.413603729104158,0.00174132018859837,0.00458101157308187,0.0104211315902272,0.0241909558508358,1,0.155379339905701,6.43586206896552,0.155379339905701,43128
"Bird Island","BI10","BI10.13","ACE_ITRAX_4856",28.5,485.5,485.5,8206.9,7.07,1,TRUE,22030,65154,1.31,0.000480846289469466,0.00475503552919806,0.000881551530694021,0.000774696799700807,0.446171929262168,0.00328578297804135,0,0.0106320457338249,0.0228401987497996,1,0.156595608270556,6.38587512794268,0.156595608270556,43296
"Bird Island","BI10","BI10.13","ACE_ITRAX_4857",28.6,485.6,485.6,8209.8,7.07,1,TRUE,22104,67204,1.24,0.000577382358344487,0.00530141983570847,0,0.00110227541138493,0.484187596777157,0.00351678345537097,0,0.0109177755032412,0.0222817101015668,1,0.149463296853266,6.69060579455663,0.149463296853266,43798
"Bird Island","BI10","BI10.13","ACE_ITRAX_4858",28.7,485.7,485.7,8212.9,7.07,1,TRUE,22248,70557,1.39,0.000756184509020201,0.00540131792157286,0,0.000918224046667387,0.620098303986173,0.00164740196607972,0.00237657988549206,0.0106946094847143,0.022091390299233,1,0.154045587123258,6.49158485273492,0.154045587123258,42732
"Bird Island","BI10","BI10.13","ACE_ITRAX_4859",28.8,485.8,485.8,8217.1,7.07,1,TRUE,21191,64268,1.26,0.000529026868996241,0.00559654740359181,0.000306278713629403,0.00105805373799248,0.510566615620214,0.0037588751218154,0.00197688987888069,0.0098566058749826,0.0195461506334401,1,0.162439092301267,6.15615358244772,0.162439092301267,41749
"Bird Island","BI10","BI10.13","ACE_ITRAX_4860",28.9,485.9,485.9,8220,7.06,1,TRUE,20412,56666,1.26,0,0.00407315272955906,0.000246029359503567,0.000464722123506738,0.273420628194965,0.00472923102156857,0.0037997867745551,0.0116453896831689,0.0212952078948088,1,0.152838905442716,6.54283670184225,0.152838905442716,42172
"Bird Island","BI10","BI10.13","ACE_ITRAX_4861",29,486,486,8222.6,7.04,1,TRUE,21309,61448,1.35,0.000947354175125186,0.00571119231289755,0.00124509405873596,0.00108269048585736,0.374313168223034,0.00289619704966843,0.00230071728244688,0.0120990661794559,0.0215184734064149,1,0.153011232913791,6.53546789315408,0.153011232913791,42598
"Bird Island","BI10","BI10.13","ACE_ITRAX_4862",29.1,486.1,486.1,8225.9,7,1,TRUE,20796,63665,1.43,0.000338123415046492,0.00532544378698225,0.00084530853761623,0.00084530853761623,0.50101437024514,0.00349394195548042,0.00135249366018597,0.00912933220625528,0.0225979149056072,1,0.165370526908988,6.04702675072414,0.165370526908988,41359
"Bird Island","BI10","BI10.13","ACE_ITRAX_4863",29.2,486.2,486.2,8229,7,1,TRUE,20406,61929,1.35,0.000348705431087089,0.0047075233196757,0.00180164472728329,0.000464940574782786,0.520181326824165,0.00185976229913114,0.00261529073315317,0.0047075233196757,0.0247580856071833,1,0.160578851015605,6.22747014115092,0.160578851015605,39939
"Bird Island","BI10","BI10.13","ACE_ITRAX_4864",29.3,486.3,486.3,8231.2,7,1,TRUE,21257,66127,1.23,0.000868420315432669,0.00537860324397008,0.00134465081099252,0.00179286774799003,0.560075076336947,0.00305347788329552,0.00291341009048379,0.0108972742807519,0.023363307840995,1,0.154746897498389,6.46216509775525,0.154746897498389,41221
"Bird Island","BI10","BI10.13","ACE_ITRAX_4865",29.4,486.4,486.4,8233.6,6.99,1,TRUE,20790,62256,1.3,0,0.00553026282713739,0.000921710471189565,0.000670334888137866,0.454654637879507,0.0036309806440801,0.00103343295254588,0.0118146524034299,0.0188810993492165,1,0.160237968885289,6.24071814537215,0.160237968885289,41540
"Bird Island","BI10","BI10.13","ACE_ITRAX_4866",29.5,486.5,486.5,8236.6,6.98,1,TRUE,20423,59179,1.26,0.000137332454405625,0.00543836519446276,0.00049439683586025,0.000439463854098,0.360058228960668,0.00140079103493738,0,0.010107668644254,0.0181278839815425,1,0.153153153153153,6.52941176470588,0.153153153153153,41984
"Bird Island","BI10","BI10.13","ACE_ITRAX_4867",29.6,486.6,486.6,8240,6.94,1,TRUE,21330,60523,1.26,0.000914304712825202,0.0064555453966143,0.00105283572991993,0.00055412406837891,0.40462139473028,0.00196714044274513,0.00130219156069044,0.00820103621200787,0.0201147036821544,1,0.152051644363173,6.57671282798834,0.152051644363173,41581
"Bird Island","BI10","BI10.13","ACE_ITRAX_4869",29.8,486.8,486.8,8245.6,6.89,1,TRUE,19534,54468,1.09,0,0.00723763570566948,0.000545694755586191,0.00198173358607617,0.286346142799701,0.000114883106439198,0,0.00916192773852605,0.0250157964271354,1,0.153972083405135,6.4946838276441,0.153972083405135,40179
"Bird Island","BI10","BI10.13","ACE_ITRAX_4870",29.9,486.9,486.9,8248.8,6.9,1,TRUE,20128,56785,1.23,0.00047699214365881,0.00578002244668911,0.000953984287317621,0.0015712682379349,0.322699214365881,0,0.002665544332211,0.0112794612794613,0.019023569023569,1,0.151543209876543,6.59877800407332,0.151543209876543,41041
"Bird Island","BI10","BI10.13","ACE_ITRAX_4871",30,487,487,8251.6,6.89,1,TRUE,21733,62241,1.3,0.000463720676486634,0.00673758865248227,0,0.000136388434260775,0.397926895799236,0,0.00212765957446809,0.0159301691216585,0.0217948717948718,1,0.159328968903437,6.27632254750899,0.159328968903437,42501
"Bird Island","BI10","BI10.13","ACE_ITRAX_4872",30.1,487.1,487.1,8254.8,6.85,1,TRUE,21691,60245,1.34,0.000497564552453779,0.00701827895040067,0.000654690200597077,0.000392814120358246,0.295998533493951,0,0,0.0108940449379354,0.0218142774838946,1,0.156340019902582,6.3963149078727,0.156340019902582,44156
"Bird Island","BI10","BI10.13","ACE_ITRAX_4873",30.2,487.2,487.2,8257.9,6.85,1,TRUE,22400,63752,1.34,0.000682271439067912,0.00658654350792484,0.00086595990343235,0.00104964836779679,0.380051432770022,0.00112837199538155,0,0.0127007452503411,0.022541198698436,1,0.158733074420069,6.29988427839312,0.158733074420069,44157
"Bird Island","BI10","BI10.13","ACE_ITRAX_4874",30.3,487.3,487.3,8261.1,6.87,1,TRUE,22343,63248,1.31,0.000610565436687019,0.00594637642686488,0,0.000716750730023892,0.397345367666578,0,0,0.010220334483674,0.0197239182373241,1,0.153225378285108,6.52633402633403,0.153225378285108,43442
"Bird Island","BI10","BI10.13","ACE_ITRAX_4875",30.4,487.4,487.4,8263.7,6.9,1,TRUE,20938,57846,1.31,0.000361050935955119,0.00633227795367439,0.000666555574070988,0.00105537965894573,0.318196967172138,0,0,0.0131089262900628,0.0202188524134866,1,0.154252069099595,6.48289521065898,0.154252069099595,41560
"Bird Island","BI10","BI10.13","ACE_ITRAX_4876",30.5,487.5,487.5,8267.1,6.91,1,TRUE,20182,53451,1.32,0.000408263248142402,0.00451811327944258,0.000626003647151683,0.000952614245665605,0.186930132549468,0,0.00179635829182657,0.00753926131569636,0.0191611551128167,1,0.159358754524918,6.27514944491887,0.159358754524918,42596
"Bird Island","BI10","BI10.13","ACE_ITRAX_4877",30.6,487.6,487.6,8270,6.92,1,TRUE,20962,53190,1.41,0,0.00467413119256364,0.000871448188444069,0.00121474595964931,0.120365480088729,0.000580965458962713,0.00385549804584346,0.010827083553396,0.018934192458012,1,0.162089363050597,6.16943629846856,0.162089363050597,44006
"Bird Island","BI10","BI10.13","ACE_ITRAX_4878",30.7,487.7,487.7,8273.3,6.93,1,TRUE,21865,57304,1.39,0.000590273322212242,0.00564609264724753,0.000744257667137174,0.000975234184524573,0.18783523675093,0,0.00118054664442448,0.00631335814192224,0.0198126523803413,1,0.152855126395483,6.54214237743452,0.152855126395483,44921
"Bird Island","BI10","BI10.13","ACE_ITRAX_4879",30.8,487.8,487.8,8276.5,6.96,1,TRUE,21622,56845,1.4,0.00124479219591505,0.00604613352301595,0.00162585103139925,0.00093994512752769,0.161391118788741,0,0.00284523930494868,0.0114825729092572,0.018849710395285,1,0.151686820445077,6.59253056439457,0.151686820445077,45335
"Bird Island","BI10","BI10.13","ACE_ITRAX_4880",30.9,487.9,487.9,8279.5,6.97,1,TRUE,21949,56990,1.24,0.000628946640167048,0.0052831517774032,0.00105663035548064,0.00143399833958087,0.145764673325115,0,0.00357241691614883,0.0080756748597449,0.0230697627613273,1,0.154117084706533,6.48857329415606,0.154117084706533,45875
"Bird Island","BI10","BI10.13","ACE_ITRAX_4881",31,488,488,8282.5,6.99,1,TRUE,21961,56489,1.29,0.000249831363829415,0.00689534564169186,0.00129912309191296,0.00112424113723237,0.123366727458965,0,0.00454693082169536,0.00909386164339071,0.0209608514252879,1,0.153521373073176,6.51375101708706,0.153521373073176,46172
"Bird Island","BI10","BI10.13","ACE_ITRAX_4882",31.1,488.1,488.1,8285.7,7.01,1,TRUE,22023,56665,1.33,0.000250018751406356,0.00622546691001825,0.000825061879640973,0.00135010125759432,0.138260369527715,0,0.00390029252193915,0.00840063004725354,0.0128759656974273,1,0.150011250843813,6.66616666666667,0.150011250843813,45997
"Bird Island","BI10","BI10.13","ACE_ITRAX_4883",31.2,488.2,488.2,8288.7,7.04,1,TRUE,21962,57408,1.25,0.000175958976421497,0.00575637222864612,0.00108089085516063,0.0011814388416872,0.144210949675733,0.000779246895580916,0.000879794882107486,0.0124176763360314,0.0217183650897391,1,0.152531295560806,6.5560316413975,0.152531295560806,45850
"Bird Island","BI10","BI10.13","ACE_ITRAX_4884",31.3,488.3,488.3,8291.5,7.04,1,TRUE,22034,58661,1.27,0.000546733268719402,0.00678446283456348,0.00114316956186784,0.00114316956186784,0.155968090658317,0,0,0.0101394169835234,0.0207510126991227,1,0.157682845001118,6.3418439716312,0.157682845001118,46584
"Bird Island","BI10","BI10.13","ACE_ITRAX_4885",31.4,488.4,488.4,8294.2,7.06,1,TRUE,22154,59308,1.28,0.000250501002004008,0.0061122244488978,0.00127755511022044,0.00142785571142285,0.173672344689379,0,0.00130260521042084,0.0149048096192385,0.0217434869739479,1,0.157790581162325,6.33751389109382,0.157790581162325,46219
"Bird Island","BI10","BI10.13","ACE_ITRAX_4886",31.5,488.5,488.5,8297.6,7.06,1,TRUE,22227,59142,1.37,0.000370178426001333,0.00713210434095901,0.000863749660669776,0.000493571234668443,0.158584437698971,0.000296142740801066,0.00209767774734088,0.0118950667555095,0.0246045260482219,1,0.154265689395622,6.48232282834746,0.154265689395622,46772
"Bird Island","BI10","BI10.13","ACE_ITRAX_4887",31.6,488.6,488.6,8300.6,7.06,1,TRUE,22163,57799,1.33,0.000396530359355638,0.00691449814126394,0.000173482032218092,0.000793060718711276,0.149293680297398,0.000148698884758364,0,0.010731102850062,0.0173234200743494,1,0.155885997521685,6.41494435612083,0.155885997521685,46640
"Bird Island","BI10","BI10.13","ACE_ITRAX_4888",31.7,488.7,488.7,8303.4,7.06,1,TRUE,21926,58070,1.37,0.000202296060284226,0.00629646487634653,0.00156779446720275,0.00146664643706064,0.179006726344004,0.00144135942952511,0,0.0153997875891367,0.0227330197744399,1,0.151241592069994,6.61193780304297,0.151241592069994,45527
"Bird Island","BI10","BI10.13","ACE_ITRAX_4889",31.8,488.8,488.8,8306.8,7.06,1,TRUE,21471,57724,1.28,0.000569137239684388,0.006674427629026,0.000388048117966628,0.000801966110464364,0.196921484930798,0.00100892510671323,0.00297503557107748,0.0145906092355452,0.0203854611305135,1,0.153899883585565,6.49773071104387,0.153899883585565,44604
"Bird Island","BI10","BI10.13","ACE_ITRAX_4890",31.9,488.9,488.9,8309.8,7.06,1,TRUE,21858,60545,1.28,0.000303597631938471,0.00531295855892324,0.000708394474523099,0.00159388756767697,0.226838030663361,0.000354197237261549,0.00232758184486161,0.0148003845570005,0.0231746192379699,1,0.157946668015989,6.33125100112126,0.157946668015989,45769
"Bird Island","BI10","BI10.13","ACE_ITRAX_4891",32,489,489,8312.7,7.03,1,TRUE,22514,60018,1.25,0.00044595297673612,0.00577261353219533,0.00156083541857642,0.00133785893020836,0.182741619800312,0.00262616752966826,0.000619379134355722,0.0113718009067711,0.0264351014543022,1,0.155117310408047,6.44673374860246,0.155117310408047,46624
"Bird Island","BI10","BI10.13","ACE_ITRAX_4892",32.1,489.1,489.1,8315.8,7.03,1,TRUE,22662,60307,1.43,0.000696136442742778,0.0075083287752971,0.00201382328079161,0.000248620158122421,0.180423648749441,0.00164089304360798,0,0.0173039630053205,0.0219282979463975,1,0.156506389538064,6.38951548848292,0.156506389538064,46517
