Location,Site,Section,sample,min_depth,max_depth,depth,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_coh_sd,coh_inc_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,dry_mass_pc,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd,dry_mass_err
Bird Island,BI10,BI10.13,519,491,492,491.5,8384.236364,21587.27273,62373.45455,1.338181818,-7.609164492,-4.75587419,-6.189458473,-6.777252802,-0.851740662,-5.195286978,-5.225781343,-5.065525367,-6.46402981,-6.228417064,-3.776885398,-3.918308312,-1.797122492,0.165775222,-8.039974351,-6.868164393,-7.340554466,-7.686359167,-1.971822104,-6.157765192,-6.533753377,-6.874309793,-6.569769514,-6.527799899,-5.959821029,-5.918581794,-5.579564874,0.003774207,6.67261526,8.855432663,5.730047577,4.171706821,9.857550897,2.695810353,2.687074452,4.364829936,4.551334151,1.244180216,4.881499171,1.971438729,38.12452987,5.722944292,3.804613071,1.414892319,0.09934975,5.24858047,-1.45189079,-2.55598648,-0.46026466,0.737539704,-2.969353454,0.120552047,-1.786419041,3.812452987
Bird Island,BI10,BI10.13,522,494.8,495.8,495.3,8490.036364,21632,65648.63636,1.413636364,-7.1472024,-4.585309773,-5.742439204,-6.508275665,-0.505082239,-5.451120065,-5.276081217,-5.173539883,-6.86864958,-6.607804426,-3.71974219,-3.93009282,-1.805892923,0.164327659,-7.722420289,-6.396507607,-6.410931731,-7.313755764,-1.299910932,-6.144761258,-7.126923426,-6.628510077,-6.957919838,-6.573596886,-5.378080114,-5.761649446,-5.106319385,0.00605834,8.059396543,9.109415129,7.205977749,4.476823268,9.744929053,1.420161491,2.614773934,4.598454861,4.043735561,2.661153484,5.413632134,3.361610799,23.11355335,6.966803456,4.803223895,2.705163751,0.189053772,3.8729538,-3.962784441,-2.025001229,1.669393304,-1.969550795,-1.836047131,0.937074323,-1.526820123,2.311355335
Bird Island,BI10,BI10.13,525,498.7,499.7,499.2,8597.97,21969.2,75244.2,1.42,-6.309949333,-4.112641096,-5.190684296,-5.508174748,0.067662193,-4.71801924,-4.984351963,-4.403945699,-5.193689794,-5.838450868,-3.203262271,-3.841229073,-1.708093129,0.181211009,-7.000441559,-5.487400941,-5.842450614,-6.055394412,-1.361876646,-6.35392497,-6.924906054,-6.131207446,-5.623665162,-6.532733458,-4.614087203,-6.082284039,-4.449203277,0.011687875,8.74297609,9.341036003,7.966766534,5.135030543,10.37597483,2.340139109,2.573685998,4.367658786,3.852023348,3.22804148,5.57015098,3.90451319,27.05462698,7.556920238,5.156356835,3.675567896,1.823712875,6.472245594,-1.210064481,-0.797667711,1.070541608,0.8387564,-0.001780127,0.929455823,-0.285048557,2.705462698
Bird Island,BI10,BI10.13,529,503.9,505.1,504.5,8738.44,22666.2,76962.9,1.376,-6.776121285,-4.081381567,-5.87557883,-6.189736312,-0.035197081,-4.727271752,-4.934360143,-4.088416893,-4.710013623,-8.803980778,-3.380889495,-3.960920609,-1.783829018,0.167993663,-7.47207122,-5.816986558,-6.682825678,-7.584155392,-1.10493713,-5.702453515,-6.356738106,-5.471341653,-6.344123692,-8.078256209,-5.635637348,-6.265366595,-4.939705272,0.007156707,7.190545301,8.946464765,6.087099171,4.349004748,10.6011333,3.468316229,4.001382652,5.61221993,5.080842553,1.483725811,5.292759482,2.178954588,18.2523685,6.088781549,5.463415544,2.147657216,0.367785468,5.098824867,-1.700921307,-0.913316028,-0.812384502,0.982540483,-2.215620514,0.191369088,-2.629421191,1.82523685
Isla Hermite,HER42PB,HER42PB_1A,3,2.5,3.7,3.1,-30.62692308,19465.15385,53638,1.333846154,-6.042435186,-4.252289728,-5.46604506,-5.522899242,-1.403197617,-5.949461085,-5.224163383,-5.631366933,-7.763190395,-5.682593103,-3.808962861,-3.85430422,-1.779584839,0.168708174,-7.505268895,-6.61585614,-6.223417026,-6.96767652,-3.216915637,-6.611457882,-6.724798113,-6.522336668,-7.287018229,-6.000570651,-5.859093781,-5.55450156,-5.421617653,0.004419991,8.602210297,9.677100583,7.382195751,6.009887632,9.594396783,1.579235429,1.602578362,3.141132397,3.742346556,2.841009682,5.321393532,2.173783617,20.52199678,5.200012415,5.692506885,3.523713513,0.806880446,4.927351193,-2.154641391,-2.148176495,-1.820712733,-0.470781541,-0.500033777,1.066880218,-2.109303072,2.052199678
Isla Hermite,HER42PB,HER42PB_1A,5,5.3,6.5,5.9,-1.388461538,18793.53846,53598.84615,1.421538462,-5.854494552,-4.103251307,-5.142950886,-5.235832237,-0.998108843,-5.759536308,-5.146491386,-5.785605595,-8.217036961,-5.124952366,-3.463909368,-3.867046397,-1.710249604,0.180820653,-7.372468368,-5.737435769,-5.910332335,-6.560120332,-3.055789581,-6.775434996,-7.03405154,-6.515880566,-7.525055034,-5.770852485,-4.977925042,-5.790293794,-5.130923887,0.005911097,8.695469965,9.716475843,7.516422867,5.904797567,9.692134202,1.686923564,1.706065252,3.362509207,3.56730362,3.098780376,5.368217332,2.209474037,28.41964251,4.672515399,4.71082809,3.3623283,1.569654519,5.035670721,-3.141390176,-2.083740119,-2.669777336,-1.037866566,-1.074607394,0.911467151,-1.819082782,2.841964251
Isla Hermite,HER42PB,HER42PB_1A,7,8.1,9.3,8.7,27.85,19866.30769,66045.07692,1.385384615,-5.466725285,-3.913625351,-4.932115263,-5.252109288,-0.11610127,-5.178038836,-5.011371277,-5.591895448,-7.875377119,-5.408818392,-3.38656255,-3.843976767,-1.681326715,0.186126875,-6.531502963,-5.796468178,-6.602966081,-6.765752727,-2.155055772,-6.371966265,-6.674454782,-6.406471747,-7.535864186,-6.561359617,-5.314656171,-5.570389437,-4.773942167,0.008447015,8.581754247,9.640835697,7.513451344,5.754364906,9.737134272,1.59409146,1.589393859,3.346012959,3.463592763,3.028282904,5.256555964,2.154292899,70.38997719,4.628909248,3.831692707,1.858459034,1.128992013,5.544073737,-2.828757174,-1.585465081,-1.20088832,-1.635873745,-0.883740101,-1.468877758,-2.765588036,7.038997719
Isla Hermite,HER42PB,HER42PB_1A,9,10.9,12.1,11.5,56.44538462,20964.61538,65795.53846,1.410769231,-5.729392457,-4.039194902,-4.799304739,-5.416972531,-0.346330485,-5.178716426,-5.128929512,-5.738730647,-9.887256539,-5.524519905,-3.621107927,-3.71075744,-1.732828071,0.176783745,-7.322868024,-5.414305108,-5.511722532,-6.498529534,-1.80436169,-5.961752437,-7.095009975,-6.309431448,-11.88715831,-6.262115337,-5.170564674,-4.987451302,-5.074157665,0.006256354,8.55779449,9.652339665,7.365590483,5.674702109,9.749053636,1.550916598,1.656613191,3.498825548,3.321920605,2.935107909,5.290718129,2.114765112,24.25268384,4.650759026,5.640496325,3.236654476,0.683869442,5.163686077,-2.279526419,-1.75766943,-0.529731273,-1.918127853,-1.400035139,0.254765027,-2.791510161,2.425268384
Isla Hermite,HER42PB,HER42PB_1A,13,16.3,17.5,16.9,110.5192308,18354.53846,46608.69231,1.352307692,-6.207679716,-4.543643631,-5.790717776,-5.987835753,-2.035656895,-5.807857582,-5.151785948,-5.341082803,-8.768183845,-5.641749711,-3.665593518,-3.735278042,-1.733249528,0.176709254,-7.357680192,-6.220530979,-7.350969506,-7.407503718,-4.290279157,-6.538837043,-6.782518888,-6.490350013,-8.045567035,-6.072647576,-5.654569746,-5.701574499,-5.921797725,0.002680377,8.672133314,9.779614483,7.506452581,5.764707335,9.522757581,1.676571218,1.848672735,3.523374676,3.365031118,3.018251035,5.382675475,2.364665868,28.08949975,4.403435365,4.397915507,3.171309533,1.3826807,4.778325328,-2.879808797,-1.872729909,-0.581020222,-0.68052328,-1.681229828,0.704934597,-3.513469998,2.808949975
Isla Hermite,HER42PB,HER42PB_1A,16,20.5,21.6,21.1,152.4066667,17416.58333,46639,1.306666667,-5.937927729,-4.327539522,-5.168551259,-5.431303661,-1.408053419,-5.368726377,-5.02953048,-5.225861141,-9.010758516,-5.415155001,-3.350980597,-3.733868017,-1.697887119,0.183069921,-6.968214901,-6.018882972,-6.285208271,-6.679252955,-3.054380368,-6.397149249,-6.848489686,-6.194441314,-8.306567135,-6.398934164,-4.914383796,-5.591325023,-5.057649109,0.006360495,8.847485578,9.960937381,7.646139443,5.840057265,9.391556392,1.5939122,1.855282833,3.366514374,3.295882216,3.115057506,5.662196333,3.002405514,32.86456422,5.367244989,5.663251895,3.333638871,1.599530193,3.646951923,-2.741230856,-1.444260895,-1.85484195,-0.485112527,-0.554019321,1.264040317,-0.919667828,3.286456422
Isla Hermite,HER42PB,HER42PB_1A,20,26.1,27.3,26.7,210.7630769,16929.84615,45918,1.362307692,-5.729296279,-4.017713444,-4.81223566,-5.252373177,-1.26116863,-6.323207332,-5.105155928,-5.510484316,-7.813308428,-5.214956665,-3.280403479,-3.720549054,-1.680975602,0.186192238,-7.215457931,-5.293489995,-5.695327952,-6.622482679,-3.564148756,-6.663621092,-7.046564026,-6.351105482,-7.313092498,-6.367171589,-5.2639272,-5.745367008,-5.504223427,0.004069548,8.676728198,9.730801598,7.721394469,5.947813646,9.559531879,1.894105313,2.059525932,3.736965868,3.608534669,3.119480289,5.257544626,2.40705046,31.47956371,5.352491858,4.864266648,3.814359005,0.49867339,4.086861125,-2.222484855,-1.420714657,-1.39583706,-2.1360698,-0.990993656,0.054537439,-1.588354155,3.147956371
Isla Hermite,HER42PB,HER42PB_1A,25,33.1,34.1,33.6,281.1045455,15819.54545,50811.90909,1.303636364,-5.126505647,-3.861135196,-4.541013255,-4.927579169,-0.241410123,-4.852432588,-5.070113914,-5.211354551,-7.678692425,-4.755513886,-3.161812792,-3.672049732,-1.573051648,0.207411269,-6.134809444,-5.853517453,-5.92510765,-6.302153951,-2.906878665,-5.888101659,-6.320860954,-6.718817755,-7.142879256,-5.181047744,-4.759880529,-5.840813751,-4.919561996,0.007302329,9.090654888,10.04435899,8.052169997,6.372222338,10.47694925,2.265178889,2.405855349,4.12140481,3.869124665,3.551033187,5.46924393,2.820544005,40.47366511,4.792969401,5.288365919,3.446999811,2.052231094,6.508355892,-2.423372911,-2.327148211,0.02905825,-0.317335187,-0.807276923,1.634181966,-1.469815441,4.047366511
Isla Hermite,HER42PB,HER42PB_1A,28,37.1,38.2,37.7,321.895,16145.25,49209.66667,1.344166667,-4.887919902,-3.397945098,-4.14310948,-4.812895515,-0.498931551,-5.473433706,-5.070667055,-5.198759505,-7.275066005,-4.742268304,-3.055627535,-3.697009457,-1.609946879,0.199898233,-5.907679352,-4.634665881,-5.101648043,-6.497636056,-2.201976173,-5.802423801,-6.15758785,-6.426565427,-7.046471817,-6.048659549,-4.644761899,-5.090690154,-4.70687699,0.009032944,8.954971619,9.893769729,7.930539669,6.234175897,10.13940316,2.084668936,2.171246473,3.778294898,3.751626651,3.401424222,5.308088747,2.895382255,36.81900645,5.441724733,5.226724139,3.683043927,1.380544352,5.272868209,-2.289389529,-1.554296967,-1.560844463,-1.451380535,-0.727511786,1.010403261,-2.759610063,3.681900645
Isla Hermite,HER42PB,HER42PB_1A,31,41.2,42.3,41.7,363.2825,18131,55430.91667,1.355833333,-5.849169634,-4.172321675,-4.758702376,-5.394405853,-0.507731857,-5.364120023,-5.121354522,-5.663947816,-9.279708393,-5.178627861,-3.615105585,-3.749728216,-1.710618424,0.180753975,-7.221946387,-5.976725919,-5.394387927,-6.691156606,-1.741609761,-5.995956928,-6.646819409,-6.299827669,-8.824020245,-5.772523317,-5.044200784,-5.587378136,-4.606823949,0.009983476,9.071785757,10.08420686,7.817060079,6.235923405,10.32049446,2.16589615,2.194981317,3.547831849,3.790441487,3.421628124,5.54563685,2.540764328,41.3738341,5.398779652,5.255893125,3.894986738,0.809772667,5.576062202,-2.649995061,-1.420647677,-1.077541043,-0.674966757,-0.205215939,0.072966096,-1.825388954,4.13738341
Isla Hermite,HER42PB,HER42PB_1B,40,43.1,44.2,43.7,382.52,20091.08333,59727.91667,1.35,-5.93740918,-4.241201383,-5.145439071,-5.520953366,-0.699574618,-5.402938675,-5.080637079,-5.303652858,-8.584209877,-5.467287035,-3.82576271,-3.826860374,-1.726359793,0.177930938,-6.975206648,-5.80882821,-6.231778728,-6.933256756,-2.488109638,-6.30402739,-7.351594713,-6.539373912,-7.915134123,-5.971671853,-5.726681609,-5.696864507,-5.400147415,0.004515915,8.794579507,9.897558615,7.819365385,6.053608183,10.20988016,1.832878565,2.157736269,3.710879292,3.644455756,3.130480523,5.383530695,2.759371122,26.73751232,4.926573386,4.183725804,3.003474168,1.930864146,5.735738237,-2.33403669,-1.365628746,-1.388587216,-0.568672343,-1.845753346,0.300324708,-1.591156844,2.673751232
Isla Hermite,HER42PB,HER42PB_1B,48,54,55.1,54.5,493.1425,17799.33333,47476.58333,1.316666667,-6.066924486,-4.295017884,-5.1992625,-5.570618478,-1.502720176,-6.040291188,-5.202415331,-5.644619791,-8.349735323,-5.509533018,-3.574952033,-3.795036338,-1.721034797,0.178880947,-7.518110462,-6.753570902,-6.519798724,-7.174046144,-4.248202132,-6.727954253,-6.905895427,-6.236004663,-7.721711752,-6.237552506,-5.523743716,-5.668269045,-5.131623536,0.005906962,8.437932435,9.709882015,7.362477515,5.654086123,9.537698126,1.770143213,2.406559113,3.326925124,3.421800237,2.845797652,5.296209978,2.295121505,24.29736534,4.811088372,4.328183039,2.747256993,1.356400637,5.457256469,-3.528174154,-1.09335424,-1.023602845,-1.288730465,-2.047054603,0.455317458,-2.196719995,2.429736534
Isla Hermite,HER42PB,HER42PB_1B,50,56.7,57.8,57.2,520.6341667,17684.75,46879.25,1.333333333,-6.206365267,-4.431196438,-5.372674177,-5.671492326,-1.62460802,-5.196507966,-5.089285129,-5.317282883,-7.545229387,-5.530226619,-3.443504525,-3.71785873,-1.696619273,0.183302172,-7.526299646,-6.351651975,-6.852459409,-7.36101073,-3.671649207,-6.516440924,-6.577288809,-6.861792972,-7.19407425,-6.175585722,-5.295189526,-5.477713234,-4.87009738,0.007672618,8.136102364,9.28021534,7.057292703,5.36158074,9.212045853,1.420675873,1.672148342,2.7727866,3.065744519,2.539471903,4.781229054,1.84026551,31.01118031,4.243881986,2.708932297,2.411300521,0.310123451,4.876902804,-2.945477411,-2.767507398,-1.737073406,-1.324314288,-4.105919089,-0.440127271,-3.843714335,3.101118031
Isla Hermite,HER42PB,HER42PB_1B,56,64.7,65.8,65.2,601.5458333,17870.5,47524.66667,1.284166667,-6.120507615,-4.351064729,-5.138506534,-5.630383197,-1.419474518,-5.396155615,-5.067214527,-5.517259818,-8.005866817,-5.715701386,-3.591287859,-3.874605199,-1.71293126,0.180336404,-7.511024851,-6.606298076,-6.376472561,-7.102594616,-3.722724239,-6.237074927,-6.864778837,-6.569890024,-7.294647747,-5.923607901,-5.295133906,-5.889682076,-4.794832855,0.008272381,8.501374549,9.724260316,7.555680378,5.764641422,9.805126815,1.624492726,2.110585019,3.588540476,3.535361411,2.786047529,5.285015152,2.344950841,19.89352741,5.001461194,5.196051171,3.165621572,1.724785045,5.492626242,-2.381840964,-1.901258323,-1.984213736,-1.824831361,-0.986213536,-0.033504921,-3.201827895,1.989352741
Isla Hermite,HER42PB,HER42PB_1B,60,69.9,70.9,70.4,653.46,17555.45455,46970.45455,1.427272727,-6.385467561,-4.492832317,-5.398034988,-5.537742109,-1.323596509,-5.966249958,-5.077379715,-5.528416148,-8.937599276,-5.222504205,-3.467081508,-3.81512261,-1.72435629,0.17828778,-7.313570596,-5.80129841,-6.217354001,-6.600317323,-3.008214694,-6.616837168,-6.851035527,-6.640293687,-8.2278358,-6.068841471,-5.518966974,-5.897995331,-5.38546576,0.004582705,8.892032277,9.914590272,7.775867839,6.094906848,9.838205154,1.886447702,2.361469979,3.568596977,3.629221599,3.25539831,5.396165899,2.379054438,30.85010838,5.81941896,5.309420086,3.646931832,2.259844884,5.390038717,-2.19992869,-1.112298095,-0.617862874,-0.169472721,-0.302452882,1.105806453,-1.979255667,3.085010838
Isla Hermite,HER42PB,HER42PB_1B,63,73.7,74.8,74.3,692.3633333,17671.83333,46547.66667,1.275833333,-6.498081188,-4.521886979,-5.497821779,-5.831827826,-1.637023177,-5.686954007,-5.088603631,-5.289296385,-8.367507816,-5.58030347,-3.465691112,-3.766305259,-1.703698353,0.182009144,-7.807052241,-6.300220292,-6.21328776,-7.244366174,-3.413027162,-6.390611766,-6.912703385,-6.541724872,-7.371936139,-6.287342231,-5.188119512,-5.471710793,-5.631594927,0.003582856,8.597051967,9.784165178,7.546639959,5.800863946,9.544833366,1.831881403,2.14834006,3.566877169,3.625131185,2.997964152,5.355210624,2.434227239,27.0545809,5.049672075,5.34450943,3.256280513,0.374713208,4.341826179,-4.200405123,-2.134746628,-0.916075385,-1.426326105,-0.566929322,-1.21607242,-2.432307714,2.70545809
Isla Hermite,HER42PB,HER42PB_1B,69,81.5,82.5,82,770.5218182,15943.90909,51358.63636,1.349090909,-4.933620923,-3.361426623,-3.984591158,-4.439843413,-0.196912141,-5.12772595,-5.062149673,-5.272147798,-7.723328341,-4.696855399,-2.842429818,-3.726401742,-1.540044927,0.21437147,-6.79947977,-5.437127114,-5.729462995,-6.822974166,-2.672787137,-6.146321739,-6.587699641,-6.289894859,-7.15978678,-5.924332165,-5.366205733,-5.325460631,-4.705334099,0.009046891,9.098897174,10.17998656,8.106568458,6.483244544,10.27957975,2.400470137,2.496801246,3.894930065,3.98443932,3.584993381,5.542757243,2.926745618,43.90873382,4.71687054,4.060688639,2.921579777,1.447291442,5.905521282,-2.288081658,-1.082327344,-0.896569699,-0.305920126,-0.683704569,-0.201847226,-2.258243064,4.390873382
Isla Hermite,HER42PB,HER42PB_1C,80,86.5,87.8,87.2,822.2869231,17513.23077,53067,1.379230769,-5.346213247,-3.679042099,-4.484972841,-4.950612353,-0.520166241,-5.476962327,-5.038541569,-5.222930025,-7.506127593,-4.893107217,-3.072351178,-3.69292447,-1.608028939,0.200281993,-6.43143197,-5.32109779,-5.419566101,-6.72347617,-2.117095611,-5.932358055,-6.735832688,-6.283306315,-6.824330332,-5.948791789,-4.626528171,-4.977623814,-4.90635373,0.007399419,9.102394195,10.19120248,7.961230776,6.341766178,10.02251498,2.21204748,2.056777605,3.682873316,3.788013543,3.494365261,5.535861871,2.70507422,51.53906898,5.205259802,6.049766314,3.874854383,2.121858393,4.308682171,-3.387374983,-1.764491039,-0.92229687,-1.217634211,-0.468951039,1.087695434,-1.528532411,5.153906898
Isla Hermite,HER42PB,HER42PB_1C,86,94.8,96,95.4,906.45,19630.15385,52476.30769,1.318461538,-6.00010773,-4.289197435,-5.202788717,-5.432959549,-1.38186405,-5.502405823,-5.130650447,-5.610109854,-9.887256539,-5.610759453,-3.632467077,-3.782529876,-1.725945854,0.178004606,-7.715547472,-6.35913395,-6.660797476,-7.112838893,-3.688639285,-6.224775665,-6.74888898,-6.683453357,-11.88715831,-6.231655509,-5.610250244,-5.989889255,-5.392691321,0.004549712,8.651950573,9.861264392,7.569377858,5.888587954,9.712604654,1.734883277,2.04555782,3.541773709,3.375533751,3.009967289,5.388049373,2.301896642,22.75250175,5.336013036,5.495111107,3.241839409,1.919994597,4.750759524,-2.748069284,-2.089608733,-1.378107223,-1.403989822,-0.314269051,0.90509682,-2.207963368,2.275250175
Isla Hermite,HER42PB,HER42PB_1C,90,100.2,101.4,100.8,961.9553846,18939.23077,47732.76923,1.345384615,-6.583474115,-4.72397535,-5.329086581,-5.943272493,-2.005902436,-6.286102459,-5.173479791,-5.524920757,-9.887256539,-6.178401926,-3.810564395,-3.791163232,-1.768003547,0.17067339,-7.634420366,-6.25809789,-5.134367523,-6.654675156,-3.24076031,-6.809307421,-6.89831934,-7.064347279,-11.88715831,-6.636757503,-5.183556651,-5.669256087,-5.034416725,0.006509994,8.794021161,9.917117916,7.792748685,6.067102476,9.776575865,1.966277332,1.998026031,3.705017904,3.491224048,3.191992543,5.392417358,3.040718878,29.03795177,4.379471335,4.444447162,3.09326782,1.275602711,5.854502523,-2.440041998,-2.567923443,-1.51633842,-0.90693197,-0.725043005,0.171061033,-2.162288311,2.903795177
Isla Hermite,HER42PB,HER42PB_1C,91,101.6,103.1,102.3,977.5775,19813.25,51338.0625,1.355625,-6.538802658,-4.624037033,-5.755984918,-5.912415604,-1.739592996,-5.779483812,-5.143800758,-5.465909065,-8.609813165,-6.010831545,-3.811591465,-3.835116596,-1.781131508,0.16844744,-7.627243242,-5.976170548,-6.838929415,-7.059614995,-3.289849158,-6.395986898,-6.636354414,-6.681633921,-7.618164869,-6.24418171,-5.510777245,-6.09978308,-5.45349021,0.004281336,8.51900631,9.660086416,7.542337176,5.703729763,9.642720318,1.68615758,2.035019059,3.806609778,4.193222571,2.837744139,5.23813068,1.992184503,23.17770367,5.101679546,3.222334767,1.590093342,1.078356869,4.776185368,-2.779250656,-1.720000195,-1.047021766,-0.827463059,-1.254602421,0.642910825,-2.623036021,2.317770367
Isla Hermite,HER42PB,HER42PB_1C,97,109.8,111,110.4,1058.646923,16921.61538,49881.46154,1.324615385,-5.142915259,-3.576771341,-4.445849508,-4.874273619,-0.708524785,-5.826350816,-5.113093153,-5.371430084,-7.231973324,-5.027580717,-3.085847416,-3.71159091,-1.631324056,0.195670324,-5.603729932,-4.360060773,-5.135173128,-5.652427088,-1.916430894,-6.157946682,-7.260323936,-6.598754776,-7.16708319,-5.34269738,-3.91839937,-5.282986254,-3.834248487,0.021617578,8.878405733,10.07621569,7.757642062,6.079441495,9.751243689,1.981504832,1.895111199,3.365497466,3.601680569,3.21191437,5.541127744,2.767195838,36.17742954,5.499947838,5.320222614,3.391488777,-0.039856423,5.250433518,-3.5652739,-3.344937273,-1.024561342,-0.788378237,-0.816642453,-0.235225424,-1.798753637,3.617742954
Isla Hermite,HER42PB,HER42PB_1C,104,119.2,120.3,119.8,1151.604167,19878.16667,52794.58333,1.33,-6.73252699,-4.688395494,-5.704396892,-6.030524611,-1.45343358,-5.54473603,-5.110078987,-5.888741181,-9.887256539,-6.193573595,-4.043178061,-3.842829682,-1.783002428,0.168132583,-7.670920051,-6.698206992,-7.14705764,-7.60365037,-3.112835092,-6.49594449,-6.764675205,-6.564942398,-11.88715831,-6.260640126,-6.099913523,-5.970596251,-5.207999754,0.005472609,8.742071054,9.90005448,7.486494889,5.779756905,10.27868977,1.979167087,2.081543932,3.436021104,3.686015534,2.990874903,5.444755978,2.29573029,23.1665181,5.045159428,4.879368851,3.618488769,-0.098378957,6.078984688,-1.898454495,-1.369894666,-2.442114759,-0.561480208,-1.359653065,0.084563207,-2.009335304,2.31665181
Isla Hermite,HER42PB,HER42PB_1D,118,127.3,128.4,127.8,1233.236667,21778.75,54049.75,1.334166667,-7.01465286,-4.982615785,-6.454886726,-6.764721548,-2.186319274,-6.068361227,-5.221156964,-5.671548574,-9.887256539,-6.801116547,-4.678189284,-3.787492108,-1.846798269,0.157741404,-7.907656237,-6.573799477,-7.251603666,-7.209673603,-2.935506804,-6.699972042,-6.817923236,-6.674688178,-11.88715831,-6.690391429,-5.681111875,-5.968525592,-5.053926956,0.006384214,8.640642038,9.95690713,7.869810763,6.044195656,9.468314727,1.68880827,2.079137954,3.328263232,3.251460446,2.905203595,5.471948778,2.979470511,24.02293655,5.20795399,6.31872079,4.18492333,2.647985816,5.163249134,-2.087810101,-2.074956614,-0.215650451,-0.503558811,-0.552564139,1.978636108,-0.581895622,2.402293655
Isla Hermite,HER42PB,HER42PB_1D,121,130.9,132.2,131.6,1270.93,20312.92857,50184.42857,1.258571429,-6.944548223,-4.726258564,-6.353516975,-6.585579302,-2.663781257,-6.38742434,-5.244107714,-5.980450859,-9.19897191,-6.470362206,-4.108856176,-3.831077974,-1.81021397,0.163619124,-7.393994894,-6.564665851,-7.380045182,-7.228706055,-4.076088389,-7.035529578,-7.198928348,-7.107390021,-8.722274223,-6.572279623,-5.625310122,-5.734027674,-5.20900011,0.005467138,8.201973796,9.622984594,7.156680341,5.27599219,8.985783706,1.157337038,1.869007664,3.256830269,2.834424638,2.385838748,5.300639155,2.054461565,15.44962422,4.525022913,5.611141254,2.277073309,1.115507825,4.241351453,-3.170201405,-1.375185968,-2.695413571,-2.350564044,-1.440006562,0.744259133,-1.96292196,1.544962422
Isla Hermite,HER42PB,HER42PB_1D,131,143.2,144.4,143.8,1396.852308,21612.38462,53592,1.345384615,-7.382781713,-5.11381102,-7.180814558,-7.5294504,-2.819342414,-5.788884536,-5.313676143,-5.621653887,-9.207132899,-6.853495343,-4.712319188,-3.731095614,-1.858541554,0.155899836,-7.939922561,-6.678739246,-7.770809124,-7.789485086,-3.902823443,-6.589061203,-7.145851862,-6.842764287,-8.631000794,-6.678929239,-5.768921743,-6.222203376,-5.33838478,0.004803623,8.527118762,9.694174917,7.434976023,5.558136355,9.457666935,1.390603961,1.91163009,3.100262851,3.040095342,2.753892013,5.305942763,1.910342813,19.87159939,4.41052859,4.746514422,3.241915488,1.118480607,4.724663377,-2.381657099,-2.49468924,-2.851980978,-1.242991346,-1.053770977,0.477629026,-2.021882901,1.987159939
Isla Hermite,HER42PB,HER42PB_1D,137,150.7,151.9,151.3,1480.034615,20654.53846,50993.53846,1.311538462,-7.353742731,-5.027842419,-6.70415072,-6.754241276,-2.947350954,-5.97512443,-5.159603447,-5.949159687,-9.63285698,-6.647872309,-4.2974273,-3.84895534,-1.825351946,0.161160914,-8.160909837,-7.006037093,-7.459906098,-7.412129994,-4.200389699,-6.615704617,-6.963352293,-6.793728612,-9.843736081,-6.507987698,-6.385125953,-5.722790328,-5.549292225,0.00389021,8.1046425,9.596643038,7.047757586,5.150720496,8.853266089,1.049755927,1.70286099,2.995823411,2.749969691,2.219506021,5.264516815,1.644935951,15.94569099,4.481550786,5.595788819,3.046903367,1.144386811,3.862433422,-3.07918008,-2.834650543,-1.210570656,-1.865250831,-2.100485223,0.258869063,-2.846905541,1.594569099
Isla Hermite,HER42PB,HER42PB_1D,144,159.2,160.3,159.8,1611.23,18959.91667,48486.91667,1.343333333,-6.304570576,-4.450727723,-5.455602251,-5.775272448,-1.872952159,-5.990162428,-5.17902065,-5.843123357,-9.887256539,-6.106905389,-3.700022036,-3.814311481,-1.742398015,0.175100004,-7.792887057,-6.370356061,-6.600745055,-7.238810061,-3.717029893,-6.430516811,-6.92189403,-6.3462106,-11.88715831,-6.266889429,-5.395921047,-5.292475627,-5.28337177,0.005075289,8.699160337,9.869488439,7.665606811,5.812899312,9.582848199,1.667964065,1.957379884,3.385831651,3.369687802,3.053266363,5.406648349,2.462173992,30.56266025,5.130727036,4.96321316,3.330463762,1.246949839,4.379841012,-3.308269793,-1.559228347,-0.774652713,-0.765478754,-0.710336638,0.831036965,-2.003234251,3.056266025
